num_ssu,boundary,relative_time_s,npu_id,request_id,controller_request_id,latest_strictly_prior_decision_request_id,latest_strictly_prior_decision_prefetch_only,latest_decision_request_matches_boundary_active,selection_classification,controller_prefetch_only,slack_request_matches_controller_request,slack_eligible_admitted_nonprefetch,prefetch_requests_excluded_from_slack,selected_by_latest_strictly_prior_decision,compute_inventory_q_ms,deadline_slack_alpha1p5_ms_diagnostic_only,deadline_slack_alpha2_ms_diagnostic_only,slack_after_remaining_compute_alpha1p5_ms_diagnostic_only,slack_after_remaining_compute_alpha2_ms_diagnostic_only,deadline_or_slack_used_by_controller
3,1,0.5,7,647,647,647,False,True,selected,False,True,True,True,True,1703.8560290960445,2616.8876207622106,3532.824995192921,913.0315916661662,1828.9689660968766,False
3,1,0.5,8,584,584,584,False,True,selected,False,True,True,True,True,477.1474904979038,646.269122615525,1147.7690273368119,169.12163211762123,670.621536838908,False
3,1,0.5,9,521,521,521,False,True,selected,False,True,True,True,True,1107.6388999467174,1664.1629548827223,2794.8492611182537,556.5240549360049,1687.2103611715363,False
3,1,0.5,10,458,458,458,False,True,selected,False,True,True,True,True,426.65325561393246,653.17286543996,896.9747257907785,226.51960982602753,470.32147017684605,False
3,1,0.5,11,555,555,555,False,True,selected,False,True,True,True,True,1498.8574159080886,2417.381640898102,3548.0679471336334,918.5242249900134,2049.210531225545,False
3,1,0.5,12,556,556,556,False,True,selected,False,True,True,True,True,1105.15633695665,1679.2618404820992,2337.5012652650967,574.1055035254492,1232.3449283084467,False
3,1,0.5,13,461,493,493,True,False,unknown_or_stale_decision,True,False,False,True,,3.5362030932283233,,,,,False
3,1,0.5,14,782,782,782,False,True,selected,False,True,True,True,True,125.66567622007298,91.86423954906718,343.1955919892132,-33.8014366710058,217.52991576914022,False
3,1,0.5,15,975,975,975,False,True,selected,False,True,True,True,True,181.33329127930062,271.6205713961913,501.4771108043939,90.28728011689066,320.14381952509325,False
3,1,0.5,16,560,560,560,False,True,selected,False,True,True,True,True,915.3463470676553,1391.2732271108916,1935.7227163335615,475.92688004323634,1020.3763692659062,False
3,1,0.5,17,529,529,529,False,True,selected,False,True,True,True,True,404.56350541568156,558.3954895001382,809.7268419402842,153.83198408445662,405.16333652460264,False
3,1,0.5,18,690,690,690,False,True,selected,False,True,True,True,True,361.15428578503327,524.750421195237,797.556674432893,163.59613541020371,436.40238864785977,False
3,1,0.5,19,563,595,563,False,False,unknown_or_stale_decision,True,False,False,True,,117.40583645270453,,,,,False
3,1,0.5,20,564,564,532,False,False,unknown_or_stale_decision,False,True,False,True,,256.8585945250467,,,,,False
3,1,0.5,21,565,565,565,False,True,rejected,False,True,True,True,False,4.366916052887081,-136.08380379322065,-124.43869431885511,-140.45071984610775,-128.8056103717422,False
3,1,0.5,22,566,566,566,False,True,selected,False,True,True,True,True,663.5899851837374,1151.9665293356638,2239.703176980808,488.3765441519264,1576.1131917970706,False
3,1,0.5,23,631,631,631,False,True,selected,False,True,True,True,True,1671.9990113795404,2652.246221572977,3654.0826127238665,980.2472101934366,1982.083601344326,False
3,1,0.5,24,696,728,696,False,False,unknown_or_stale_decision,True,False,False,True,,20.856805734954833,,,,,False
3,1,0.5,25,633,633,633,False,True,selected,False,True,True,True,True,642.3408379011029,1147.0198149658077,1891.1584165846402,504.6789770647048,1248.8175786835372,False
3,1,0.5,26,922,922,922,False,True,selected,False,True,True,True,True,1375.7623655436862,2022.4384340610613,3153.124740296593,646.6760685173751,1777.3623747529066,False
3,1,0.5,27,347,347,347,False,True,selected,False,True,True,True,True,1769.8317859814094,2606.471944920258,3608.3083360711476,836.6401589388486,1838.476550089738,False
3,1,0.5,28,732,732,732,False,True,selected,False,True,True,True,True,1053.1033309146135,1728.4438669616775,2644.381241392388,675.340536047064,1591.2779104777744,False
3,1,0.5,29,509,509,509,False,True,selected,False,True,True,True,True,576.9770654913478,843.0363029714465,1172.7374832522166,266.05923748009866,595.7604177608688,False
3,1,0.5,30,638,638,638,False,True,selected,False,True,True,True,True,300.2834262109708,368.0080241607326,640.8142773983886,67.7245979497618,340.53085118741785,False
3,1,0.5,31,735,735,735,False,True,selected,False,True,True,True,True,1078.4261686442708,1859.770662933137,2990.4569691686684,781.3444942888661,1912.0308005243976,False
3,2,1.0,0,928,928,928,False,True,selected,False,True,True,True,True,814.9373451720912,1121.6034070172348,1623.1033117385216,306.66606184514353,808.1659665664304,False
3,2,1.0,1,417,417,417,False,True,selected,False,True,True,True,True,411.39964048937344,746.4241808843294,1404.663605667327,335.024540394956,993.2639651779534,False
3,2,1.0,2,834,834,834,False,True,selected,False,True,True,True,True,167.0200367064797,178.90931365804374,305.1631416070348,11.889276951564057,138.1431049005551,False
3,2,1.0,3,547,547,547,False,True,selected,False,True,True,True,True,876.6068422570282,1406.4700973757476,2408.306488526637,529.8632551187194,1531.6996462696088,False
3,2,1.0,4,548,548,548,False,True,selected,False,True,True,True,True,355.666804497441,602.8657982617742,1089.3066250457898,247.19899376433324,733.6398205483488,False
3,2,1.0,5,613,613,613,False,True,selected,False,True,True,True,True,112.91653540852145,149.4653723219647,250.4728984053591,36.54883691344325,137.55636299683766,False
3,2,1.0,6,646,646,646,False,True,selected,False,True,True,True,True,37.19932043502169,37.56787800831019,75.02255150948844,0.3685575732884985,37.82323107446675,False
3,2,1.0,7,647,647,647,False,True,selected,False,True,True,True,True,1368.1453374861583,2116.8876207622106,3032.824995192921,748.7422832760524,1664.6796577067628,False
3,2,1.0,8,584,584,584,False,True,selected,False,True,True,True,True,175.363377988994,146.26912261552502,647.7690273368119,-29.094255373468968,472.40564934781787,False
3,2,1.0,9,521,521,521,False,True,selected,False,True,True,True,True,729.4043885123463,1164.1629548827223,2294.8492611182537,434.758566370376,1565.4448726059074,False
3,2,1.0,10,458,458,458,False,True,selected,False,True,True,True,True,120.94901338854977,153.17286543996,396.9747257907785,32.22385205141022,276.02571240222875,False
3,2,1.0,11,555,555,555,False,True,selected,False,True,True,True,True,1130.6863062355314,1917.381640898102,3048.0679471336334,786.6953346625705,1917.381640898102,False
3,2,1.0,12,556,556,556,False,True,selected,False,True,True,True,True,743.7902658032144,1179.2618404820992,1837.5012652650967,435.47157467888474,1093.7109994618822,False
3,2,1.0,13,493,493,493,False,True,selected,False,True,True,True,True,172.39240455615197,193.10582131783622,422.9623607260388,20.713416761684243,250.56995616988684,False
3,2,1.0,14,846,846,846,False,True,rejected,False,True,True,True,False,16.06149630846263,-116.5190042103091,-98.16300842920896,-132.58050051877174,-114.2245047376716,False
3,2,1.0,15,1039,1039,1039,False,True,selected,False,True,True,True,True,470.4915888870462,659.3428449776068,910.6741974177528,188.85125609056058,440.1826085307066,False
3,2,1.0,16,560,560,560,False,True,selected,False,True,True,True,True,612.5056753755038,891.2732271108916,1435.7227163335615,278.7675517353879,823.2170409580577,False
3,2,1.0,17,529,529,529,False,True,selected,False,True,True,True,True,109.1019201387791,58.39548950013818,309.7268419402842,-50.70643063864091,200.6249218015051,False
3,2,1.0,18,690,690,690,False,True,selected,False,True,True,True,True,68.20156330941401,24.75042119523698,297.55667443289303,-43.45114211417703,229.35511112347902,False
3,2,1.0,19,691,691,691,False,True,selected,False,True,True,True,True,158.8350531242029,208.0487518849937,323.56515415714125,49.213698760790805,164.73010103293836,False
3,2,1.0,20,596,596,596,True,False,unknown_prefetch_decision,False,True,False,True,,20.037942123942873,,,,,False
3,2,1.0,21,629,629,629,False,True,rejected,False,True,True,True,False,7.386814882614832,-271.9376717715236,-252.23949875121735,-279.3244866541384,-259.6263136338322,False
3,2,1.0,22,566,566,566,False,True,selected,False,True,True,True,True,280.3614583432522,651.9665293356638,1739.7031769808082,371.60507099241164,1459.341718637556,False
3,2,1.0,23,631,631,631,False,True,selected,False,True,True,True,True,1324.4546289191483,2152.246221572977,3154.0826127238665,827.7915926538287,1829.6279838047183,False
3,2,1.0,24,728,728,728,False,True,selected,False,True,True,True,True,816.674233834005,1154.2052734029648,1698.6547626256347,337.53103956895984,881.9805287916297,False
3,2,1.0,25,633,633,633,False,True,selected,False,True,True,True,True,279.0519756070623,647.0198149658077,1391.1584165846402,367.9678393587454,1112.106440977578,False
3,2,1.0,26,922,922,922,False,True,selected,False,True,True,True,True,992.8029700761119,1522.4384340610613,2653.124740296593,529.6354639849494,1660.3217702204809,False
3,2,1.0,27,347,347,347,False,True,selected,False,True,True,True,True,1386.5444530815641,2106.471944920258,3108.3083360711476,719.9274918386939,1721.7638829895834,False
3,2,1.0,28,732,732,732,False,True,selected,False,True,True,True,True,686.9530308230328,1228.4438669616775,2144.381241392388,541.4908361386447,1457.428210569355,False
3,2,1.0,29,509,509,509,False,True,selected,False,True,True,True,True,273.2465692669189,343.0363029714465,672.7374832522166,69.78973370452758,399.4909139852977,False
3,2,1.0,30,670,670,638,False,False,unknown_or_stale_decision,False,True,False,True,,2003.6727823017789,,,,,False
3,2,1.0,31,735,735,735,False,True,selected,False,True,True,True,True,706.6789413972072,1359.770662933137,2490.4569691686684,653.0917215359298,1783.7780277714612,False
3,3,1.5,0,928,928,928,False,True,selected,False,True,True,True,True,501.4999047212869,621.6034070172348,1123.1033117385216,120.10350229594786,621.6034070172348,False
3,3,1.5,1,417,417,417,False,True,selected,False,True,True,True,True,85.0835406051778,246.42418088432942,904.6636056673269,161.34064027915161,819.5800650621491,False
3,3,1.5,2,866,866,866,False,True,rejected,False,True,True,True,False,49.86816019013819,-116.52348487235182,-80.25573200679676,-166.39164506249,-130.12389219693495,False
3,3,1.5,3,547,547,547,False,True,selected,False,True,True,True,True,509.25840397639143,906.4700973757476,1908.3064885266372,397.2116933993562,1399.0480845502457,False
3,3,1.5,4,548,580,548,False,False,unknown_or_stale_decision,True,False,False,True,,5.125250770126513,,,,,False
3,3,1.5,5,677,677,677,False,True,selected,False,True,True,True,True,75.28643759532233,124.7773598987884,251.03118784777945,49.49092230346608,175.74475025245712,False
3,3,1.5,6,678,678,678,False,True,selected,False,True,True,True,True,39.951378505189204,56.39940933067038,221.83143815511698,16.448030825481176,181.88005964992777,False
3,3,1.5,7,647,647,647,False,True,selected,False,True,True,True,True,1030.4295462345492,1616.8876207622106,2532.824995192921,586.4580745276614,1502.3954489583718,False
3,3,1.5,8,616,616,616,False,True,selected,False,True,True,True,True,1151.9189933702455,1729.015948923778,2387.2553737067756,577.0969555535326,1235.33638033653,False
3,3,1.5,9,521,521,521,False,True,selected,False,True,True,True,True,424.0073648383243,664.1629548827223,1794.8492611182537,240.15559004439797,1370.8418962799294,False
3,3,1.5,10,490,490,490,False,True,rejected,False,True,True,True,False,49.86816019013819,-214.6942844109905,-178.42653154543544,-264.5624446011287,-228.29469173557362,False
3,3,1.5,11,555,555,555,False,True,selected,False,True,True,True,True,848.0147296766486,1417.381640898102,2548.0679471336334,569.3669112214534,1700.0532174569848,False
3,3,1.5,12,556,556,556,False,True,selected,False,True,True,True,True,414.50957318710624,679.2618404820992,1337.5012652650967,264.7522672949929,922.9916920779904,False
3,3,1.5,13,525,525,525,False,True,selected,False,True,True,True,True,568.1647060703001,884.8114715263387,1257.4623410009372,316.64676545603857,689.2976349306371,False
3,3,1.5,14,878,878,878,False,True,selected,False,True,True,True,True,668.8561368280215,1078.3910457038392,1564.8318724878548,409.5349088758177,895.9757356598333,False
3,3,1.5,15,1039,1039,1039,False,True,selected,False,True,True,True,True,167.07197290946013,159.34284497760677,410.6741974177528,-7.7291279318533554,243.60222450829266,False
3,3,1.5,16,560,560,560,False,True,selected,False,True,True,True,True,309.6228219607063,391.27322711089164,935.7227163335615,81.65040515018535,626.0998943728553,False
3,3,1.5,17,561,561,561,False,True,selected,False,True,True,True,True,87.52240498054778,52.43277322450615,178.6866011734972,-35.089631756041626,91.16419619294942,False
3,3,1.5,18,754,754,754,False,True,selected,False,True,True,True,True,120.29767934863777,169.82118138439367,249.35387305671918,49.5235020357559,129.05619370808142,False
3,3,1.5,19,723,723,723,False,True,selected,False,True,True,True,True,14.150801198652555,-135.22520592863808,-98.95745306308302,-149.37600712729062,-113.10825426173558,False
3,3,1.5,20,628,628,628,False,True,selected,False,True,True,True,True,571.4507348113564,780.6144380630662,1196.2149724713254,209.16370325170988,624.764237659969,False
3,3,1.5,21,725,725,725,False,True,selected,False,True,True,True,True,1018.6794072395331,1559.647984743685,2104.0974739663548,540.9685775041518,1085.4180667268215,False
3,3,1.5,22,598,598,598,True,False,unknown_prefetch_decision,False,True,False,True,,188.31802864447565,,,,,False
3,3,1.5,23,631,631,631,False,True,selected,False,True,True,True,True,1001.8363911508894,1652.246221572977,2654.0826127238665,650.4098304220876,1652.246221572977,False
3,3,1.5,24,728,728,728,False,True,selected,False,True,True,True,True,497.8333573479185,654.2052734029648,1198.6547626256347,156.37191605504637,700.8214052777162,False
3,3,1.5,25,665,665,665,False,True,selected,False,True,True,True,True,2003.6727823017789,2924.3636748857402,3926.20006603663,920.6908925839614,1922.527283734851,False
3,3,1.5,26,922,922,922,False,True,selected,False,True,True,True,True,706.6789413972072,1022.4384340610613,2153.124740296593,315.7594926638542,1446.4457988993856,False
3,3,1.5,27,347,347,347,False,True,selected,False,True,True,True,True,1103.805673648516,1606.471944920258,2608.3083360711476,502.66627127174206,1504.5026624226316,False
3,3,1.5,28,732,732,732,False,True,selected,False,True,True,True,True,373.4947367370885,728.4438669616775,1644.381241392388,354.949130224589,1270.8865046552994,False
3,3,1.5,29,541,541,541,False,True,selected,False,True,True,True,True,1473.7113948492427,2153.285666464109,2897.4242680829416,679.5742716148663,1423.712873233699,False
3,3,1.5,30,670,670,670,False,True,selected,False,True,True,True,True,1627.9841356201953,2504.0396606349673,3505.876051785857,876.055525014772,1877.8919161656615,False
3,3,1.5,31,735,735,735,False,True,selected,False,True,True,True,True,424.0073648383243,859.7706629331369,1990.4569691686684,435.7632980948126,1566.449604330344,False
3,4,2.0,0,928,928,928,False,True,selected,False,True,True,True,True,188.0624642704826,121.60340701723476,623.1033117385216,-66.45905725324783,435.04084746803903,False
3,4,2.0,1,513,513,513,False,True,selected,False,True,True,True,True,17.088795574848174,-36.538479556024214,-4.452514581978022,-53.62727513087239,-21.541310156826196,False
3,4,2.0,2,898,898,898,False,True,selected,False,True,True,True,True,118.06516986933323,212.12324234332777,412.97538568073674,94.05807247399454,294.91021581140353,False
3,4,2.0,3,547,547,547,False,True,selected,False,True,True,True,True,158.7032716991048,406.4700973757476,1408.3064885266372,247.76682567664284,1249.6032168275324,False
3,4,2.0,4,580,580,580,False,True,rejected,False,True,True,True,False,32.90868975541092,-382.0449557827503,-344.4350246337093,-414.95364553816125,-377.34371438912024,False
3,4,2.0,5,741,741,741,False,True,selected,False,True,True,True,True,249.6737655869133,374.53762677698614,582.9193372267861,124.86386119007284,333.24557163987276,False
3,4,2.0,6,838,838,806,False,False,unknown_or_stale_decision,False,True,False,True,,2172.4202432495213,,,,,False
3,4,2.0,7,647,647,647,False,True,selected,False,True,True,True,True,651.3899304322961,1116.8876207622106,2032.824995192921,465.4976903299146,1381.435064760625,False
3,4,2.0,8,616,616,616,False,True,selected,False,True,True,True,True,782.040958061245,1229.015948923778,1887.2553737067756,446.9749908625331,1105.2144156455306,False
3,4,2.0,9,521,553,553,True,False,unknown_or_stale_decision,True,False,False,True,,58.75278323574457,,,,,False
3,4,2.0,10,522,522,522,False,True,selected,False,True,True,True,True,662.358706811983,1062.9000664974942,1463.4414261830043,400.5413596855112,801.0827193710213,False
3,4,2.0,11,555,555,555,False,True,selected,False,True,True,True,True,461.54432776156887,917.381640898102,2048.0679471336334,455.8373131365331,1586.5236193720646,False
3,4,2.0,12,556,588,556,False,False,unknown_or_stale_decision,True,False,False,True,,52.91419856416178,,,,,False
3,4,2.0,13,525,525,525,False,True,selected,False,True,True,True,True,238.61085079760454,384.81147152633866,757.4623410009372,146.20062072873412,518.8514902033326,False
3,4,2.0,14,878,878,878,False,True,selected,False,True,True,True,True,292.5129920429937,578.3910457038392,1064.8318724878548,285.87805366084547,772.3188804448611,False
3,4,2.0,15,1071,1071,1071,False,True,selected,False,True,True,True,True,200.85214333740902,374.387127959096,575.239271296505,173.534984621687,374.38712795909595,False
3,4,2.0,16,592,592,592,True,False,unknown_prefetch_decision,False,True,False,True,,30.58522463984339,,,,,False
3,4,2.0,17,657,657,657,False,True,selected,False,True,True,True,True,149.5366520013178,218.75777709716868,319.7653031805631,69.22112509585088,170.22865117924528,False
3,4,2.0,18,818,818,786,False,False,unknown_or_stale_decision,False,True,False,True,,895.286248765695,,,,,False
3,4,2.0,19,755,755,755,False,True,selected,False,True,True,True,True,744.3594861585754,1240.326718441695,1812.6668887646924,495.96723228311964,1068.3074026061172,False
3,4,2.0,20,628,628,628,False,True,selected,False,True,True,True,True,229.63620103177914,280.61443806306625,696.2149724713254,50.97823703128711,466.57877143954624,False
3,4,2.0,21,725,725,725,False,True,selected,False,True,True,True,True,680.5618615283374,1059.647984743685,1604.0974739663548,379.08612321534747,923.5356124380173,False
3,4,2.0,22,630,630,630,False,True,selected,False,True,True,True,True,62.47811235528914,73.58971151938852,156.89386132644069,11.111599164099374,94.41574897115154,False
3,4,2.0,23,631,631,631,False,True,selected,False,True,True,True,True,636.9747540177135,1152.246221572977,2154.0826127238665,515.2714675552635,1517.107858706153,False
3,4,2.0,24,728,728,728,False,True,selected,False,True,True,True,True,182.16142011402317,154.20527340296485,698.6547626256347,-27.956146711058324,516.4933425116116,False
3,4,2.0,25,665,665,665,False,True,selected,False,True,True,True,True,1621.1033204615721,2424.3636748857402,3426.20006603663,803.2603544241681,1805.0967455750576,False
3,4,2.0,26,922,922,922,False,True,selected,False,True,True,True,True,326.6580481491196,522.4384340610613,1653.1247402965928,195.78038591194172,1326.4666921474732,False
3,4,2.0,27,347,347,347,False,True,selected,False,True,True,True,True,734.6069714249401,1106.471944920258,2108.3083360711476,371.86497349531794,1373.7013646462074,False
3,4,2.0,28,732,764,764,True,False,unknown_or_stale_decision,True,False,False,True,,21.523653454478335,,,,,False
3,4,2.0,29,541,541,541,False,True,selected,False,True,True,True,True,1091.028461837678,1653.285666464109,2397.4242680829416,562.2572046264311,1306.3958062452637,False
3,4,2.0,30,670,670,670,False,True,selected,False,True,True,True,True,1263.8694162116287,2004.0396606349673,3005.876051785857,740.1702444233385,1742.006635574228,False
3,4,2.0,31,735,767,767,True,False,unknown_or_stale_decision,True,False,False,True,,35.06961673183832,,,,,False
3,5,2.5,0,992,992,960,False,False,unknown_or_stale_decision,False,True,False,True,,284.7199227381171,,,,,False
3,5,2.5,1,545,545,545,False,True,selected,False,True,True,True,True,411.4317853710868,643.7788856839838,1016.4297551585823,232.34710031289706,604.9979697874955,False
3,5,2.5,2,930,930,930,False,True,selected,False,True,True,True,True,122.86528207080792,324.4273799543066,553.1701159213528,201.5620978834987,430.3048338505449,False
3,5,2.5,3,579,579,579,False,True,selected,False,True,True,True,True,509.7012379692286,776.6558801229007,1149.3067495974992,266.9546421536721,639.6055116282706,False
3,5,2.5,4,644,644,644,False,True,selected,False,True,True,True,True,144.75302522139077,218.04157503698872,383.4736038614353,73.28854981559795,238.72057864004455,False
3,5,2.5,5,773,773,773,False,True,rejected,False,True,True,True,False,22.160444647844496,-49.40763008670862,-29.709457066402408,-71.56807473455312,-51.86990171424691,False
3,5,2.5,6,838,838,838,False,True,selected,False,True,True,True,True,1739.0215638591549,2749.14086436454,3836.8775120096843,1010.1193005053851,2097.8559481505295,False
3,5,2.5,7,647,647,647,False,True,selected,False,True,True,True,True,210.39135931593432,616.8876207622106,1532.824995192921,406.4962614462763,1322.4336358769867,False
3,5,2.5,8,616,616,616,False,True,selected,False,True,True,True,True,339.4188235560284,729.0159489237781,1387.2553737067756,389.59712536774964,1047.8365501507471,False
3,5,2.5,9,553,553,553,False,True,selected,False,True,True,True,True,92.53331320703992,161.30921324797168,362.16135658538064,68.77590004093176,269.62804337834075,False
3,5,2.5,10,522,522,522,False,True,selected,False,True,True,True,True,218.41414297752067,562.9000664974942,963.4414261830043,344.48592351997354,745.0272832054836,False
3,5,2.5,11,555,587,587,True,False,unknown_or_stale_decision,True,False,False,True,,28.337438997463323,,,,,False
3,5,2.5,12,620,620,620,False,True,selected,False,True,True,True,True,1017.7201227286744,1621.995214800209,2280.2346395832064,604.2750920715346,1262.514516854532,False
3,5,2.5,13,589,589,557,False,False,unknown_or_stale_decision,False,True,False,True,,556.9369186975551,,,,,False
3,5,2.5,14,910,910,910,False,True,selected,False,True,True,True,True,1061.1080676173713,1499.4775199198348,2065.4018226490994,438.3694523024635,1004.2937550317281,False
3,5,2.5,15,1103,1103,1103,False,True,selected,False,True,True,True,True,2163.4385026910377,3142.824466492184,4273.510772727715,979.3859638011463,2110.0722700366778,False
3,5,2.5,16,624,624,624,False,True,selected,False,True,True,True,True,93.45343894543849,138.44644829838273,325.35332618925975,44.99300935294424,231.89988724382124,False
3,5,2.5,17,753,753,721,False,False,unknown_or_stale_decision,False,True,False,True,,287.91438865653305,,,,,False
3,5,2.5,18,818,818,818,False,True,selected,False,True,True,True,True,520.9876414106595,850.715801586975,1309.2659833012408,329.72816017631544,788.2783418905813,False
3,5,2.5,19,755,755,755,False,True,selected,False,True,True,True,True,300.63237850778756,740.326718441695,1312.6668887646924,439.69433993390743,1012.0345102569049,False
3,5,2.5,20,692,692,692,False,True,selected,False,True,True,True,True,136.7549938338047,240.69899917716174,355.6518201541617,103.94400534335705,218.89682632035704,False
