num_ssu,case,npu_id,sequence,request_id,layer,io_start_relative_to_admission_ms,io_ready_relative_to_admission_ms,compute_start_relative_to_admission_ms,compute_end_relative_to_admission_ms,io_barrier_wait_ms,work_gb_ssu0,work_gb_ssu1,work_gb_ssu2
3,baseline,0,28,896,0,-39.330261341012374,-9.596338133444078,0.0,2.4622716275371204,0.0,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,1,0.0,37.369260926614515,37.369260926614515,39.831532554151636,34.906989299077395,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,2,37.369260926614515,65.85284246958327,65.85284246958327,68.31511409712039,26.02130991543163,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,3,65.85284246958327,105.2506543592317,105.2506543592317,107.71292598676882,36.93554026211132,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,4,105.2506543592317,130.2283383802278,130.2283383802278,132.69061000776492,22.515412393458973,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,5,130.2283383802278,166.48951544321608,166.48951544321608,168.9517870707532,33.79890543545116,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,6,166.48951544321608,202.76537909067702,202.76537909067702,205.22765071821414,33.81359201992382,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,7,202.76537909067702,240.8078290418489,240.8078290418489,243.270100669386,35.580178323634755,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,8,240.8078290418489,271.53216375864577,271.53216375864577,273.9944353861829,28.262063089259755,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,9,271.53216375864577,310.17886175669264,310.17886175669264,312.64113338422976,36.184426370509755,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,10,310.17886175669264,347.34011663950514,347.34011663950514,349.80238826704226,34.69898325527538,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,11,347.34011663950514,383.95586981333327,383.95586981333327,386.4181414408704,34.153481546291005,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,12,383.95586981333327,419.6988202527864,419.6988202527864,422.1610918803235,33.280678811916005,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,13,419.6988202527864,460.2086163953645,460.2086163953645,462.67088802290164,38.047524515041005,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,14,460.2086163953645,495.7900144056184,495.7900144056184,498.25228603315554,33.119126382716786,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,28,896,15,495.7900144056184,532.886228700052,532.886228700052,535.3485003275891,34.63394266689647,0.07964324951171875,0.085601806640625,0.0924835205078125
3,baseline,0,29,928,0,-2.4622716275371204,31.998749795802723,31.998749795802723,94.68623788596233,31.998749795802723,0.0738525390625,0.0844268798828125,0.0753631591796875
3,baseline,0,29,928,1,31.998749795802723,73.62262827480663,94.68623788596233,157.37372597612193,0.0,0.0738525390625,0.0844268798828125,0.0753631591796875
3,baseline,0,29,928,2,94.68623788596233,133.73691660488475,157.37372597612193,220.06121406628154,0.0,0.0738525390625,0.0844268798828125,0.0753631591796875
3,baseline,0,29,928,3,157.37372597612193,199.60205179775585,220.06121406628154,282.74870215644114,0.0,0.0738525390625,0.0844268798828125,0.0753631591796875
3,baseline,0,29,928,4,220.06121406628154,262.37041575039257,282.74870215644114,345.43619024660075,0.0,0.0738525390625,0.0844268798828125,0.0753631591796875
3,baseline,0,29,928,5,282.74870215644114,327.929230752834,345.43619024660075,408.12367833676035,0.0,0.0738525390625,0.0844268798828125,0.0753631591796875
3,baseline,0,29,928,6,345.43619024660075,384.76421457851757,408.12367833676035,470.81116642691995,0.0,0.0738525390625,0.0844268798828125,0.0753631591796875
