num_ssu,evaluation,relative_time_s,selection_mode,attempt_index,npu_id,stage,accepted,rejection_reason,target_sum_gbps,npu_capacity_gbps,target_gbps_by_ssu,admission_remaining_before_gbps_by_ssu,admission_remaining_after_gbps_by_ssu,violating_ssu_ids,target_ssu0_gbps,admission_remaining_before_ssu0_gbps,admission_remaining_after_ssu0_gbps,target_ssu1_gbps,admission_remaining_before_ssu1_gbps,admission_remaining_after_ssu1_gbps,target_ssu2_gbps,admission_remaining_before_ssu2_gbps,admission_remaining_after_ssu2_gbps
3,131,0.03384420208521078,greedy_overload,10,0,pinned,True,,0.7811454895664063,50.0,"[0.2463271288121338,0.2773954153289795,0.257422945425293]","[34.69939734027551,34.306380769341914,34.501342290333746]","[34.45307021146338,34.02898535401293,34.243919344908456]",,0.2463271288121338,34.69939734027551,34.45307021146338,0.2773954153289795,34.306380769341914,34.02898535401293,0.257422945425293,34.501342290333746,34.243919344908456
3,131,0.03384420208521078,greedy_overload,11,25,pinned,True,,0.9308161792617187,50.0,"[0.28994173325793454,0.3227830299052734,0.3180914160985107]","[34.45307021146338,34.02898535401293,34.243919344908456]","[34.163128478205444,33.70620232410766,33.925827928809944]",,0.28994173325793454,34.45307021146338,34.163128478205444,0.3227830299052734,34.02898535401293,33.70620232410766,0.3180914160985107,34.243919344908456,33.925827928809944
3,131,0.03384420208521078,greedy_overload,12,3,pinned,True,,0.9590201139492187,50.0,"[0.3031785970697022,0.31990569208044434,0.3359358247990723]","[34.163128478205444,33.70620232410766,33.925827928809944]","[33.85994988113574,33.38629663202721,33.58989210401087]",,0.3031785970697022,34.163128478205444,33.85994988113574,0.31990569208044434,33.70620232410766,33.38629663202721,0.3359358247990723,33.925827928809944,33.58989210401087
3,131,0.03384420208521078,greedy_overload,13,28,pinned,True,,0.9513819113906252,50.0,"[0.30797940080273445,0.3438086875297852,0.2995938230581055]","[33.85994988113574,33.38629663202721,33.58989210401087]","[33.551970480333004,33.042487944497424,33.29029828095277]",,0.30797940080273445,33.85994988113574,33.551970480333004,0.3438086875297852,33.38629663202721,33.042487944497424,0.2995938230581055,33.58989210401087,33.29029828095277
3,131,0.03384420208521078,greedy_overload,14,11,pinned,True,,0.9683001765937499,50.0,"[0.27789227006835937,0.34643903001855464,0.34396887650683594]","[33.551970480333004,33.042487944497424,33.29029828095277]","[33.27407821026465,32.69604891447887,32.94632940444593]",,0.27789227006835937,33.551970480333004,33.27407821026465,0.34643903001855464,33.042487944497424,32.69604891447887,0.34396887650683594,33.29029828095277,32.94632940444593
3,131,0.03384420208521078,greedy_overload,15,8,pinned,True,,1.9380923422910157,50.0,"[0.6446384730465087,0.6543846270666503,0.6390692421778564]","[33.27407821026465,32.69604891447887,32.94632940444593]","[32.62943973721814,32.041664287412225,32.30726016226808]",,0.6446384730465087,33.27407821026465,32.62943973721814,0.6543846270666503,32.69604891447887,32.041664287412225,0.6390692421778564,32.94632940444593,32.30726016226808
3,131,0.03384420208521078,greedy_overload,16,24,pinned,True,,3.8894433703124993,50.0,"[1.3112980505624998,1.294629007546875,1.2835163122031248]","[32.62943973721814,32.041664287412225,32.30726016226808]","[31.318141686655643,30.74703527986535,31.023743850064953]",,1.3112980505624998,32.62943973721814,31.318141686655643,1.294629007546875,32.041664287412225,30.74703527986535,1.2835163122031248,32.30726016226808,31.023743850064953
3,131,0.03384420208521078,greedy_overload,17,15,pinned,True,,7.57332093060791,50.0,"[2.3610941724836425,2.672936799038086,2.5392899590861817]","[31.318141686655643,30.74703527986535,31.023743850064953]","[28.957047514172,28.074098480827264,28.48445389097877]",,2.3610941724836425,31.318141686655643,28.957047514172,2.672936799038086,30.74703527986535,28.074098480827264,2.5392899590861817,31.023743850064953,28.48445389097877
3,131,0.03384420208521078,greedy_overload,18,1,pinned,True,,0.9165073182890622,50.0,"[0.2768615857331542,0.3288394313305663,0.31080630122534175]","[28.957047514172,28.074098480827264,28.48445389097877]","[28.680185928438846,27.745259049496696,28.17364758975343]",,0.2768615857331542,28.957047514172,28.680185928438846,0.3288394313305663,28.074098480827264,27.745259049496696,0.31080630122534175,28.48445389097877,28.17364758975343
3,131,0.03384420208521078,greedy_overload,19,27,pinned,True,,1.4577991525195315,50.0,"[0.4191172563493653,0.5527488453303223,0.48593305083984384]","[28.680185928438846,27.745259049496696,28.17364758975343]","[28.26106867208948,27.192510204166375,27.687714538913585]",,0.4191172563493653,28.680185928438846,28.26106867208948,0.5527488453303223,27.745259049496696,27.192510204166375,0.48593305083984384,28.17364758975343,27.687714538913585
3,131,0.03384420208521078,greedy_overload,20,14,pinned,True,,3.8894433703124998,50.0,"[1.2418437046640625,1.30018535521875,1.3474143104296874]","[28.26106867208948,27.192510204166375,27.687714538913585]","[27.019224967425416,25.892324848947624,26.340300228483898]",,1.2418437046640625,28.26106867208948,27.019224967425416,1.30018535521875,27.192510204166375,25.892324848947624,1.3474143104296874,27.687714538913585,26.340300228483898
3,131,0.03384420208521078,greedy_overload,21,10,greedy_candidate,True,,3.6028782389208995,50.0,"[1.1800566383807376,1.2199619353308109,1.2028596652093508]","[27.019224967425416,25.892324848947624,26.340300228483898]","[25.83916832904468,24.672362913616812,25.137440563274545]",,1.1800566383807376,27.019224967425416,25.83916832904468,1.2199619353308109,25.892324848947624,24.672362913616812,1.2028596652093508,26.340300228483898,25.137440563274545
3,131,0.03384420208521078,greedy_overload,22,20,greedy_candidate,True,,7.764770757256349,50.0,"[2.24536818194165,2.798414532173584,2.7209880431411135]","[25.83916832904468,24.672362913616812,25.137440563274545]","[23.59380014710303,21.873948381443228,22.416452520133433]",,2.24536818194165,25.83916832904468,23.59380014710303,2.798414532173584,24.672362913616812,21.873948381443228,2.7209880431411135,25.137440563274545,22.416452520133433
3,131,0.03384420208521078,greedy_overload,23,5,greedy_candidate,True,,28.424075843371213,50.0,"[10.346141109328856,7.843042453846069,10.234892280196286]","[23.59380014710303,21.873948381443228,22.416452520133433]","[13.247659037774172,14.030905927597159,12.181560239937147]",,10.346141109328856,23.59380014710303,13.247659037774172,7.843042453846069,21.873948381443228,14.030905927597159,10.234892280196286,22.416452520133433,12.181560239937147
3,131,0.03384420208521078,greedy_overload,24,23,greedy_candidate,False,ssu_admission_capacity_exceeded,39.85723109459785,50.0,"[13.831199451204533,12.935093571267338,13.09093807212598]","[13.247659037774172,14.030905927597159,12.181560239937147]","[13.247659037774172,14.030905927597159,12.181560239937147]",0|2,13.831199451204533,13.247659037774172,13.247659037774172,12.935093571267338,14.030905927597159,14.030905927597159,13.09093807212598,12.181560239937147,12.181560239937147
3,131,0.03384420208521078,greedy_overload,25,16,greedy_candidate,False,ssu_admission_capacity_exceeded,48.145227634183215,50.0,"[15.564537576880001,16.720453148219967,15.86023690908325]","[13.247659037774172,14.030905927597159,12.181560239937147]","[13.247659037774172,14.030905927597159,12.181560239937147]",0|1|2,15.564537576880001,13.247659037774172,13.247659037774172,16.720453148219967,14.030905927597159,14.030905927597159,15.86023690908325,12.181560239937147,12.181560239937147
3,131,0.03384420208521078,greedy_overload,26,30,greedy_candidate,False,ssu_admission_capacity_exceeded,48.14522763418322,50.0,"[15.268838244676756,15.645182849299072,17.231206540207396]","[13.247659037774172,14.030905927597159,12.181560239937147]","[13.247659037774172,14.030905927597159,12.181560239937147]",0|1|2,15.268838244676756,13.247659037774172,13.247659037774172,15.645182849299072,14.030905927597159,14.030905927597159,17.231206540207396,12.181560239937147,12.181560239937147
3,131,0.03384420208521078,greedy_overload,27,12,greedy_candidate,False,ssu_admission_capacity_exceeded,49.87282717731244,50.0,"[15.251778120663207,17.42016191098114,17.20088714566809]","[13.247659037774172,14.030905927597159,12.181560239937147]","[13.247659037774172,14.030905927597159,12.181560239937147]",0|1|2,15.251778120663207,13.247659037774172,13.247659037774172,17.42016191098114,14.030905927597159,14.030905927597159,17.20088714566809,12.181560239937147,12.181560239937147
