num_ssu,case,case_label,block,relative_start_s,relative_end_s,npu_id,compute_ms,io_barrier_ms,other_ms,duration_ms,compute_fraction,io_barrier_fraction,other_fraction,includes_carry_in_at_measurement_start,exact_microbatch_interval_intersection
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,0,97.603195644675,402.396804355325,0.0,500.0,0.19520639128935,0.80479360871065,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,1,393.57970309464326,106.42029690535674,0.0,500.0,0.7871594061892865,0.21284059381071346,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,2,231.11088350873615,268.88911649126385,0.0,500.0,0.4622217670174723,0.5377782329825277,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,3,404.4722132487186,95.52778675128138,0.0,500.0,0.8089444264974373,0.19105557350256278,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,4,294.1331997969046,205.8668002030954,0.0,500.0,0.5882663995938092,0.41173360040619084,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,5,337.4653891417074,162.53461085829258,0.0,500.0,0.6749307782834149,0.32506922171658514,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,6,309.5375347456629,190.46246525433708,0.0,500.0,0.6190750694913258,0.38092493050867415,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,7,395.46436849815836,104.53563150184164,0.0,500.0,0.7909287369963167,0.20907126300368328,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,8,337.7898546741908,162.2101453258092,0.0,500.0,0.6755797093483816,0.3244202906516184,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,9,378.0902353217207,121.90976467827932,0.0,500.0,0.7561804706434414,0.24381952935655862,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,10,305.91520340878924,194.08479659121076,0.0,500.0,0.6118304068175785,0.3881695931824215,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,11,350.9347406317793,149.06525936822072,0.0,500.0,0.7018694812635585,0.2981305187364414,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,12,222.06961056859836,277.93038943140164,0.0,500.0,0.4441392211371967,0.5558607788628033,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,13,384.514559903655,115.48544009634497,0.0,500.0,0.76902911980731,0.23097088019268994,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,14,309.60871999134906,190.39128000865094,0.0,500.0,0.6192174399826981,0.3807825600173019,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,15,325.4005752321991,174.59942476780088,0.0,500.0,0.6508011504643982,0.34919884953560176,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,16,186.5399181687426,313.4600818312574,0.0,500.0,0.37307983633748515,0.6269201636625148,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,17,305.8994666687431,194.10053333125688,0.0,500.0,0.6117989333374863,0.38820106666251375,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,18,321.29333196266816,178.70666803733184,0.0,500.0,0.6425866639253364,0.3574133360746637,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,19,383.51235912274205,116.48764087725795,0.0,500.0,0.7670247182454841,0.2329752817545159,0.0,True,True
3,adaptive_t0_i100ms,"Adaptive: event-driven, min 100 ms",0,0.0,0.5,20,293.47367819851024,206.52632180148976,0.0,500.0,0.5869473563970204,0.4130526436029795,0.0,True,True
