num_ssu,evaluation,relative_time_s,selection_mode,attempt_index,npu_id,stage,accepted,rejection_reason,target_sum_gbps,npu_capacity_gbps,target_gbps_by_ssu,admission_remaining_before_gbps_by_ssu,admission_remaining_after_gbps_by_ssu,violating_ssu_ids,target_ssu0_gbps,admission_remaining_before_ssu0_gbps,admission_remaining_after_ssu0_gbps,target_ssu1_gbps,admission_remaining_before_ssu1_gbps,admission_remaining_after_ssu1_gbps,target_ssu2_gbps,admission_remaining_before_ssu2_gbps,admission_remaining_after_ssu2_gbps,target_ssu3_gbps,admission_remaining_before_ssu3_gbps,admission_remaining_after_ssu3_gbps
4,111,0.09396956523367407,greedy_overload,0,7,pinned,True,,0.9513819113906253,50.0,"[0.2805356918203126,0.2325092011010743,0.2241236233564454,0.21421339511279303]","[38.0,38.0,38.0,38.0]","[37.71946430817969,37.767490798898926,37.77587637664355,37.78578660488721]",,0.2805356918203126,38.0,37.71946430817969,0.2325092011010743,38.0,37.767490798898926,0.2241236233564454,38.0,37.77587637664355,0.21421339511279303,38.0,37.78578660488721
4,111,0.09396956523367407,greedy_overload,1,11,pinned,True,,0.96830017659375,50.0,"[0.24145750577050784,0.25380827332910155,0.2383698138808594,0.23466458361328127]","[37.71946430817969,37.767490798898926,37.77587637664355,37.78578660488721]","[37.47800680240918,37.51368252556983,37.537506562762694,37.551122021273926]",,0.24145750577050784,37.71946430817969,37.47800680240918,0.25380827332910155,37.767490798898926,37.51368252556983,0.2383698138808594,37.77587637664355,37.537506562762694,0.23466458361328127,37.78578660488721,37.551122021273926
4,111,0.09396956523367407,greedy_overload,2,19,pinned,True,,0.9590201139492189,50.0,"[0.24881553828479008,0.27042136934033206,0.21257349909484866,0.22720970722924808]","[37.47800680240918,37.51368252556983,37.537506562762694,37.551122021273926]","[37.229191264124395,37.243261156229494,37.32493306366784,37.32391231404468]",,0.24881553828479008,37.47800680240918,37.229191264124395,0.27042136934033206,37.51368252556983,37.243261156229494,0.21257349909484866,37.537506562762694,37.32493306366784,0.22720970722924808,37.551122021273926,37.32391231404468
4,111,0.09396956523367407,greedy_overload,3,1,pinned,True,,0.9165073182890625,50.0,"[0.21957987834008788,0.24715995967749022,0.22488374013574217,0.22488374013574217]","[37.229191264124395,37.243261156229494,37.32493306366784,37.32391231404468]","[37.00961138578431,36.996101196552004,37.1000493235321,37.09902857390893]",,0.21957987834008788,37.229191264124395,37.00961138578431,0.24715995967749022,37.243261156229494,36.996101196552004,0.22488374013574217,37.32493306366784,37.1000493235321,0.22488374013574217,37.32391231404468,37.09902857390893
4,111,0.09396956523367407,greedy_overload,4,18,pinned,True,,0.9421628036132813,50.0,"[0.2540474702600098,0.22208123228027346,0.22208123228027346,0.24395286879272463]","[37.00961138578431,36.996101196552004,37.1000493235321,37.09902857390893]","[36.7555639155243,36.77401996427173,36.87796809125182,36.85507570511621]",,0.2540474702600098,37.00961138578431,36.7555639155243,0.22208123228027346,36.996101196552004,36.77401996427173,0.22208123228027346,37.1000493235321,36.87796809125182,0.24395286879272463,37.09902857390893,36.85507570511621
4,111,0.09396956523367407,greedy_overload,5,30,pinned,True,,0.9590201139492189,50.0,"[0.27111833163244636,0.24602768911633308,0.22790666952136235,0.2139674236790772]","[36.7555639155243,36.77401996427173,36.87796809125182,36.85507570511621]","[36.484445583891855,36.5279922751554,36.65006142173046,36.64110828143713]",,0.27111833163244636,36.7555639155243,36.484445583891855,0.24602768911633308,36.77401996427173,36.5279922751554,0.22790666952136235,36.87796809125182,36.65006142173046,0.2139674236790772,36.85507570511621,36.64110828143713
4,111,0.09396956523367407,greedy_overload,6,3,pinned,True,,1.90857099384961,50.0,"[0.4905833892641603,0.48050290866284195,0.47042242806152357,0.4670622678610841]","[36.484445583891855,36.5279922751554,36.65006142173046,36.64110828143713]","[35.993862194627695,36.047489366492556,36.17963899366894,36.174046013576046]",,0.4905833892641603,36.484445583891855,35.993862194627695,0.48050290866284195,36.5279922751554,36.047489366492556,0.47042242806152357,36.65006142173046,36.17963899366894,0.4670622678610841,36.64110828143713,36.174046013576046
4,111,0.09396956523367407,greedy_overload,7,29,pinned,True,,0.9308161792617187,50.0,"[0.24771720899707028,0.24396391795166014,0.21018429854296874,0.22895075377001953]","[35.993862194627695,36.047489366492556,36.17963899366894,36.174046013576046]","[35.74614498563062,35.803525448540896,35.96945469512597,35.945095259806024]",,0.24771720899707028,35.993862194627695,35.74614498563062,0.24396391795166014,36.047489366492556,35.803525448540896,0.21018429854296874,36.17963899366894,35.96945469512597,0.22895075377001953,36.174046013576046,35.945095259806024
4,111,0.09396956523367407,greedy_overload,8,28,pinned,True,,0.6837648825820315,50.0,"[0.1770462642399903,0.14041600267309576,0.19536139502343758,0.17094122064550787]","[35.74614498563062,35.803525448540896,35.96945469512597,35.945095259806024]","[35.56909872139063,35.663109445867796,35.77409330010253,35.774154039160514]",,0.1770462642399903,35.74614498563062,35.56909872139063,0.14041600267309576,35.803525448540896,35.663109445867796,0.19536139502343758,35.96945469512597,35.77409330010253,0.17094122064550787,35.945095259806024,35.774154039160514
4,111,0.09396956523367407,greedy_overload,9,13,pinned,True,,1.8887065150078122,50.0,"[0.5077772475864257,0.42720742601367184,0.4628080448481445,0.49091379655957024]","[35.56909872139063,35.663109445867796,35.77409330010253,35.774154039160514]","[35.061321473804206,35.23590201985412,35.31128525525438,35.28324024260095]",,0.5077772475864257,35.56909872139063,35.061321473804206,0.42720742601367184,35.663109445867796,35.23590201985412,0.4628080448481445,35.77409330010253,35.31128525525438,0.49091379655957024,35.774154039160514,35.28324024260095
4,111,0.09396956523367407,greedy_overload,10,23,pinned,True,,3.8894433703124998,50.0,"[1.0029207547734373,1.0251461454609374,0.9473572780546874,0.9140191920234374]","[35.061321473804206,35.23590201985412,35.31128525525438,35.28324024260095]","[34.05840071903077,34.210755874393186,34.363927977199694,34.36922105057751]",,1.0029207547734373,35.061321473804206,34.05840071903077,1.0251461454609374,35.23590201985412,34.210755874393186,0.9473572780546874,35.31128525525438,34.363927977199694,0.9140191920234374,35.28324024260095,34.36922105057751
4,111,0.09396956523367407,greedy_overload,11,25,pinned,True,,0.9308161792617187,50.0,"[0.23458069033813475,0.24208727242895509,0.23082739929272458,0.22332081720190428]","[34.05840071903077,34.210755874393186,34.363927977199694,34.36922105057751]","[33.82382002869264,33.96866860196423,34.13310057790697,34.145900233375606]",,0.23458069033813475,34.05840071903077,33.82382002869264,0.24208727242895509,34.210755874393186,33.96866860196423,0.23082739929272458,34.363927977199694,34.13310057790697,0.22332081720190428,34.36922105057751,34.145900233375606
4,111,0.09396956523367407,greedy_overload,12,26,pinned,True,,0.9654508306523437,50.0,"[0.23173387624035643,0.2567688379394531,0.2503496169909668,0.22659849948156738]","[33.82382002869264,33.96866860196423,34.13310057790697,34.145900233375606]","[33.59208615245228,33.71189976402478,33.882750960916006,33.91930173389404]",,0.23173387624035643,33.82382002869264,33.59208615245228,0.2567688379394531,33.96866860196423,33.71189976402478,0.2503496169909668,34.13310057790697,33.882750960916006,0.22659849948156738,34.145900233375606,33.91930173389404
