num_ssu,case,npu_id,sequence,request_id,layer,io_start_relative_to_admission_ms,io_ready_relative_to_admission_ms,compute_start_relative_to_admission_ms,compute_end_relative_to_admission_ms,io_barrier_wait_ms,work_gb_ssu0,work_gb_ssu1,work_gb_ssu2
3,layer_once_ttl_5ms,16,17,560,0,-1.6234108488824859,60.88856730053158,60.88856730053158,128.94475345336468,60.88856730053158,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,1,60.88856730053158,168.55172190258236,168.55172190258236,236.60790805541546,39.606968449217675,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,2,168.55172190258236,229.21151194164486,236.60790805541546,304.66409420824857,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,3,236.60790805541546,292.6030066926214,304.66409420824857,372.7202803610817,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,4,304.66409420824857,369.1117194611761,372.7202803610817,440.7764665139148,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,5,372.7202803610817,432.734003396723,440.7764665139148,508.8326526667479,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,6,440.7764665139148,508.55034861156673,508.8326526667479,576.888838819581,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,7,508.8326526667479,585.9780219514105,585.9780219514105,654.0342081042436,9.089183131829486,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,8,585.9780219514105,666.3786796052191,666.3786796052191,734.4348657580522,12.344471500975487,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,9,666.3786796052191,743.833628030512,743.833628030512,811.8898141833452,9.398762272459862,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,10,743.833628030512,806.1173346955511,811.8898141833452,879.9460003361783,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,11,811.8898141833452,885.8403113801214,885.8403113801214,953.8964975329545,5.894311043943162,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,12,885.8403113801214,949.4416144807074,953.8964975329545,1021.9526836857876,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,13,953.8964975329545,1006.9458869416449,1021.9526836857876,1090.0088698386207,0.0,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,14,1021.9526836857876,1099.8783973176214,1099.8783973176214,1167.9345834704545,9.86952747900068,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,17,560,15,1099.8783973176214,1204.761591287348,1204.761591287348,1272.817777440181,36.827007816893456,0.0820770263671875,0.0901336669921875,0.082916259765625
3,layer_once_ttl_5ms,16,18,592,0,-68.0561861528331,-65.90271325244248,0.0,2.1846589028464223,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,1,0.0,2.151562260252831,2.1846589028464223,4.369317805692845,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,2,2.1846589028464223,4.33393563624486,4.369317805692845,6.553976708539267,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,3,4.369317805692845,6.5197720991200185,6.553976708539267,8.73863561138569,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,4,6.553976708539267,8.705975102049706,8.73863561138569,10.923294514232111,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,5,8.73863561138569,10.890009780048786,10.923294514232111,13.107953417078534,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,6,10.923294514232111,13.076412782977059,13.107953417078534,15.292612319924956,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,7,13.107953417078534,15.260387943846581,15.292612319924956,17.47727122277138,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,8,15.292612319924956,17.44239477978408,17.47727122277138,19.6619301256178,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,9,17.47727122277138,19.62775854931533,19.6619301256178,21.846589028464223,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,10,19.6619301256178,21.81396155224502,21.846589028464223,24.031247931310645,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
3,layer_once_ttl_5ms,16,18,592,11,21.846589028464223,23.99596838818252,24.031247931310645,26.215906834157067,0.0,0.03440856933593751,0.03742980957031251,0.03541564941406251
