num_ssu,case,case_label,npu_id,compute_ms,io_barrier_ms,other_ms,measurement_ms,compute_fraction,io_barrier_fraction,other_fraction,idle_fraction,delta_vs_baseline_compute_ms,delta_vs_baseline_io_barrier_ms,delta_vs_baseline_other_ms,includes_carry_in,full_window_idle_root_cause_evidence
4,baseline,Baseline,18,49193.25286853366,14806.747131466336,0.0,63999.99999999999,0.7686445760708385,0.23135542392916153,0.0,0.23135542392916153,0.0,0.0,0.0,True,True
4,baseline,Baseline,19,50343.5639978921,13656.43600210789,0.0,63999.99999999999,0.7866181874670642,0.2133818125329358,0.0,0.2133818125329358,0.0,0.0,0.0,True,True
4,baseline,Baseline,20,47868.202371215266,16131.797628784727,0.0,63999.99999999999,0.7479406620502386,0.2520593379497614,0.0,0.2520593379497614,0.0,0.0,0.0,True,True
4,baseline,Baseline,21,48164.496575774334,15835.50342422566,0.0,63999.99999999999,0.752570258996474,0.24742974100352597,0.0,0.24742974100352597,0.0,0.0,0.0,True,True
4,baseline,Baseline,22,47791.35821282451,16208.641787175482,0.0,63999.99999999999,0.7467399720753831,0.25326002792461694,0.0,0.25326002792461694,0.0,0.0,0.0,True,True
4,baseline,Baseline,23,47592.1350192451,16407.864980754894,0.0,63999.99999999999,0.7436271096757048,0.2563728903242952,0.0,0.2563728903242952,0.0,0.0,0.0,True,True
4,baseline,Baseline,24,48555.587024509055,15444.412975490937,0.0,63999.99999999999,0.758681047257954,0.24131895274204593,0.0,0.24131895274204593,0.0,0.0,0.0,True,True
4,baseline,Baseline,25,50922.67716379923,13077.322836200765,0.0,63999.99999999999,0.7956668306843631,0.20433316931563697,0.0,0.20433316931563697,0.0,0.0,0.0,True,True
4,baseline,Baseline,26,46835.19451447871,17164.805485521283,0.0,63999.99999999999,0.7317999142887299,0.2682000857112701,0.0,0.2682000857112701,0.0,0.0,0.0,True,True
4,baseline,Baseline,27,50919.65845218913,13080.341547810869,0.0,63999.99999999999,0.7956196633154552,0.20438033668454486,0.0,0.20438033668454486,0.0,0.0,0.0,True,True
4,baseline,Baseline,28,49578.52489417812,14421.475105821875,0.0,63999.99999999999,0.7746644514715332,0.22533554852846682,0.0,0.22533554852846682,0.0,0.0,0.0,True,True
4,baseline,Baseline,29,54763.10141973977,9236.898580260226,0.0,63999.99999999999,0.855673459683434,0.14432654031656605,0.0,0.14432654031656605,0.0,0.0,0.0,True,True
4,baseline,Baseline,30,48227.44602877065,15772.55397122934,0.0,63999.99999999999,0.7535538441995415,0.24644615580045845,0.0,0.24644615580045845,0.0,0.0,0.0,True,True
4,baseline,Baseline,31,48954.34755684549,15045.652443154504,0.0,63999.99999999999,0.7649116805757108,0.23508831942428915,0.0,0.23508831942428915,0.0,0.0,0.0,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,49377.85081110062,14622.149188899375,0.0,64000.0,0.7715289189234472,0.22847108107655273,0.0,0.22847108107655273,-1671.2209025668635,1671.2209025668653,0.0,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,1,48256.41305232505,15743.586947674945,7.275957614183426e-12,64000.0,0.7540064539425789,0.24599354605742102,1.1368683772161603e-16,0.24599354605742113,3864.7830608438744,-3864.7830608438726,7.275957614183426e-12,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,2,45683.11893424356,18316.88106575644,0.0,64000.0,0.7137987333475556,0.2862012666524444,0.0,0.2862012666524444,-60.57559114927426,60.575591149281536,0.0,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,3,44903.791744856506,19096.208255143494,0.0,64000.0,0.7016217460133829,0.2983782539866171,0.0,0.2983782539866171,-4963.122198407655,4963.12219840766,0.0,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,4,48941.644862678535,15058.355137321463,0.0,64000.0,0.7647132009793521,0.23528679902064786,0.0,0.23528679902064786,18.09184836636996,-18.09184836636814,0.0,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,5,50647.478888270736,13352.521111729262,0.0,64000.0,0.7913668576292302,0.20863314237076971,0.0,0.20863314237076971,-3002.0364568724544,3002.0364568724544,0.0,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,6,48233.586110236625,15766.413889763366,7.275957614183426e-12,64000.0,0.7536497829724472,0.24635021702755258,1.1368683772161603e-16,0.2463502170275527,-174.74322226608638,174.74322226608456,7.275957614183426e-12,True,True
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,7,49320.12438359721,14679.875616402782,7.275957614183426e-12,64000.0,0.7706269434937064,0.22937305650629347,1.1368683772161603e-16,0.22937305650629358,-120.40164927740989,120.4016492774117,7.275957614183426e-12,True,True
