num_ssu,npu_id,sequence,profile_id,profile_name,category,ideal_ttft_ms,baseline_request_id,baseline_admission_relative_s,baseline_completion_relative_s,baseline_ttft_ms,baseline_io_barrier_ms,baseline_slo_alpha1p5,baseline_slo_alpha2,baseline_barrier_delta_vs_baseline_ms,layer_once_ttl_5ms_request_id,layer_once_ttl_5ms_admission_relative_s,layer_once_ttl_5ms_completion_relative_s,layer_once_ttl_5ms_ttft_ms,layer_once_ttl_5ms_io_barrier_ms,layer_once_ttl_5ms_slo_alpha1p5,layer_once_ttl_5ms_slo_alpha2,layer_once_ttl_5ms_barrier_delta_vs_baseline_ms,adaptive_t0_i100ms_request_id,adaptive_t0_i100ms_admission_relative_s,adaptive_t0_i100ms_completion_relative_s,adaptive_t0_i100ms_ttft_ms,adaptive_t0_i100ms_io_barrier_ms,adaptive_t0_i100ms_slo_alpha1p5,adaptive_t0_i100ms_slo_alpha2,adaptive_t0_i100ms_barrier_delta_vs_baseline_ms
3,0,51,"192,2048","seq_len_k=192,nql=2048",LL,1088.89897844534,1632,24.42409976410088,25.535660573649512,1111.5608095486314,22.661831103301665,True,True,0.0,1632,22.853823432719146,24.28579098692342,1431.967554204275,343.06857575894537,True,True,320.4067446556437,1632,20.154044333164528,22.083063246111582,1929.0189129470527,840.119934501723,False,True,817.4581033984214
3,0,52,"96,128","seq_len_k=96,nql=128",LS,40.32325191349002,1664,25.535660573649512,26.15493556126616,619.274987616649,578.9517357031145,False,False,0.0,1664,24.28579098692342,24.451150551610393,165.3595646869726,125.03631277343811,False,False,-453.9154229296764,1664,22.083063246111582,22.28611132387229,203.0480777607081,162.72482584717363,False,False,-416.2269098559409
3,0,53,"160,512","seq_len_k=160,nql=512",LL,231.03280454429512,1696,26.15493556126616,26.780588390666423,625.6528294002637,394.6200248559471,False,False,0.0,1696,24.451150551610393,26.292408420878825,1841.2578692684328,1610.2250647241162,False,False,1215.6050398681691,1696,22.28611132387229,22.662417420179292,376.306096307002,145.2732917626854,False,True,-249.34673309326172
3,0,54,"200,512","seq_len_k=200,nql=512",LL,284.7199227381171,1728,26.780588390666423,27.306416980084787,525.8285894183646,241.1086666802148,False,True,0.0,1728,26.292408420878825,28.130869380292307,1838.4609594134818,1553.741036675332,False,False,1312.6323699951172,1728,22.662417420179292,23.183563087234376,521.1456670550833,236.42574431693356,False,True,-4.68292236328125
3,0,55,"32,4096","seq_len_k=32,nql=4096",SL,457.4854719340925,1760,27.306416980084787,27.796939520207875,490.5225401230855,33.03706818900537,True,True,0.0,1760,28.130869380292307,28.588354852226388,457.4854719340801,0.0,True,True,-33.03706818900537,1760,23.183563087234376,23.826016245643594,642.4531584092183,184.96768647513818,True,True,151.9306182861328
3,0,56,"160,256","seq_len_k=160,nql=256",LS,117.85902134052674,1792,27.796939520207875,28.4401045754198,643.1650552119245,525.3060338714276,False,False,0.0,1792,28.588354852226388,28.867614264750852,279.259412524465,161.40039118396817,False,False,-363.9056426874595,1792,23.826016245643594,24.05628266499126,230.26641934766667,112.40739800716983,False,True,-412.8986358642578
3,0,57,"96,1024","seq_len_k=96,nql=1024",LL,287.91438865653305,1824,28.4401045754198,29.042602390125097,602.4978147052971,314.58342604879726,False,False,0.0,1824,28.867614264750852,30.356464237048925,1488.8499722980705,1200.9355836415707,False,False,886.3521575927734,1824,24.05628266499126,24.489200783041284,432.9181180500236,145.00372939352383,False,True,-169.57969665527344
3,0,58,"96,128","seq_len_k=96,nql=128",LS,40.32325191349002,1856,29.042602390125097,29.624899207201217,582.2968170761233,541.9735651625888,False,False,0.0,1856,30.356464237048925,30.549316893663622,192.85265661469748,152.529404701163,False,False,-389.4441604614258,1856,24.489200783041284,24.59865252260276,109.45173956147482,69.12848764794035,False,False,-472.84507751464844
3,0,59,"128,1024","seq_len_k=128,nql=1024",LL,373.81375578175397,1888,29.624899207201217,30.12013582682775,495.2366196265284,121.42286384478939,True,True,0.0,1888,30.549316893663622,31.923394531966906,1374.0776383032862,1000.2638825215472,False,False,878.8410186767578,1888,24.59865252260276,25.208354283525672,609.7017609229151,235.8880051411761,False,True,114.46514129638672
3,0,60,"200,512","seq_len_k=200,nql=512",LL,284.7199227381171,1920,30.12013582682775,30.647807971295727,527.6721444679788,242.95222172982903,False,True,0.0,1920,31.923394531966906,33.156908122357734,1233.5135903908304,948.7936676526806,False,False,705.8414459228516,1920,25.208354283525672,25.74486984992969,536.515566404014,251.7956436658642,False,True,8.843421936035156
3,0,61,"176,256","seq_len_k=176,nql=256",LS,128.59643913212983,1952,30.647807971295727,31.11636083859232,468.55286729659565,339.956428164478,False,False,0.0,1952,33.156908122357734,33.31356619137552,156.65806901778706,28.06162988566939,True,True,-311.8947982788086,1952,25.74486984992969,25.97827791131808,233.40806138839253,104.81162225627486,False,True,-235.14480590820312
3,0,62,"80,512","seq_len_k=80,nql=512",SL,123.65863307227637,1984,31.11636083859232,31.71805532324776,601.6944846554397,478.0358515831613,False,False,0.0,1984,33.31356619137552,33.461268301779626,147.70211040409777,24.043477331819304,True,True,-453.99237425134197,1984,25.97827791131808,26.142742285805063,164.4643744869827,40.805741414704244,True,True,-437.23011016845703
3,0,63,"128,64","seq_len_k=128,nql=64",LS,28.658927891352853,2016,31.71805532324776,32.25301425738441,534.9589341366445,506.3000062452411,False,False,0.0,2016,33.461268301779626,33.532525861693486,71.2575599138654,42.59863202246197,False,False,-463.7013742227791,2016,26.142742285805063,28.27535403671417,2132.6117509091055,2103.952823017702,False,False,1597.652816772461
3,0,64,"160,512","seq_len_k=160,nql=512",LL,231.03280454429512,2048,32.25301425738441,32.88250756486076,629.493307476354,398.46050293203734,False,False,0.0,2048,33.532525861693486,35.28662381394523,1754.0979522517446,1523.065147707428,False,False,1124.6046447753906,2048,28.27535403671417,28.730232247144624,454.8782104304555,223.8454058861389,False,True,-174.61509704589844
3,0,65,"160,64","seq_len_k=160,nql=64",LS,34.02763698134068,2080,32.88250756486076,33.46251728217128,580.0097173105169,545.9820803291805,False,False,0.0,2080,35.28662381394523,35.43556549231532,148.94167837008717,114.91404138875077,False,False,-431.0680389404297,2080,28.730232247144624,30.80225627719928,2072.0240300546575,2037.996393073321,False,False,1492.0143127441406
3,0,66,"64,64","seq_len_k=64,nql=64",SS,17.921509803758415,2112,33.46251728217128,33.88416117717678,421.6438950055017,403.72238520176325,False,False,0.0,2112,35.43556549231532,35.46252273581935,26.957243504031794,9.035733700293349,False,True,-394.6866515014699,2112,30.80225627719928,31.97998442360859,1177.7281464093103,1159.8066366055718,False,False,756.0842514038086
3,0,67,"48,256","seq_len_k=48,nql=256",SS,42.69709302504841,2144,33.88416117717678,34.38346947015887,499.30829298209574,456.611199957013,False,False,0.0,2144,35.46252273581935,35.505558169081354,43.03543326200452,0.3383402369217947,True,True,-456.2728597200912,2144,31.97998442360859,32.099948730079454,119.96430647086527,77.26721344578255,False,False,-379.34398651123047
3,0,68,"176,256","seq_len_k=176,nql=256",LS,128.59643913212983,2176,34.38346947015887,34.845127279937536,461.65780977866234,333.0613706465447,False,False,0.0,2176,35.505558169081354,35.64274938839701,137.19121931565314,8.594780183535477,True,True,-324.4665904630092,2176,32.099948730079454,32.353663386476775,253.71465639731468,125.11821726519702,False,True,-207.94315338134766
3,0,69,"48,256","seq_len_k=48,nql=256",SS,42.69709302504841,2208,34.845127279937536,35.38873890222675,543.6116222892088,500.91452926412603,False,False,0.0,2208,35.64274938839701,35.68544648142209,42.69709302508272,0.0,True,True,-500.91452926412603,2208,32.353663386476775,32.41125396689586,57.590580419091566,14.893487394008844,True,True,-486.0210418701172
3,0,70,"80,512","seq_len_k=80,nql=512",SL,123.65863307227637,2240,35.38873890222675,35.880556467656945,491.8175654301958,368.15893235791737,False,False,0.0,2240,35.68544648142209,35.809835236146085,124.38875472399377,0.730121651715308,True,True,-367.42881070620206,2240,32.41125396689586,32.5966296530536,185.3756861577349,61.71705308545643,True,True,-306.44187927246094
3,0,71,"32,1024","seq_len_k=32,nql=1024",SL,116.11570526527609,2272,35.880556467656945,36.244524236023985,363.9677683670452,247.8520631017309,False,False,0.0,2272,35.809835236146085,35.9259509414114,116.11570526531432,0.0,True,True,-247.8520631017309,2272,32.5966296530536,32.75344524551733,156.8155924637249,40.69988719841058,True,True,-207.1521759033203
3,0,72,"112,128","seq_len_k=112,nql=128",LS,45.69196085719812,2304,36.244524236023985,36.72851253013569,483.988294111703,438.2963332544532,False,False,0.0,2304,35.9259509414114,36.00301204185444,77.06110044303932,31.369139585789526,False,True,-406.9271936686637,2304,32.75344524551733,32.90311862111096,149.6733755936366,103.9814147363868,False,False,-334.3149185180664
3,0,73,"176,2048","seq_len_k=176,nql=2048",LL,1002.9998094425738,2336,36.72851253013569,37.76610738242994,1037.594852294249,34.595042851695325,True,True,0.0,2336,36.00301204185444,37.44320858189053,1440.1965400360932,437.19673059353954,True,True,402.6016877418442,2336,32.90311862111096,34.36724380342,1464.1251823090424,461.12537286648876,True,True,426.53033001479344
3,0,74,"80,1024","seq_len_k=80,nql=1024",SL,244.96473832108794,2368,37.76610738242994,38.31509828142494,548.9908989949981,304.0261606738568,False,False,0.0,2368,37.44320858189053,37.688173320211675,244.96473832114134,0.0,True,True,-304.0261606738568,2368,34.36724380342,34.785853054040835,418.6092506208297,173.64451229968836,False,True,-130.38164837416844
3,0,75,"32,4096","seq_len_k=32,nql=4096",SL,457.4854719340925,2400,38.31509828142494,38.870227674809925,555.1293933849884,97.64392145090824,True,True,0.0,2400,37.688173320211675,38.14565879214575,457.4854719340801,0.0,True,True,-97.64392145090824,2400,34.785853054040835,35.353784952918986,567.9318988781524,110.4464269440723,True,True,12.802505493164062
3,0,76,"80,128","seq_len_k=80,nql=128",SS,34.9545424455353,2432,38.870227674809925,39.30874010786679,438.5124330568651,403.55789061138057,False,False,0.0,2432,38.14565879214575,38.180613334591236,34.95454244548455,0.0,True,True,-403.55789061138057,2432,35.353784952918986,35.41432134990407,60.53639698508778,25.581854539603228,False,True,-377.97603607177734
3,0,77,"48,4096","seq_len_k=48,nql=4096",SL,629.2841814562018,2464,39.30874010786679,39.9700258029055,661.2856950387068,32.00151358250878,True,True,0.0,2464,38.180613334591236,38.809897516047435,629.284181456198,0.0,True,True,-32.00151358250878,2464,35.41432134990407,36.201838122386185,787.5167724821149,158.23259102591692,True,True,126.23107744340814
3,0,78,"192,512","seq_len_k=192,nql=512",LL,273.9825008267165,2496,39.9700258029055,40.59224987375927,622.224070853772,348.2415700270649,False,False,0.0,2496,38.809897516047435,39.97092552530956,1161.0280092621251,887.045508435418,False,False,538.8039384083531,2496,36.201838122386185,36.75054336555241,548.7052431662232,274.7227423395161,False,False,-73.51882768754876
3,0,79,"200,4096","seq_len_k=200,nql=4096",LL,2261.372612471063,2528,40.59224987375927,42.87193101401074,2279.6811402514722,18.308527780362056,True,True,0.0,2528,39.97092552530956,42.39101143072484,2420.085905415275,158.713292944165,True,True,140.40476516380295,2528,36.75054336555241,39.92850108951016,3177.9577239577557,916.5851114866455,True,True,898.2765837062834
3,0,80,"64,64","seq_len_k=64,nql=64",SS,17.921509803758415,2560,42.87193101401074,43.42433356334621,552.4025493354711,534.4810395317327,False,False,0.0,2560,42.39101143072484,42.417972708243674,26.96127751883614,9.039767715097696,False,True,-525.441271816635,2560,39.92850108951016,40.210394618005566,281.89352849539864,263.9720186916602,False,False,-270.5090208400725
3,0,81,"144,2048","seq_len_k=144,nql=2048",LL,831.2010688165183,2592,43.42433356334621,44.29321229780972,868.8787344635057,37.67766564703197,True,True,0.0,2592,42.417972708243674,44.05907276124837,1641.1000530047022,809.8989841882285,False,True,772.2213185411965,2592,40.210394618005566,41.59975989928175,1389.3652812761866,558.1642124597129,False,True,520.4865468126809
3,0,82,"80,512","seq_len_k=80,nql=512",SL,123.65863307227637,2624,44.29321229780972,44.81771448004708,524.5021822373601,400.84354916508164,False,False,0.0,2624,44.05907276124837,44.19515645850167,136.08369725329248,12.425064181014022,True,True,-388.4184849840676,2624,41.59975989928175,41.833622679787,233.8627805052456,110.20414743296715,False,True,-290.6394017321145
3,0,83,"192,256","seq_len_k=192,nql=256",LS,139.3338537278603,2656,44.81771448004708,45.368870420351726,551.1559403046485,411.82208657674346,False,False,0.0,2656,44.19515645850167,44.3401018138942,144.9453553925341,5.611501664629031,True,True,-406.2105849121144,2656,41.833622679787,42.0979349387562,264.3122589691993,124.97840524129424,False,True,-286.8436813354492
3,0,84,"128,128","seq_len_k=128,nql=128",LS,51.06067008778518,2688,45.368870420351726,45.831886862304394,463.01644195267,411.9557718648575,False,False,0.0,2688,44.3401018138942,44.556751440551466,216.6496266572649,165.58895656945242,False,False,-246.3668152954051,2688,42.0979349387562,42.20458980081385,106.65486205765046,55.59419196983799,False,False,-356.36157989501953
3,0,85,"176,128","seq_len_k=176,nql=128",LS,67.16679735646261,2720,45.831886862304394,46.4060374543041,574.1505919996998,506.9837946432526,False,False,0.0,2720,44.556751440551466,44.72766926735341,170.91782680194592,103.75102944549872,False,False,-403.2327651977539,2720,42.20458980081385,42.32626350987898,121.67370906512951,54.50691170868231,False,True,-452.4768829345703
3,0,86,"144,64","seq_len_k=144,nql=64",LS,31.34328235876592,2752,46.4060374543041,46.94209075909183,536.0533047877398,504.71002242901886,False,False,0.0,2752,44.72766926735341,44.82661666851566,98.94740116225148,67.60411880353058,False,False,-437.1059036254883,2752,42.32626350987898,43.13036250711056,804.0989972315874,772.7557148728665,False,False,268.04569244384766
3,0,87,"160,2048","seq_len_k=160,nql=2048",LL,917.1003634285319,2784,46.94209075909183,47.89024383271724,948.1530736254063,31.052710196818225,True,True,0.0,2784,44.82661666851566,46.00817315661476,1181.5564880990933,264.45612467050523,True,True,233.403414473687,2784,43.13036250711056,44.765750820466,1635.388313355441,718.2879499268529,False,True,687.2352397300347
3,0,88,"176,64","seq_len_k=176,nql=64",LS,36.711991562200296,2816,47.89024383271724,48.453258746654356,563.0149139371133,526.3029223749545,False,False,0.0,2816,46.00817315661476,46.155842212230525,147.66905561577005,110.95706405361125,False,False,-415.34585832134326,2816,44.765750820466,46.499552535993885,1733.8017155278794,1697.0897239657206,False,False,1170.7868015907661
3,0,89,"160,4096","seq_len_k=160,nql=4096",LL,1831.8747488614208,2848,48.453258746654356,50.320056899180344,1866.7981525259893,34.923403664572106,True,True,0.0,2848,46.155842212230525,48.232683347259126,2076.841135028597,244.96638616717973,True,True,210.04298250260763,2848,46.499552535993885,48.85436438221425,2354.811846220364,522.9370973589466,True,True,488.0136936943745
3,0,90,"200,2048","seq_len_k=200,nql=2048",LL,1131.8486054585294,2880,50.320056899180344,51.45190550463885,1131.8486054585082,0.0,True,True,0.0,2880,48.232683347259126,49.99197191893337,1759.2885716742458,627.4399662157375,False,True,627.4399662157375,2880,48.85436438221425,50.43813388167442,1583.7694994601698,451.9208940016615,True,True,451.9208940016615
3,0,91,"96,2048","seq_len_k=96,nql=2048",LL,573.5030096470159,2912,51.45190550463885,52.025408514285864,573.5030096470146,0.0,True,True,0.0,2912,49.99197191893337,51.12430055589013,1132.3286369567577,558.8256273097431,False,True,558.8256273097431,2912,50.43813388167442,51.32423928846696,886.1054067925434,312.6023971455288,False,True,312.6023971455288
3,0,92,"48,2048","seq_len_k=48,nql=2048",SL,315.80495809994557,2944,52.025408514285864,52.496326332270485,470.91781798462034,155.11285988465534,True,True,0.0,2944,51.12430055589013,51.44010551399009,315.804958099965,0.0,True,True,-155.11285988465534,2944,51.32423928846696,51.770212971341465,445.9736828745008,130.1687247745358,True,True,-24.944135110119532
3,0,93,"200,2048","seq_len_k=200,nql=2048",LL,1131.8486054585294,2976,52.496326332270485,53.63669831254013,1140.3719802696432,8.523374811135,True,True,0.0,2976,51.44010551399009,53.30991737047209,1869.8118564820033,737.9632510234951,False,True,729.4398762123601,2976,51.770212971341465,53.68761412917198,1917.4011578305217,785.5525523719407,False,True,777.0291775608057
3,0,94,"192,128","seq_len_k=192,nql=128",LS,72.53550573111009,3008,53.63669831254013,54.1762014134945,539.5031009543745,466.9675952232501,False,False,0.0,3008,53.30991737047209,53.445690740161055,135.77336968895543,63.237863957830996,False,True,-403.7297312654191,3008,53.68761412917198,53.81723587971392,129.62175054193358,57.08624481080915,False,True,-409.88135041244095
3,0,95,"128,64","seq_len_k=128,nql=64",LS,28.658927891352853,3040,54.1762014134945,54.66741889758216,491.21748408765416,462.5585561962507,False,False,0.0,3040,53.445690740161055,53.58472640795814,139.0356677970849,110.37673990568146,False,False,-352.18181629056926,3040,53.81723587971392,54.429391931916804,612.1560522028885,583.4971243114851,False,False,120.93856811523438
3,0,96,"64,2048","seq_len_k=64,nql=2048",SL,401.70428667481804,3072,54.66741889758216,55.26723344667848,599.8145490963216,198.11026242157823,True,True,0.0,3072,53.58472640795814,53.98890281730384,404.17640934570227,2.472122670849785,True,True,-195.63813975072844,3072,54.429391931916804,55.10561364654047,676.2217146236653,274.51742794892925,False,True,76.40716552735103
3,0,97,"144,2048","seq_len_k=144,nql=2048",LL,831.2010688165183,3104,55.26723344667848,56.11020391310513,842.9704664266465,11.769397610172746,True,True,0.0,3104,53.98890281730384,55.394211069288914,1405.3082519850723,574.1071831685986,False,True,562.3377855584258,3104,55.10561364654047,56.463269458913096,1357.6558123726281,526.4547435561544,False,True,514.6853459459817
3,0,98,"112,4096","seq_len_k=112,nql=4096",LL,1316.478849565995,3136,56.11020391310513,57.426682762671206,1316.478849566076,0.0,True,True,0.0,3136,55.394211069288914,56.90254688474955,1508.3358154606394,191.85696589457802,True,True,191.85696589457802,3136,56.463269458913096,58.14431896284911,1681.0495039360103,364.57065436993435,True,True,364.57065436993435
3,0,99,"80,1024","seq_len_k=80,nql=1024",SL,244.96473832108794,3168,57.426682762671206,57.93830747179358,511.6247091223777,266.65997080135276,False,False,0.0,3168,56.90254688474955,57.14751162307058,244.96473832102492,0.0,True,True,-266.65997080135276,3168,58.14431896284911,58.463965274804984,319.6463119558757,74.68157363485079,True,True,-191.97839716650196
3,0,100,"192,64","seq_len_k=192,nql=64",LS,39.396346040612436,3200,57.93830747179358,58.35041576899236,412.108297198778,372.7119511582423,False,False,0.0,3200,57.14751162307058,57.24780931005682,100.29768698624684,60.90134094571113,False,False,-311.8106102125312,3200,58.463965274804984,59.40039093192808,936.4256571230944,897.0293110825587,False,False,524.3173599243164
3,0,101,"144,4096","seq_len_k=144,nql=4096",LL,1660.0766810169919,3232,58.35041576899236,60.033788349463315,1683.3725804709538,23.295899454009486,True,True,0.0,3232,57.24780931005682,59.10865809614177,1860.8487860849418,200.77210506799747,True,True,177.476205613988,3232,59.40039093192808,61.42643797709506,2026.0470451669826,365.9703641500382,True,True,342.67446469602874
