num_ssu,case,case_label,block,relative_start_s,relative_end_s,npu_id,ssu_id,pipeline_state_at_left_boundary,active_request_id,controller_request_id,controller_prefetch_only,slack_eligible_admitted_nonprefetch,prefetch_requests_excluded_from_slack,current_compute_layer,next_compute_layer,next_compute_layer_io_ready,waiting_on_io_layer,npu_utilization,compute_inventory_q_ms,deadline_slack_alpha1p5_ms_diagnostic_only,deadline_slack_alpha2_ms_diagnostic_only,slack_after_remaining_compute_alpha1p5_ms_diagnostic_only,slack_after_remaining_compute_alpha2_ms_diagnostic_only,manifest_demand_gbps_adaptive_input_otherwise_diagnostic,manifest_demand_policy_role,physical_remaining_demand_gbps_diagnostic_only,installed_cir_gbps_not_actual,interval_average_attributed_ssd_service_gbps,npu_link_delivered_gbps_actual_received,link_minus_controller_demand_gbps,link_minus_physical_demand_gbps,interval_average_ssd_service_minus_link_delivery_gbps,ssd_outstanding_gb_at_left_boundary,link_outstanding_gb_at_left_boundary,ssd_served_awaiting_nonstreaming_link_enqueue_gb_at_left_boundary,client_unissued_gb_at_left_boundary,route_plans_in_block,fresh_pressure_reads_in_block,pressure_cache_hits_in_block,route_blocks_by_group_in_block,route_block_count_in_block,dominant_route_group_in_block,dominant_route_group_share_in_block,left_boundary_ssd_command_owned_by_cell,left_boundary_ssd_command_request_id,left_boundary_inflight_ssd_command_physical_service_gbps,left_boundary_inflight_ssd_command_path_id,left_boundary_inflight_ssd_command_layer,left_boundary_inflight_ssd_command_block_idx,left_boundary_inflight_ssd_command_remaining_gb,left_boundary_inflight_ssd_command_age_ms,left_boundary_inflight_ssd_command_start_time_ms,left_boundary_inflight_ssd_command_non_preemptive,allocation_mechanism_code
5,baseline,Baseline,0,0.0,0.5,0,0,compute,992,992,False,True,True,11,12,True,,1.0,78.68896915108509,221.04893052014097,363.4088918891995,142.3599613690559,284.7199227381144,3.2918520430938716,counterfactual_diagnostic,3.2918520430938716,,1.090667724609375,1.090667724609375,-2.2011843184844966,-2.2011843184844966,0.0,0.0,0.0,0.0,0.0,21,0,0,"[3249,0,0,0,0,0,0,0]",3249,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,0,1,compute,992,992,False,True,True,11,12,True,,1.0,78.68896915108509,221.04893052014097,363.4088918891995,142.3599613690559,284.7199227381144,2.971155855514526,counterfactual_diagnostic,2.971155855514526,,0.926177978515625,0.926177978515625,-2.044977876998901,-2.044977876998901,0.0,0.0,0.0,0.0,0.0,21,0,0,"[2759,0,0,0,0,0,0,0]",2759,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,0,2,compute,992,992,False,True,True,11,12,True,,1.0,78.68896915108509,221.04893052014097,363.4088918891995,142.3599613690559,284.7199227381144,2.669324149557495,counterfactual_diagnostic,2.669324149557495,,0.971832275390625,0.971832275390625,-1.6974918741668699,-1.6974918741668699,0.0,0.0,0.0,0.0,0.0,21,0,0,"[2895,0,0,0,0,0,0,0]",2895,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,0,3,compute,992,992,False,True,True,11,12,True,,1.0,78.68896915108509,221.04893052014097,363.4088918891995,142.3599613690559,284.7199227381144,2.9994525779479977,counterfactual_diagnostic,2.9994525779479977,,0.88018798828125,0.88018798828125,-2.1192645896667477,-2.1192645896667477,0.0,0.0,0.0,0.0,0.0,21,0,0,"[2622,0,0,0,0,0,0,0]",2622,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,0,4,compute,992,992,False,True,True,11,12,True,,1.0,78.68896915108509,221.04893052014097,363.4088918891995,142.3599613690559,284.7199227381144,3.1220717084930416,counterfactual_diagnostic,3.1220717084930416,,0.896636962890625,0.896636962890625,-2.2254347456024166,-2.2254347456024166,0.0,0.0,0.0,0.0,0.0,21,0,0,"[2671,0,0,0,0,0,0,0]",2671,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,1,0,compute,417,417,False,True,True,9,10,False,,1.0,571.2906566021562,1225.1104205764955,1883.349845359493,653.8197639743393,1312.0591887573369,0.3304713888061523,counterfactual_diagnostic,0.2956965600536391,,0.314208984375,0.334256063681277,0.0037846748751247383,0.03855950362763794,-0.020047079306277027,0.0,0.010023539653138513,0.0,0.0,6,0,0,"[936,0,0,0,0,0,0,0]",936,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,1,1,compute,417,417,False,True,True,9,10,False,,1.0,571.2906566021562,1225.1104205764955,1883.349845359493,653.8197639743393,1312.0591887573369,0.3447510167175292,counterfactual_diagnostic,0.28729251393127436,,0.325286865234375,0.325286865234375,-0.019464151483154224,0.03799435130310064,0.0,0.0,0.0,0.0,0.0,6,0,0,"[969,0,0,0,0,0,0,0]",969,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,1,2,compute,417,417,False,True,True,9,10,False,,1.0,571.2906566021562,1225.1104205764955,1883.349845359493,653.8197639743393,1312.0591887573369,0.34883091040649405,counterfactual_diagnostic,0.29069242533874506,,0.3316650390625,0.3316650390625,-0.017165871343994055,0.040972613723754936,0.0,0.0,0.0,0.0,0.0,6,0,0,"[988,0,0,0,0,0,0,0]",988,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,1,3,compute,417,417,False,True,True,9,10,False,,1.0,571.2906566021562,1225.1104205764955,1883.349845359493,653.8197639743393,1312.0591887573369,0.30803197351684564,counterfactual_diagnostic,0.25669331126403805,,0.292388916015625,0.292388916015625,-0.015643057501220636,0.03569560475158695,0.0,0.0,0.0,0.0,0.0,6,0,0,"[871,0,0,0,0,0,0,0]",871,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
5,baseline,Baseline,0,0.0,0.5,1,4,compute,417,417,False,True,True,9,10,False,,1.0,571.2906566021562,1225.1104205764955,1883.349845359493,653.8197639743393,1312.0591887573369,0.4304287841857909,counterfactual_diagnostic,0.3637905205993652,,0.40081787109375,0.405853271484375,-0.02457551270141589,0.042062750885009825,-0.005035400390625,0.0,0.0025177001953125,0.0,0.0,6,0,0,"[1194,0,0,0,0,0,0,0]",1194,0,1.0,False,,,,,,,,,,fixed_path0_nonpreemptive
