num_ssu,case,boundary,relative_time_s,ssu_id,read_only_left_boundary_snapshot,estimated_next_arbitration_rate_is_not_historical_service,path_state_present,path_is_active_command,active_command_npu_id,active_command_request_id,active_command_layer,active_command_path_id,active_command_remaining_gb,active_command_start_time_ms,active_command_age_ms,active_command_physical_service_gbps,aggregate_ssd_outstanding_gb,pressure_reports_cumulative,pressure_cache_hits_cumulative,pressure_cache_time_ms,pressure_cache_age_ms,pressure_ttl_ms,path_id,group_id,cir_gbps,path_weight,virtual_finish,estimated_next_arbitration_rate_gbps,pending_blocks,pending_gb,active_remaining_gb,head_wait_age_ms,head_npu_id,head_request_id,head_layer
3,baseline,0,0.0,0,True,True,True,True,14,558,7,0,0.00016444619686808437,10797.499155777228,8.501207048539072e-05,40.0,0.05849116738827433,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.016262245178221956,40.0,348,0.05832672119140736,0.00016444619686808437,2.120811607732321,14,558,7
3,baseline,1,0.5,0,True,True,True,True,8,488,11,0,9.485064772889018e-05,11297.4974158885,0.0018249007989652455,40.0,0.01335473834304139,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.003677940368652396,40.0,79,0.013259887695313624,9.485064772889018e-05,1.1877807484379446,8,488,11
3,baseline,2,1.0,0,True,True,True,True,22,534,3,0,3.381549147889019e-05,11797.495890009593,0.0033507797052152455,40.0,0.1635164815071039,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.008153152465820018,40.0,974,0.1634826660156263,3.381549147889019e-05,4.376860961103375,22,534,3
3,baseline,3,1.5,0,True,True,True,True,8,552,7,0,1.7520363326184658e-06,12297.495088423215,0.004152366083872039,40.0,0.10364707674336388,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.00420036315917972,40.0,618,0.10364532470703258,1.7520363326184658e-06,2.260283836598319,8,552,7
3,baseline,4,2.0,0,True,True,True,True,21,565,0,0,3.830908251984511e-05,12797.49600234937,0.0032384399291913724,40.0,0.040908975586426095,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.001334381103515629,40.0,244,0.04087066650390775,3.830908251984511e-05,0.9331554427953961,21,565,0
3,baseline,5,2.5,0,True,True,True,True,0,704,3,0,1.8556702416390193e-05,13297.495508539867,0.0037322494317777455,40.0,0.10811181842116639,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.019816398620605944,40.0,644,0.10809326171875155,1.8556702416390193e-05,1.76246872448246,0,704,3
3,baseline,6,3.0,0,True,True,True,True,3,611,4,0,4.144488601014022e-05,13797.496080744457,0.0031600448419339955,40.0,0.09739251910476016,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.058771514892591484,40.0,580,0.09735107421875161,4.144488601014022e-05,1.3162757567697554,3,611,4
3,baseline,7,3.5,0,True,True,True,True,16,720,3,0,6.433306960389018e-05,14297.496652949047,0.0025878402520902455,40.0,0.03631921588210389,0,0,,,0.0,0,0,0.20833333333333334,1.0,7.13348388671875e-05,40.0,216,0.03625488281250172,6.433306960389018e-05,0.06462651216315862,16,720,3
3,baseline,8,4.0,0,True,True,True,True,21,693,4,0,0.00011077443923568356,14797.497813983287,0.0014268060112954117,40.0,0.021427302759548187,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.06493148803712075,40.0,127,0.02131652832031422,0.00011077443923568356,1.6534345205018326,21,693,4
3,baseline,9,4.5,0,True,True,True,True,18,690,7,0,8.271285318187438e-05,15297.497112443636,0.0021283456626406405,40.0,0.12798188277505687,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.0029666900634766,40.0,762,0.12789916992187672,8.271285318187438e-05,2.6926270618932904,18,690,7
3,baseline,10,5.0,0,True,True,True,True,15,911,12,0,4.9074280541390206e-05,15797.49627147932,0.0029693099786527455,40.0,0.1078066426399164,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.008832931518554337,40.0,642,0.10775756835937683,4.9074280541390206e-05,2.5380196764526772,15,911,12
3,baseline,11,5.5,0,True,True,True,True,11,715,2,0,9.76666143105831e-05,16297.497486287664,0.0017545016344229225,40.0,0.11792603575493558,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.015823745727538217,40.0,702,0.117828369140627,9.76666143105831e-05,3.7482707390117866,11,715,2
3,baseline,12,6.000000000000002,0,True,True,True,True,5,773,2,0,1.0927307885140193e-05,16797.495317805005,0.0039229842950589955,40.0,0.16441675006179138,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.056058692932141364,40.0,980,0.16440582275390825,1.0927307885140193e-05,6.4563032439946255,5,773,2
3,baseline,13,6.500000000000002,0,True,True,True,True,2,834,6,0,3.705295297550036e-05,17297.495970946133,0.0032698431677999906,40.0,0.123740055882663,0,0,,,0.0,0,0,0.20833333333333334,1.0,0.0056354522705077265,40.0,737,0.1237030029296895,3.705295297550036e-05,2.6028321512385446,2,834,6
