num_ssu,case,npu_id,sequence,request_id,layer,io_start_relative_to_admission_ms,io_ready_relative_to_admission_ms,compute_start_relative_to_admission_ms,compute_end_relative_to_admission_ms,io_barrier_wait_ms,work_gb_ssu0,work_gb_ssu1,work_gb_ssu2
3,layer_once_ttl_5ms,24,22,728,0,-31.416419055018196,37.80774781509899,37.80774781509899,105.8639339679321,37.80774781509899,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,1,37.80774781509899,111.91625306412243,111.91625306412243,179.97243921695554,6.052319096190331,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,2,111.91625306412243,357.1234674195912,357.1234674195912,425.1796535724243,177.15102820263564,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,3,357.1234674195912,479.1354150514271,479.1354150514271,547.1916012042602,53.95576147900283,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,4,479.1354150514271,637.0497674684193,637.0497674684193,705.1059536212524,89.85816626415908,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,5,637.0497674684193,692.8168267945912,705.1059536212524,773.1621397740855,0.0,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,6,705.1059536212524,764.3656701783802,773.1621397740855,841.2183259269186,0.0,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,7,773.1621397740855,864.5701379518177,864.5701379518177,932.6263241046508,23.351812024899118,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,8,864.5701379518177,1021.0011453370716,1021.0011453370716,1089.0573314899048,88.3748212324208,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,9,1021.0011453370716,1098.6554116944935,1098.6554116944935,1166.7115978473266,9.598080204588769,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,10,1098.6554116944935,1206.5199823121693,1206.5199823121693,1274.5761684650024,39.808384464842675,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,11,1206.5199823121693,1252.8120965699818,1274.5761684650024,1342.6323546178355,0.0,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,12,1274.5761684650024,1313.6397332887318,1342.6323546178355,1410.6885407706686,0.0,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,13,1342.6323546178355,1397.8526086549427,1410.6885407706686,1478.7447269235017,0.0,0.083587646484375,0.0881195068359375,0.0834197998046875
3,layer_once_ttl_5ms,24,22,728,14,1410.6885407706686,1458.911034558263,1478.7447269235017,1546.8009130763348,0.0,0.083587646484375,0.0881195068359375,0.0834197998046875
