npu_id,same_request,previous_request_id,previous_layer,previous_role,request_id,layer,role,profile,previous_profile,next_request_role,start_ms,end_ms,current_compute_C_ms,next_compute_C_ms,period_ms,current_V_per_ssu_GiB,next_V_per_ssu_GiB,current_B_per_ssu_GiB_s,prefetch_budget_demand_per_ssu_GiB_s,derived_complete_cycle_supply_per_ssu_GiB_s,supply_provenance,io_start_time_ms,io_ready_time_ms,ssd_complete_time_ms,ssd_complete_timestamp_available,budget_end_ms,io_elapsed_ms,full_io_stall_ms,warm_io_stall_ms,warm_queue_ms,cycle_compute_fraction_percent,fixed_CIR_read_time_reference_ms,fixed_CIR_reference_is_actual_measurement,prior_role,following_role
19,True,19000025,0,A,19000025,1,A,10.25:256,10.25:256,A,2045.5597007707936,2049.231346888958,1.9149208743596717,1.9149208743596717,3.67164611816429,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.191300459655103,2.454256514813715,2.366604496427511]","[2.191300459655103,2.454256514813715,2.366604496427511]","[1.1428571428570722,1.2799999999999208,1.2342857142856378]","complete-cycle volume conservation, not independently logged SSD rates",2045.5597007707936,2049.231346888958,,False,2047.4746216451533,3.67164611816429,1.756725243804567,1.756725243804567,0.0,52.154287552011496,3.759765625,False,A,A
0,True,16,5,A,16,6,A,10.25:256,10.25:256,A,2582.7578884706336,2586.4295345887977,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.0971428571428572,1.28,1.28]","complete-cycle volume conservation, not independently logged SSD rates",2582.7578884706336,2586.4295345887977,,False,2584.6728093449933,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
0,True,17,3,A,17,4,A,10.25:256,10.25:256,A,2604.7583920106727,2608.4300381288367,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.0971428571428572,1.28,1.28]","complete-cycle volume conservation, not independently logged SSD rates",2604.7583920106727,2608.4300381288367,,False,2606.6733128850324,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
1,True,1000003,1,A,1000003,2,A,10.25:256,10.25:256,A,2295.4400632852644,2299.1117094034284,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.0971428571428572,1.28,1.28]","complete-cycle volume conservation, not independently logged SSD rates",2295.4400632852644,2299.1117094034284,,False,2297.354984159624,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
1,True,1000004,0,A,1000004,1,A,10.25:256,10.25:256,A,2321.103820609483,2324.775466727647,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.191300459655103,2.454256514813715,2.366604496427511]","[2.191300459655103,2.454256514813715,2.366604496427511]","[1.1428571428571428,1.28,1.2342857142857142]","complete-cycle volume conservation, not independently logged SSD rates",2321.103820609483,2324.775466727647,,False,2323.018741483843,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
1,True,1000017,1,A,1000017,2,A,10.25:256,10.25:256,A,2597.6584774598914,2601.3301235780555,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.0971428571428572,1.28,1.28]","complete-cycle volume conservation, not independently logged SSD rates",2597.6584774598914,2601.3301235780555,,False,2599.573398334251,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
1,True,1000017,2,A,1000017,3,A,10.25:256,10.25:256,A,2601.3301235780555,2605.0017696962195,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.0971428571428572,1.28,1.28]","complete-cycle volume conservation, not independently logged SSD rates",2601.3301235780555,2605.0017696962195,,False,2603.245044452415,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
1,True,1000017,4,A,1000017,5,A,10.25:256,10.25:256,A,2608.656631146415,2612.328277264579,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.0971428571428572,1.28,1.28]","complete-cycle volume conservation, not independently logged SSD rates",2608.656631146415,2612.328277264579,,False,2610.5715520207746,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
2,True,2000017,5,A,2000017,6,A,10.25:256,10.25:256,A,2612.357650433524,2616.0292965516883,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.191300459655103,2.454256514813715,2.366604496427511]","[2.191300459655103,2.454256514813715,2.366604496427511]","[1.1428571428571428,1.28,1.2342857142857142]","complete-cycle volume conservation, not independently logged SSD rates",2612.357650433524,2616.0292965516883,,False,2614.272571307884,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
2,True,2000020,6,A,2000020,7,A,10.25:256,10.25:256,A,2668.571493018039,2672.243139136203,1.9149208743596717,1.9149208743596717,3.6716461181640625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.0971428571428572,1.28,1.28]","complete-cycle volume conservation, not independently logged SSD rates",2668.571493018039,2672.243139136203,,False,2670.4864138923986,3.6716461181640625,1.7567252438043397,1.7567252438043397,0.0,52.15428755201473,3.759765625,False,A,A
