scenario,seed,policy,window,U_percent,slo_percent,slo_count,slo_passed,arrival_slo_percent,timely_completions_per_second,total_completions_per_second,all_npus_active,all_disks_overload_percent,SSU0_mean_demand_GiB_s,SSU0_overload_percent,SSU0_actual_GiB_s,SSU1_mean_demand_GiB_s,SSU1_overload_percent,SSU1_actual_GiB_s,SSU2_mean_demand_GiB_s,SSU2_overload_percent,SSU2_actual_GiB_s,LL_slo_percent,LL_slo_count,LL_slo_passed,LL_active_U_percent,LS_slo_percent,LS_slo_count,LS_slo_passed,LS_active_U_percent,SL_slo_percent,SL_slo_count,SL_slo_passed,SL_active_U_percent,SS_slo_percent,SS_slo_count,SS_slo_passed,SS_active_U_percent,makespan_ms,manifest_sha256,result_sha256
full,43,baseline,full_population,63.45382698034986,41.145833333333336,1344,553,1.2648809523809523,40.85122824795471,99.28399776718106,False,96.9327866246251,113.87933014486333,96.9327866246251,,113.89025707639264,96.9327866246251,,113.87732466777638,96.9327866246251,,97.65625,384,375,94.52240492964647,0.0,288,0,24.499402316641863,46.09375,384,177,70.89061035469298,0.3472222222222222,288,1,12.159720744661445,13536.92468298519,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,151a80aa16ead2e443daf089a8a724fca6f5401e82598f0acdb197c568eef740
full,43,mild,warm_2_4s,64.85875349860673,59.58549222797927,193,115,0.0,56.0,96.5,True,100.0,73.5938090430656,100.0,40.0,73.60348055408289,100.0,40.0,73.58877054017591,100.0,40.0,28.07017543859649,57,16,57.95866234248582,31.25,48,15,52.15963529922407,96.0,50,48,96.65447380370826,94.73684210526316,38,36,84.54481674449552,13695.336039231373,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,81831718bc801c94df43b6285b68599577ecf3be3182f740eb6e78166cc5c0e6
full,43,mild,long_2_6s,67.50865144383158,60.714285714285715,392,238,0.0,56.5,98.0,True,98.82942853193533,69.17259930912239,98.82942853193533,40.0,69.1684618421797,98.82942853193533,40.0,69.16241561589656,98.82942853193533,40.0,35.53719008264463,121,43,61.41665841355188,26.041666666666668,96,25,55.47954498105622,97.36842105263158,114,111,96.24018974283125,96.72131147540983,61,59,85.82749167298488,13695.336039231373,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,81831718bc801c94df43b6285b68599577ecf3be3182f740eb6e78166cc5c0e6
full,43,mild,full_population,62.7198685902692,63.913690476190474,1344,859,0.5952380952380952,62.7220827250479,98.13559858261277,False,93.27051452134191,66.25823591709924,93.27051452134191,,66.26129306880082,93.27051452134191,,66.25545846527764,93.27051452134191,,29.947916666666668,384,115,60.181891415705834,38.19444444444444,288,110,55.525940800000015,95.3125,384,366,94.43760270168393,93.05555555555556,288,268,82.04161650880317,13695.336039231373,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,81831718bc801c94df43b6285b68599577ecf3be3182f740eb6e78166cc5c0e6
full,43,aggressive,warm_2_4s,66.6083697881088,49.48453608247423,194,96,0.0,41.0,97.0,True,96.19227179417798,68.06140077587719,96.19227179417798,40.0,68.07212374459039,96.19227179417798,40.0,68.05305863699124,96.19227179417798,40.0,26.31578947368421,57,15,61.95354030726134,19.148936170212767,47,9,51.66230157106339,82.6923076923077,52,43,87.23479958529138,76.3157894736842,38,29,72.33594570992908,13458.81900905941,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,a26ae3e98631d7547fd33ff487e0a645e1a7b662c3a8a2acae7b1f303d101d48
full,43,aggressive,long_2_6s,67.41258967046032,52.162849872773535,393,205,0.0,47.25,98.25,True,91.21400737985482,66.19118293754038,91.21400737985482,40.0,66.18936639614253,91.21400737985482,40.0,66.18127970461903,91.21400737985482,40.0,29.508196721311474,122,36,62.67019923865603,21.27659574468085,94,20,54.42181563564347,84.48275862068965,116,98,88.81080671670365,83.60655737704919,61,51,75.58660356607203,13458.81900905941,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,a26ae3e98631d7547fd33ff487e0a645e1a7b662c3a8a2acae7b1f303d101d48
full,43,aggressive,full_population,63.82206909105317,51.63690476190476,1344,694,0.0,51.564702633481744,99.86017339971104,False,93.09958598758216,65.73125066904507,93.09958598758216,,65.73429435605824,93.09958598758216,,65.73058829884955,93.09958598758216,,21.875,384,84,62.17052682154073,28.819444444444443,288,83,53.60262064763019,79.6875,384,306,84.94434597658028,76.73611111111111,288,221,72.3518740234806,13458.81900905941,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,a26ae3e98631d7547fd33ff487e0a645e1a7b662c3a8a2acae7b1f303d101d48
full,43,static,warm_2_4s,65.79614464712682,79.05759162303664,191,151,0.0,71.5,95.5,True,99.3561793395192,62.19116173234241,99.3561793395192,40.0,62.197587878162345,99.3561793395192,40.0,62.18961501673134,99.3561793395192,40.0,30.357142857142858,56,17,55.782458957180324,100.0,49,49,95.31442337663746,98.0,50,49,96.73655044293767,100.0,36,36,96.07088249782784,13568.10457999429,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,26fbbe52f8e7973b937107a178f03742fc74d34eb5b2afc1ee6d8d14745d78f0
full,43,static,long_2_6s,67.82915200751218,80.71065989847716,394,318,0.0,76.0,98.5,True,98.34760815772925,61.34906621269155,98.34760815772925,40.0,61.34545135695121,98.34760815772925,40.0,61.340619978911555,98.34760815772925,40.0,40.16393442622951,122,49,58.80469933702759,100.0,98,98,95.62079576697637,97.3913043478261,115,112,96.55049488195219,100.0,59,59,97.5214527277061,13568.10457999429,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,26fbbe52f8e7973b937107a178f03742fc74d34eb5b2afc1ee6d8d14745d78f0
full,43,static,full_population,63.30800824948618,77.67857142857143,1344,1044,0.37202380952380953,76.94516163586641,99.05584026686252,False,94.2203378480733,60.89939356687051,94.2203378480733,,60.90177757295183,94.2203378480733,,60.89801256618665,94.2203378480733,,33.854166666666664,384,130,58.106293931049905,94.79166666666667,288,273,88.46173754075365,93.75,384,360,91.52742579707791,97.56944444444444,288,281,94.96356880654724,13568.10457999429,a599c1ed8effea4d9b96cc0ca774cb22fb59c034e2c074658c2411354d5311ac,26fbbe52f8e7973b937107a178f03742fc74d34eb5b2afc1ee6d8d14745d78f0
