scenario,seed,policy,window,profile,count,passed,percent
semi,43,aggressive,full_population,32:4096,64,64,100.0
semi,43,aggressive,full_population,64:1024,32,31,96.875
semi,43,aggressive,full_population,64:2048,32,32,100.0
semi,43,aggressive,full_population,64:256,32,30,93.75
semi,43,aggressive,full_population,64:4096,64,64,100.0
semi,43,aggressive,full_population,80:1024,32,29,90.625
semi,43,aggressive,full_population,80:2048,32,32,100.0
semi,43,aggressive,full_population,80:256,32,31,96.875
semi,43,aggressive,full_population,80:4096,64,64,100.0
semi,43,static,warm_2_4s,128:1024,1,1,100.0
semi,43,static,warm_2_4s,128:2048,5,5,100.0
semi,43,static,warm_2_4s,128:256,4,4,100.0
semi,43,static,warm_2_4s,128:4096,18,18,100.0
semi,43,static,warm_2_4s,160:1024,5,5,100.0
semi,43,static,warm_2_4s,160:2048,8,8,100.0
semi,43,static,warm_2_4s,160:256,6,6,100.0
semi,43,static,warm_2_4s,160:4096,17,17,100.0
semi,43,static,warm_2_4s,200:1024,5,5,100.0
semi,43,static,warm_2_4s,200:2048,9,9,100.0
semi,43,static,warm_2_4s,200:256,4,4,100.0
semi,43,static,warm_2_4s,200:4096,7,7,100.0
semi,43,static,warm_2_4s,32:1024,4,4,100.0
semi,43,static,warm_2_4s,32:2048,2,2,100.0
semi,43,static,warm_2_4s,32:256,2,2,100.0
semi,43,static,warm_2_4s,32:4096,13,13,100.0
semi,43,static,warm_2_4s,64:1024,7,7,100.0
semi,43,static,warm_2_4s,64:2048,4,4,100.0
semi,43,static,warm_2_4s,64:256,3,3,100.0
semi,43,static,warm_2_4s,64:4096,9,9,100.0
semi,43,static,warm_2_4s,80:1024,6,6,100.0
semi,43,static,warm_2_4s,80:2048,7,7,100.0
semi,43,static,warm_2_4s,80:256,3,3,100.0
semi,43,static,warm_2_4s,80:4096,10,10,100.0
semi,43,static,long_2_6s,128:1024,8,8,100.0
semi,43,static,long_2_6s,128:2048,15,15,100.0
semi,43,static,long_2_6s,128:256,10,10,100.0
semi,43,static,long_2_6s,128:4096,22,22,100.0
semi,43,static,long_2_6s,160:1024,8,8,100.0
semi,43,static,long_2_6s,160:2048,15,15,100.0
semi,43,static,long_2_6s,160:256,10,10,100.0
semi,43,static,long_2_6s,160:4096,36,36,100.0
semi,43,static,long_2_6s,200:1024,10,10,100.0
semi,43,static,long_2_6s,200:2048,15,15,100.0
semi,43,static,long_2_6s,200:256,11,11,100.0
semi,43,static,long_2_6s,200:4096,16,16,100.0
semi,43,static,long_2_6s,32:1024,10,10,100.0
semi,43,static,long_2_6s,32:2048,7,7,100.0
semi,43,static,long_2_6s,32:256,9,9,100.0
semi,43,static,long_2_6s,32:4096,27,27,100.0
semi,43,static,long_2_6s,64:1024,15,15,100.0
semi,43,static,long_2_6s,64:2048,9,9,100.0
semi,43,static,long_2_6s,64:256,12,12,100.0
semi,43,static,long_2_6s,64:4096,19,19,100.0
semi,43,static,long_2_6s,80:1024,9,9,100.0
semi,43,static,long_2_6s,80:2048,13,13,100.0
semi,43,static,long_2_6s,80:256,7,7,100.0
semi,43,static,long_2_6s,80:4096,20,20,100.0
semi,43,static,full_population,128:1024,32,29,90.625
semi,43,static,full_population,128:2048,32,32,100.0
semi,43,static,full_population,128:256,32,28,87.5
semi,43,static,full_population,128:4096,64,64,100.0
semi,43,static,full_population,160:1024,32,28,87.5
semi,43,static,full_population,160:2048,32,32,100.0
semi,43,static,full_population,160:256,32,31,96.875
semi,43,static,full_population,160:4096,64,64,100.0
semi,43,static,full_population,200:1024,32,31,96.875
semi,43,static,full_population,200:2048,32,32,100.0
semi,43,static,full_population,200:256,32,31,96.875
semi,43,static,full_population,200:4096,64,64,100.0
semi,43,static,full_population,32:1024,32,31,96.875
semi,43,static,full_population,32:2048,32,30,93.75
semi,43,static,full_population,32:256,32,31,96.875
semi,43,static,full_population,32:4096,64,64,100.0
semi,43,static,full_population,64:1024,32,31,96.875
semi,43,static,full_population,64:2048,32,32,100.0
semi,43,static,full_population,64:256,32,32,100.0
semi,43,static,full_population,64:4096,64,64,100.0
semi,43,static,full_population,80:1024,32,29,90.625
semi,43,static,full_population,80:2048,32,32,100.0
semi,43,static,full_population,80:256,32,32,100.0
semi,43,static,full_population,80:4096,64,64,100.0
full,43,baseline,warm_2_4s,128:1024,10,7,70.0
full,43,baseline,warm_2_4s,128:2048,5,5,100.0
full,43,baseline,warm_2_4s,128:256,19,0,0.0
full,43,baseline,warm_2_4s,128:4096,3,3,100.0
full,43,baseline,warm_2_4s,160:1024,10,9,90.0
full,43,baseline,warm_2_4s,160:2048,7,7,100.0
full,43,baseline,warm_2_4s,160:256,15,0,0.0
full,43,baseline,warm_2_4s,160:4096,6,6,100.0
full,43,baseline,warm_2_4s,200:1024,14,14,100.0
full,43,baseline,warm_2_4s,200:2048,0,0,
full,43,baseline,warm_2_4s,200:256,16,0,0.0
full,43,baseline,warm_2_4s,200:4096,5,5,100.0
full,43,baseline,warm_2_4s,32:1024,3,0,0.0
full,43,baseline,warm_2_4s,32:2048,5,0,0.0
full,43,baseline,warm_2_4s,32:256,9,0,0.0
full,43,baseline,warm_2_4s,32:4096,5,5,100.0
full,43,baseline,warm_2_4s,64:1024,7,0,0.0
full,43,baseline,warm_2_4s,64:2048,3,3,100.0
full,43,baseline,warm_2_4s,64:256,13,0,0.0
full,43,baseline,warm_2_4s,64:4096,5,5,100.0
full,43,baseline,warm_2_4s,80:1024,6,0,0.0
full,43,baseline,warm_2_4s,80:2048,4,4,100.0
full,43,baseline,warm_2_4s,80:256,12,0,0.0
full,43,baseline,warm_2_4s,80:4096,4,4,100.0
full,43,baseline,long_2_6s,128:1024,25,20,80.0
full,43,baseline,long_2_6s,128:2048,10,10,100.0
full,43,baseline,long_2_6s,128:256,37,0,0.0
full,43,baseline,long_2_6s,128:4096,9,9,100.0
full,43,baseline,long_2_6s,160:1024,17,16,94.11764705882354
full,43,baseline,long_2_6s,160:2048,11,11,100.0
full,43,baseline,long_2_6s,160:256,27,0,0.0
full,43,baseline,long_2_6s,160:4096,9,9,100.0
full,43,baseline,long_2_6s,200:1024,19,19,100.0
full,43,baseline,long_2_6s,200:2048,9,9,100.0
full,43,baseline,long_2_6s,200:256,31,0,0.0
full,43,baseline,long_2_6s,200:4096,16,16,100.0
full,43,baseline,long_2_6s,32:1024,20,0,0.0
full,43,baseline,long_2_6s,32:2048,12,2,16.666666666666668
full,43,baseline,long_2_6s,32:256,17,0,0.0
full,43,baseline,long_2_6s,32:4096,10,10,100.0
full,43,baseline,long_2_6s,64:1024,15,0,0.0
full,43,baseline,long_2_6s,64:2048,6,6,100.0
full,43,baseline,long_2_6s,64:256,29,0,0.0
full,43,baseline,long_2_6s,64:4096,11,11,100.0
full,43,baseline,long_2_6s,80:1024,15,2,13.333333333333334
full,43,baseline,long_2_6s,80:2048,5,5,100.0
full,43,baseline,long_2_6s,80:256,18,0,0.0
full,43,baseline,long_2_6s,80:4096,10,10,100.0
full,43,baseline,full_population,128:1024,64,56,87.5
full,43,baseline,full_population,128:2048,32,32,100.0
full,43,baseline,full_population,128:256,96,0,0.0
full,43,baseline,full_population,128:4096,32,32,100.0
full,43,baseline,full_population,160:1024,64,63,98.4375
full,43,baseline,full_population,160:2048,32,32,100.0
full,43,baseline,full_population,160:256,96,0,0.0
full,43,baseline,full_population,160:4096,32,32,100.0
full,43,baseline,full_population,200:1024,64,64,100.0
full,43,baseline,full_population,200:2048,32,32,100.0
full,43,baseline,full_population,200:256,96,0,0.0
full,43,baseline,full_population,200:4096,32,32,100.0
full,43,baseline,full_population,32:1024,64,0,0.0
full,43,baseline,full_population,32:2048,32,4,12.5
full,43,baseline,full_population,32:256,96,1,1.0416666666666667
full,43,baseline,full_population,32:4096,32,32,100.0
full,43,baseline,full_population,64:1024,64,4,6.25
full,43,baseline,full_population,64:2048,32,32,100.0
full,43,baseline,full_population,64:256,96,0,0.0
full,43,baseline,full_population,64:4096,32,32,100.0
full,43,baseline,full_population,80:1024,64,9,14.0625
full,43,baseline,full_population,80:2048,32,32,100.0
full,43,baseline,full_population,80:256,96,0,0.0
full,43,baseline,full_population,80:4096,32,32,100.0
full,43,mild,warm_2_4s,128:1024,12,0,0.0
full,43,mild,warm_2_4s,128:2048,5,0,0.0
full,43,mild,warm_2_4s,128:256,17,3,17.647058823529413
full,43,mild,warm_2_4s,128:4096,1,1,100.0
full,43,mild,warm_2_4s,160:1024,7,0,0.0
full,43,mild,warm_2_4s,160:2048,7,2,28.571428571428573
full,43,mild,warm_2_4s,160:256,15,6,40.0
full,43,mild,warm_2_4s,160:4096,8,8,100.0
full,43,mild,warm_2_4s,200:1024,12,0,0.0
full,43,mild,warm_2_4s,200:2048,2,2,100.0
full,43,mild,warm_2_4s,200:256,16,6,37.5
full,43,mild,warm_2_4s,200:4096,3,3,100.0
full,43,mild,warm_2_4s,32:1024,7,6,85.71428571428571
full,43,mild,warm_2_4s,32:2048,5,4,80.0
full,43,mild,warm_2_4s,32:256,12,11,91.66666666666667
full,43,mild,warm_2_4s,32:4096,5,5,100.0
full,43,mild,warm_2_4s,64:1024,7,7,100.0
full,43,mild,warm_2_4s,64:2048,3,3,100.0
full,43,mild,warm_2_4s,64:256,14,14,100.0
full,43,mild,warm_2_4s,64:4096,6,6,100.0
full,43,mild,warm_2_4s,80:1024,7,7,100.0
full,43,mild,warm_2_4s,80:2048,4,4,100.0
full,43,mild,warm_2_4s,80:256,12,11,91.66666666666667
full,43,mild,warm_2_4s,80:4096,6,6,100.0
full,43,mild,long_2_6s,128:1024,25,1,4.0
full,43,mild,long_2_6s,128:2048,10,0,0.0
full,43,mild,long_2_6s,128:256,34,5,14.705882352941176
full,43,mild,long_2_6s,128:4096,10,8,80.0
full,43,mild,long_2_6s,160:1024,15,0,0.0
full,43,mild,long_2_6s,160:2048,12,4,33.333333333333336
full,43,mild,long_2_6s,160:256,28,9,32.142857142857146
full,43,mild,long_2_6s,160:4096,12,12,100.0
full,43,mild,long_2_6s,200:1024,16,0,0.0
full,43,mild,long_2_6s,200:2048,8,5,62.5
full,43,mild,long_2_6s,200:256,34,11,32.35294117647059
full,43,mild,long_2_6s,200:4096,13,13,100.0
full,43,mild,long_2_6s,32:1024,23,22,95.65217391304348
full,43,mild,long_2_6s,32:2048,14,12,85.71428571428571
full,43,mild,long_2_6s,32:256,17,16,94.11764705882354
full,43,mild,long_2_6s,32:4096,12,12,100.0
full,43,mild,long_2_6s,64:1024,15,15,100.0
full,43,mild,long_2_6s,64:2048,9,9,100.0
full,43,mild,long_2_6s,64:256,27,27,100.0
full,43,mild,long_2_6s,64:4096,10,10,100.0
full,43,mild,long_2_6s,80:1024,15,15,100.0
full,43,mild,long_2_6s,80:2048,5,5,100.0
full,43,mild,long_2_6s,80:256,17,16,94.11764705882354
full,43,mild,long_2_6s,80:4096,11,11,100.0
full,43,mild,full_population,128:1024,64,1,1.5625
full,43,mild,full_population,128:2048,32,0,0.0
full,43,mild,full_population,128:256,96,24,25.0
full,43,mild,full_population,128:4096,32,29,90.625
full,43,mild,full_population,160:1024,64,2,3.125
full,43,mild,full_population,160:2048,32,4,12.5
full,43,mild,full_population,160:256,96,43,44.791666666666664
full,43,mild,full_population,160:4096,32,32,100.0
full,43,mild,full_population,200:1024,64,1,1.5625
full,43,mild,full_population,200:2048,32,14,43.75
full,43,mild,full_population,200:256,96,43,44.791666666666664
full,43,mild,full_population,200:4096,32,32,100.0
full,43,mild,full_population,32:1024,64,59,92.1875
full,43,mild,full_population,32:2048,32,27,84.375
full,43,mild,full_population,32:256,96,86,89.58333333333333
full,43,mild,full_population,32:4096,32,32,100.0
full,43,mild,full_population,64:1024,64,59,92.1875
full,43,mild,full_population,64:2048,32,32,100.0
full,43,mild,full_population,64:256,96,90,93.75
full,43,mild,full_population,64:4096,32,32,100.0
full,43,mild,full_population,80:1024,64,61,95.3125
full,43,mild,full_population,80:2048,32,32,100.0
full,43,mild,full_population,80:256,96,92,95.83333333333333
full,43,mild,full_population,80:4096,32,32,100.0
full,43,aggressive,warm_2_4s,128:1024,9,0,0.0
full,43,aggressive,warm_2_4s,128:2048,5,0,0.0
full,43,aggressive,warm_2_4s,128:256,15,4,26.666666666666668
full,43,aggressive,warm_2_4s,128:4096,4,4,100.0
full,43,aggressive,warm_2_4s,160:1024,7,0,0.0
full,43,aggressive,warm_2_4s,160:2048,5,2,40.0
full,43,aggressive,warm_2_4s,160:256,16,3,18.75
full,43,aggressive,warm_2_4s,160:4096,9,7,77.77777777777777
full,43,aggressive,warm_2_4s,200:1024,12,0,0.0
full,43,aggressive,warm_2_4s,200:2048,2,0,0.0
full,43,aggressive,warm_2_4s,200:256,16,2,12.5
full,43,aggressive,warm_2_4s,200:4096,4,2,50.0
full,43,aggressive,warm_2_4s,32:1024,6,5,83.33333333333333
full,43,aggressive,warm_2_4s,32:2048,7,5,71.42857142857143
full,43,aggressive,warm_2_4s,32:256,12,9,75.0
full,43,aggressive,warm_2_4s,32:4096,5,5,100.0
full,43,aggressive,warm_2_4s,64:1024,8,4,50.0
full,43,aggressive,warm_2_4s,64:2048,3,3,100.0
full,43,aggressive,warm_2_4s,64:256,14,12,85.71428571428571
full,43,aggressive,warm_2_4s,64:4096,6,6,100.0
full,43,aggressive,warm_2_4s,80:1024,6,4,66.66666666666667
full,43,aggressive,warm_2_4s,80:2048,5,5,100.0
full,43,aggressive,warm_2_4s,80:256,12,8,66.66666666666667
full,43,aggressive,warm_2_4s,80:4096,6,6,100.0
full,43,aggressive,long_2_6s,128:1024,25,1,4.0
full,43,aggressive,long_2_6s,128:2048,11,0,0.0
full,43,aggressive,long_2_6s,128:256,32,9,28.125
full,43,aggressive,long_2_6s,128:4096,9,8,88.88888888888889
full,43,aggressive,long_2_6s,160:1024,15,0,0.0
full,43,aggressive,long_2_6s,160:2048,9,3,33.333333333333336
full,43,aggressive,long_2_6s,160:256,29,6,20.689655172413794
full,43,aggressive,long_2_6s,160:4096,11,9,81.81818181818181
full,43,aggressive,long_2_6s,200:1024,18,0,0.0
full,43,aggressive,long_2_6s,200:2048,10,3,30.0
full,43,aggressive,long_2_6s,200:256,33,5,15.151515151515152
full,43,aggressive,long_2_6s,200:4096,14,12,85.71428571428571
full,43,aggressive,long_2_6s,32:1024,22,18,81.81818181818181
full,43,aggressive,long_2_6s,32:2048,13,9,69.23076923076923
full,43,aggressive,long_2_6s,32:256,17,14,82.3529411764706
full,43,aggressive,long_2_6s,32:4096,13,13,100.0
full,43,aggressive,long_2_6s,64:1024,18,13,72.22222222222223
full,43,aggressive,long_2_6s,64:2048,9,8,88.88888888888889
full,43,aggressive,long_2_6s,64:256,26,23,88.46153846153847
full,43,aggressive,long_2_6s,64:4096,10,10,100.0
full,43,aggressive,long_2_6s,80:1024,15,11,73.33333333333333
full,43,aggressive,long_2_6s,80:2048,5,5,100.0
full,43,aggressive,long_2_6s,80:256,18,14,77.77777777777777
full,43,aggressive,long_2_6s,80:4096,11,11,100.0
full,43,aggressive,full_population,128:1024,64,5,7.8125
full,43,aggressive,full_population,128:2048,32,2,6.25
full,43,aggressive,full_population,128:256,96,31,32.291666666666664
full,43,aggressive,full_population,128:4096,32,16,50.0
full,43,aggressive,full_population,160:1024,64,2,3.125
full,43,aggressive,full_population,160:2048,32,4,12.5
full,43,aggressive,full_population,160:256,96,29,30.208333333333332
full,43,aggressive,full_population,160:4096,32,20,62.5
full,43,aggressive,full_population,200:1024,64,3,4.6875
full,43,aggressive,full_population,200:2048,32,7,21.875
full,43,aggressive,full_population,200:256,96,23,23.958333333333332
full,43,aggressive,full_population,200:4096,32,25,78.125
full,43,aggressive,full_population,32:1024,64,47,73.4375
full,43,aggressive,full_population,32:2048,32,21,65.625
full,43,aggressive,full_population,32:256,96,75,78.125
full,43,aggressive,full_population,32:4096,32,30,93.75
full,43,aggressive,full_population,64:1024,64,46,71.875
full,43,aggressive,full_population,64:2048,32,28,87.5
full,43,aggressive,full_population,64:256,96,79,82.29166666666667
full,43,aggressive,full_population,64:4096,32,32,100.0
full,43,aggressive,full_population,80:1024,64,42,65.625
full,43,aggressive,full_population,80:2048,32,28,87.5
full,43,aggressive,full_population,80:256,96,67,69.79166666666667
full,43,aggressive,full_population,80:4096,32,32,100.0
full,43,static,warm_2_4s,128:1024,13,0,0.0
full,43,static,warm_2_4s,128:2048,5,0,0.0
full,43,static,warm_2_4s,128:256,16,16,100.0
full,43,static,warm_2_4s,128:4096,2,2,100.0
full,43,static,warm_2_4s,160:1024,4,0,0.0
full,43,static,warm_2_4s,160:2048,8,3,37.5
full,43,static,warm_2_4s,160:256,15,15,100.0
full,43,static,warm_2_4s,160:4096,9,9,100.0
full,43,static,warm_2_4s,200:1024,11,0,0.0
full,43,static,warm_2_4s,200:2048,1,0,0.0
full,43,static,warm_2_4s,200:256,18,18,100.0
full,43,static,warm_2_4s,200:4096,3,3,100.0
full,43,static,warm_2_4s,32:1024,4,4,100.0
full,43,static,warm_2_4s,32:2048,5,5,100.0
full,43,static,warm_2_4s,32:256,12,12,100.0
full,43,static,warm_2_4s,32:4096,5,5,100.0
full,43,static,warm_2_4s,64:1024,7,6,85.71428571428571
full,43,static,warm_2_4s,64:2048,3,3,100.0
full,43,static,warm_2_4s,64:256,13,13,100.0
full,43,static,warm_2_4s,64:4096,6,6,100.0
full,43,static,warm_2_4s,80:1024,7,7,100.0
full,43,static,warm_2_4s,80:2048,5,5,100.0
full,43,static,warm_2_4s,80:256,11,11,100.0
full,43,static,warm_2_4s,80:4096,8,8,100.0
full,43,static,long_2_6s,128:1024,27,0,0.0
full,43,static,long_2_6s,128:2048,9,1,11.11111111111111
full,43,static,long_2_6s,128:256,34,34,100.0
full,43,static,long_2_6s,128:4096,9,9,100.0
full,43,static,long_2_6s,160:1024,13,0,0.0
full,43,static,long_2_6s,160:2048,13,7,53.84615384615385
full,43,static,long_2_6s,160:256,29,29,100.0
full,43,static,long_2_6s,160:4096,12,12,100.0
full,43,static,long_2_6s,200:1024,17,0,0.0
full,43,static,long_2_6s,200:2048,9,7,77.77777777777777
full,43,static,long_2_6s,200:256,35,35,100.0
full,43,static,long_2_6s,200:4096,13,13,100.0
full,43,static,long_2_6s,32:1024,23,23,100.0
full,43,static,long_2_6s,32:2048,14,14,100.0
full,43,static,long_2_6s,32:256,16,16,100.0
full,43,static,long_2_6s,32:4096,11,11,100.0
full,43,static,long_2_6s,64:1024,13,11,84.61538461538461
full,43,static,long_2_6s,64:2048,10,10,100.0
full,43,static,long_2_6s,64:256,26,26,100.0
full,43,static,long_2_6s,64:4096,11,11,100.0
full,43,static,long_2_6s,80:1024,15,14,93.33333333333333
full,43,static,long_2_6s,80:2048,5,5,100.0
full,43,static,long_2_6s,80:256,17,17,100.0
full,43,static,long_2_6s,80:4096,13,13,100.0
full,43,static,full_population,128:1024,64,0,0.0
full,43,static,full_population,128:2048,32,2,6.25
full,43,static,full_population,128:256,96,93,96.875
full,43,static,full_population,128:4096,32,29,90.625
full,43,static,full_population,160:1024,64,0,0.0
full,43,static,full_population,160:2048,32,12,37.5
full,43,static,full_population,160:256,96,90,93.75
full,43,static,full_population,160:4096,32,32,100.0
full,43,static,full_population,200:1024,64,1,1.5625
full,43,static,full_population,200:2048,32,22,68.75
full,43,static,full_population,200:256,96,90,93.75
full,43,static,full_population,200:4096,32,32,100.0
full,43,static,full_population,32:1024,64,64,100.0
full,43,static,full_population,32:2048,32,29,90.625
full,43,static,full_population,32:256,96,93,96.875
full,43,static,full_population,32:4096,32,31,96.875
full,43,static,full_population,64:1024,64,53,82.8125
full,43,static,full_population,64:2048,32,31,96.875
full,43,static,full_population,64:256,96,94,97.91666666666667
full,43,static,full_population,64:4096,32,32,100.0
full,43,static,full_population,80:1024,64,59,92.1875
full,43,static,full_population,80:2048,32,29,90.625
full,43,static,full_population,80:256,96,94,97.91666666666667
full,43,static,full_population,80:4096,32,32,100.0
semi,7,baseline,warm_2_4s,128:1024,4,4,100.0
semi,7,baseline,warm_2_4s,128:2048,4,4,100.0
semi,7,baseline,warm_2_4s,128:256,4,3,75.0
semi,7,baseline,warm_2_4s,128:4096,6,6,100.0
semi,7,baseline,warm_2_4s,160:1024,4,4,100.0
semi,7,baseline,warm_2_4s,160:2048,6,6,100.0
semi,7,baseline,warm_2_4s,160:256,8,7,87.5
semi,7,baseline,warm_2_4s,160:4096,11,11,100.0
semi,7,baseline,warm_2_4s,200:1024,7,7,100.0
semi,7,baseline,warm_2_4s,200:2048,6,6,100.0
semi,7,baseline,warm_2_4s,200:256,6,6,100.0
semi,7,baseline,warm_2_4s,200:4096,15,15,100.0
semi,7,baseline,warm_2_4s,32:1024,10,10,100.0
semi,7,baseline,warm_2_4s,32:2048,8,8,100.0
semi,7,baseline,warm_2_4s,32:256,4,2,50.0
semi,7,baseline,warm_2_4s,32:4096,13,13,100.0
semi,7,baseline,warm_2_4s,64:1024,5,5,100.0
semi,7,baseline,warm_2_4s,64:2048,7,7,100.0
semi,7,baseline,warm_2_4s,64:256,7,4,57.142857142857146
semi,7,baseline,warm_2_4s,64:4096,11,11,100.0
semi,7,baseline,warm_2_4s,80:1024,9,9,100.0
semi,7,baseline,warm_2_4s,80:2048,5,5,100.0
semi,7,baseline,warm_2_4s,80:256,4,3,75.0
semi,7,baseline,warm_2_4s,80:4096,14,14,100.0
semi,7,baseline,long_2_6s,128:1024,10,10,100.0
semi,7,baseline,long_2_6s,128:2048,9,9,100.0
semi,7,baseline,long_2_6s,128:256,9,6,66.66666666666667
semi,7,baseline,long_2_6s,128:4096,21,21,100.0
semi,7,baseline,long_2_6s,160:1024,9,9,100.0
semi,7,baseline,long_2_6s,160:2048,13,13,100.0
semi,7,baseline,long_2_6s,160:256,11,9,81.81818181818181
semi,7,baseline,long_2_6s,160:4096,21,21,100.0
semi,7,baseline,long_2_6s,200:1024,12,12,100.0
semi,7,baseline,long_2_6s,200:2048,12,12,100.0
semi,7,baseline,long_2_6s,200:256,12,12,100.0
semi,7,baseline,long_2_6s,200:4096,25,25,100.0
semi,7,baseline,long_2_6s,32:1024,15,15,100.0
semi,7,baseline,long_2_6s,32:2048,12,12,100.0
semi,7,baseline,long_2_6s,32:256,11,7,63.63636363636363
semi,7,baseline,long_2_6s,32:4096,24,24,100.0
semi,7,baseline,long_2_6s,64:1024,8,8,100.0
semi,7,baseline,long_2_6s,64:2048,13,13,100.0
semi,7,baseline,long_2_6s,64:256,12,9,75.0
semi,7,baseline,long_2_6s,64:4096,24,24,100.0
semi,7,baseline,long_2_6s,80:1024,12,12,100.0
semi,7,baseline,long_2_6s,80:2048,10,10,100.0
semi,7,baseline,long_2_6s,80:256,11,9,81.81818181818181
semi,7,baseline,long_2_6s,80:4096,24,24,100.0
semi,7,baseline,full_population,128:1024,32,32,100.0
semi,7,baseline,full_population,128:2048,32,32,100.0
semi,7,baseline,full_population,128:256,32,22,68.75
semi,7,baseline,full_population,128:4096,64,64,100.0
semi,7,baseline,full_population,160:1024,32,32,100.0
semi,7,baseline,full_population,160:2048,32,32,100.0
semi,7,baseline,full_population,160:256,32,22,68.75
semi,7,baseline,full_population,160:4096,64,64,100.0
semi,7,baseline,full_population,200:1024,32,32,100.0
semi,7,baseline,full_population,200:2048,32,32,100.0
semi,7,baseline,full_population,200:256,32,25,78.125
semi,7,baseline,full_population,200:4096,64,64,100.0
semi,7,baseline,full_population,32:1024,32,32,100.0
semi,7,baseline,full_population,32:2048,32,31,96.875
semi,7,baseline,full_population,32:256,32,16,50.0
semi,7,baseline,full_population,32:4096,64,64,100.0
semi,7,baseline,full_population,64:1024,32,32,100.0
semi,7,baseline,full_population,64:2048,32,32,100.0
semi,7,baseline,full_population,64:256,32,20,62.5
semi,7,baseline,full_population,64:4096,64,64,100.0
semi,7,baseline,full_population,80:1024,32,31,96.875
semi,7,baseline,full_population,80:2048,32,32,100.0
semi,7,baseline,full_population,80:256,32,27,84.375
semi,7,baseline,full_population,80:4096,64,64,100.0
semi,7,mild,warm_2_4s,128:1024,5,5,100.0
semi,7,mild,warm_2_4s,128:2048,4,4,100.0
semi,7,mild,warm_2_4s,128:256,4,4,100.0
semi,7,mild,warm_2_4s,128:4096,7,7,100.0
semi,7,mild,warm_2_4s,160:1024,4,4,100.0
semi,7,mild,warm_2_4s,160:2048,5,5,100.0
semi,7,mild,warm_2_4s,160:256,7,7,100.0
semi,7,mild,warm_2_4s,160:4096,10,10,100.0
semi,7,mild,warm_2_4s,200:1024,7,7,100.0
semi,7,mild,warm_2_4s,200:2048,6,6,100.0
semi,7,mild,warm_2_4s,200:256,6,6,100.0
semi,7,mild,warm_2_4s,200:4096,14,14,100.0
semi,7,mild,warm_2_4s,32:1024,10,10,100.0
semi,7,mild,warm_2_4s,32:2048,8,8,100.0
semi,7,mild,warm_2_4s,32:256,5,5,100.0
semi,7,mild,warm_2_4s,32:4096,12,12,100.0
semi,7,mild,warm_2_4s,64:1024,6,6,100.0
semi,7,mild,warm_2_4s,64:2048,8,8,100.0
semi,7,mild,warm_2_4s,64:256,7,7,100.0
semi,7,mild,warm_2_4s,64:4096,11,11,100.0
semi,7,mild,warm_2_4s,80:1024,9,9,100.0
semi,7,mild,warm_2_4s,80:2048,5,5,100.0
semi,7,mild,warm_2_4s,80:256,4,4,100.0
semi,7,mild,warm_2_4s,80:4096,14,14,100.0
semi,7,mild,long_2_6s,128:1024,9,9,100.0
semi,7,mild,long_2_6s,128:2048,9,9,100.0
semi,7,mild,long_2_6s,128:256,9,9,100.0
semi,7,mild,long_2_6s,128:4096,22,22,100.0
semi,7,mild,long_2_6s,160:1024,9,9,100.0
semi,7,mild,long_2_6s,160:2048,13,13,100.0
semi,7,mild,long_2_6s,160:256,11,11,100.0
semi,7,mild,long_2_6s,160:4096,23,23,100.0
semi,7,mild,long_2_6s,200:1024,12,12,100.0
semi,7,mild,long_2_6s,200:2048,12,12,100.0
semi,7,mild,long_2_6s,200:256,12,12,100.0
semi,7,mild,long_2_6s,200:4096,23,23,100.0
semi,7,mild,long_2_6s,32:1024,15,15,100.0
semi,7,mild,long_2_6s,32:2048,12,12,100.0
semi,7,mild,long_2_6s,32:256,11,11,100.0
semi,7,mild,long_2_6s,32:4096,24,24,100.0
semi,7,mild,long_2_6s,64:1024,9,9,100.0
semi,7,mild,long_2_6s,64:2048,14,14,100.0
semi,7,mild,long_2_6s,64:256,12,12,100.0
semi,7,mild,long_2_6s,64:4096,22,22,100.0
semi,7,mild,long_2_6s,80:1024,12,12,100.0
semi,7,mild,long_2_6s,80:2048,11,11,100.0
semi,7,mild,long_2_6s,80:256,11,11,100.0
semi,7,mild,long_2_6s,80:4096,24,24,100.0
semi,7,mild,full_population,128:1024,32,32,100.0
semi,7,mild,full_population,128:2048,32,32,100.0
semi,7,mild,full_population,128:256,32,30,93.75
semi,7,mild,full_population,128:4096,64,64,100.0
semi,7,mild,full_population,160:1024,32,30,93.75
semi,7,mild,full_population,160:2048,32,32,100.0
semi,7,mild,full_population,160:256,32,28,87.5
semi,7,mild,full_population,160:4096,64,64,100.0
semi,7,mild,full_population,200:1024,32,32,100.0
semi,7,mild,full_population,200:2048,32,32,100.0
semi,7,mild,full_population,200:256,32,29,90.625
semi,7,mild,full_population,200:4096,64,64,100.0
semi,7,mild,full_population,32:1024,32,32,100.0
semi,7,mild,full_population,32:2048,32,32,100.0
semi,7,mild,full_population,32:256,32,32,100.0
semi,7,mild,full_population,32:4096,64,64,100.0
semi,7,mild,full_population,64:1024,32,32,100.0
semi,7,mild,full_population,64:2048,32,32,100.0
semi,7,mild,full_population,64:256,32,32,100.0
semi,7,mild,full_population,64:4096,64,64,100.0
semi,7,mild,full_population,80:1024,32,32,100.0
semi,7,mild,full_population,80:2048,32,32,100.0
semi,7,mild,full_population,80:256,32,32,100.0
