policy,request_id,npu_id,role,admission_ms,completion_ms,latency_ms,pure_compute_ms,latency_ratio,slo_1p5_pass,completed_after_window,slo_1_pass,slo_1p5_pass_recomputed,plot_ratio
baseline,27000019,27,B,3882.9901965166405,4116.7977118286535,233.80751531201304,228.74273596704626,1.0221418150113253,True,True,False,True,1.0221418150113253
baseline,28000011,28,A,2011.087583603272,2143.3818188327637,132.29423522949173,48.19209238871334,2.745144040694843,False,False,False,False,2.745144040694843
baseline,28000012,28,B,2143.3818188327637,2377.811206093019,234.42938726025523,228.74273596704626,1.0248604672369934,True,False,False,True,1.0248604672369934
baseline,28000013,28,A,2377.811206093019,2431.756808225124,53.94560213210525,48.19209238871334,1.1193870084947668,True,False,False,True,1.1193870084947668
baseline,28000014,28,A,2431.756808225124,2506.1220246794646,74.3652164543405,48.19209238871334,1.5430999728029435,False,False,False,False,1.5430999728029435
baseline,28000015,28,B,2506.1220246794646,2740.553929639915,234.43190496045054,228.74273596704626,1.0248714739261662,True,False,False,True,1.0248714739261662
baseline,28000016,28,B,2740.553929639915,2969.2966656069625,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,28000017,28,A,2969.2966656069625,3017.4887579956744,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,28000018,28,B,3017.4887579956744,3246.2314939627217,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,28000019,28,B,3246.2314939627217,3474.974229929769,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,28000020,28,B,3474.974229929769,3703.7169658968164,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,28000021,28,B,3703.7169658968164,3932.4597018638638,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,28000022,28,B,3932.4597018638638,4161.202437830911,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
baseline,29000014,29,B,2115.0451031345215,2351.0816223527845,236.03651921826304,228.74273596704626,1.0318864038255955,True,False,False,True,1.0318864038255955
baseline,29000015,29,A,2351.0816223527845,2399.2737147414964,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,29000016,29,B,2399.2737147414964,2628.0164507085437,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,29000017,29,B,2628.0164507085437,2856.759186675591,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,29000018,29,B,2856.759186675591,3085.5019226426384,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,29000019,29,B,3085.5019226426384,3314.2446586096858,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,29000020,29,B,3314.2446586096858,3542.987394576733,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,29000021,29,B,3542.987394576733,3771.7301305437804,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,29000022,29,A,3771.7301305437804,3887.5925524736717,115.8624219298913,48.19209238871334,2.4041791129414927,False,False,False,False,2.4041791129414927
baseline,29000023,29,A,3887.5925524736717,3967.1401293779686,79.54757690429688,48.19209238871334,1.6506354665548209,False,False,False,False,1.6506354665548209
baseline,29000024,29,B,3967.1401293779686,4195.8828653450155,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
baseline,30000011,30,B,2093.328310346196,2322.071046313243,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,30000012,30,B,2322.071046313243,2550.8137822802905,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,30000013,30,B,2550.8137822802905,2779.556518247338,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,30000014,30,B,2779.556518247338,3008.299254214385,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,30000015,30,B,3008.299254214385,3237.0419901814325,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,30000016,30,B,3237.0419901814325,3465.78472614848,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,30000017,30,A,3465.78472614848,3600.3212817217186,134.53655557323873,48.19209238871334,2.7916728430896556,False,False,False,False,2.7916728430896556
baseline,30000018,30,B,3600.3212817217186,3839.356381872599,239.03510015088023,228.74273596704626,1.0449953706303343,True,False,False,True,1.0449953706303343
baseline,30000019,30,B,3839.356381872599,4068.099117839646,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,31000011,31,B,2097.3654205705566,2326.108156537604,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,31000012,31,B,2326.108156537604,2554.8508925046513,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,31000013,31,B,2554.8508925046513,2783.5936284716986,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,31000014,31,B,2783.5936284716986,3012.336364438746,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,31000015,31,B,3012.336364438746,3241.0791004057933,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,31000016,31,B,3241.0791004057933,3469.8218363728406,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,31000017,31,A,3469.8218363728406,3607.2961504961327,137.47431412329206,48.19209238871334,2.8526321914897546,False,False,False,False,2.8526321914897546
baseline,31000018,31,A,3607.2961504961327,3775.8998187090233,168.60366821289062,48.19209238871334,3.4985753856244237,False,False,False,False,3.4985753856244237
baseline,31000019,31,B,3775.8998187090233,4014.3054938110754,238.4056751020521,228.74273596704626,1.0422436983371481,True,True,False,True,1.0422436983371481
once,11,0,A,2025.2660458627875,2136.7804147060497,111.51436884326222,48.19209238871334,2.313955740784126,False,False,False,False,2.313955740784126
once,12,0,B,2136.7804147060497,2368.854179602286,232.0737648962363,228.74273596704626,1.0145623375321957,True,False,False,True,1.0145623375321957
once,13,0,A,2368.854179602286,2480.816295717042,111.9621161147561,48.19209238871334,2.3232466275105703,False,False,False,False,2.3232466275105703
once,14,0,B,2480.816295717042,2717.1390935241725,236.32279780713043,228.74273596704626,1.0331379346672507,True,False,False,True,1.0331379346672507
once,15,0,B,2717.1390935241725,2945.88182949122,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,16,0,B,2945.88182949122,3174.624565458267,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,17,0,B,3174.624565458267,3403.3673014253145,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,18,0,B,3403.3673014253145,3632.110037392362,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,19,0,B,3632.110037392362,3860.852773359409,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,20,0,B,3860.852773359409,4089.5955093264565,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
once,1000011,1,A,2126.1672773569285,2197.8698980305076,71.70262067357908,48.19209238871334,1.487850332275092,True,False,False,True,1.487850332275092
once,1000012,1,B,2197.8698980305076,2426.612633997555,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,1000013,1,A,2426.612633997555,2527.2176103166516,100.60497631909675,48.19209238871334,2.087582657910462,False,False,False,False,2.087582657910462
once,1000014,1,A,2527.2176103166516,2618.5471849016126,91.32957458496094,48.19209238871334,1.8951153614228724,False,False,False,False,1.8951153614228724
once,1000015,1,A,2618.5471849016126,2726.6151696184093,108.06798471679667,48.19209238871334,2.2424422630403646,False,False,False,False,2.2424422630403646
once,1000016,1,B,2726.6151696184093,2955.3579055854566,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,1000017,1,B,2955.3579055854566,3184.100641552504,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,1000018,1,A,3184.100641552504,3243.4522548786977,59.35161332619373,48.19209238871334,1.231563320543724,True,False,False,True,1.231563320543724
once,1000019,1,B,3243.4522548786977,3472.194990845745,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,1000020,1,A,3472.194990845745,3647.7951062458856,175.60011540014057,48.19209238871334,3.643753709296639,False,False,False,False,3.643753709296639
once,1000021,1,B,3647.7951062458856,3876.537842212933,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,1000022,1,B,3876.537842212933,4105.28057817998,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
once,2000011,2,B,2216.010955326425,2444.7536912934725,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,2000012,2,B,2444.7536912934725,2673.49642726052,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,2000013,2,A,2673.49642726052,2754.674938295167,81.17851103464727,48.19209238871334,1.6844778263593179,False,False,False,False,1.6844778263593179
once,2000014,2,A,2754.674938295167,2835.192018203869,80.51707990870182,48.19209238871334,1.670752937209239,False,False,False,False,1.670752937209239
once,2000015,2,B,2835.192018203869,3070.5487699401883,235.35675173631944,228.74273596704626,1.0289146483332525,True,False,False,True,1.0289146483332525
once,2000016,2,A,3070.5487699401883,3118.7408623289,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
once,2000017,2,B,3118.7408623289,3347.4835982959476,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,2000018,2,A,3347.4835982959476,3441.469375240026,93.98577694407822,48.19209238871334,1.9502323365832903,False,False,False,False,1.9502323365832903
once,2000019,2,B,3441.469375240026,3670.212111207073,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,2000020,2,B,3670.212111207073,3898.9548471741205,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,2000021,2,B,3898.9548471741205,4127.697583141167,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
once,3000012,3,B,2213.0320302622026,2441.77476622925,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,3000013,3,A,2441.77476622925,2525.2956658342296,83.5208996049796,48.19209238871334,1.7330830736982137,False,False,False,False,1.7330830736982137
once,3000014,3,B,2525.2956658342296,2765.8187268005395,240.5230609663099,228.74273596704626,1.0515003239314265,True,False,False,True,1.0515003239314265
once,3000015,3,B,2765.8187268005395,2994.561462767587,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,3000016,3,B,2994.561462767587,3223.304198734634,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,3000017,3,A,3223.304198734634,3300.8853925007684,77.58119376613422,48.19209238871334,1.6098324418116332,False,False,False,False,1.6098324418116332
once,3000018,3,B,3300.8853925007684,3558.856115820594,257.97072331982554,228.74273596704626,1.1277766798985478,True,False,False,True,1.1277766798985478
once,3000019,3,A,3558.856115820594,3711.2451473347523,152.38903151415843,48.19209238871334,3.1621169358035215,False,False,False,False,3.1621169358035215
once,3000020,3,B,3711.2451473347523,3939.9878833017997,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,3000021,3,B,3939.9878833017997,4178.472987887171,238.48510458537157,228.74273596704626,1.0425909420779544,True,True,False,True,1.0425909420779544
once,4000012,4,A,2178.855961196142,2252.484766759043,73.6288055629011,48.19209238871334,1.5278192316079033,False,False,False,False,1.5278192316079033
once,4000013,4,B,2252.484766759043,2481.2275027260903,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,4000014,4,B,2481.2275027260903,2709.9702386931376,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,4000015,4,B,2709.9702386931376,2938.712974660185,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,4000016,4,A,2938.712974660185,2986.905067048897,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
once,4000017,4,B,2986.905067048897,3215.647803015944,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,4000018,4,A,3215.647803015944,3283.64334232987,67.99553931392575,48.19209238871334,1.410927310760435,True,False,False,True,1.410927310760435
once,4000019,4,B,3283.64334232987,3517.611990454383,233.96864812451304,228.74273596704626,1.0228462431183811,True,False,False,True,1.0228462431183811
once,4000020,4,B,3517.611990454383,3746.3547264214303,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,4000021,4,B,3746.3547264214303,3975.0974623884777,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,4000022,4,B,3975.0974623884777,4203.840198355525,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
once,5000011,5,B,2114.8698149250386,2348.410554016348,233.54073909130966,228.74273596704626,1.0209755431313658,True,False,False,True,1.0209755431313658
once,5000012,5,A,2348.410554016348,2417.257054286378,68.84650027002999,48.19209238871334,1.4285849992716635,True,False,False,True,1.4285849992716635
once,5000013,5,B,2417.257054286378,2645.9997902534255,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,5000014,5,B,2645.9997902534255,2874.742526220473,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,5000015,5,B,2874.742526220473,3103.48526218752,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,5000016,5,B,3103.48526218752,3332.2279981545676,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,5000017,5,B,3332.2279981545676,3560.970734121615,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,5000018,5,B,3560.970734121615,3789.7134700886622,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,5000019,5,B,3789.7134700886622,4018.4562060557096,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
once,6000010,6,B,2090.4084696381965,2319.151205605244,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,6000011,6,B,2319.151205605244,2547.893941572291,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,6000012,6,B,2547.893941572291,2776.6366775393385,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,6000013,6,B,2776.6366775393385,3005.379413506386,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,6000014,6,B,3005.379413506386,3234.122149473433,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,6000015,6,B,3234.122149473433,3465.280751450351,231.1586019769179,228.74273596704626,1.0105614982686038,True,False,False,True,1.0105614982686038
once,6000016,6,B,3465.280751450351,3694.0234874173984,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,6000017,6,A,3694.0234874173984,3808.403297871862,114.3798104544635,48.19209238871334,2.373414491570227,False,False,False,False,2.373414491570227
once,6000018,6,A,3808.403297871862,3900.0894466511586,91.68614877929667,48.19209238871334,1.9025143801552327,False,False,False,False,1.9025143801552327
once,6000019,6,B,3900.0894466511586,4145.480261328406,245.39081467724782,228.74273596704626,1.0727807973434398,True,True,False,True,1.0727807973434398
once,7000011,7,B,2142.3799857258196,2372.269759533927,229.8897738081073,228.74273596704626,1.0050145323138318,True,False,False,True,1.0050145323138318
once,7000012,7,B,2372.269759533927,2601.012495500974,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,7000013,7,B,2601.012495500974,2829.7552314680215,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,7000014,7,B,2829.7552314680215,3058.497967435069,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,7000015,7,B,3058.497967435069,3287.240703402116,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,7000016,7,A,3287.240703402116,3348.2355685032194,60.99486510110319,48.19209238871334,1.265661275072345,True,False,False,True,1.265661275072345
once,7000017,7,B,3348.2355685032194,3576.9783044702667,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,7000018,7,A,3576.9783044702667,3742.6871266072135,165.70882213694676,48.19209238871334,3.438506483602194,False,False,False,False,3.438506483602194
once,7000019,7,B,3742.6871266072135,3971.429862574261,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,7000020,7,B,3971.429862574261,4200.172598541308,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
once,8000011,8,B,2121.4871702717182,2350.2299062387656,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,8000012,8,B,2350.2299062387656,2578.972642205813,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,8000013,8,A,2578.972642205813,2651.915204823488,72.94256261767487,48.19209238871334,1.5135794899571142,False,False,False,False,1.5135794899571142
once,8000014,8,B,2651.915204823488,2880.657940790535,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,8000015,8,B,2880.657940790535,3109.4006767575825,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,8000016,8,A,3109.4006767575825,3158.0743601900203,48.67368343243788,48.19209238871334,1.009993154890227,True,False,False,True,1.009993154890227
once,8000017,8,B,3158.0743601900203,3386.8170961570677,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,8000018,8,A,3386.8170961570677,3490.883637740026,104.06654158295851,48.19209238871334,2.1594111486915026,False,False,False,False,2.1594111486915026
once,8000019,8,B,3490.883637740026,3719.6263737070735,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,8000020,8,B,3719.6263737070735,3948.369109674121,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,8000021,8,B,3948.369109674121,4177.111845641168,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
once,9000011,9,B,2114.824937977046,2343.5676739440933,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,9000012,9,A,2343.5676739440933,2408.1472757463393,64.57960180224609,48.19209238871334,1.340045609170743,True,False,False,True,1.340045609170743
once,9000013,9,B,2408.1472757463393,2637.403628338626,229.25635259228648,228.74273596704626,1.0022453898833938,True,False,False,True,1.0022453898833938
once,9000014,9,B,2637.403628338626,2866.146364305673,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,9000015,9,A,2866.146364305673,2914.338456694385,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
once,9000016,9,B,2914.338456694385,3143.0811926614324,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,9000017,9,B,3143.0811926614324,3371.8239286284797,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,9000018,9,A,3371.8239286284797,3463.897887813268,92.07395918478824,48.19209238871334,1.9105615593970784,False,False,False,False,1.9105615593970784
once,9000019,9,B,3463.897887813268,3692.6406237803153,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,9000020,9,A,3692.6406237803153,3821.6632855671746,129.02266178685932,48.19209238871334,2.677257935724671,False,False,False,False,2.677257935724671
once,9000021,9,B,3821.6632855671746,4050.406021534222,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
once,10000010,10,B,2216.3916754968345,2445.134411463882,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,10000011,10,A,2445.134411463882,2540.5656175188,95.43120605491822,48.19209238871334,1.9802254130237422,False,False,False,False,1.9802254130237422
once,10000012,10,A,2540.5656175188,2631.5301255754407,90.96450805664062,48.19209238871334,1.8875401242786596,False,False,False,False,1.8875401242786596
once,10000013,10,A,2631.5301255754407,2712.7217607072766,81.19163513183594,48.19209238871334,1.6847501552111719,False,False,False,False,1.6847501552111719
once,10000014,10,B,2712.7217607072766,2941.482965594485,228.76120488720835,228.74273596704626,1.000080741012754,True,False,False,True,1.000080741012754
once,10000015,10,B,2941.482965594485,3170.2257015615323,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,10000016,10,A,3170.2257015615323,3232.9897263149824,62.76402475345003,48.19209238871334,1.3023718548512215,True,False,False,True,1.3023718548512215
once,10000017,10,A,3232.9897263149824,3309.1097798054557,76.12005349047331,48.19209238871334,1.5795133541099522,False,False,False,False,1.5795133541099522
once,10000018,10,B,3309.1097798054557,3540.5188660647345,231.40908625927887,228.74273596704626,1.011656546298444,True,False,False,True,1.011656546298444
once,10000019,10,A,3540.5188660647345,3692.6938930622914,152.17502699755687,48.19209238871334,3.157676279546569,False,False,False,False,3.157676279546569
once,10000020,10,A,3692.6938930622914,3803.481193990026,110.78730092773458,48.19209238871334,2.298868869069506,False,False,False,False,2.298868869069506
once,10000021,10,B,3803.481193990026,4036.354642529578,232.8734485395521,228.74273596704626,1.0180583333282371,True,True,False,True,1.0180583333282371
once,11000011,11,A,2142.3786546999413,2208.3520231769917,65.97336847705037,48.19209238871334,1.3689666749663982,True,False,False,True,1.3689666749663982
once,11000012,11,B,2208.3520231769917,2445.211830359122,236.85980718213023,228.74273596704626,1.0354855911850829,True,False,False,True,1.0354855911850829
once,11000013,11,B,2445.211830359122,2673.9545663261692,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,11000014,11,A,2673.9545663261692,2756.8527489641124,82.89818263794314,48.19209238871334,1.7201615146587412,False,False,False,False,1.7201615146587412
once,11000015,11,B,2756.8527489641124,2985.5954849311597,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,11000016,11,B,2985.5954849311597,3214.338220898207,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,11000017,11,B,3214.338220898207,3443.0809568652544,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,11000018,11,A,3443.0809568652544,3557.7620472615104,114.68109039625597,48.19209238871334,2.379666138403952,False,False,False,False,2.379666138403952
once,11000019,11,B,3557.7620472615104,3791.3489441897345,233.58689692822418,228.74273596704626,1.0211773324328681,True,False,False,True,1.0211773324328681
once,11000020,11,A,3791.3489441897345,3869.4013931850996,78.05244899536501,48.19209238871334,1.6196111255307315,False,False,False,False,1.6196111255307315
once,11000021,11,A,3869.4013931850996,3935.811516255651,66.41012307055144,48.19209238871334,1.3780294604121563,True,False,False,True,1.3780294604121563
once,11000022,11,A,3935.811516255651,3992.1954121296744,56.38389587402344,48.19209238871334,1.169982316169958,True,False,False,True,1.169982316169958
once,11000023,11,B,3992.1954121296744,4220.938148096721,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
once,12000010,12,B,2042.4831688947736,2271.2259048618207,228.7427359670471,228.74273596704626,1.0000000000000038,True,False,True,True,1.0
once,12000011,12,B,2271.2259048618207,2499.968640828868,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,12000012,12,A,2499.968640828868,2608.732350306886,108.76370947801797,48.19209238871334,2.256878755143875,False,False,False,False,2.256878755143875
once,12000013,12,B,2608.732350306886,2837.4750862739334,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,12000014,12,B,2837.4750862739334,3066.2178222409807,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,12000015,12,A,3066.2178222409807,3114.4099146296926,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
once,12000016,12,A,3114.4099146296926,3162.6020070184045,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
once,12000017,12,B,3162.6020070184045,3391.344742985452,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,12000018,12,B,3391.344742985452,3620.087478952499,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,12000019,12,B,3620.087478952499,3848.8302149195465,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,12000020,12,B,3848.8302149195465,4077.572950886594,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
once,13000011,13,A,2000.550822278803,2149.0644797443742,148.5136574655712,48.19209238871334,3.0817017918141554,False,False,False,False,3.0817017918141554
once,13000012,13,A,2149.0644797443742,2224.2345152424214,75.17003549804713,48.19209238871334,1.559800203148101,False,False,False,False,1.559800203148101
once,13000013,13,B,2224.2345152424214,2458.148513196036,233.91399795361485,228.74273596704626,1.0226073276806202,True,False,False,True,1.0226073276806202
once,13000014,13,B,2458.148513196036,2686.8912491630836,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,13000015,13,B,2686.8912491630836,2915.633985130131,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,13000016,13,B,2915.633985130131,3144.3767210971782,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,13000017,13,B,3144.3767210971782,3373.1194570642256,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,13000018,13,B,3373.1194570642256,3601.862193031273,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,13000019,13,A,3601.862193031273,3760.4788746540885,158.61668162281558,48.19209238871334,3.2913424954332102,False,False,False,False,3.2913424954332102
once,13000020,13,B,3760.4788746540885,3989.221610621136,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,13000021,13,B,3989.221610621136,4217.964346588183,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
once,14000011,14,B,2099.4975208435053,2328.2402568105526,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,14000012,14,A,2328.2402568105526,2380.6160241105968,52.37576730004412,48.19209238871334,1.0868124769845147,True,False,False,True,1.0868124769845147
once,14000013,14,A,2380.6160241105968,2496.056774232667,115.44075012207031,48.19209238871334,2.395429299706163,False,False,False,False,2.395429299706163
once,14000014,14,B,2496.056774232667,2724.7995101997144,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,14000015,14,A,2724.7995101997144,2799.3222550920423,74.52274489232786,48.19209238871334,1.5463687339249292,False,False,False,False,1.5463687339249292
once,14000016,14,B,2799.3222550920423,3028.0649910590896,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,14000017,14,B,3028.0649910590896,3256.807727026137,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,14000018,14,B,3256.807727026137,3485.5504629931843,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,14000019,14,B,3485.5504629931843,3714.2931989602316,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,14000020,14,B,3714.2931989602316,3943.035934927279,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,14000021,14,B,3943.035934927279,4171.778670894326,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
once,15000010,15,A,2039.9989881723577,2194.219332747304,154.22034457494647,48.19209238871334,3.200117216970332,False,False,False,False,3.200117216970332
once,15000011,15,A,2194.219332747304,2267.0319500583496,72.81261731104541,48.19209238871334,1.510883086871286,False,False,False,False,1.510883086871286
once,15000012,15,B,2267.0319500583496,2495.774686025397,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,15000013,15,B,2495.774686025397,2724.5174219924443,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
once,15000014,15,A,2724.5174219924443,2804.4668558244643,79.94943383202008,48.19209238871334,1.658974115237718,False,False,False,False,1.658974115237718
