case,family,kind,tuning_slo_alpha,num_ssu,pressure_ttl_ms,cir_write_threshold_gbps,min_interval_ms,explicit_spill_threshold,target_ratio,required_ratio,background_reserve_fraction,mean_npu_utilization_pct,primary_slo_alpha,sensitivity_slo_alpha,alpha_1p5_equal_npu_slo_pct,alpha_1p5_request_weighted_slo_pct,alpha_2_equal_npu_slo_pct,alpha_2_request_weighted_slo_pct,measurement_request_count,measurement_requests_per_npu_min,measurement_requests_per_npu_median,measurement_requests_per_npu_max,measurement_cohort_fingerprint,input_simulator_fingerprint,source_fingerprint,config_fingerprint,definition_fingerprint,campaign_spec_sha256,all_invariants_passed,source_artifact
adaptive_a1p5_t0_i200ms,adaptive_alpha_a1p5,adaptive,1.5,40,0.0,0.0,200.0,0.75,0.6866666666666666,0.6666666666666666,0.05,98.96733726870845,2.0,1.5,88.3514133653395,88.0857028434121,96.79879104199235,96.69603524229075,4994,22,38.0,56,ecd50f072472eb247b06ac5effe535b3e70e7791123b93ccd7a3d9b303dab127,9c53bdc9a6a543c9447819f0ce4c6c514f0f8a642fc7723e4ba1d7ce6a7331cb,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu40.json
adaptive_a2_t0_i25ms,adaptive_alpha_a2,adaptive,2.0,40,0.0,0.0,25.0,0.75,0.52,0.5,0.05,98.96716777584037,2.0,1.5,88.3379881169997,88.07615230460922,96.79160262400104,96.69338677354709,4990,22,38.0,56,2897846888e4754541b945feeeb31ffef3b7cd7c971eec1eb4bf1b6330ce461b,9c53bdc9a6a543c9447819f0ce4c6c514f0f8a642fc7723e4ba1d7ce6a7331cb,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu40.json
adaptive_a2_t0_i100ms,adaptive_alpha_a2,adaptive,2.0,40,0.0,0.0,100.0,0.75,0.52,0.5,0.05,98.9674992909549,2.0,1.5,88.33484092974429,88.06806806806807,96.77755788016701,96.67667667667668,4995,22,38.0,56,51c95966dfdefc406c0a441cfa804a11618cdab8277d2463eca7d71bd7babd72,9c53bdc9a6a543c9447819f0ce4c6c514f0f8a642fc7723e4ba1d7ce6a7331cb,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu40.json
adaptive_a2_t0_i200ms,adaptive_alpha_a2,adaptive,2.0,40,0.0,0.0,200.0,0.75,0.52,0.5,0.05,98.96722586214496,2.0,1.5,88.3506313654766,88.0857028434121,96.79720293953108,96.69603524229075,4994,22,38.0,56,0135f0207a9ea8dc072aa0208cf8d1a45187d83d03eae9f6b296bce4b39f712e,9c53bdc9a6a543c9447819f0ce4c6c514f0f8a642fc7723e4ba1d7ce6a7331cb,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu40.json
baseline,baseline,baseline,,72,0.0,0.0,0.0,,,,,98.9670754551072,2.0,1.5,88.33510218083853,88.07045636509207,96.77891914649148,96.6773418734988,4996,22,38.0,56,c20c81419d96943dd39f50d395d18b78b53cea2f72a2ea423d2f54073fd4927f,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
layer_once_ttl_0ms,ttl,layer_once,,72,0.0,0.0,0.0,,,,,98.9678471470289,2.0,1.5,88.33355872726277,88.06806806806807,96.77896301234993,96.67667667667668,4995,22,38.0,56,e4fee9ae4db62a953debd5446ba5a691c1f3ee8adba9de1320c3f8557d97ce26,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
layer_once_ttl_2ms,ttl,layer_once,,72,2.0,0.0,0.0,,,,,98.96716211813317,2.0,1.5,88.33425409493151,88.06806806806807,96.77870533352083,96.67667667667668,4995,22,38.0,56,940a71b441da4e0d709cc75d4b919ece5007985cc134b319a09cd811479992e1,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
layer_once_ttl_5ms,ttl,layer_once,,72,5.0,0.0,0.0,,,,,98.96734601213898,2.0,1.5,88.3319263678304,88.0656788145775,96.7775580837737,96.67601121345615,4994,22,38.0,56,0ddacfc4d38d636196748533aded1c95bb81181e44571d5c26a3b372799f4991,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
adaptive_a1p5_t0_i25ms,adaptive_alpha_a1p5,adaptive,1.5,72,0.0,0.0,25.0,0.75,0.6866666666666666,0.6666666666666666,0.05,98.96701994356417,2.0,1.5,88.33718949536824,88.07045636509207,96.7794182028213,96.6773418734988,4996,22,38.0,56,d0100d3d13d7a16d9887b5a94d879033902e1d96546f3fd2700d8ff44533b5fc,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
adaptive_a1p5_t0_i100ms,adaptive_alpha_a1p5,adaptive,1.5,72,0.0,0.0,100.0,0.75,0.6866666666666666,0.6666666666666666,0.05,98.96696679104355,2.0,1.5,88.31796826520952,88.0528316990194,96.78003824250385,96.67800680408246,4997,22,38.0,56,782f19342765c209a2a8fa297a027de7dde866abc885e617982d4613d3c597d3,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
adaptive_a1p5_t0_i200ms,adaptive_alpha_a1p5,adaptive,1.5,72,0.0,0.0,200.0,0.75,0.6866666666666666,0.6666666666666666,0.05,98.96693930413566,2.0,1.5,88.31796826520952,88.0528316990194,96.78003824250385,96.67800680408246,4997,22,38.0,56,782f19342765c209a2a8fa297a027de7dde866abc885e617982d4613d3c597d3,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
adaptive_a2_t0_i25ms,adaptive_alpha_a2,adaptive,2.0,72,0.0,0.0,25.0,0.75,0.52,0.5,0.05,98.96702583308056,2.0,1.5,88.33718949536824,88.07045636509207,96.7794182028213,96.6773418734988,4996,22,38.0,56,d0100d3d13d7a16d9887b5a94d879033902e1d96546f3fd2700d8ff44533b5fc,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
adaptive_a2_t0_i100ms,adaptive_alpha_a2,adaptive,2.0,72,0.0,0.0,100.0,0.75,0.52,0.5,0.05,98.96696679592637,2.0,1.5,88.31796826520952,88.0528316990194,96.78003824250385,96.67800680408246,4997,22,38.0,56,782f19342765c209a2a8fa297a027de7dde866abc885e617982d4613d3c597d3,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
adaptive_a2_t0_i200ms,adaptive_alpha_a2,adaptive,2.0,72,0.0,0.0,200.0,0.75,0.52,0.5,0.05,98.96693023692191,2.0,1.5,88.31796826520952,88.0528316990194,96.78003824250385,96.67800680408246,4997,22,38.0,56,782f19342765c209a2a8fa297a027de7dde866abc885e617982d4613d3c597d3,9163195346a4c92c59331e99e4c2d1817b789b7cecddeab2ecd3128434b1bb84,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu72.json
