case,candidate,strategy,input_family,constructed_profile,constructed_long_profile,order,seed,num_ssu,window_start_s,window_end_s,U_percent,all_32_active,long_short_mixed_cards,long_short_mixed_pass,all_profile_mixed_cards,short_conditional_U_percent,short_window_card_time_share_percent,short_complete_internal_cycles,short_mean_stall_ms_including_zeros,short_duration_weighted_internal_U_percent,ideal_load_ratio,per_ssu_peak_demand_GiB_s,any_ssu_over_nominal_percent,nominal_within_disk_capacity,actual_ssd_mean_busy_percent,actual_ssd_total_GiB_s,actual_npu_receive_total_GiB_s,slo_1p5_percent,slo_2_percent,slo_cohort_requests,count_ratio,profile_keys,per_card_profile_counts,completed_requests,analysis_sha256,input_fingerprint
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,2.0,4.0,96.14130799016709,True,19,False,19,81.31628232198149,7.112196063905284,182,4.388507847684401,80.21724592386562,1.0041284786076383,"[53.254395158459474, 53.262898973254394, 53.254395158459474]",74.30267803761201,False,99.05386440559155,118.86463728670985,118.85533569103295,100.0,100.0,385,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,2.0,20.0,96.58772019878636,True,32,True,32,83.023120616332,6.370596491596094,1498,3.84194444628184,82.24358659673976,1.0041284786076383,"[61.18985712718506, 61.23237620115967, 61.215368571569826]",59.373853307175466,False,97.47466905057277,116.96960286068733,116.96854006602149,99.66044142614601,100.0,3534,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,4.0,6.0,97.92863503947312,True,15,False,15,87.23370842749006,6.374755918580773,175,2.739394946254501,86.65947743958084,1.0041284786076383,"[53.262898973254394, 53.262898973254394, 53.254395158459474]",64.9366300540895,False,99.52494199274894,119.42993039129873,119.43018245580232,100.0,100.0,397,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,6.0,8.0,96.51137847231796,True,20,False,20,83.57638391743245,6.919865588264311,182,3.67959873674959,82.86533960766069,1.0041284786076383,"[53.254395158459474, 53.254395158459474, 53.262898973254394]",71.74578923141576,False,98.64141757341811,118.36970108810172,118.36805119483738,100.0,100.0,400,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,8.0,10.0,99.99111395086693,True,12,False,12,99.76555955122173,3.790322522998727,119,0.04779051634588021,99.73215776290236,1.0041284786076383,"[45.31042937493896, 45.31042937493896, 45.31042937493896]",33.25141442549193,False,95.58573920188365,114.70288704226039,114.72156739101425,100.0,100.0,399,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,10.0,12.0,94.00478289044239,True,21,False,21,77.52017953969293,8.122485328811663,199,5.393840168182834,76.73949515248884,1.0041284786076383,"[57.2178742354248, 57.25188949460449, 57.24338567980957]",71.96516054669182,False,97.93242922769763,117.51891507323715,117.50431606548992,98.43342036553524,100.0,383,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,12.0,14.0,95.71560542135545,True,19,False,19,79.80611226838978,6.793232723715962,166,4.545665325155922,79.65295016272634,1.0041284786076383,"[61.18985712718506, 61.23237620115967, 61.18985712718506]",58.902746540781024,False,97.09108403878062,116.50930084653675,116.51010182782416,100.0,100.0,396,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,14.0,16.0,93.72068727980796,True,18,False,18,77.09694345609292,7.966138151243447,191,5.517563813022102,76.33222583255512,1.0041284786076383,"[61.18135331239014, 61.215368571569826, 61.215368571569826]",65.08367296359037,False,97.7468747068013,117.29624964816153,117.2609755138817,98.42105263157895,100.0,380,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,16.0,18.0,95.75923428410444,True,19,False,19,80.84160911908958,6.610045859465083,166,4.514877462853829,79.76287208392104,1.0041284786076383,"[53.262898973254394, 53.262898973254394, 53.271402788049315]",59.365742746443445,False,97.62559519090185,117.15071422908221,117.18250067971908,100.0,100.0,393,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/adapt_f3_04_ssu3_h22000_seed7/baseline,adapt_f3_04,baseline,raw,False,False,random,7,3,18.0,20.0,99.51673646054189,True,11,False,11,95.69072799083348,3.646326267379601,109,0.8879581975577471,95.24722788718238,1.0041284786076383,"[49.28241226669922, 49.2739084519043, 49.28241226669922]",34.81084521846333,False,94.0700751173313,112.88409014079755,112.88382977459159,100.0,100.0,401,"[1, 16]","200:512,48:2048","{'H': 9, 'L': 144}",4896,490750d18ce6fa08cc5a50caa10545d89fb2b5eb8e186afe6db01e9a74ab9fbf,69d12fb06b5487c88f817620f25ee115ad22574932a16ea23a82d28feaa2fb4e
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,2.0,4.0,90.13662674843053,True,32,True,32,70.66310487007729,29.7817560795022,16439,0.30042351192996936,70.46203965474884,0.9957988492585444,"[52.31770165564645, 52.083492359744135, 52.55191095154877, 52.083492359744135, 52.083492359744135, 52.31770165564645, 52.31770165564645, 52.083492359744135]",73.81751087503467,False,90.9707308560241,291.10633873927713,290.97347679329835,70.77844311377245,91.05788423153693,2505,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,2.0,20.0,90.28545465552054,True,32,True,32,69.72976409782056,28.12145621248825,137898,0.31396117750759217,69.5364828329753,0.9957988492585444,"[52.31770165564645, 52.55191095154877, 52.55191095154877, 52.083492359744135, 52.31770165564645, 52.31770165564645, 52.31770165564645, 52.31770165564645]",71.61313260732076,False,89.52878815473589,286.49212209515485,286.48103420095214,67.44736219541046,91.78140525195174,21135,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,4.0,6.0,91.10394957608867,True,32,True,32,69.5923940280217,25.0446112635239,13618,0.31467872004845765,69.48810324050581,0.9957988492585444,"[49.51831868849729, 49.752527984399606, 48.81569080079033, 49.752527984399606, 49.28410939259497, 49.51831868849729, 49.51831868849729, 49.04990009669265]",52.95494207781085,False,87.77670026009173,280.88544083229357,281.1530376066232,69.17613636363636,92.23484848484848,2112,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,6.0,8.0,90.27396139594333,True,32,True,32,70.46283043759017,29.03411333138461,15975,0.30333860048469885,70.26066232576703,0.9957988492585444,"[49.51831868849729, 49.51831868849729, 49.51831868849729, 49.51831868849729, 49.51831868849729, 49.51831868849729, 49.752527984399606, 49.51831868849729]",83.17165115788043,False,90.41481716336452,289.3274149227664,289.05609122205175,68.78068739770868,92.63502454991817,2444,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,8.0,10.0,90.02431580059029,True,32,True,32,69.35353643862899,28.764590695121466,15586,0.32051680429222185,69.09696420931229,0.9957988492585444,"[52.083492359744135, 52.31770165564645, 51.84928306384181, 52.083492359744135, 52.083492359744135, 52.083492359744135, 52.083492359744135, 52.31770165564645]",76.86592284666804,False,89.61671471406726,286.7734870850152,286.9754246172919,64.68120805369128,91.44295302013423,2384,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,10.0,12.0,90.50632237944403,True,32,True,32,69.2386959588475,26.77021834862336,14473,0.32282397904855664,68.94359972892582,0.9957988492585444,"[51.15221946797419, 50.68380087616955, 50.68380087616955, 50.44959158026723, 50.91801017207187, 50.68380087616955, 50.44959158026723, 50.68380087616955]",66.28484720184407,False,88.52380733968275,283.27618348698485,283.1453635647525,69.98654104979812,88.87393449977569,2229,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,12.0,14.0,89.572402373182,True,32,True,32,69.34363058312871,30.05810912518476,16277,0.3171629223591187,69.32112710408543,0.9957988492585444,"[52.31770165564645, 52.083492359744135, 51.84928306384181, 52.083492359744135, 52.31770165564645, 51.84928306384181, 52.083492359744135, 52.083492359744135]",78.74707731170083,False,90.55648890605063,289.78076449936196,289.73904528552754,66.35814889336017,93.158953722334,2485,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,14.0,16.0,90.23147740597075,True,32,True,32,69.37667059290763,27.768347734589646,15049,0.31729909671369866,69.3119973153369,0.9957988492585444,"[52.31770165564645, 52.55191095154877, 52.31770165564645, 52.083492359744135, 52.083492359744135, 52.31770165564645, 52.31770165564645, 51.84928306384181]",66.41469324309672,False,89.18962427937245,285.40679769399185,285.6393072904907,64.91987873538328,91.77132957990472,2309,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,16.0,18.0,90.49789270478739,True,32,True,32,69.24132708004093,26.989759835883362,14595,0.32368346157577305,68.88664137992095,0.9957988492585444,"[50.68380087616955, 50.91801017207187, 50.91801017207187, 50.44959158026723, 50.91801017207187, 51.15221946797419, 50.44959158026723, 50.44959158026723]",64.46127978311361,False,88.54604170234188,283.347333447494,283.11952352491664,65.02002670226969,91.09924343569203,2247,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L200m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L200m1024_S10m128,baseline,data_affine_context_scale,True,False,random,7,8,18.0,20.0,90.22214351524788,True,32,True,32,70.17717774854816,28.881599498581238,15832,0.306929680239004,70.01416366208207,0.9957988492585444,"[49.51831868849729, 49.04990009669265, 49.51831868849729, 49.752527984399606, 49.04990009669265, 49.04990009669265, 49.28410939259497, 49.51831868849729]",81.80026896873768,False,90.16416817162781,288.525338149209,288.5280379036165,67.31404958677686,93.51239669421487,2420,"[1, 14]","200:1024,10:128","{'L': 61, 'S': 854}",29280,92b1880a2917d3874554351b4e8741f3984c450237289daba07407d29266b5b4,c4e41a2d1834a5f4204c41f18ea818270f0245b126aef3250791db142fbb8eab
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,2.0,4.0,89.18020101370249,True,32,True,32,65.11152441126373,27.518533803927813,13991,0.388190190736238,64.86466439005918,0.99581287372279,"[49.97144424020232, 49.73723494429999, 49.503025648397674, 49.97144424020232, 49.503025648397674, 49.97144424020232, 49.73723494429999, 49.503025648397674]",86.11103636458489,False,87.34511147452778,279.5043567184889,279.5469153592976,54.464285714285715,87.78195488721805,2128,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,2.0,20.0,89.11611593848612,True,32,True,32,65.4276467118963,27.833394374016635,128064,0.3814904659031548,65.26040102227063,0.99581287372279,"[53.89982335238996, 53.431404760585316, 53.89982335238996, 53.665614056487634, 53.665614056487634, 53.89982335238996, 53.431404760585316, 53.431404760585316]",84.04219996533932,False,87.80272014296537,280.96870445748914,280.98670326336145,59.59965007976123,85.76133381361602,19433,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,4.0,6.0,89.78066438035565,True,32,True,32,65.03971988273288,25.392915387937247,12898,0.38714732612662756,64.9259482032246,0.99581287372279,"[49.503025648397674, 49.503025648397674, 49.503025648397674, 49.26881635249536, 49.73723494429999, 49.73723494429999, 49.73723494429999, 49.503025648397674]",74.94375111083274,False,86.73536701137151,277.55317443638876,277.5457888560382,62.702429149797574,84.81781376518218,1976,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,6.0,8.0,89.63068979282303,True,32,True,32,65.68999779855811,26.66493702366317,13686,0.37570286382173,65.60616874763625,0.99581287372279,"[52.512293883026636, 52.27808458712432, 52.27808458712432, 52.27808458712432, 52.512293883026636, 52.27808458712432, 52.512293883026636, 52.27808458712432]",75.33646438058113,False,87.01380077813633,278.4441624900362,278.6946609046078,59.47115384615385,86.25,2080,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,8.0,10.0,88.50727629260236,True,32,True,32,65.6273815711063,29.699699102686253,15221,0.3777909120492156,65.48100115868299,0.99581287372279,"[53.89982335238996, 53.431404760585316, 53.89982335238996, 53.665614056487634, 53.665614056487634, 53.89982335238996, 53.431404760585316, 53.431404760585316]",92.64261872013331,False,89.19138369726545,285.41242783124943,285.3602541254196,59.80861244019139,84.73249238799478,2299,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,10.0,12.0,89.09028434841052,True,32,True,32,66.01051350584183,28.441377729915835,14663,0.36895057909087187,66.01422905634162,0.99581287372279,"[50.890555117761, 51.35897370956563, 51.35897370956563, 50.890555117761, 51.35897370956563, 50.890555117761, 50.890555117761, 51.35897370956563]",81.8283382398361,False,88.27006771487713,282.46421668760684,282.23037410715756,61.08861898335582,86.50472334682861,2223,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,12.0,14.0,89.05677437573826,True,32,True,32,66.32121370411674,28.871896781914952,14954,0.36799128474979215,66.0726141931879,0.99581287372279,"[49.97144424020232, 49.26881635249536, 49.503025648397674, 49.503025648397674, 49.73723494429999, 49.503025648397674, 49.503025648397674, 49.503025648397674]",88.42209711213418,False,88.68750190667306,283.8000061013538,283.91384078166914,62.311780336581045,86.89105403011514,2258,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,14.0,16.0,89.61926797567332,True,32,True,32,64.96479433987156,25.731337003849127,13054,0.39040688528070655,64.73478414306346,0.99581287372279,"[49.26881635249536, 49.97144424020232, 49.97144424020232, 49.503025648397674, 49.03460705659304, 49.73723494429999, 49.73723494429999, 49.97144424020232]",74.90287398316205,False,86.89841712956203,278.0749348145985,278.11159669129364,59.709709709709706,86.38638638638639,1998,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,16.0,18.0,88.46704055676258,True,32,True,32,65.53283739890254,29.93763278336721,15323,0.37800399973358845,65.46825451643988,0.99581287372279,"[49.73723494429999, 49.73723494429999, 49.26881635249536, 49.73723494429999, 49.26881635249536, 49.26881635249536, 49.503025648397674, 49.97144424020232]",97.50136887606122,False,88.5887731000889,283.48407392028446,283.3618120717298,58.80829015544042,85.146804835924,2316,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L256m1024_S10m128_ssu8_h22000_seed7/baseline,context8_L256m1024_S10m128,baseline,data_affine_context_scale,True,True,random,7,8,18.0,20.0,88.71284471030681,True,32,True,32,64.4364468798523,28.242219748888125,14213,0.3980905396663583,64.28858292351082,0.99581287372279,"[50.65634582185868, 50.890555117761, 51.35897370956563, 50.65634582185868, 51.124764413663314, 51.124764413663314, 50.890555117761, 50.890555117761]",84.6912509007283,False,87.49405847418609,279.9809871173955,280.11508647303947,58.09744779582367,83.38747099767981,2155,"[1, 17]","256:1024,10:128","{'L': 49, 'S': 833}",28224,b74f02a6e2fc7faa8b08b1c689868af5b6438c9465a80f173d39e7a5051cea2e,b961394c723e13d4dd92e2a4813379a22dab0bb00ca152862035e9a300b66b9d
runs/context8_L384m1024_S10m128_ssu8_h22000_seed101/baseline,context8_L384m1024_S10m128,baseline,data_affine_context_scale,True,True,random,101,8,2.0,4.0,87.460384964185,True,32,True,32,59.6247318936986,27.7986376539564,12947,0.48654562394740525,59.562302303440006,0.9968778731931611,"[49.77047016249497, 49.536260866592656, 49.536260866592656, 50.00467945839729, 50.00467945839729, 49.77047016249497, 50.23888875429961, 49.77047016249497]",84.28125105832336,False,86.31455561281231,276.2065779609994,276.62436451557676,56.8698347107438,77.42768595041322,1936,"[1, 24]","384:1024,10:128","{'L': 33, 'S': 792}",26400,c7634e67fce128b702c6b391e5bc28006a923cfd8757406f44fa91d54b9e8b5e,5f9ccd8b6d47667386e23eb3ef2013ce9ea8b5e9c90c5ebc60c0eae54e32a071
runs/context8_L384m1024_S10m128_ssu8_h22000_seed101/baseline,context8_L384m1024_S10m128,baseline,data_affine_context_scale,True,True,random,101,8,2.0,20.0,87.2017720817254,True,32,True,32,60.06743925496594,28.824631602137423,121758,0.4786322771788857,59.956632723841516,0.9968778731931611,"[52.75002234000201, 52.51581304409969, 52.75002234000201, 52.75002234000201, 52.51581304409969, 52.51581304409969, 52.51581304409969, 52.75002234000201]",89.90125558075634,False,86.27359882633,276.075516244256,276.11136096446353,55.726326227069904,77.65658568831599,18153,"[1, 24]","384:1024,10:128","{'L': 33, 'S': 792}",26400,c7634e67fce128b702c6b391e5bc28006a923cfd8757406f44fa91d54b9e8b5e,5f9ccd8b6d47667386e23eb3ef2013ce9ea8b5e9c90c5ebc60c0eae54e32a071
runs/context8_L384m1024_S10m128_ssu8_h22000_seed101/baseline,context8_L384m1024_S10m128,baseline,data_affine_context_scale,True,True,random,101,8,4.0,6.0,87.41446462679062,True,32,True,32,60.397093198476135,28.517825866504435,13450,0.468691366716817,60.459460240297595,0.9968778731931611,"[52.75002234000201, 52.28160374819737, 52.75002234000201, 52.75002234000201, 52.51581304409969, 52.51581304409969, 52.28160374819737, 52.75002234000201]",82.73827872418443,False,86.15804026710993,275.7057288547518,275.40073825332337,53.761833582461385,78.27603388141505,2007,"[1, 24]","384:1024,10:128","{'L': 33, 'S': 792}",26400,c7634e67fce128b702c6b391e5bc28006a923cfd8757406f44fa91d54b9e8b5e,5f9ccd8b6d47667386e23eb3ef2013ce9ea8b5e9c90c5ebc60c0eae54e32a071
runs/context8_L384m1024_S10m128_ssu8_h22000_seed101/baseline,context8_L384m1024_S10m128,baseline,data_affine_context_scale,True,True,random,101,8,6.0,8.0,87.41003990507318,True,32,True,32,60.333270135624424,28.327925201626144,13348,0.47227931244099103,60.277006328451854,0.9968778731931611,"[49.77047016249497, 50.00467945839729, 49.536260866592656, 49.77047016249497, 50.23888875429961, 50.00467945839729, 49.536260866592656, 49.77047016249497]",92.14613948855126,False,85.95102470564244,275.0432790580558,275.00160987171586,53.03867403314917,79.25665494726269,1991,"[1, 24]","384:1024,10:128","{'L': 33, 'S': 792}",26400,c7634e67fce128b702c6b391e5bc28006a923cfd8757406f44fa91d54b9e8b5e,5f9ccd8b6d47667386e23eb3ef2013ce9ea8b5e9c90c5ebc60c0eae54e32a071
runs/context8_L384m1024_S10m128_ssu8_h22000_seed101/baseline,context8_L384m1024_S10m128,baseline,data_affine_context_scale,True,True,random,101,8,8.0,10.0,86.99458090019154,True,32,True,32,59.281060406610756,28.70177722175478,13291,0.4984061895052812,58.98089616090819,0.9968778731931611,"[50.00467945839729, 49.536260866592656, 49.77047016249497, 49.77047016249497, 49.77047016249497, 50.00467945839729, 49.77047016249497, 50.00467945839729]",83.34635573081832,False,86.07896436712105,275.45268597478736,275.6244968206538,56.14300100704934,74.3705941591138,1986,"[1, 24]","384:1024,10:128","{'L': 33, 'S': 792}",26400,c7634e67fce128b702c6b391e5bc28006a923cfd8757406f44fa91d54b9e8b5e,5f9ccd8b6d47667386e23eb3ef2013ce9ea8b5e9c90c5ebc60c0eae54e32a071
runs/context8_L384m1024_S10m128_ssu8_h22000_seed101/baseline,context8_L384m1024_S10m128,baseline,data_affine_context_scale,True,True,random,101,8,10.0,12.0,88.17385583270051,True,32,True,32,61.219214668400824,27.345556736266655,13069,0.4543862874546111,61.19801593381926,0.9968778731931611,"[48.632008017594934, 48.632008017594934, 48.632008017594934, 48.16358942579029, 48.39779872169261, 48.39779872169261, 48.16358942579029, 48.86621731349725]",95.63860602233044,False,86.0696726274632,275.42295240788224,275.1180080009895,54.685099846390166,79.92831541218638,1953,"[1, 24]","384:1024,10:128","{'L': 33, 'S': 792}",26400,c7634e67fce128b702c6b391e5bc28006a923cfd8757406f44fa91d54b9e8b5e,5f9ccd8b6d47667386e23eb3ef2013ce9ea8b5e9c90c5ebc60c0eae54e32a071
runs/context8_L384m1024_S10m128_ssu8_h22000_seed101/baseline,context8_L384m1024_S10m128,baseline,data_affine_context_scale,True,True,random,101,8,12.0,14.0,86.45786103829482,True,32,True,32,61.21494247804329,31.518626784216544,15074,0.456986281522185,61.062442297727486,0.9968778731931611,"[51.14314160329733, 51.37735089919965, 51.37735089919965, 50.90893230739501, 51.14314160329733, 50.674723011492695, 51.37735089919965, 51.37735089919965]",97.76192119215402,False,87.95902639005807,281.46888444818586,281.69427687455743,52.12527964205817,78.29977628635346,2235,"[1, 24]","384:1024,10:128","{'L': 33, 'S': 792}",26400,c7634e67fce128b702c6b391e5bc28006a923cfd8757406f44fa91d54b9e8b5e,5f9ccd8b6d47667386e23eb3ef2013ce9ea8b5e9c90c5ebc60c0eae54e32a071
