npu_id,request_id,role,start_ms,end_ms,demand_GiB_s
0,24,S,2000.0,2015.0770736819518,4.510392002331924
0,25,S,2015.0770736819518,2059.4232948398458,4.6768560626117
0,26,S,2059.4232948398458,2103.945096408715,4.699059996097711
0,27,S,2103.945096408715,2150.508911559828,4.543597406935284
0,28,S,2150.508911559828,2197.8043395316017,4.628714782175057
0,29,S,2197.8043395316017,2242.0229671030643,4.735013553048671
0,30,S,2242.0229671030643,2284.7156897138516,4.780710856993546
0,31,S,2284.7156897138516,2328.5214664102455,4.659238527251201
0,32,S,2328.5214664102455,2371.4613730935193,4.753190639315
0,33,S,2371.4613730935193,2419.6270708835714,4.672439610904071
0,34,S,2419.6270708835714,2466.9100034328985,4.762329910849643
0,35,S,2466.9100034328985,2510.5232784073705,4.860386326526516
0,36,S,2510.5232784073705,2553.66924221766,4.7304902817194545
0,37,S,2553.66924221766,2598.872674229884,4.637396314541255
0,38,S,2598.872674229884,2643.060386416045,4.817887750329673
0,39,S,2643.060386416045,2687.156851326037,4.685713234233813
0,40,S,2687.156851326037,2734.1365522413157,4.551972692977548
0,41,S,2734.1365522413157,2778.6598120796225,4.721468776789347
0,42,S,2778.6598120796225,2821.661578139558,4.850879597207548
0,43,S,2821.661578139558,2866.1773234418224,4.8038810245550625
0,44,S,2866.1773234418224,2910.354532886414,4.620064623049276
0,45,S,2910.354532886414,2954.9446885843618,4.577278533911631
0,46,S,2954.9446885843618,2997.513853718877,4.794586923541026
0,47,L,2997.513853718877,3463.5311368945772,4.635050620576338
0,48,S,3463.5311368945772,3510.5360727296215,4.7486337209030705
0,49,S,3510.5360727296215,3554.011861063031,4.694602911735107
0,50,S,3554.011861063031,3598.312927503652,4.607147838609403
0,51,L,3598.312927503652,4000.0,4.663235402616974
1,1000034,S,2000.0,2046.1068790423872,4.556171534847304
1,1000035,S,2046.1068790423872,2091.600976608435,4.681280596328437
1,1000036,S,2091.600976608435,2140.405199786593,4.6768560626117
1,1000037,S,2140.405199786593,2192.5358452295086,4.5900336933417085
1,1000038,S,2192.5358452295086,2240.1730500249364,4.703525274183083
1,1000039,S,2240.1730500249364,2284.292528310439,4.712480501962866
1,1000040,S,2284.292528310439,2326.738159008664,4.808541165311126
1,1000041,S,2326.738159008664,2370.461423254322,4.668031219106881
1,1000042,S,2370.461423254322,2413.1129574796882,4.785327566918411
1,1000043,L,2413.1129574796882,2880.879175303141,4.6689132274562395
1,1000044,S,2880.879175303141,2925.351896525931,4.628714782175057
1,1000045,S,2925.351896525931,2967.5916876969595,4.831973758430455
1,1000046,S,2967.5916876969595,3012.8017427745535,4.5145170062212845
1,1000047,S,3012.8017427745535,3058.3815234854133,4.7304902817194545
1,1000048,S,3058.3815234854133,3102.2384979530925,4.725975363997627
1,1000049,L,3102.2384979530925,3583.543061003975,4.649100619588757
1,1000050,S,3583.543061003975,3628.711978632603,4.551972692977548
1,1000051,L,3628.711978632603,4000.0,4.640660494976569
2,2000034,S,2000.0,2018.5113338990973,4.685713234233813
2,2000035,S,2018.5113338990973,2060.7922878555705,4.827269571782059
2,2000036,S,2060.7922878555705,2104.070545153027,4.776102760435301
2,2000037,S,2104.070545153027,2154.148997205491,4.526935870734147
2,2000038,S,2154.148997205491,2198.1300654176694,4.817887750329673
2,2000039,S,2198.1300654176694,2243.8914095647065,4.8461397231693235
2,2000040,L,2243.8914095647065,2713.3639635185186,4.666072600875801
2,2000041,S,2713.3639635185186,2763.7463520862293,4.624385791583278
2,2000042,L,2763.7463520862293,3226.917272295851,4.6689132274562395
2,2000043,L,3226.917272295851,3686.1151488953665,4.640660494976569
2,2000044,S,3686.1151488953665,3730.8705547746004,4.56037786922859
2,2000045,S,3730.8705547746004,3774.2638716172414,4.703525274183083
2,2000046,S,3774.2638716172414,3817.9458834775296,4.672439610904071
2,2000047,S,3817.9458834775296,3860.9682053316183,4.744085249332251
2,2000048,L,3860.9682053316183,4000.0,4.632250727770512
3,3000024,S,2000.0,2037.6503806462465,4.703525274183083
3,3000025,L,2037.6503806462465,2511.5095635854673,4.663235402616974
