npu_id,request_id,role,start_ms,end_ms,demand_GiB_s
6,6000036,S,3474.783511740698,3524.965972513543,4.735013553048671
6,6000037,S,3524.965972513543,3584.789745057368,4.841408808913565
6,6000038,S,3584.789745057368,3631.1791326230136,4.668031219106881
6,6000039,S,3631.1791326230136,3677.7183917617263,4.822574244073157
6,6000040,S,3677.7183917617263,3730.92449728303,4.602857747501736
6,6000041,S,3730.92449728303,3820.755349667793,4.5145170062212845
6,6000042,S,3820.755349667793,3881.3777820860078,4.598575373428021
6,6000043,S,3881.3777820860078,3939.034500522567,4.577278533911631
6,6000044,S,3939.034500522567,3990.7571886490987,4.581522633012269
6,6000045,S,3990.7571886490987,4000.0,4.659238527251201
7,7000023,L,2000.0,2420.1788366392434,4.666072600875801
7,7000024,S,2420.1788366392434,2463.0478217455607,4.822574244073157
7,7000025,S,2463.0478217455607,2522.2366177634894,4.539420923021172
7,7000026,S,2522.2366177634894,2574.8866609212087,4.7992296188015455
7,7000027,L,2574.8866609212087,3035.674046914461,4.657571266269888
7,7000028,S,3035.674046914461,3081.3713112324067,4.633051616057709
7,7000029,S,3081.3713112324067,3136.8887847137235,4.594300695609442
7,7000030,S,3136.8887847137235,3184.1038059124407,4.663630865201944
7,7000031,S,3184.1038059124407,3246.136480992211,4.526935870734147
7,7000032,S,3246.136480992211,3293.5335456183534,4.850879597207548
7,7000033,S,3293.5335456183534,3353.2249104392763,4.690153998588584
7,7000034,S,3353.2249104392763,3399.3526666160474,4.522788921038468
7,7000035,S,3399.3526666160474,3444.2733636365306,4.543597406935284
7,7000036,S,3444.2733636365306,3489.431949458762,4.776102760435301
7,7000037,S,3489.431949458762,3536.457262535196,4.721468776789347
7,7000038,S,3536.457262535196,3596.910169155886,4.568813095790714
7,7000039,S,3596.910169155886,3649.62755702451,4.789952914355568
7,7000040,S,3649.62755702451,3702.201492765616,4.762329910849643
7,7000041,S,3702.201492765616,3763.2435521503267,4.628714782175057
7,7000042,L,3763.2435521503267,4000.0,4.635050620576338
