npu_id,request_id,role,start_ms,end_ms,demand_GiB_s
0,24,S,2000.0,2015.098844729169,4.510392002331924
0,25,S,2015.098844729169,2065.6087102437905,4.6768560626117
0,26,S,2065.6087102437905,2115.1553675890564,4.699059996097711
0,27,S,2115.1553675890564,2169.72159357523,4.543597406935284
0,28,S,2169.72159357523,2219.3650679570023,4.628714782175057
0,29,S,2219.3650679570023,2262.6517869878385,4.735013553048671
0,30,S,2262.6517869878385,2309.1670027383657,4.780710856993546
0,31,S,2309.1670027383657,2358.613477006331,4.659238527251201
0,32,S,2358.613477006331,2402.7944466060258,4.753190639315
0,33,S,2402.7944466060258,2449.788164715411,4.672439610904071
0,34,S,2449.788164715411,2506.1253615886085,4.762329910849643
0,35,S,2506.1253615886085,2549.8108872622897,4.860386326526516
0,36,S,2549.8108872622897,2613.314148950155,4.7304902817194545
0,37,S,2613.314148950155,2666.7228625656903,4.637396314541255
0,38,S,2666.7228625656903,2717.4892790359004,4.817887750329673
0,39,S,2717.4892790359004,2769.4303683149765,4.685713234233813
0,40,S,2769.4303683149765,2814.954702611028,4.551972692977548
0,41,S,2814.954702611028,2865.9999311663832,4.721468776789347
0,42,S,2865.9999311663832,2910.364342750292,4.850879597207548
0,43,S,2910.364342750292,2964.7235818700806,4.8038810245550625
0,44,S,2964.7235818700806,3018.396597722594,4.620064623049276
0,45,S,3018.396597722594,3065.7575029117174,4.577278533911631
0,46,S,3065.7575029117174,3111.157111130156,4.794586923541026
0,47,L,3111.157111130156,3572.668144293925,4.635050620576338
0,48,S,3572.668144293925,3621.2379597852273,4.7486337209030705
0,49,S,3621.2379597852273,3672.327808549079,4.694602911735107
0,50,S,3672.327808549079,3725.9885519235936,4.607147838609403
0,51,L,3725.9885519235936,4000.0,4.663235402616974
1,1000031,S,2000.0,2048.584984105197,4.685713234233813
1,1000032,S,2048.584984105197,2093.031089592554,4.594300695609442
1,1000033,S,2093.031089592554,2156.6244740251336,4.506274275057313
1,1000034,S,2156.6244740251336,2201.4211988496813,4.556171534847304
1,1000035,S,2201.4211988496813,2250.2550769470568,4.681280596328437
1,1000036,S,2250.2550769470568,2298.567034270953,4.6768560626117
1,1000037,S,2298.567034270953,2346.6622344937346,4.5900336933417085
1,1000038,S,2346.6622344937346,2393.505133510595,4.703525274183083
1,1000039,S,2393.505133510595,2440.096901982411,4.712480501962866
1,1000040,S,2440.096901982411,2496.8016661840625,4.808541165311126
1,1000041,S,2496.8016661840625,2541.6587213629764,4.668031219106881
1,1000042,S,2541.6587213629764,2605.314036536219,4.785327566918411
1,1000043,L,2605.314036536219,3063.0644269785134,4.6689132274562395
1,1000044,S,3063.0644269785134,3107.9401033592017,4.628714782175057
1,1000045,S,3107.9401033592017,3163.5796006859478,4.831973758430455
1,1000046,S,3163.5796006859478,3225.3216506740696,4.5145170062212845
1,1000047,S,3225.3216506740696,3274.0718672084554,4.7304902817194545
1,1000048,S,3274.0718672084554,3319.459317965661,4.725975363997627
1,1000049,L,3319.459317965661,3785.477801498579,4.649100619588757
1,1000050,S,3785.477801498579,3844.7846354883227,4.551972692977548
1,1000051,L,3844.7846354883227,4000.0,4.640660494976569
2,2000030,S,2000.0,2030.9343683012364,4.577278533911631
2,2000031,S,2030.9343683012364,2080.492150514369,4.699059996097711
2,2000032,S,2080.492150514369,2138.5640275259284,4.615751255416521
2,2000033,S,2138.5640275259284,2184.196276109691,4.789952914355568
2,2000034,S,2184.196276109691,2231.3961750262374,4.685713234233813
2,2000035,S,2231.3961750262374,2278.3201533823217,4.827269571782059
2,2000036,S,2278.3201533823217,2327.8573990688415,4.776102760435301
2,2000037,S,2327.8573990688415,2372.9434281905446,4.526935870734147
2,2000038,S,2372.9434281905446,2417.141838367357,4.817887750329673
2,2000039,S,2417.141838367357,2461.643561275421,4.8461397231693235
2,2000040,L,2461.643561275421,2920.6493407932144,4.666072600875801
2,2000041,S,2920.6493407932144,2975.415943510506,4.624385791583278
2,2000042,L,2975.415943510506,3434.890879833409,4.6689132274562395
2,2000043,L,3434.890879833409,3894.0887564329246,4.640660494976569
2,2000044,S,3894.0887564329246,3949.6969309237534,4.56037786922859
2,2000045,S,3949.6969309237534,3999.896558327891,4.703525274183083
2,2000046,S,3999.896558327891,4000.0,4.672439610904071
3,3000022,S,2000.0,2010.4391859010232,4.624385791583278
3,3000023,S,2010.4391859010232,2060.601179686204,4.721468776789347
3,3000024,S,2060.601179686204,2108.812521807112,4.703525274183083
3,3000025,L,2108.812521807112,2573.998064531008,4.663235402616974
3,3000026,S,2573.998064531008,2634.9828809667597,4.8461397231693235
3,3000027,S,2634.9828809667597,2683.5127213916703,4.813210065671312
3,3000028,S,2683.5127213916703,2736.3270246599373,4.531090174580896
3,3000029,S,2736.3270246599373,2786.9991134892853,4.694602911735107
3,3000030,S,2786.9991134892853,2839.162614019173,4.551972692977548
3,3000031,S,2839.162614019173,2884.2313815361977,4.7169704970858115
3,3000032,S,2884.2313815361977,2928.769274890467,4.817887750329673
3,3000033,L,2928.769274890467,3395.446829555782,4.643470488695106
3,3000034,S,3395.446829555782,3441.1387829940336,4.681280596328437
3,3000035,S,3441.1387829940336,3489.5275734669995,4.607147838609403
3,3000036,S,3489.5275734669995,3538.3077711375204,4.518649306006903
3,3000037,S,3538.3077711375204,3601.197975716174,4.573042028283319
3,3000038,S,3601.197975716174,3652.422888350142,4.539420923021172
3,3000039,S,3652.422888350142,3704.618916684231,4.822574244073157
3,3000040,S,3704.618916684231,3764.9198325228626,4.7304902817194545
3,3000041,S,3764.9198325228626,3838.210240862666,4.641748899012977
3,3000042,S,3838.210240862666,3900.5890096406392,4.739545201164566
3,3000043,S,3900.5890096406392,3958.639385286693,4.789952914355568
3,3000044,S,3958.639385286693,4000.0,4.611445667604704
4,4000022,L,2000.0,2330.6580484009146,4.6547443158218345
4,4000023,S,2330.6580484009146,2374.8337313894385,4.8461397231693235
4,4000024,S,2374.8337313894385,2421.6254158382976,4.615751255416521
4,4000025,S,2421.6254158382976,2467.642771269026,4.556171534847304
4,4000026,S,2467.642771269026,2526.351866524353,4.659238527251201
4,4000027,S,2526.351866524353,2576.306549115734,4.672439610904071
4,4000028,S,2576.306549115734,2637.243408786908,4.771503253187905
4,4000029,S,2637.243408786908,2689.6920709426226,4.510392002331924
4,4000030,S,2689.6920709426226,2740.040559812557,4.762329910849643
4,4000031,S,2740.040559812557,2791.761520818164,4.739545201164566
4,4000032,S,2791.761520818164,2842.522063348782,4.757756028093043
4,4000033,S,2842.522063348782,2888.5345636610755,4.668031219106881
4,4000034,S,2888.5345636610755,2935.2453095243927,4.744085249332251
4,4000035,S,2935.2453095243927,2994.9993108320637,4.721468776789347
4,4000036,S,2994.9993108320637,3042.1272668795973,4.753190639315
4,4000037,S,3042.1272668795973,3089.34417231398,4.56037786922859
4,4000038,S,3089.34417231398,3146.773331521548,4.564591716169751
4,4000039,S,3146.773331521548,3193.3565486403736,4.699059996097711
4,4000040,L,3193.3565486403736,3651.2869222602144,4.666072600875801
4,4000041,S,3651.2869222602144,3704.1870604285127,4.7304902817194545
4,4000042,S,3704.1870604285127,3764.3335454217913,4.7079987685806275
4,4000043,L,3764.3335454217913,4000.0,4.663235402616974
5,5000032,L,2000.0,2197.2909330499565,4.643470488695106
5,5000033,L,2197.2909330499565,2654.2658145059972,4.663235402616974
5,5000034,S,2654.2658145059972,2698.754336238649,4.785327566918411
5,5000035,S,2698.754336238649,2750.908318330745,4.598575373428021
5,5000036,S,2750.908318330745,2802.376631835941,4.628714782175057
5,5000037,S,2802.376631835941,2853.382067926395,4.646109390937768
5,5000038,S,2853.382067926395,2898.5440401901888,4.7169704970858115
5,5000039,S,2898.5440401901888,2952.5145704506085,4.637396314541255
5,5000040,S,2952.5145704506085,3005.103402698516,4.56037786922859
5,5000041,S,3005.103402698516,3050.2705321052786,4.611445667604704
5,5000042,S,3050.2705321052786,3095.70041450761,4.510392002331924
5,5000043,S,3095.70041450761,3152.835231589757,4.633051616057709
5,5000044,S,3152.835231589757,3200.538571845335,4.8038810245550625
5,5000045,S,3200.538571845335,3260.6126461171857,4.771503253187905
5,5000046,S,3260.6126461171857,3307.9937924448773,4.739545201164566
5,5000047,S,3307.9937924448773,3367.967934704066,4.663630865201944
5,5000048,S,3367.967934704066,3415.4929513297916,4.551972692977548
5,5000049,S,3415.4929513297916,3462.353401888367,4.659238527251201
5,5000050,S,3462.353401888367,3507.0938190765332,4.564591716169751
5,5000051,S,3507.0938190765332,3555.374918137874,4.654854183396355
5,5000052,L,3555.374918137874,4000.0,4.666072600875801
6,6000022,S,2000.0,2023.8974521490093,4.7169704970858115
6,6000023,S,2023.8974521490093,2074.363635236332,4.699059996097711
6,6000024,S,2074.363635236332,2132.5383500148146,4.502163805183824
6,6000025,S,2132.5383500148146,2179.0824676255706,4.641748899012977
6,6000026,S,2179.0824676255706,2224.880894238637,4.813210065671312
6,6000027,S,2224.880894238637,2272.4795858458,4.753190639315
6,6000028,S,2272.4795858458,2314.5161356494336,4.86515323299645
6,6000029,S,2314.5161356494336,2360.6177424932894,4.766912311285086
6,6000030,S,2360.6177424932894,2405.171714490097,4.672439610904071
6,6000031,S,2405.171714490097,2452.61803472779,4.594300695609442
6,6000032,S,2452.61803472779,2511.0920542372282,4.690153998588584
6,6000033,S,2511.0920542372282,2558.3565676998064,4.624385791583278
6,6000034,L,2558.3565676998064,3018.0864931575493,4.649100619588757
6,6000035,L,3018.0864931575493,3474.783511740698,4.666072600875801
