cohort,policy,ttft_over_ideal,cdf_percent
window_admissions,fifo,0.9999999999999601,0.5952380952380952
window_admissions,fifo,0.9999999999999658,1.1904761904761905
window_admissions,fifo,0.9999999999999986,1.7857142857142856
window_admissions,fifo,0.9999999999999987,2.380952380952381
window_admissions,fifo,1.0000000000000018,2.976190476190476
window_admissions,fifo,1.0000000000000122,3.571428571428571
window_admissions,fifo,1.000476286690339,4.166666666666666
window_admissions,fifo,1.0005888008578199,4.761904761904762
window_admissions,fifo,1.002022001576612,5.357142857142857
window_admissions,fifo,1.0025031722608229,5.952380952380952
window_admissions,fifo,1.0027005979599293,6.547619047619048
window_admissions,fifo,1.0029166877592752,7.142857142857142
window_admissions,fifo,1.0029794890943569,7.738095238095238
window_admissions,fifo,1.0038224431160447,8.333333333333332
window_admissions,fifo,1.003914142420843,8.928571428571429
window_admissions,fifo,1.0039441920213361,9.523809523809524
window_admissions,fifo,1.004221617744935,10.119047619047619
window_admissions,fifo,1.0050553448800845,10.714285714285714
window_admissions,fifo,1.0064634736462292,11.30952380952381
window_admissions,fifo,1.0066951134659095,11.904761904761903
window_admissions,fifo,1.0071181490494205,12.5
window_admissions,fifo,1.012921512755599,13.095238095238097
window_admissions,fifo,1.0153059292802242,13.690476190476192
window_admissions,fifo,1.0161015058212024,14.285714285714285
window_admissions,fifo,1.0166990544654813,14.880952380952381
window_admissions,fifo,1.0167231698509978,15.476190476190476
window_admissions,fifo,1.016903951740887,16.071428571428573
window_admissions,fifo,1.0177124764706083,16.666666666666664
window_admissions,fifo,1.017967423596008,17.261904761904763
window_admissions,fifo,1.0199615379279403,17.857142857142858
window_admissions,fifo,1.0205005815227661,18.452380952380953
window_admissions,fifo,1.0221680913817792,19.047619047619047
window_admissions,fifo,1.0259310678837659,19.642857142857142
window_admissions,fifo,1.0272482109118395,20.238095238095237
window_admissions,fifo,1.0289023198297678,20.833333333333336
window_admissions,fifo,1.0373158426833413,21.428571428571427
window_admissions,fifo,1.0403082124933922,22.023809523809522
window_admissions,fifo,1.0415797121485786,22.61904761904762
window_admissions,fifo,1.0430696700752,23.214285714285715
window_admissions,fifo,1.0433187103842556,23.809523809523807
window_admissions,fifo,1.0437337575919985,24.404761904761905
window_admissions,fifo,1.0479922466974192,25.0
window_admissions,fifo,1.048897076076138,25.595238095238095
window_admissions,fifo,1.0509472415881598,26.190476190476193
window_admissions,fifo,1.0513323278307742,26.785714285714285
window_admissions,fifo,1.05235739156554,27.380952380952383
window_admissions,fifo,1.0544084834945906,27.976190476190478
window_admissions,fifo,1.054998932682927,28.57142857142857
window_admissions,fifo,1.056638491605086,29.166666666666668
window_admissions,fifo,1.0567388302228924,29.761904761904763
window_admissions,fifo,1.0581926644382011,30.357142857142854
window_admissions,fifo,1.058522551365855,30.952380952380953
window_admissions,fifo,1.0599261233661885,31.547619047619047
window_admissions,fifo,1.0609772249621232,32.142857142857146
window_admissions,fifo,1.062138143449044,32.73809523809524
window_admissions,fifo,1.0664904532419295,33.33333333333333
window_admissions,fifo,1.0680107462290516,33.92857142857143
window_admissions,fifo,1.0697322155329632,34.523809523809526
window_admissions,fifo,1.070885209428238,35.11904761904761
window_admissions,fifo,1.0709193962804273,35.714285714285715
window_admissions,fifo,1.072492191492206,36.30952380952381
window_admissions,fifo,1.0757526683579477,36.904761904761905
window_admissions,fifo,1.0758139588370417,37.5
window_admissions,fifo,1.07673020501252,38.095238095238095
window_admissions,fifo,1.0788424520929478,38.69047619047619
window_admissions,fifo,1.0794957017627385,39.285714285714285
window_admissions,fifo,1.0799555067138642,39.88095238095239
window_admissions,fifo,1.080038022569871,40.476190476190474
window_admissions,fifo,1.0816114624824698,41.07142857142857
window_admissions,fifo,1.0836036152724664,41.66666666666667
window_admissions,fifo,1.0857327975402973,42.26190476190476
window_admissions,fifo,1.0878336485499813,42.857142857142854
window_admissions,fifo,1.08953500517147,43.452380952380956
window_admissions,fifo,1.0922714589235345,44.047619047619044
window_admissions,fifo,1.097532800784833,44.642857142857146
window_admissions,fifo,1.0996438719600776,45.23809523809524
window_admissions,fifo,1.1002614676361757,45.83333333333333
window_admissions,fifo,1.10112570032214,46.42857142857143
window_admissions,fifo,1.1070374363591786,47.023809523809526
window_admissions,fifo,1.1084954599052033,47.61904761904761
window_admissions,fifo,1.1094184814082875,48.214285714285715
window_admissions,fifo,1.109813615000059,48.80952380952381
window_admissions,fifo,1.1110315050526742,49.404761904761905
window_admissions,fifo,1.1200555408815738,50.0
window_admissions,fifo,1.1227800917088278,50.595238095238095
window_admissions,fifo,1.1258389249687282,51.19047619047619
window_admissions,fifo,1.1264855150850759,51.78571428571429
window_admissions,fifo,1.1287660668743706,52.38095238095239
window_admissions,fifo,1.1298905443099245,52.976190476190474
window_admissions,fifo,1.1300269377410541,53.57142857142857
window_admissions,fifo,1.13929279787148,54.166666666666664
window_admissions,fifo,1.1407199073818934,54.761904761904766
window_admissions,fifo,1.1409760368348643,55.35714285714286
window_admissions,fifo,1.1435984851419627,55.952380952380956
window_admissions,fifo,1.144451387620329,56.547619047619044
window_admissions,fifo,1.1568515858370012,57.14285714285714
window_admissions,fifo,1.1574010892432969,57.738095238095234
window_admissions,fifo,1.1590505404393718,58.333333333333336
window_admissions,fifo,1.1592021784142337,58.92857142857143
window_admissions,fifo,1.160394288692584,59.523809523809526
window_admissions,fifo,1.1610330826935187,60.11904761904761
window_admissions,fifo,1.1610731084370467,60.71428571428571
window_admissions,fifo,1.16189028244887,61.30952380952381
window_admissions,fifo,1.163375855989189,61.904761904761905
window_admissions,fifo,1.1641980050238667,62.5
window_admissions,fifo,1.1655243244987756,63.095238095238095
window_admissions,fifo,1.1672235166505538,63.69047619047619
window_admissions,fifo,1.172486715363485,64.28571428571429
window_admissions,fifo,1.1747882356920683,64.88095238095238
window_admissions,fifo,1.1750274903061222,65.47619047619048
window_admissions,fifo,1.1750719334885902,66.07142857142857
window_admissions,fifo,1.175133349441572,66.66666666666666
window_admissions,fifo,1.180826103808908,67.26190476190477
window_admissions,fifo,1.1832652051074835,67.85714285714286
window_admissions,fifo,1.1924506919709978,68.45238095238095
window_admissions,fifo,1.1983587633728163,69.04761904761905
window_admissions,fifo,1.1998934844662381,69.64285714285714
window_admissions,fifo,1.2010384905002596,70.23809523809523
window_admissions,fifo,1.2112743029885908,70.83333333333334
window_admissions,fifo,1.2135006153373915,71.42857142857143
window_admissions,fifo,1.214723492854318,72.02380952380952
window_admissions,fifo,1.214948081313978,72.61904761904762
window_admissions,fifo,1.226073854808199,73.21428571428571
window_admissions,fifo,1.2262656642989096,73.80952380952381
window_admissions,fifo,1.2267148945072626,74.40476190476191
window_admissions,fifo,1.23330374742668,75.0
window_admissions,fifo,1.2371968277240917,75.59523809523809
window_admissions,fifo,1.2380093687607399,76.19047619047619
window_admissions,fifo,1.2408621294074136,76.78571428571429
window_admissions,fifo,1.2424906756712235,77.38095238095238
window_admissions,fifo,1.249691398289478,77.97619047619048
