policy,request_id,npu_id,generation,input_order_1based,role,qos_category,total_tokens,total_length_k,nql_tokens,per_layer_read_gib,per_layer_compute_ms,bandwidth_demand_gib_s,arrival_time_ms,admission_time_ms,completion_time_ms,ttft_admission_ms,ideal_compute_8layers_ms,slo_1p5_threshold_ms,ttft_over_ideal,slo_1p5_passed,window_admitted,window_active,window_computed,window_completed,window_active_ms,window_compute_ms,window_stall_ms,window_l0_stall_ms,window_l1_l7_stall_ms,window_active_utilization,all_run_stall_ms,request_active_utilization,ttft_arrival_ms,compute_extrapolated
fifo,0,0,0,1,S,SL,20501,20.0205078125,1045,0.0255126953125,5.352037890879971,4.766912311285086,0.0,0.0,47.897022121180385,47.897022121180385,42.81630312703977,64.22445469055965,1.1186631872225323,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,5.080718994140625,0.8939241153388138,47.897022121180385,True
fifo,1,0,1,2,S,SL,20523,20.0419921875,1067,0.0255126953125,5.4654080307074855,4.668031219106881,0.0,47.897022121180385,91.62028636684023,43.72326424565985,43.723264245659884,65.58489636848982,0.9999999999999992,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,0.0,1.0000000000000009,91.62028636684023,True
fifo,2,0,2,3,S,SL,20499,20.0185546875,1043,0.0255126953125,5.3417391945257755,4.776102760435301,0.0,91.62028636684023,142.94341643284187,51.32313006600164,42.733913556206204,64.1008703343093,1.200992977123389,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,8.58921650979542,0.8326443360186784,142.94341643284187,True
fifo,3,0,3,4,S,SL,20542,20.060546875,1086,0.0255126953125,5.563443245911806,4.585774345994729,0.0,142.94341643284187,188.40890818769577,45.4654917548539,44.50754596729445,66.76131895094167,1.0215232218883374,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,0.9579457875595097,0.9789302666575209,188.40890818769577,True
fifo,4,0,4,5,S,SL,20533,20.0517578125,1077,0.0255126953125,5.516991112405669,4.624385791583278,0.0,188.40890818769577,233.71943242591476,45.31052423821899,44.13592889924535,66.20389334886802,1.026613132843653,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,1.1745953389736883,0.9740767656362078,233.71943242591476,True
fifo,5,0,5,6,S,SL,20485,20.0048828125,1029,0.0255126953125,5.269684160017292,4.841408808913566,0.0,233.71943242591476,275.876905706053,42.15747328013822,42.15747328013833,63.2362099202075,0.9999999999999973,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,0.0,1.0000000000000027,275.876905706053,True
fifo,6,0,6,7,L,LL,204796,199.99609375,1660,0.2663726806640625,57.36499915581842,4.643470488695106,0.0,275.876905706053,742.04424327905,466.167337572997,458.91999324654734,688.379989869821,1.015792173871484,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,7.24734432644982,0.9844533416601399,742.04424327905,False
fifo,7,0,7,8,S,SL,20489,20.0087890625,1033,0.0255126953125,5.290264912739201,4.822574244073158,0.0,742.04424327905,790.0067675378403,47.96252425879038,42.32211930191361,63.48317895287042,1.1332732162262427,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,5.640404956876864,0.8823997476354047,790.0067675378403,True
fifo,8,0,8,9,S,SL,20551,20.0693359375,1095,0.0255126953125,5.609921299396883,4.547781323642249,0.0,790.0067675378403,845.4416332086527,55.434865670812314,44.879370395175066,67.3190555927626,1.2351970444926754,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,10.555495275637213,0.809587429356847,845.4416332086527,True
fifo,9,0,9,10,L,LL,204791,199.9912109375,1655,0.2663726806640625,57.19132686023129,4.657571266269888,0.0,845.4416332086527,1304.0250007413015,458.5833675326488,457.53061488185034,686.2959223227755,1.0023009447161702,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,1.0527526507984248,0.9977043374763837,1304.0250007413015,False
fifo,10,0,10,11,S,SL,20553,20.0712890625,1097,0.0255126953125,5.620253275724043,4.539420923021172,0.0,1304.0250007413015,1356.9474224284288,52.922421687127326,44.96202620579234,67.44303930868851,1.1770470806831537,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,7.960395481334899,0.8495836882069354,1356.9474224284288,True
fifo,11,0,11,12,S,SL,20520,20.0390625,1064,0.0255126953125,5.449939346192961,4.681280596328437,0.0,1356.9474224284288,1402.5988019232973,45.65137949486848,43.59951476954369,65.39927215431553,1.0470616413088643,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,2.0518647253254585,0.9550536095945265,1402.5988019232973,True
fifo,12,0,12,13,S,SL,20561,20.0791015625,1105,0.0255126953125,5.661593981022275,4.506274275057313,0.0,1402.5988019232973,1450.7430509537335,48.144249030436185,45.2927518481782,67.9391277722673,1.0629570310016985,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,2.851497182258754,0.9407718005850438,1450.7430509537335,True
fifo,13,0,13,14,S,SL,20524,20.04296875,1068,0.0255126953125,5.470564898878473,4.663630865201944,0.0,1450.7430509537335,1495.6726596245085,44.929608670774996,43.76451919102779,65.64677878654169,1.0266217817831313,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,1.165089479748076,0.974068559370626,1495.6726596245085,True
