start_ms,end_ms,start_s,end_s,total_demand_GiB_s,total_period_mean_supply_GiB_s,demand_integral_GiB,actual_received_integral_GiB
2000.0,2002.2626377457711,2.0,2.0022626377457713,37.0790274645392,27.066495348269132,0.08389640711775133,0.06124167402073283
2002.2626377457711,2003.0655209900178,2.0022626377457713,2.0030655209900177,37.0790274645392,31.01823674263044,0.029770129864241223,0.0249040225467349
2003.0655209900178,2003.7859941834474,2.0030655209900177,2.0037859941834473,37.0790274645392,27.27304891745451,0.026714445326640322,0.019649500648120086
2003.7859941834474,2004.2121700514201,2.0037859941834473,2.00421217005142,37.0790274645392,25.044736612198584,0.015802186713283137,0.010673462363851091
2004.2121700514201,2004.9221947886174,2.00421217005142,2.0049221947886173,37.0790274645392,23.673549246253934,0.02632702673103991,0.016808805582098144
2004.9221947886174,2007.6713413465807,2.0049221947886173,2.0076713413465805,37.0790274645392,23.114740059146257,0.1019356807267641,0.063545808071818
2007.6713413465807,2008.6392904522615,2.0076713413465805,2.0086392904522614,37.0790274645392,23.114740059146257,0.035890611473817245,0.022373891968296467
2008.6392904522615,2009.4424194563082,2.0086392904522614,2.0094424194563083,37.0790274645392,23.114740059146257,0.02977924239861544,0.018564118162500393
2009.4424194563082,2009.6569538094411,2.0094424194563083,2.0096569538094413,37.0790274645392,23.114740059146257,0.00795472517190107,0.004958905806423525
2009.6569538094411,2010.4391859010232,2.0096569538094413,2.0104391859010233,37.0790274645392,23.114740059146257,0.02900440520741461,0.018081091462841273
2010.4391859010232,2013.0800449473902,2.0104391859010233,2.0130800449473902,37.17611044974527,23.2118230443524,0.09817686758995008,0.06129915286934898
2013.0800449473902,2014.2130599145053,2.0130800449473902,2.014213059914505,37.17611044974527,23.2118230443524,0.042121089558683954,0.02629934292327751
2014.2130599145053,2015.098844729169,2.014213059914505,2.015098844729169,37.17611044974527,23.2118230443524,0.03293003410464833,0.020560680373350463
2015.098844729169,2015.1017375674621,2.015098844729169,2.0151017375674622,37.342574510025045,23.37828710463206,0.00010802602950421157,6.762960416253364e-05
2015.1017375674621,2015.8427364736585,2.0151017375674622,2.0158427364736586,37.342574510025045,23.37828710463206,0.02767080686648649,0.017323285173277986
