start_ms,end_ms,npu,compute_ms,active_ms,idle_ms,device_utilization_percent,both_A_and_B_positive_compute,A_compute_ms,A_active_ms,A_L0_stall_ms,A_internal_stall_ms,A_conditional_utilization_percent,A_compute_share_of_card,A_admissions_count,B_compute_ms,B_active_ms,B_L0_stall_ms,B_internal_stall_ms,B_conditional_utilization_percent,B_compute_share_of_card,B_admissions_count
0.0,6230.284463053659,0,6068.130771873683,6202.225593721415,28.058869332244285,97.39733085797981,True,578.3051086645587,704.8811384956886,0.0,126.57602983112983,82.04292569081078,0.09530201810169507,12,5489.825663209125,5497.344455225726,7.518792016601562,0.0,99.86322865380114,0.904697981898305,24
0.0,6230.284463053659,1,6068.13077187368,6206.239641280747,24.044821772912655,97.39733085797975,True,578.3051086645553,697.6434723113784,1.3461361564891376,117.99222749033407,82.89407578753077,0.09530201810169457,12,5489.825663209125,5508.596168969368,18.770505760243275,0.0,99.65925064781516,0.9046979818983055,24
0.0,6230.284463053659,2,6068.130771873688,6220.753412205868,9.531050847791448,97.39733085797988,True,578.3051086645637,722.8179308822465,12.37282377855928,132.1399984391235,80.00702306301457,0.09530201810169583,12,5489.825663209124,5497.935481323621,8.10981811449695,0.0,99.85249339243711,0.9046979818983042,24
0.0,6230.284463053659,3,6068.130771873692,6162.249555805638,68.03490724802123,97.39733085797994,True,578.3051086645678,664.9217852478812,5.169689305164866,81.44698727814841,86.97340371378824,0.09530201810169645,12,5489.825663209124,5497.327770557757,7.502107348632812,0.0,99.86353174375355,0.9046979818983036,24
0.0,6230.284463053659,4,6068.130771873683,6099.930999352963,130.353463700696,97.39733085797981,True,578.3051086645592,602.5908402942296,0.0,24.28573162967041,95.96978081880363,0.09530201810169515,12,5489.825663209124,5497.340159058734,7.514495849609375,0.0,99.86330669683544,0.9046979818983049,24
0.0,6230.284463053659,5,6068.130771873697,6179.257551532495,51.02691152116404,97.39733085798002,True,578.3051086645714,678.2875022401229,1.6499502175129237,98.33244335803857,85.25958487435666,0.09530201810169696,12,5489.825663209125,5500.970049292372,11.14438608324678,0.0,99.79741052971775,0.904697981898303,24
0.0,6230.284463053659,6,6068.130771873687,6230.284463053659,0.0,97.39733085797988,True,578.3051086645623,720.9455667412783,5.502019945551183,137.13843813116483,80.21480890416453,0.09530201810169563,12,5489.825663209125,5509.338896312381,19.513233103256077,0.0,99.64581534244851,0.9046979818983044,24
0.0,6230.284463053659,7,6068.130771873691,6177.113310199487,53.17115285417185,97.39733085797994,True,578.3051086645664,676.7105826844604,1.2135372795360126,97.19193674035796,85.4582628766456,0.09530201810169624,12,5489.825663209124,5500.402727515027,10.577064305902745,0.0,99.80770382043131,0.9046979818983037,24
0.0,6230.284463053659,8,6068.1307718736925,6217.543344456844,12.741118596814886,97.39733085797995,True,578.3051086645678,720.1947930641257,3.850408617426183,138.03927578213174,80.29842956849535,0.09530201810169643,12,5489.825663209125,5497.348551392719,7.52288818359375,0.0,99.86315424402756,0.9046979818983036,24
0.0,6230.284463053659,9,6068.130771873691,6147.190289661357,83.09417339230185,97.39733085797994,True,578.3051086645661,654.7814602664471,15.18781259691837,61.28853900496261,88.32032422378592,0.09530201810169618,12,5489.825663209124,5492.408829394911,2.5831661857860126,0.0,99.95296842849787,0.9046979818983037,24
0.0,6230.284463053659,10,6068.130771873687,6198.81495497556,31.469508078099352,97.39733085797988,True,578.3051086645623,696.7437198936477,0.0,118.43861122908541,83.00112252936215,0.09530201810169563,12,5489.825663209125,5502.071235081912,12.2455718727871,0.0,99.77743705325538,0.9046979818983044,24
0.0,6230.284463053659,11,6068.130771873689,6134.294782977808,95.98968007585154,97.3973308579799,True,578.3051086645646,636.9922894220035,3.730404026845463,54.95677673059345,90.78683027534122,0.09530201810169596,12,5489.825663209124,5497.302493555804,7.476830346679687,0.0,99.86399092363128,0.9046979818983041,24
0.0,6230.284463053659,12,6068.130771873679,6207.635366525681,22.649096527978145,97.39733085797975,True,578.3051086645551,708.226385569009,1.8345699943797626,128.08670691007416,81.65540291187096,0.09530201810169454,12,5489.825663209124,5499.408980956672,9.583317747547962,0.0,99.82573913340993,0.9046979818983055,24
0.0,6230.284463053659,13,6068.130771873689,6216.0694679653725,14.214995088286742,97.3973308579799,True,578.3051086645642,716.165345089017,4.897771898676638,132.9624645257762,80.75022236557436,0.09530201810169589,12,5489.825663209124,5499.904122876355,10.078459667231154,0.0,99.81675208436252,0.9046979818983041,24
0.0,6230.284463053659,14,6068.1307718736825,6164.161509100089,66.12295395357069,97.39733085797981,True,578.3051086645573,666.1396867364276,5.64133847508765,82.19323959678252,86.81439046182759,0.09530201810169486,12,5489.825663209125,5498.021822363661,8.196159154536012,0.0,99.85092530696774,0.9046979818983051,24
0.0,6230.284463053659,15,6068.130771873689,6128.1147579903445,102.16970506331472,97.3973308579799,True,578.3051086645643,638.2890947812198,14.58702148363712,45.39696463301837,90.60237961025864,0.0953020181016959,12,5489.825663209125,5489.825663209125,0.0,0.0,100.00000000000001,0.9046979818983042,24
0.0,6230.284463053659,16,6068.1307718736825,6137.743193011987,92.54127004167185,97.39733085797981,True,578.3051086645573,634.8128829300754,0.0,56.50777426551804,91.09851488761574,0.09530201810169486,12,5489.825663209125,5502.9303100819125,13.10464687278727,0.0,99.76186057001708,0.9046979818983051,24
0.0,6230.284463053659,17,6068.130771873685,6155.1815205532075,75.10294250045172,97.39733085797984,True,578.3051086645593,665.3558573440814,14.256263524653015,72.79448515486908,86.91666305802057,0.09530201810169514,12,5489.825663209126,5489.825663209126,0.0,0.0,99.99999999999999,0.9046979818983049,24
0.0,6230.284463053659,18,6068.13077187369,6192.603906387133,37.68055666652617,97.39733085797991,True,578.3051086645655,693.0363161035508,1.8152676262157001,112.91593981276955,83.4451377549683,0.0953020181016961,12,5489.825663209124,5499.567590283582,9.741927074457887,0.0,99.82286012646397,0.9046979818983039,24
0.0,6230.284463053659,19,6068.130771873698,6170.453153949487,59.83130910417185,97.39733085798005,True,578.3051086645737,672.660642303601,5.02953154223087,89.3260020967964,85.97278810368684,0.09530201810169732,12,5489.825663209124,5497.792511645886,7.96684843676212,0.0,99.85509004896264,0.9046979818983026,24
