policy,role,ratio,cdf_percent,count
fifo,S,1.0900777414447251,46.726190476190474,336
fifo,S,1.0920957753042975,47.023809523809526,336
fifo,S,1.0923034581672277,47.32142857142857,336
fifo,S,1.0926086422050343,47.61904761904762,336
fifo,S,1.092753656501082,47.916666666666664,336
fifo,S,1.0937669962659284,48.214285714285715,336
fifo,S,1.093848992590813,48.51190476190476,336
fifo,S,1.0976932043095342,48.80952380952381,336
fifo,S,1.1025158029872955,49.107142857142854,336
fifo,S,1.102805568081891,49.404761904761905,336
fifo,S,1.1041365433758386,49.70238095238095,336
fifo,S,1.105476060850282,50.0,336
fifo,S,1.1067182658252601,50.29761904761905,336
fifo,S,1.107968751622865,50.595238095238095,336
fifo,S,1.110801774996265,50.892857142857146,336
fifo,S,1.1119310015521078,51.19047619047619,336
fifo,S,1.1133595347357343,51.48809523809524,336
fifo,S,1.1153572030966308,51.785714285714285,336
fifo,S,1.115830282539695,52.083333333333336,336
fifo,S,1.1159366279821208,52.38095238095238,336
fifo,S,1.1164109927888934,52.67857142857143,336
fifo,S,1.1169679942882278,52.976190476190474,336
fifo,S,1.1184389258582197,53.273809523809526,336
fifo,S,1.1186316667632867,53.57142857142857,336
fifo,S,1.1193569120188431,53.86904761904762,336
fifo,S,1.12021876133857,54.166666666666664,336
fifo,S,1.1315654327586608,54.464285714285715,336
fifo,S,1.1328683642050255,54.76190476190476,336
fifo,S,1.1332712525201274,55.05952380952381,336
fifo,S,1.1341931392650397,55.357142857142854,336
fifo,S,1.1363914569609608,55.654761904761905,336
fifo,S,1.1369334919942407,55.95238095238095,336
fifo,S,1.1374045727921684,56.25,336
fifo,S,1.1376167449484826,56.54761904761905,336
