configuration,policy,npu_id,request_id,input_order_1based,role,qos_category,total_tokens,total_length_k,nql_tokens,hit_prefix_tokens,per_layer_read_gib,per_layer_read_mib,per_layer_compute_ms,bandwidth_demand_gib_s,n_layers,num_ssu,arrival_ms,admission_ms,completion_ms,ttft_admission_ms,ttft_arrival_ms,ideal_compute_ms,slo_1p5_ms,ttft_over_ideal,slo_1p5_passed,admitted_in_warm,active_in_warm,computed_in_warm,full_stall_ms,full_active_utilization_percent,warm_active_ms,warm_compute_ms,warm_stall_ms,warm_active_utilization_percent,compute_method,compute_extrapolated,compute_scale,input_fingerprint
sensitivity20k_076_seed7,once,0,10,11,L,LL,204800,200.0,2052,202748,0.26586389541625977,272.24462890625,70.87841918967037,3.750985115861699,8,1,0.0,1537.2830164465202,2106.561890259084,569.2788738125639,2106.561890259084,567.0273535173637,850.5410302760456,1.003970743706161,True,False,True,True,2.25152029520018,99.6044960741084,106.56189025908407,106.56189025908407,0.0,100.0,bilinear_interpolation_length_nql,False,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,11,12,S,SL,20480,20.0,1145,19335,0.02535402774810791,25.9625244140625,5.846437506804022,4.336662748656966,8,1,0.0,2106.561890259084,2153.3333903135144,46.77150005443036,2153.3333903135144,46.77150005443036,70.15725008164554,1.0,True,True,True,True,0.0,100.0,46.77150005443036,46.77150005443036,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,12,13,S,SL,20480,20.0,1136,19344,0.025365829467773438,25.974609375,5.801625533339106,4.372193503701405,8,1,0.0,2153.3333903135144,2199.7463945802274,46.41300426671296,2199.7463945802274,46.41300426671296,69.61950640006944,1.0,True,True,True,True,0.0,100.0,46.41300426671296,46.41300426671296,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,13,14,S,SL,20480,20.0,1169,19311,0.025322556495666504,25.9302978515625,5.96593610271046,4.244523585185885,8,1,0.0,2199.7463945802274,2248.3148487419926,48.5684541617652,2248.3148487419926,47.727488821685256,71.59123323252788,1.0176201463944998,True,True,True,True,0.840965340079947,98.26849473677096,48.5684541617652,47.727488821685256,0.840965340079947,98.26849473677096,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,14,15,S,SL,20480,20.0,1138,19342,0.02536320686340332,25.971923828125,5.811583749664643,4.3642504274100675,8,1,0.0,2248.3148487419926,2294.807518739311,46.492669997318444,2294.807518739311,46.492669997318444,69.73900499597767,1.0,True,True,True,True,0.0,100.0,46.492669997318444,46.492669997318444,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,15,16,S,SL,20480,20.0,1162,19318,0.025331735610961914,25.939697265625,5.931082345571082,4.271013979409321,8,1,0.0,2294.807518739311,2342.2561775038807,47.4486587645697,2342.2561775038807,47.4486587645697,71.17298814685455,1.0,True,True,True,True,0.0,100.0,47.4486587645697,47.4486587645697,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,16,17,S,SL,20480,20.0,1137,19343,0.02536451816558838,25.9732666015625,5.806604641501874,4.368218559999613,8,1,0.0,2342.2561775038807,2388.7090146358964,46.4528371320157,2388.7090146358964,46.4528371320157,69.67925569802355,1.0,True,True,True,True,0.0,100.0,46.4528371320157,46.4528371320157,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,17,18,S,SL,20480,20.0,1133,19347,0.025369763374328613,25.9786376953125,5.7866882088508,4.384159377297242,8,1,0.0,2388.7090146358964,2435.002520306701,46.293505670804734,2435.002520306701,46.293505670804734,69.4402585062071,1.0,True,True,True,True,0.0,100.0,46.293505670804734,46.293505670804734,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,18,19,S,SL,20480,20.0,1127,19353,0.025377631187438965,25.9866943359375,5.756813559874192,4.408277413103085,8,1,0.0,2435.002520306701,2481.057028785693,46.05450847899192,2481.057028785693,46.05450847899192,69.08176271848788,1.0,True,True,True,True,0.0,100.0,46.05450847899192,46.05450847899192,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,19,20,S,SL,20480,20.0,1178,19302,0.025310754776000977,25.918212890625,6.010748076175374,4.210915921817531,8,1,0.0,2481.057028785693,2529.1430133950957,48.08598460940266,2529.1430133950957,48.08598460940266,72.12897691410399,1.0,True,True,True,True,0.0,100.0,48.08598460940266,48.08598460940266,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,20,21,L,LL,204800,200.0,2043,202757,0.2658756971359253,272.2567138671875,70.56818634260537,3.767642487580887,8,1,0.0,2529.1430133950957,3097.9268380827407,568.7838246876449,3097.9268380827407,564.5454907408421,846.8182361112631,1.0075075153664605,True,True,True,True,4.238333946802868,99.25484274291196,568.7838246876449,564.5454907408421,4.238333946802868,99.25484274291196,bilinear_interpolation_length_nql,False,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,21,22,S,SL,20480,20.0,1142,19338,0.025357961654663086,25.966552734375,5.831500182315715,4.34844565924258,8,1,0.0,3097.9268380827407,3144.5788395412665,46.652001458525774,3144.5788395412665,46.652001458525774,69.97800218778866,1.0,True,True,True,True,0.0,100.0,46.652001458525774,46.652001458525774,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,22,23,L,LL,204800,200.0,2045,202755,0.2658730745315552,272.2540283203125,70.63712694202647,3.7639282066180773,8,1,0.0,3144.5788395412665,3712.291350511122,567.7125109698554,3712.291350511122,565.097015536212,847.645523304318,1.0046284007201165,True,True,True,True,2.6154954336434457,99.53929226798697,567.7125109698554,565.097015536212,2.6154954336434457,99.53929226798697,bilinear_interpolation_length_nql,False,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,23,24,S,SL,20480,20.0,1144,19336,0.02535533905029297,25.9638671875,5.841458398641253,4.34058368988654,8,1,0.0,3712.291350511122,3759.3066112279234,47.01526071680155,3759.3066112279234,46.73166718913126,70.09750078369689,1.0060685514711585,True,True,True,True,0.2835935276702912,99.39680537054015,47.01526071680155,46.73166718913126,0.2835935276702912,99.39680537054015,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,24,25,S,SL,20480,20.0,1146,19334,0.02535271644592285,25.961181640625,5.851416614966789,4.332748480269807,8,1,0.0,3759.3066112279234,3806.1179441476565,46.811332919733104,3806.1179441476565,46.811332919733104,70.21699937959966,1.0,True,True,True,True,0.0,100.0,46.811332919733104,46.811332919733104,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,25,26,S,SL,20480,20.0,1173,19307,0.02531731128692627,25.9249267578125,5.985852535361533,4.229524723063889,8,1,0.0,3806.1179441476565,3854.004764430549,47.886820282892586,3854.004764430549,47.886820282892586,71.83023042433888,1.0,True,True,True,True,0.0,100.0,47.886820282892586,47.886820282892586,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,26,27,S,SL,20480,20.0,1149,19331,0.025348782539367676,25.9571533203125,5.866353939455093,4.321045542254179,8,1,0.0,3854.004764430549,3900.9355959461905,46.93083151564133,3900.9355959461905,46.93083151564133,70.396247273462,1.0,True,True,True,True,0.0,100.0,46.93083151564133,46.93083151564133,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,27,28,S,SL,20480,20.0,1161,19319,0.025333046913146973,25.9410400390625,5.926103237408314,4.274823758255345,8,1,0.0,3900.9355959461905,3948.3444218454574,47.40882589926696,3948.3444218454574,47.40882589926696,71.11323884890044,1.0,True,True,True,True,0.0,100.0,47.40882589926696,47.40882589926696,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,28,29,S,SL,20480,20.0,1147,19333,0.025351405143737793,25.9598388671875,5.856395723129558,4.3288408677053045,8,1,0.0,3948.3444218454574,3995.1955876304933,46.851165785035846,3995.1955876304933,46.851165785035846,70.27674867755377,1.0,True,True,True,True,0.0,100.0,46.851165785035846,46.851165785035846,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,29,30,S,SL,20480,20.0,1160,19320,0.02533435821533203,25.9423828125,5.921124129245545,4.278639944432321,8,1,0.0,3995.1955876304933,4042.5645806644575,47.368993033964216,4042.5645806644575,47.368993033964216,71.05348955094632,1.0,True,True,True,True,0.0,100.0,4.804412369506736,4.804412369506736,0.0,100.0,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,30,31,S,SL,20480,20.0,1168,19312,0.025323867797851562,25.931640625,5.960956994547693,4.248288961154147,8,1,0.0,4042.5645806644575,4090.25223662084,47.687655956382514,4090.25223662084,47.687655956382514,71.53148393457377,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,31,32,L,LL,204800,200.0,2054,202746,0.26586127281188965,272.241943359375,70.9473598639265,3.7473032586666837,8,1,0.0,4090.25223662084,4658.725659474209,568.4734228533694,4658.725659474209,567.578878911409,851.3683183671135,1.001576069820773,True,False,False,False,0.8945439419603645,99.84264102665163,0.0,0.0,0.0,,bilinear_interpolation_length_nql,False,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,32,33,S,SL,20480,20.0,1157,19323,0.025338292121887207,25.9464111328125,5.90618680475724,4.290127108996627,8,1,0.0,4658.725659474209,4705.975153912269,47.24949443805963,4705.975153912269,47.24949443805963,70.87424165708944,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,33,34,S,SL,20480,20.0,1128,19352,0.025376319885253906,25.9853515625,5.761792668036959,4.404240372276292,8,1,0.0,4705.975153912269,4752.069495256564,46.09434134429466,4752.069495256564,46.09434134429466,69.141512016442,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,34,35,S,SL,20480,20.0,1159,19321,0.02533566951751709,25.9437255859375,5.916145021082777,4.282462554117738,8,1,0.0,4752.069495256564,4799.398655425229,47.32916016866511,4799.398655425229,47.32916016866511,70.99374025299767,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,35,36,S,SL,20480,20.0,1171,19309,0.025319933891296387,25.9276123046875,5.975894319035997,4.237011657090496,8,1,0.0,4799.398655425229,4847.2058099775195,47.80715455229074,4847.2058099775195,47.80715455229074,71.71073182843611,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,36,37,S,SL,20480,20.0,1177,19303,0.025312066078186035,25.9195556640625,6.005768968012607,4.214625339902502,8,1,0.0,4847.2058099775195,4895.251961721619,48.046151744099916,4895.251961721619,48.046151744099916,72.06922761614987,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,37,38,S,SL,20480,20.0,1153,19327,0.02534353733062744,25.9517822265625,5.886270372106166,4.305534018743905,8,1,0.0,4895.251961721619,4942.342124698468,47.09016297684866,4942.342124698468,47.09016297684866,70.63524446527299,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,38,39,L,LL,204800,200.0,2044,202756,0.26587438583374023,272.25537109375,70.6026566423159,3.7657844403887153,8,1,0.0,4942.342124698468,5518.625052560817,576.2829278623485,5518.625052560817,564.8212531385288,847.2318797077933,1.0202925698353786,True,False,False,False,11.46167472381967,98.0111028507585,0.0,0.0,0.0,,bilinear_interpolation_length_nql,False,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,39,40,S,SL,20480,20.0,1175,19305,0.025314688682556152,25.9222412109375,5.9958107516870705,4.222062658570942,8,1,0.0,5518.625052560817,5566.591538574311,47.96648601349443,5566.591538574311,47.96648601349443,71.94972902024165,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,40,41,S,SL,20480,20.0,1166,19314,0.02532649040222168,25.934326171875,5.950998778222155,4.255838615679887,8,1,0.0,5566.591538574311,5614.199528800088,47.60799022577703,5614.199528800088,47.60799022577703,71.41198533866554,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,41,42,S,SL,20480,20.0,1174,19306,0.02531599998474121,25.923583984375,5.990831643524301,4.225790589876809,8,1,0.0,5614.199528800088,5662.12618194828,47.92665314819169,5662.12618194828,47.92665314819169,71.88997972228753,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,42,43,S,SL,20480,20.0,1130,19350,0.02537369728088379,25.982666015625,5.771750884362495,4.396187186392466,8,1,0.0,5662.12618194828,5708.30018902318,46.174007074900146,5708.30018902318,46.174007074900146,69.26101061235022,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,43,44,S,SL,20480,20.0,1165,19315,0.02532780170440674,25.9356689453125,5.946019670059386,4.259622925894858,8,1,0.0,5708.30018902318,5755.868346383654,47.56815736047429,5755.868346383654,47.56815736047429,71.35223604071143,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,44,45,S,SL,20480,20.0,1176,19304,0.025313377380371094,25.9208984375,6.000789859849838,4.2183409137084045,8,1,0.0,5755.868346383654,5804.277917265586,48.40957088193227,5804.277917265586,48.006318878797174,72.00947831819576,1.0083999775978074,True,False,False,False,0.40325200313509413,99.16699942637666,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,45,46,S,SL,20480,20.0,1164,19316,0.025329113006591797,25.93701171875,5.941040561896618,4.263413579271328,8,1,0.0,5804.277917265586,5851.806241760758,47.528324495171546,5851.806241760758,47.528324495171546,71.29248674275732,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,46,47,S,SL,20480,20.0,1148,19332,0.025350093841552734,25.95849609375,5.861374831292325,4.324939894001542,8,1,0.0,5851.806241760758,5898.6972404111,46.890998650342226,5898.6972404111,46.890998650342226,70.33649797551334,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,47,48,S,SL,20480,20.0,1126,19354,0.025378942489624023,25.988037109375,5.751834451711423,4.412321443304522,8,1,0.0,5898.6972404111,5944.711916024789,46.01467561368918,5944.711916024789,46.01467561368918,69.02201342053377,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,0,48,49,S,SL,20480,20.0,1152,19328,0.0253448486328125,25.953125,5.881291263943399,4.309402050565815,8,1,0.0,5944.711916024789,5991.762246136335,47.05033011154592,5991.762246136335,47.05033011154592,70.57549516731888,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,1,1000000,1,S,SL,20480,20.0,1128,19352,0.025376319885253906,25.9853515625,5.761792668036959,4.404240372276292,8,1,0.0,0.0,65.6677723510329,65.6677723510329,65.6677723510329,46.094341344295685,69.14151201644353,1.4246384791689723,True,False,False,False,19.57343100673721,70.19324654092772,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,1,1000001,2,S,SL,20480,20.0,1145,19335,0.02535402774810791,25.9625244140625,5.846437506804022,4.336662748656966,8,1,0.0,65.6677723510329,122.97467707318188,57.306904722148985,122.97467707318188,46.77150005443218,70.15725008164827,1.2252526571834517,True,False,False,False,10.535404667716804,81.61581973621253,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,1,1000002,3,S,SL,20480,20.0,1172,19308,0.025318622589111328,25.92626953125,5.980873427198766,4.233265073621478,8,1,0.0,122.97467707318188,170.82166449077195,47.84698741759007,170.82166449077195,47.84698741759007,71.7704811263851,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,1,1000003,4,S,SL,20480,20.0,1148,19332,0.025350093841552734,25.95849609375,5.861374831292325,4.324939894001542,8,1,0.0,170.82166449077195,217.71266314111054,46.89099865033859,217.71266314111054,46.89099865033859,70.33649797550788,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,1,1000004,5,S,SL,20480,20.0,1170,19310,0.025321245193481445,25.928955078125,5.970915210873229,4.240764489063694,8,1,0.0,217.71266314111054,265.4799848280963,47.76732168698575,265.4799848280963,47.76732168698575,71.65098253047863,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
sensitivity20k_076_seed7,once,1,1000005,6,S,SL,20480,20.0,1142,19338,0.025357961654663086,25.966552734375,5.831500182315715,4.34844565924258,8,1,0.0,265.4799848280963,312.13198628662207,46.652001458525774,312.13198628662207,46.652001458525774,69.97800218778866,1.0,True,False,False,False,0.0,100.0,0.0,0.0,0.0,,bilinear_length_extrapolation_nql_interpolation,True,1.0,be0c836adce2d3435fd82ca2edf1d803d96437e079a203eaf4f9a8be0b85eca2
