request_id,npu_id,profile_id,category,layer,io_start_time_ms,io_ready_time_ms,compute_start_ms,compute_end_ms,warm_compute_ms
31000009,31,P4,LL,0,1349.8778960371867,1356.9069883599218,1383.9786776918936,1393.049519491429,9.070841799535401
31000009,31,P4,LL,1,1383.9786776918936,1392.8471586480077,1393.049519491429,1402.1203612909644,9.070841799535401
31000009,31,P4,LL,2,1393.049519491429,1410.8319303765234,1410.8319303765234,1419.9027721760588,9.070841799535401
31000009,31,P4,LL,3,1410.8319303765234,1426.4584562554296,1426.4584562554296,1435.529298054965,9.070841799535401
31000009,31,P4,LL,4,1426.4584562554296,1444.728567339414,1444.728567339414,1453.7994091389494,9.070841799535401
31000009,31,P4,LL,5,1444.728567339414,1460.862829424375,1460.862829424375,1469.9336712239103,9.070841799535401
31000009,31,P4,LL,6,1460.862829424375,1481.4827940239843,1481.4827940239843,1490.5536358235197,9.070841799535401
31000009,31,P4,LL,7,1481.4827940239843,1496.202947832578,1496.202947832578,1505.2737896321134,9.070841799535401
