case,label,window_s,start_s,end_s,npu_utilization_pct,ssd_mean_utilization_pct,npu_link_mean_utilization_pct,compute_busy_npu_ms,admitted_request_count,admitted_compute_ms,admitted_io_gb,admitted_compute_ms_per_io_gb,admitted_io_per_compute_gbps,admitted_mean_raw_demand_gbps,inferred_compute_inventory_drop_ms
baseline,Baseline,16.0,5.0,21.0,74.57863464685958,95.43215731875915,9.543134226841357,381842.6093919211,952,380191.2208772934,2432.243408203125,156.31298232530446,6.397421283402362,27.220385451800077,1651.3885146277025
baseline,Baseline,16.0,5.5,21.5,74.36153883572122,95.43959587812421,9.544084795010392,380731.07883889263,956,376862.65871344047,2431.92919921875,154.9644861513676,6.453091445889164,27.447112222399976,3868.4201254521613
baseline,Baseline,16.0,6.0,22.0,74.31105094544347,95.4366036684363,9.543790100132892,380472.58084067056,962,383612.16273699,2444.9151611328125,156.90203440811806,6.373403657717395,27.742402558574078,-3139.5818963194615
baseline,Baseline,16.0,6.5,22.5,74.61969472618715,95.38423097286466,9.538546827595235,382052.8369980782,966,390883.5591806525,2444.290771484375,159.9169639474913,6.253245280021385,27.569526621845352,-8830.722182574274
baseline,Baseline,16.0,7.0,23.0,75.09945803790306,95.43138898611144,9.54289021492014,384509.2251540637,965,388423.5038537223,2446.32373046875,158.77845561318858,6.298083679791991,27.447046535825447,-3914.2786996585783
baseline,Baseline,16.0,7.5,23.5,75.23282290137077,95.47133947531931,9.547632257670154,385192.0532550183,966,386329.4434984423,2439.6085205078125,158.35714634167064,6.3148397347499845,27.880169376912026,-1137.3902434239862
baseline,Baseline,16.0,8.0,24.0,75.13356226921621,95.49594082749175,9.549559401754204,384683.838818387,963,381775.76972400997,2438.5853271484375,156.55624819593248,6.387480611751024,27.97750420208276,2908.069094377046
baseline,Baseline,16.0,8.5,24.5,74.85524629507037,95.46810805959844,9.546796182488572,383258.86103076034,967,380072.05497343926,2441.1715087890625,155.692483549414,6.422917646391182,28.038957117502438,3186.8060573210823
baseline,Baseline,16.0,9.0,25.0,74.7830340953714,95.42944130653022,9.54255967917681,382889.1345683016,971,386667.6798666992,2451.1295166015625,157.750815388493,6.339111449518024,27.86895199164892,-3778.5452983975993
baseline,Baseline,16.0,9.5,25.5,75.21503041213082,95.41921604891725,9.541892591272228,385100.9557101098,969,382895.78279637155,2441.256103515625,156.84375852454303,6.375771719621977,28.04993287391294,2205.1729137382354
baseline,Baseline,16.0,10.0,26.0,75.2115488152604,95.5360807085743,9.553607894787076,385083.1299341332,965,380955.46540114697,2438.39599609375,156.2319926752784,6.400737665034188,28.041957212382787,4127.664532986237
baseline,Baseline,16.0,10.5,26.5,74.95977084740967,95.5492320732208,9.555031899213546,383794.02673873754,965,382213.4200606276,2434.22265625,157.01662256707445,6.368752452134929,28.054728010854063,1580.606678109907
baseline,Baseline,16.0,11.0,27.0,75.12507549785643,95.51323605409449,9.551270702144205,384640.3865490249,969,390618.93600154325,2450.2083740234375,159.42274140550577,6.272630812792335,27.937884626093055,-5978.549452518346
baseline,Baseline,16.0,11.5,27.5,75.3548571758117,95.38376655947353,9.538331530234588,385816.86874015594,973,391210.53993160656,2449.20263671875,159.72975615268805,6.260574260465815,27.775411357828688,-5393.671191450616
baseline,Baseline,16.0,12.0,28.0,75.6215330569858,95.44787044639513,9.544720587415862,387182.24925176724,972,389121.54955567,2447.12939453125,159.01143209887624,6.288856007398144,27.835936287300346,-1939.300303902768
baseline,Baseline,16.0,12.5,28.5,75.81047535066233,95.41521468225956,9.541281051678908,388149.6337953911,965,382965.2108905329,2434.375732421875,157.31557203354728,6.356649803153319,28.006144282895466,5184.422904858249
baseline,Baseline,16.0,13.0,29.0,75.9143451753666,95.45440812705188,9.54539449400476,388681.447297877,972,385510.0276324296,2454.6663818359375,157.05190346237282,6.3673217449388275,28.111730952229383,3171.419665447378
baseline,Baseline,16.0,13.5,29.5,75.76050515865633,95.45728575509011,9.54570681235425,387893.78641232045,963,388258.41052580706,2436.1884765625,159.37125319369613,6.274657317180177,28.050946885775403,-364.6241134866141
baseline,Baseline,16.0,14.0,30.0,75.80299186688379,95.45947543912068,9.545994522307973,388111.318358445,966,389667.54960838583,2442.6136474609375,159.52893328563843,6.268455379247651,27.92336344138093,-1556.2312499408145
baseline,Baseline,16.0,14.5,30.5,75.97865007388533,95.41106238449397,9.541021793143821,389010.68837829295,962,391527.2101465606,2440.5887451171875,160.42326300564866,6.233509911619171,27.743915134658526,-2516.521768267674
baseline,Baseline,16.0,15.0,31.0,75.98683670425196,95.37711245102038,9.538022396096713,389052.60392577,960,385184.6497208742,2430.462890625,158.4820122975928,6.309864353073897,28.07995026002412,3867.9542048957665
baseline,Baseline,16.0,15.5,31.5,75.6287716780183,95.38390179132982,9.538267463082915,387219.3109914537,958,379979.96787491284,2430.535400390625,156.33591175583953,6.396482988257799,28.140672445406697,7239.343116540869
baseline,Baseline,16.0,16.0,32.0,74.91305352234181,95.34446906235333,9.53443934650917,383554.8340343901,961,382297.5420727465,2439.0177001953125,156.74242218173848,6.379893752315042,28.070034757266075,1257.291961643612
adaptive_t0_i100ms,Adaptive 100 ms,16.0,0.0,16.0,77.73913379708767,94.96149175439311,9.49614172800415,398024.3650410889,940,395416.2512971686,2426.845458984375,162.9342527078954,6.1374449103269635,27.0325827878632,2608.1137439202867
adaptive_t0_i100ms,Adaptive 100 ms,16.0,0.5,16.5,77.45862756163777,94.95464927272073,9.495754988309187,396588.1731155854,938,386634.8710379796,2422.043701171875,159.6316659566924,6.2644212475443135,26.819087780445763,9953.302077605797
adaptive_t0_i100ms,Adaptive 100 ms,16.0,1.0,17.0,76.38882127473637,95.16400821433155,9.516277447355804,391110.7649266502,939,388072.66038344294,2433.140380859375,159.49456243308794,6.269806222513233,26.93859967263611,3038.1045432072715
adaptive_t0_i100ms,Adaptive 100 ms,16.0,1.5,17.5,76.10666473687569,95.19865920887926,9.519927633983587,389666.12345280347,946,385179.4458347659,2441.154052734375,157.78580028708978,6.337705916378467,27.129823918305934,4486.67761803756
adaptive_t0_i100ms,Adaptive 100 ms,16.0,2.0,18.0,76.46732342442199,95.24903829269877,9.525052874165167,391512.6959330406,944,384301.4410517525,2423.3555908203125,158.58235683920634,6.305871724519419,26.807295403368116,7211.2548812881
adaptive_t0_i100ms,Adaptive 100 ms,16.0,2.5,18.5,75.68853003010456,95.32500950793097,9.532488045073345,387525.27375413536,949,382669.3424572119,2446.149169921875,156.4374516331862,6.392331181313252,27.306648775097425,4855.931296923431
adaptive_t0_i100ms,Adaptive 100 ms,16.0,3.0,19.0,75.19529839128333,95.38057943926792,9.538424388107837,384999.9277633707,946,379326.8034359937,2437.775634765625,155.6036568855375,6.426584181987464,27.528646051205676,5673.124327377009
adaptive_t0_i100ms,Adaptive 100 ms,16.0,3.5,19.5,74.37577140349305,95.32682260619144,9.532479783733848,380803.94958588446,943,378060.7041091235,2434.633544921875,155.28443896523044,6.439795298638448,27.65371052640218,2743.2454767609597
adaptive_t0_i100ms,Adaptive 100 ms,16.0,4.0,20.0,73.9590389405948,95.30702522145252,9.530762100434888,378670.27937584533,947,379637.94253525103,2435.7117919921875,155.86324448704264,6.415880814563263,27.53301771078629,-967.6631594056962
adaptive_t0_i100ms,Adaptive 100 ms,16.0,4.5,20.5,73.84632262176507,95.27005870872176,9.527179318281712,378093.17182343715,951,368896.3694726916,2422.827880859375,152.25859516766184,6.567773720090054,27.644704405981813,9196.802350745536
adaptive_t0_i100ms,Adaptive 100 ms,16.0,5.0,21.0,73.71712705630435,95.25067213091783,9.52504956620616,377431.6905282783,955,377571.297081125,2426.550048828125,155.60004511898234,6.426733354963569,27.65508414910828,-139.60655284672976
adaptive_t0_i100ms,Adaptive 100 ms,16.0,5.5,21.5,74.27410293178329,94.84606649128602,9.484662801057627,380283.4070107304,951,374377.1409814668,2406.72265625,155.5547499456365,6.428604721806833,27.514169240210432,5906.266029263614
adaptive_t0_i100ms,Adaptive 100 ms,16.0,6.0,22.0,74.05893083240834,94.93804768423503,9.493767518734662,379181.7258619307,961,385813.1746744007,2434.3837890625,158.48494243505473,6.309747693600534,27.376873390866642,-6631.448812470015
adaptive_t0_i100ms,Adaptive 100 ms,16.0,6.5,22.5,74.17488664318952,94.97848443914329,9.497741897714267,379775.4196131304,970,386105.9155600542,2446.4136962890625,157.8252754821206,6.336120731899411,27.638050926310616,-6330.495946923795
adaptive_t0_i100ms,Adaptive 100 ms,16.0,7.0,23.0,74.27391463411807,95.00248854250307,9.500437414863434,380282.4429266845,964,379346.1309003738,2428.1788330078125,156.22660314128242,6.400958478855596,27.529819446620092,936.3120263107121
adaptive_t0_i100ms,Adaptive 100 ms,16.0,7.5,23.5,74.45768917136797,94.96478592086707,9.49634930213573,381223.3685574041,965,375432.4024702388,2428.8931884765625,154.569333987764,6.469588593033349,27.59587689742078,5790.966087165289
adaptive_t0_i100ms,Adaptive 100 ms,16.0,8.0,24.0,73.79978582641202,94.93152474094306,9.493152680554308,377854.9034312295,962,379056.3936958561,2422.301513671875,156.48604913814336,6.390346011721569,27.58669078920136,-1201.4902646265691
adaptive_t0_i100ms,Adaptive 100 ms,16.0,8.5,24.5,73.83764531075336,95.1021067961556,9.510210860077285,378048.7439910572,964,384341.75106973044,2445.7315673828125,157.14797003704547,6.363429319285918,27.71060338967616,-6293.007078673225
adaptive_t0_i100ms,Adaptive 100 ms,16.0,9.0,25.0,74.1835068489778,94.7720772070751,9.476585275832559,379819.5550667664,958,380133.4434461611,2421.3870849609375,156.9899524975345,6.369834400807942,27.57778848057036,-313.88837939471705
adaptive_t0_i100ms,Adaptive 100 ms,16.0,9.5,25.5,74.46508671316776,94.78741977273954,9.47894604446159,381261.243971419,961,383598.5247189373,2422.8695068359375,158.32405486000957,6.316159606221568,27.470889360259818,-2337.2807475182926
adaptive_t0_i100ms,Adaptive 100 ms,16.0,10.0,26.0,74.45852727633533,94.74963857437895,9.474807296704975,381227.65965483687,962,383321.80016112473,2417.8717041015625,158.53686509126015,6.307681178282162,27.755238456092215,-2094.140506287862
adaptive_t0_i100ms,Adaptive 100 ms,16.0,10.5,26.5,74.62624116295015,94.6965820759842,9.469792152391227,382086.3547543048,962,387605.1780273958,2438.2066650390625,158.9714209157024,6.2904388363633545,27.865635855804467,-5518.823273090995
adaptive_t0_i100ms,Adaptive 100 ms,16.0,11.0,27.0,75.21287203698124,94.66886045985936,9.466836195776134,385089.90482934396,961,385084.0822209522,2415.292236328125,159.43581336823266,6.272116526858379,27.73816443886244,5.822608391754329
adaptive_t0_i100ms,Adaptive 100 ms,16.0,11.5,27.5,75.79576779891514,94.58589763397485,9.45875158607123,388074.3311304455,961,387851.82605767524,2412.783935546875,160.74867722035202,6.220891003844555,27.65638173369159,222.505072770291
adaptive_t0_i100ms,Adaptive 100 ms,16.0,12.0,28.0,75.72242879857873,94.58008611610211,9.458121829516164,387698.8354487231,962,394158.9448628437,2431.475341796875,162.10690607767293,6.1687686490102625,27.550703014885094,-6460.109414120612
adaptive_t0_i100ms,Adaptive 100 ms,16.0,12.5,28.5,76.4240903912196,94.58917557293438,9.458918318518574,391291.3428030443,952,392480.03870075697,2421.281005859375,162.09603005639391,6.1691825497027635,27.564814849306682,-1188.6958977126633
adaptive_t0_i100ms,Adaptive 100 ms,16.0,13.0,29.0,76.04223141520812,94.4912302948505,9.448967089754346,389336.22484586557,951,391180.3138884718,2421.656982421875,161.53415480719994,6.190641237412335,27.680506247046676,-1844.0890426062397
adaptive_t0_i100ms,Adaptive 100 ms,16.0,13.5,29.5,75.71180341942151,94.57244356320533,9.457294145202775,387644.43350743817,950,383640.29959817254,2440.7364501953125,157.18218964914172,6.362043958238372,28.21589622441395,4004.133909265627
adaptive_t0_i100ms,Adaptive 100 ms,16.0,14.0,30.0,75.23215884165928,94.5621099433098,9.45647103886721,385188.6532692955,945,391742.4752465179,2437.200927734375,160.73458318050214,6.221436483752954,27.93332150831496,-6553.8219772223965
adaptive_t0_i100ms,Adaptive 100 ms,16.0,14.5,30.5,75.6499084134442,94.50375889831969,9.450398583973723,387327.53107683425,945,392866.67794523836,2431.1168212890625,161.59925944526466,6.188147169936198,27.982612386652974,-5539.146868404117
adaptive_t0_i100ms,Adaptive 100 ms,16.0,15.0,31.0,75.69539261073923,94.60823203062928,9.460758820119262,387560.4101669849,949,391552.9695795866,2427.4080810546875,161.30496253825615,6.199437291105247,27.977692367348176,-3992.559412601695
adaptive_t0_i100ms,Adaptive 100 ms,16.0,15.5,31.5,76.05470083421936,94.50656320854621,9.450655902252976,389400.0682712031,945,388815.10280761565,2409.72509765625,161.35247260601864,6.197611873241904,28.086389078663867,584.9654635874322
adaptive_t0_i100ms,Adaptive 100 ms,16.0,16.0,32.0,76.58421383046748,94.57509129510082,9.457518460156283,392111.1748119935,952,392774.00359977636,2417.762939453125,162.45348011191624,6.155608358227153,28.132668832097004,-662.8287877828698
