prefix_s,npu_id,baseline_compute_ms,adaptive_compute_ms,baseline_utilization_pct,adaptive_utilization_pct,adaptive_minus_baseline_pp,baseline_idle_ms,adaptive_idle_ms
2.0,0,1727.856418344165,1694.069828517344,86.39282091720824,84.7034914258672,-1.6893294913410415,272.1435816558351,305.9301714826561
2.0,1,1303.088840040291,1634.0348566264292,65.15444200201455,81.70174283132147,16.54730082930692,696.911159959709,365.96514337357075
2.0,2,1041.2502882033277,1446.2985768801518,52.06251441016639,72.3149288440076,20.252414433841203,958.7497117966723,553.7014231198482
2.0,3,1999.9999999999927,1669.1980697296603,99.99999999999963,83.45990348648301,-16.540096513516616,7.275957614183426e-12,330.80193027033965
2.0,4,1505.2090846961655,1522.759493895057,75.26045423480828,76.13797469475284,0.877520459944563,494.7909153038345,477.24050610494305
2.0,5,1433.2539261060183,1431.647783005551,71.66269630530091,71.58238915027755,-0.0803071550233625,566.7460738939817,568.352216994449
2.0,6,1185.2689834698722,1626.75250625408,59.26344917349361,81.33762531270399,22.07417613921038,814.7310165301278,373.2474937459201
2.0,7,1789.1876453303921,1711.6420595719246,89.45938226651961,85.58210297859623,-3.877279287923386,210.81235466960788,288.3579404280754
2.0,8,1999.9999999999982,1739.6089942564286,99.99999999999991,86.98044971282143,-13.01955028717849,1.8189894035458565e-12,260.39100574357144
2.0,9,2000.0000000000018,1680.2895984820434,100.00000000000009,84.01447992410216,-15.985520075897924,-1.8189894035458565e-12,319.7104015179566
2.0,10,1212.266324148106,1604.6249825057057,60.6133162074053,80.23124912528527,19.617932917879976,787.7336758518941,395.3750174942943
2.0,11,1796.068824390648,1692.111326698232,89.8034412195324,84.60556633491159,-5.197874884620816,203.93117560935207,307.888673301768
2.0,12,1780.735055426485,1577.1063376948623,89.03675277132425,78.8553168847431,-10.181435886581141,219.2649445735151,422.8936623051377
2.0,13,1710.2218992388807,1593.92650168428,85.51109496194404,79.69632508421401,-5.814769877730029,289.7781007611193,406.0734983157199
2.0,14,1656.1857749547717,1714.8394489350076,82.80928874773858,85.74197244675038,2.932683699011804,343.81422504522834,285.16055106499243
2.0,15,1781.4137481016605,1692.3914674795124,89.07068740508302,84.61957337397561,-4.451114031107409,218.58625189833947,307.60853252048764
2.0,16,1376.4878355146157,1523.7447284497239,68.82439177573077,76.1872364224862,7.36284464675542,623.5121644853843,476.2552715502761
2.0,17,839.5625362219716,1707.2338492632643,41.97812681109858,85.36169246316321,43.383565652064625,1160.4374637780284,292.76615073673565
2.0,18,1804.5967007280942,1446.8800185211658,90.22983503640471,72.34400092605829,-17.885834110346423,195.40329927190578,553.1199814788342
