case,label,window_kind,start_s,end_s,duration_s,dimension,group,admitted_request_count,admitted_compute_ms,admitted_io_gb,admitted_compute_ms_per_io_gb,admitted_io_per_compute_gbps,admitted_mean_raw_demand_gbps,mean_ttft_ms,p99_ttft_ms,slo_alpha1p5_pct,slo_alpha2_pct
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"192,512",6,1643.8950049602988,24.685546875,66.59342056647465,15.016498499304202,15.0164984993042,343.87811982395243,414.12234894272933,83.33333333333334,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"192,64",10,393.9634604061244,41.236572265625,9.553739284352066,104.67105813091277,104.67105813091277,318.5542896873794,399.80012270144573,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"200,1024",6,3402.5232900060983,25.65234375,132.6398602469257,7.5392118035888664,7.539211803588867,577.5969022095945,585.3938208298941,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"200,128",7,526.5390360865747,30.059326171875,17.5166613208792,57.088504577526855,57.08850457752687,278.1725232170359,360.98572518083745,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"200,2048",3,3395.5458163755884,12.76171875,266.0727667560914,3.758370359326172,3.758370359326173,1140.6995853787969,1157.8704864241006,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"200,256",3,434.10770569231806,12.87451171875,33.718382116200836,29.657413471197515,29.65741347119751,353.78880464196055,411.9982948960917,0.0,33.33333333333333
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"200,4096",5,11306.863062355314,21.054687500000004,537.0235517556512,1.8621157242187505,1.8621157242187505,2267.5749554837744,2281.4189976510434,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"200,512",7,1993.0394591668194,30.002929687500004,66.42816151374615,15.053856334606934,15.053856334606934,350.5749143571494,403.0372294383931,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"200,64",4,162.95409298692897,17.18212890625,9.483929138004221,105.44153013467559,105.4415301346756,226.5506430899277,273.13740467990823,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"32,1024",1,116.11570526527609,0.6660156250000001,174.34381553026788,5.735792789428712,5.735792789428712,142.10145890948843,142.10145890948843,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"32,128",5,94.24207671320028,3.424072265625,27.523390104618063,36.3327335840149,36.332733584014896,240.1491969554285,286.426172128924,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"32,2048",5,1149.52820977,3.2226562500000004,356.7020869104485,2.8034599086914063,2.8034599086914067,331.78807225691963,409.3596761475144,60.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"32,256",9,287.6370762201758,6.13916015625,46.85283799402848,21.343424279388426,21.343424279388426,248.6466024474248,344.40527097696935,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"32,4096",8,3659.8837754727397,4.8125,760.4953299683615,1.3149324665039068,1.3149324665039066,462.0581586690996,470.0855824942862,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"32,512",6,355.40473600178586,4.060546875,87.52632267095449,11.425134399389648,11.425134399389648,260.23266285797035,319.5561258827035,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"32,64",3,37.658401959518045,2.0584716796875,18.294350284787512,54.66168431417541,54.66168431417541,191.74592780907855,229.51738557465364,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"48,1024",2,318.13076668930205,2.0195312500000004,157.52703340901607,6.348116754052736,6.348116754052736,303.9318332787316,315.85909143232175,0.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"48,128",7,169.51987090085882,7.199951171875,23.544586185952248,42.47260886651916,42.47260886651917,268.6147791425189,418.47231949837686,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"48,2048",8,2526.439664799564,7.90625,319.54968092326504,3.1294038445312506,3.12940384453125,361.47546122086464,414.5658714874064,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"48,256",10,426.970930250484,10.258789062500002,41.62001262032323,24.026902853741465,24.026902853741458,290.2509835340217,340.0902902170937,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"48,4096",9,5663.5576331058155,8.5078125,665.6890514578001,1.5022028645507814,1.5022028645507812,639.0332548557132,649.5178653934188,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"48,512",4,322.83583875584293,4.08203125,79.08705714975673,12.644293972229006,12.644293972229006,227.50654550919535,258.7605778481053,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"48,64",5,76.1857763117029,5.1495361328125,14.794687200319311,67.59183120670623,67.59183120670623,281.611839011707,336.3778263721812,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"64,1024",3,606.0451565003665,4.060546875000001,149.25210203376025,6.700073140502931,6.700073140502931,279.76073801280717,312.64669596777105,66.66666666666666,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"64,128",2,59.171667046053216,2.74462890625,21.559077407990923,46.384174103356926,46.384174103356926,178.1439460423744,208.69244851878636,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"64,2048",7,2811.930006723726,9.32421875,301.57271961511265,3.315949802343751,3.31594980234375,406.5413376912807,420.492778887573,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"64,256",6,320.60707398308597,8.2177734375,39.01386140923114,25.63191552639771,25.63191552639771,243.61016425729244,334.80594985684877,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"64,4096",6,4806.496316226121,7.734375,621.445988360549,1.609150302246094,1.6091503022460938,802.8833062457221,811.3460645568514,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"64,512",4,408.735179664734,5.45703125,74.90064852839792,13.351019245458986,13.351019245458986,238.4376596654497,310.7570902687726,0.0,25.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"64,64",5,89.60754901879207,6.868286132812501,13.046566099030384,76.6485213357651,76.6485213357651,305.25065267132743,396.0026892423894,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"80,1024",4,979.8589532843517,6.789062500000001,144.32905180713118,6.928611997924805,6.928611997924805,314.73262056074327,353.73584802353,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"80,128",3,104.8636273366059,5.148193359375,20.369014917756807,49.094175837057506,49.0941758370575,244.0642621700281,344.4321161896693,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"80,2048",2,975.2074414032742,3.3515625,290.970984847597,3.436768791650391,3.436768791650391,493.2355208929812,498.75468508048687,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"80,256",8,513.375439584739,13.707031250000002,37.45343759865864,26.699818871521,26.699818871521,245.42047618802758,321.1120677118004,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"80,4096",5,4864.408267840156,8.164062500000002,595.8318261086506,1.6783259238281254,1.6783259238281254,981.4194384387313,989.027876930311,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"80,512",2,247.31726614455275,3.4160156250000004,72.39933691595826,13.812281197558594,13.812281197558594,213.45949027002644,225.92679208966467,0.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"80,64",8,164.8469155133422,13.7392578125,11.998240207950985,83.34555590388337,83.34555590388337,271.00975219824636,387.07873023422405,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"96,1024",4,1151.6575546261322,8.164062500000002,141.06427463363147,7.088967086791992,7.088967086791992,312.01919860619273,352.06020139887727,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"96,128",4,161.29300765396007,8.2392578125,19.576157382678097,51.08254804310303,51.08254804310303,266.15246035010523,291.7169390708116,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"96,2048",7,4014.5210675291114,14.13671875,283.9782794383676,3.521396079931641,3.521396079931641,580.7404565985172,592.4116921860597,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"96,256",4,299.637388009426,8.228515625,36.41451285564351,27.461578408703616,27.461578408703613,279.77795737721954,396.61826158630004,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"96,4096",9,10302.123065813956,17.789062500000004,579.1268126588433,1.726737526464844,1.7267375264648437,1151.529492707814,1166.032808008176,100.0,100.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"96,512",6,870.8008127554075,12.310546875,70.73615994459283,14.137041094445802,14.1370410944458,283.79062634884,321.5328363985773,0.0,50.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,profile,"96,64",5,116.45109474365549,10.3057861328125,11.299583868996455,88.49883425740815,88.49883425740815,232.72683037947098,391.4154272151438,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,raw_demand_bin,gt_10_le_20,61,11226.111172206725,163.1416015625,68.81206917602786,14.532334399680735,14.127564781210177,286.52155391084597,419.884265454753,49.18032786885246,68.85245901639344
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,raw_demand_bin,gt_20_le_40,82,6554.825335291177,183.994873046875,35.62504338705814,28.07014125246735,27.438140513834437,278.08804311964246,403.09519929605364,2.4390243902439024,9.75609756097561
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,raw_demand_bin,gt_40_le_50,12,333.5551652835179,15.0927734375,22.100322824349554,45.24820781795216,44.77992814862671,247.3986777160388,416.07803193669594,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,raw_demand_bin,gt_50_le_80,59,3038.1107271700075,171.5621337890625,17.70851562679558,56.47000692067343,58.04921088208629,287.1017925280819,425.04709221713273,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,raw_demand_bin,gt_80,51,1601.1917608369529,158.0565185546875,10.130501262957662,98.71179856188517,96.97954193809716,273.9800772338802,415.30038690355195,0.0,0.0
baseline,Baseline,disjoint_8s,0.0,8.0,8.0,raw_demand_bin,le_10,206,180183.9436686465,531.3515625,339.1049474304435,2.9489395763095376,3.8717819548017482,890.2328137520199,2261.372612471052,97.57281553398059,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,category,LL,193,152586.91316670834,607.513671875,251.16622099346617,3.9814271045070746,6.996777959540016,820.3881163446215,2204.0770805571833,90.15544041450777,97.92746113989638
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,category,LS,133,8903.836747371786,434.266357421875,20.503169529943605,48.772946960203505,62.31391685993459,288.6949925639131,390.0970076462525,0.0,3.7593984962406015
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,category,SL,91,32919.61724126536,107.830078125,305.2916015056941,3.275556861269728,5.2232754624546605,428.8722274310415,989.6309111614003,64.83516483516483,80.21978021978022
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,category,SS,62,1809.0700731315712,73.37451171875,24.655292836099168,40.559242457499636,48.4095392250514,266.89463897619265,355.16109555981666,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,overall,all,479,196219.437228477,1222.984619140625,160.4430948333249,6.232739408566275,27.37962126847408,526.7352417082695,2177.189586929337,48.643006263048015,55.741127348643005
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"112,1024",7,2316.048403542253,16.693359375,138.7407023064974,7.207690197436521,7.207690197436523,349.25518283108715,383.66978334348016,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"112,128",4,182.76784342879247,9.6142578125,19.010083460749975,52.60366173902892,52.60366173902893,263.74380667356036,283.98053537596536,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"112,2048",4,2637.6094422461615,9.453125,279.01984182438736,3.583974506835938,3.583974506835938,665.6449812659512,672.5321850775096,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"112,256",6,513.8806056866605,14.4052734375,35.67308929720971,28.032335289733894,28.03233528973389,303.23771713708265,360.89214253788504,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"112,4096",9,11848.309646093956,20.8828125,567.3713560419103,1.7625140736328122,1.7625140736328122,1328.9447010515423,1342.163661648532,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"112,512",9,1499.4746965269394,21.559570312500004,69.55030526084096,14.378082112646485,14.378082112646487,306.79148324237354,351.64117254644907,0.0,66.66666666666666
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"112,64",4,103.89829432852076,9.619628906250002,10.800655133486142,92.58697621958314,92.58697621958314,290.0052771288647,325.58785718892744,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"128,1024",4,1495.2550231270159,10.9140625,137.00260770240374,7.299131138964844,7.299131138964844,383.30217532365714,390.42307175783327,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"128,128",5,255.3033504389259,13.736572265625,18.58566646046104,53.804904017156986,53.80490401715698,257.5331865157743,326.33317407544,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"128,2048",7,5217.112172644379,18.94921875,275.3207001024451,3.6321279134765616,3.632127913476562,750.7976343555248,757.1325951988891,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"128,256",5,481.9209238871334,13.723144531250002,35.117383103392605,28.475925926934814,28.475925926934814,280.5458213323218,346.2116725181385,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"128,4096",5,7441.386016188327,13.320312500000002,558.649507373669,1.7900311139648437,1.7900311139648437,1501.9621071739434,1511.2125081945132,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"128,512",6,1128.4989046824899,16.435546875,68.66208427777003,14.564078712707518,14.564078712707518,307.6061593377296,356.0510834655917,16.666666666666664,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"128,64",3,85.97678367405857,8.2459716796875,10.426519398053141,95.90928303329315,95.90928303329315,367.54456197742064,392.8436222471984,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"144,1024",7,2917.3439462971996,21.505859375,135.65344659923406,7.37172571040039,7.371725710400391,426.85984095622035,436.61147843662286,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"144,128",7,395.0056593271985,21.637451171875,18.25564648023971,54.77757257637633,54.777572576376336,299.7232688814412,391.11636778261834,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"144,2048",7,5818.407481715628,21.355468750000004,272.45515187839777,3.6703288343261726,3.6703288343261726,833.533543816605,846.5487543170126,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"144,256",6,642.7296109556862,18.5302734375,34.685381903484725,28.8305892892456,28.830589289245598,289.12943694297184,350.9554353491982,0.0,16.666666666666664
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"144,4096",5,8300.38340508496,15.0390625,551.9215978446103,1.8118515454101565,1.8118515454101565,1667.2483569061762,1679.0162722009582,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"144,512",9,1886.0218972328826,27.747070312500004,67.97192914392959,14.711955546862796,14.711955546862795,303.0059218233275,374.0911009651065,66.66666666666666,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"144,64",12,376.119388305191,37.10888671875,10.135561089606853,98.66252012682496,98.66252012682496,276.9356846720111,343.1931871109631,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"160,1024",7,3217.991551714837,23.912109375,134.5758126666664,7.430755796191406,7.430755796191407,466.97703424108477,478.3948410506297,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"160,128",6,370.7885297096708,20.608886718750004,17.991681684208913,55.58124123981629,55.5812412398163,293.5805567019506,335.62155511951386,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"160,2048",2,1834.2007268570637,6.7890625,270.1699574657125,3.7013737921875007,3.7013737921875007,925.8914244376629,934.5066642266132,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"160,256",4,471.43608536210695,13.728515625,34.33991687372297,29.120629606567384,29.120629606567384,292.84433493503,366.00300984378475,0.0,25.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"160,4096",9,16486.872739752787,30.1640625,546.573351641636,1.8295805988281253,1.8295805988281255,1842.7913962437447,1858.0969127142346,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"160,512",2,462.06560908859024,6.853515625,67.42023136316848,14.832343048681642,14.832343048681642,295.0703835150507,307.91596111948786,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"160,64",7,238.1934588693847,24.0531005859375,9.902817228006066,100.98136489603273,100.98136489603272,263.73712119953,310.2164396764888,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"176,1024",7,3518.638934162044,26.318359374999996,133.69522332400496,7.479698789062497,7.479698789062499,510.26517016794867,522.1981269212894,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"176,128",6,403.00078413877566,22.67138671875,17.775744780776044,56.2564332652588,56.2564332652588,291.6245786554652,357.03276051530247,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"176,2048",4,4011.999237770295,14.953125,268.3050691925798,3.7271006582519526,3.7271006582519526,1006.8971446146616,1018.1214699103323,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"176,256",4,514.3857565285193,15.103515625000002,34.0573525594985,29.36223531329956,29.362235313299564,286.166434107472,358.2063311793984,0.0,25.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"176,4096",8,16029.38225841423,29.562500000000004,542.2201186778598,1.844269449902344,1.8442694499023438,2005.534626050202,2011.8077916787547,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"176,512",5,1262.5382794899106,18.8525390625,66.96913743577666,14.93225145626221,14.932251456262208,296.94488279780563,318.29642731768354,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"176,64",4,146.84796624880119,15.119628906250002,9.712405453820274,102.96110523337555,102.96110523337556,280.1802060129421,334.8859879155793,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"192,1024",3,1636.8375194259363,12.310546875000004,132.9622100501474,7.520933952758792,7.520933952758791,560.3071781318589,564.5360537788566,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"192,128",5,362.6775286555505,20.611572265625,17.59582063811827,56.83167728100586,56.83167728100587,275.1642897601167,335.3751681611047,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"192,2048",3,3266.69693533602,12.24609375,266.75419950431296,3.7487694733886716,3.748769473388672,1102.2911565243533,1108.4486033633118,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"192,256",8,1114.6708298228823,32.95703125,33.821942922206695,29.56660421017456,29.56660421017456,301.8502361025776,357.0331522451789,0.0,12.5
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"192,4096",5,10877.366476451441,20.195312500000004,538.6084754297037,1.8566362127929688,1.8566362127929685,2184.4273018778863,2197.478715775674,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"192,512",11,3013.807509093882,45.2568359375,66.59342056647466,15.016498499304197,15.016498499304198,329.4944023328899,383.6212768682599,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"192,64",2,78.79269208122487,8.247314453125,9.553739284352064,104.67105813091278,104.67105813091278,349.08235379800317,373.79072926958855,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"200,1024",7,3969.6105050071146,29.927734375,132.6398602469257,7.5392118035888664,7.539211803588867,574.3305413246001,587.3623155494423,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"200,128",7,526.5390360865747,30.059326171875,17.5166613208792,57.088504577526855,57.08850457752687,291.48617247214287,379.6878040265512,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"200,2048",7,7922.940238209705,29.77734375,266.07276675609137,3.7583703593261726,3.7583703593261726,1142.6753692810041,1151.9780224021108,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"200,256",5,723.5128428205302,21.45751953125,33.718382116200836,29.65741347119751,29.657413471197508,317.45169123669183,364.738972103647,0.0,20.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"200,4096",2,4522.745224942126,8.421875000000002,537.0235517556512,1.8621157242187505,1.8621157242187503,2276.6786608650727,2276.915283974928,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"200,512",6,1708.3195364287023,25.716796875000004,66.42816151374615,15.053856334606936,15.053856334606934,326.34066877928734,353.10248290874154,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"200,64",7,285.16966272712574,30.0687255859375,9.483929138004223,105.44153013467557,105.4415301346756,276.39879618094193,332.94707747627746,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"32,1024",5,580.5785263263805,3.3300781250000004,174.3438155302679,5.735792789428711,5.735792789428712,245.12106359750322,276.669066360281,0.0,40.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"32,128",4,75.39366137056022,2.7392578125,27.523390104618063,36.332733584014896,36.332733584014896,267.6176450859166,290.0453393800691,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"32,2048",5,1149.52820977,3.2226562500000004,356.7020869104485,2.8034599086914063,2.8034599086914067,268.0654346825184,319.18728012803854,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"32,256",6,191.75805081345055,4.0927734375,46.852837994028484,21.343424279388426,21.343424279388426,250.48003762467974,349.99223226249507,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"32,4096",5,2287.4273596704625,3.0078125,760.4953299683616,1.3149324665039066,1.3149324665039066,468.15392821788555,479.3756655456018,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"32,512",1,59.23412266696431,0.6767578125,87.52632267095449,11.425134399389648,11.425134399389648,356.9176842834531,356.9176842834531,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"32,64",6,75.31680391903609,4.116943359375,18.294350284787512,54.66168431417541,54.66168431417541,250.20140598475882,274.8283589181243,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"48,1024",10,1590.6538334465106,10.097656250000002,157.5270334090161,6.348116754052735,6.348116754052736,290.9818804006638,361.4255762940184,0.0,80.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"48,128",3,72.65137324322521,3.085693359375,23.544586185952248,42.47260886651916,42.47260886651917,209.16347256462905,233.01803900768914,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"48,2048",8,2526.439664799564,7.90625,319.54968092326504,3.1294038445312506,3.12940384453125,342.68329598604805,384.8491174462142,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"48,256",7,298.87965117533884,7.181152343750001,41.62001262032324,24.02690285374146,24.026902853741458,270.3845269934063,345.36751624311364,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"48,4096",6,3775.7050887372106,5.671875,665.6890514578002,1.5022028645507812,1.502202864550781,641.1098806873894,649.4820428521164,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"48,512",4,322.83583875584293,4.08203125,79.08705714975673,12.644293972229006,12.644293972229006,273.9923718991904,350.9910280868384,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"48,64",6,91.42293157404347,6.179443359375,14.794687200319311,67.59183120670623,67.59183120670623,267.3460177548289,328.9985730240609,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"64,1024",5,1010.0752608339441,6.767578125000001,149.25210203376025,6.700073140502931,6.700073140502932,306.27045220899237,369.22977946369906,40.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"64,128",4,118.34333409210643,5.4892578125,21.559077407990923,46.384174103356926,46.384174103356926,290.3679692851083,331.71750308879524,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"64,2048",7,2811.930006723726,9.32421875,301.57271961511265,3.315949802343751,3.31594980234375,407.44560685067546,417.66313997798085,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"64,256",3,160.30353699154298,4.10888671875,39.01386140923114,25.63191552639771,25.63191552639771,317.2704350806125,352.36764249781436,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"64,4096",7,5607.579035597141,9.0234375,621.445988360549,1.6091503022460938,1.609150302246094,807.8959278825611,816.5368519210191,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"64,512",7,715.2865644132845,9.5498046875,74.90064852839792,13.351019245458986,13.351019245458986,282.31861164306247,348.23243959942096,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"64,64",9,161.29358823382574,12.362915039062502,13.046566099030384,76.64852133576508,76.6485213357651,253.68119424185755,354.0552255411036,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"80,1024",6,1469.7884299265277,10.183593750000002,144.32905180713118,6.928611997924806,6.928611997924805,299.995634978665,323.79601756935665,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"80,128",4,139.8181697821412,6.8642578125,20.369014917756807,49.0941758370575,49.0941758370575,274.6640498243951,319.727908468789,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"80,2048",8,3900.8297656130967,13.40625,290.970984847597,3.436768791650391,3.436768791650391,494.32278114795645,502.55835223691486,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"80,256",5,320.85964974046186,8.566894531250002,37.45343759865864,26.699818871521,26.699818871521,287.88175148839434,334.02796028482857,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"80,4096",5,4864.408267840156,8.164062500000002,595.8318261086506,1.6783259238281254,1.6783259238281254,985.3416316534378,990.6747977867129,100.0,100.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"80,512",2,247.31726614455275,3.4160156250000004,72.39933691595826,13.812281197558594,13.812281197558594,236.8007164168921,282.77813342946274,0.0,50.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"80,64",5,103.02932219583887,8.5870361328125,11.998240207950985,83.34555590388337,83.34555590388337,282.83425480968,338.51773372505517,0.0,0.0
baseline,Baseline,disjoint_8s,8.0,16.0,8.0,profile,"96,1024",8,2303.3151092522644,16.328125000000004,141.06427463363147,7.088967086791992,7.088967086791992,317.2258543181292,353.7494950428048,100.0,100.0
