npu_id,same_request,previous_request_id,previous_layer,previous_role,request_id,layer,role,profile,previous_profile,next_request_role,start_ms,end_ms,current_compute_C_ms,next_compute_C_ms,period_ms,current_V_per_ssu_GiB,next_V_per_ssu_GiB,current_B_per_ssu_GiB_s,prefetch_budget_demand_per_ssu_GiB_s,derived_complete_cycle_supply_per_ssu_GiB_s,supply_provenance,io_start_time_ms,io_ready_time_ms,ssd_complete_time_ms,ssd_complete_timestamp_available,budget_end_ms,io_elapsed_ms,full_io_stall_ms,warm_io_stall_ms,warm_queue_ms,cycle_compute_fraction_percent,fixed_CIR_read_time_reference_ms,fixed_CIR_reference_is_actual_measurement,prior_role,following_role
30,True,30000112,3,A,30000112,4,A,10.25:256,10.25:256,A,9329.746473070041,9332.058561082737,1.9149208743596717,1.9149208743596717,2.3120880126953125,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.366604496427511,2.454256514813715,2.191300459655103]","[2.366604496427511,2.454256514813715,2.191300459655103]","[1.9600725952813067,2.0326678765880217,1.8148820326678765]","complete-cycle volume conservation, not independently logged SSD rates",9329.746473070041,9332.058561082737,,False,9331.661393944401,2.3120880126953125,0.39716713833513495,0.39716713833513495,0.0,82.82214447915224,3.759765625,False,A,A
26,True,26000083,0,A,26000083,1,A,10.25:256,10.25:256,A,8856.357099656936,8858.656599168655,1.9149208743596717,1.9149208743596717,2.29949951171875,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.366604496427511,2.454256514813715,2.191300459655103]","[2.366604496427511,2.454256514813715,2.191300459655103]","[1.9708029197080292,2.0437956204379564,1.8248175182481752]","complete-cycle volume conservation, not independently logged SSD rates",8856.357099656936,8858.656599168655,,False,8858.272020531296,2.29949951171875,0.38457863735857245,0.38457863735857245,0.0,83.27555037958557,3.759765625,False,A,A
30,True,30000088,2,A,30000088,3,A,10.25:256,10.25:256,A,8950.247597521295,8952.544759265742,1.9149208743596717,1.9149208743596717,2.297161744447294,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.7536076082745446,2.045875542986969,2.045875542986969]","complete-cycle volume conservation, not independently logged SSD rates",8950.247597521295,8952.544759265742,,False,8952.162518395655,2.297161744447294,0.3822408700871165,0.3822408700871165,0.0,83.3602979410755,3.759765625,False,A,A
6,True,6000151,0,A,6000151,1,A,10.25:256,10.25:256,A,11428.194976259527,11430.490279604253,1.9149208743596717,1.9149208743596717,2.2953033447265625,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[1.9012797074954295,2.047531992687386,1.9012797074954295]","complete-cycle volume conservation, not independently logged SSD rates",11428.194976259527,11430.490279604253,,False,11430.109897133887,2.2953033447265625,0.38038247036638495,0.38038247036638495,0.0,83.42779087388097,3.759765625,False,A,A
28,True,28000088,4,A,28000088,5,A,10.25:256,10.25:256,A,8950.312398425898,8952.607701770625,1.9149208743596717,1.9149208743596717,2.2953033447265625,"[0.00469970703125,0.00469970703125,0.0040283203125]","[0.00469970703125,0.00469970703125,0.0040283203125]","[2.454256514813715,2.454256514813715,2.1036484412688985]","[2.454256514813715,2.454256514813715,2.1036484412688985]","[2.047531992687386,2.047531992687386,1.7550274223034734]","complete-cycle volume conservation, not independently logged SSD rates",8950.312398425898,8952.607701770625,,False,8952.227319300258,2.2953033447265625,0.38038247036638495,0.38038247036638495,0.0,83.42779087388097,3.759765625,False,A,A
29,True,29000094,1,A,29000094,2,A,10.25:256,10.25:256,A,9043.929296391365,9046.224599736091,1.9149208743596717,1.9149208743596717,2.2953033447265625,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.191300459655103,2.454256514813715,2.366604496427511]","[2.191300459655103,2.454256514813715,2.366604496427511]","[1.8281535648994516,2.047531992687386,1.9744058500914077]","complete-cycle volume conservation, not independently logged SSD rates",9043.929296391365,9046.224599736091,,False,9045.844217265725,2.2953033447265625,0.38038247036638495,0.38038247036638495,0.0,83.42779087388097,3.759765625,False,A,A
31,True,31000100,1,A,31000100,2,A,10.25:256,10.25:256,A,9138.02346027875,9140.318763623476,1.9149208743596717,1.9149208743596717,2.2953033447265625,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.191300459655103,2.454256514813715,2.366604496427511]","[2.191300459655103,2.454256514813715,2.366604496427511]","[1.8281535648994516,2.047531992687386,1.9744058500914077]","complete-cycle volume conservation, not independently logged SSD rates",9138.02346027875,9140.318763623476,,False,9139.93838115311,2.2953033447265625,0.38038247036638495,0.38038247036638495,0.0,83.42779087388097,3.759765625,False,A,A
7,True,7000151,1,A,7000151,2,A,10.25:256,10.25:256,A,11428.576827455816,11430.86793463355,1.9149208743596717,1.9149208743596717,2.291107177734375,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[1.9047619047619047,2.051282051282051,1.9047619047619047]","complete-cycle volume conservation, not independently logged SSD rates",11428.576827455816,11430.86793463355,,False,11430.491748330176,2.291107177734375,0.37618630337419745,0.37618630337419745,0.0,83.58058902566462,3.759765625,False,A,A
29,True,29000112,1,A,29000112,2,A,10.25:256,10.25:256,A,9329.075086351291,9331.366193529026,1.9149208743596717,1.9149208743596717,2.291107177734375,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.191300459655103,2.454256514813715,2.366604496427511]","[2.191300459655103,2.454256514813715,2.366604496427511]","[1.8315018315018314,2.051282051282051,1.978021978021978]","complete-cycle volume conservation, not independently logged SSD rates",9329.075086351291,9331.366193529026,,False,9330.990007225651,2.291107177734375,0.37618630337419745,0.37618630337419745,0.0,83.58058902566462,3.759765625,False,A,A
30,True,30000082,3,A,30000082,4,A,10.25:256,10.25:256,A,8858.236982469436,8860.52808964717,1.9149208743596717,1.9149208743596717,2.291107177734375,"[0.00469970703125,0.00469970703125,0.0040283203125]","[0.00469970703125,0.00469970703125,0.0040283203125]","[2.454256514813715,2.454256514813715,2.1036484412688985]","[2.454256514813715,2.454256514813715,2.1036484412688985]","[2.051282051282051,2.051282051282051,1.7582417582417582]","complete-cycle volume conservation, not independently logged SSD rates",8858.236982469436,8860.52808964717,,False,8860.151903343796,2.291107177734375,0.37618630337419745,0.37618630337419745,0.0,83.58058902566462,3.759765625,False,A,A
31,True,31000106,0,A,31000106,1,A,10.25:256,10.25:256,A,9230.239935584017,9232.531042761751,1.9149208743596717,1.9149208743596717,2.291107177734375,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.366604496427511,2.454256514813715,2.191300459655103]","[2.366604496427511,2.454256514813715,2.191300459655103]","[1.978021978021978,2.051282051282051,1.8315018315018314]","complete-cycle volume conservation, not independently logged SSD rates",9230.239935584017,9232.531042761751,,False,9232.154856458377,2.291107177734375,0.37618630337419745,0.37618630337419745,0.0,83.58058902566462,3.759765625,False,A,A
26,True,26000100,6,A,26000100,7,A,10.25:256,10.25:256,A,9135.866630444765,9138.153541455507,1.9149208743596717,1.9149208743596717,2.2869110107421875,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.366604496427511,2.454256514813715,2.191300459655103]","[2.366604496427511,2.454256514813715,2.191300459655103]","[1.981651376146789,2.055045871559633,1.834862385321101]","complete-cycle volume conservation, not independently logged SSD rates",9135.866630444765,9138.153541455507,,False,9137.781551319125,2.2869110107421875,0.37199013638200995,0.37199013638200995,0.0,83.7339479046108,3.759765625,False,A,A
28,True,28000100,2,A,28000100,3,A,10.25:256,10.25:256,A,9136.353385815859,9138.640296826601,1.9149208743596717,1.9149208743596717,2.2869110107421875,"[0.00469970703125,0.00469970703125,0.0040283203125]","[0.00469970703125,0.00469970703125,0.0040283203125]","[2.454256514813715,2.454256514813715,2.1036484412688985]","[2.454256514813715,2.454256514813715,2.1036484412688985]","[2.055045871559633,2.055045871559633,1.761467889908257]","complete-cycle volume conservation, not independently logged SSD rates",9136.353385815859,9138.640296826601,,False,9138.26830669022,2.2869110107421875,0.37199013638200995,0.37199013638200995,0.0,83.7339479046108,3.759765625,False,A,A
31,True,31000112,2,A,31000112,3,A,10.25:256,10.25:256,A,9328.95759367551,9331.244504686252,1.9149208743596717,1.9149208743596717,2.2869110107421875,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[2.1036484412688985,2.454256514813715,2.454256514813715]","[1.761467889908257,2.055045871559633,2.055045871559633]","complete-cycle volume conservation, not independently logged SSD rates",9328.95759367551,9331.244504686252,,False,9330.87251454987,2.2869110107421875,0.37199013638200995,0.37199013638200995,0.0,83.7339479046108,3.759765625,False,A,A
30,True,30000100,1,A,30000100,2,A,10.25:256,10.25:256,A,9136.615494328966,9138.900459180117,1.9149208743596717,1.9149208743596717,2.2849648511510168,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.191300459655103,2.454256514813715,2.366604496427511]","[2.191300459655103,2.454256514813715,2.366604496427511]","[1.8364251818025752,2.0567962036188843,1.9833391963467812]","complete-cycle volume conservation, not independently logged SSD rates",9136.615494328966,9138.900459180117,,False,9138.530415203326,2.2849648511510168,0.3700439767908392,0.3700439767908392,0.0,83.80526612455587,3.759765625,False,A,A
26,True,26000113,0,A,26000113,1,A,10.25:256,10.25:256,A,9328.986966844455,9331.269681688205,1.9149208743596717,1.9149208743596717,2.28271484375,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.366604496427511,2.454256514813715,2.191300459655103]","[2.366604496427511,2.454256514813715,2.191300459655103]","[1.9852941176470589,2.0588235294117645,1.838235294117647]","complete-cycle volume conservation, not independently logged SSD rates",9328.986966844455,9331.269681688205,,False,9330.901887718815,2.28271484375,0.36779396938982245,0.36779396938982245,0.0,83.88787060296487,3.759765625,False,A,A
