npu_id,compute_ms,active_ms,io_stall_ms,compute_queue_ms,role_compute_ms,role_active_ms,role_requests_computing,U_percent,idle_ms,A_and_B_actually_computing
0,3962.547043037841,4000.0,37.45295696215908,0.0,"{""B"":2890.191353396195,""A"":1072.3556896416458}","{""B"":2927.6443103583542,""A"":1072.3556896416458}","{""B"":5,""A"":70}",99.06367607594602,0.0,True
1,3963.4973649857548,4000.0,36.50263501424524,0.0,"{""B"":2891.1416753441017,""A"":1072.355689641653}","{""B"":2927.644310358347,""A"":1072.355689641653}","{""B"":5,""A"":70}",99.08743412464388,0.0,True
2,3950.2039079545066,4000.0,49.796092045493424,0.0,"{""B"":2877.8482183128517,""A"":1072.3556896416549}","{""B"":2923.2683685298844,""A"":1076.7316314701156}","{""B"":5,""A"":70}",98.75509769886267,0.0,True
3,3956.921971308995,4000.0,43.078028691004874,0.0,"{""B"":2884.566281667344,""A"":1072.3556896416512}","{""B"":2927.644310358349,""A"":1072.3556896416512}","{""B"":5,""A"":70}",98.92304928272488,0.0,True
4,3946.364415156656,4000.0,53.63558484334408,0.0,"{""B"":2874.008725515,""A"":1072.3556896416558}","{""B"":2923.7205058606696,""A"":1076.2794941393304}","{""B"":5,""A"":70}",98.65911037891641,0.0,True
5,3948.151982295327,4000.0,51.84801770467311,0.0,"{""B"":2875.796292653672,""A"":1072.3556896416549}","{""B"":2927.5345010952105,""A"":1072.4654989047895}","{""B"":5,""A"":70}",98.70379955738318,0.0,True
6,3950.4556779740433,4000.0,49.54432202595672,0.0,"{""B"":2878.099988332383,""A"":1072.3556896416603}","{""B"":2925.3398062981023,""A"":1074.6601937018977}","{""B"":5,""A"":70}",98.76139194935108,0.0,True
7,3950.6612901566605,4000.0,49.33870984333953,0.0,"{""B"":2878.305600515,""A"":1072.3556896416603}","{""B"":2926.6195266801324,""A"":1073.3804733198676}","{""B"":5,""A"":70}",98.76653225391651,0.0,True
8,3989.19650311473,4000.0,10.803496885269851,0.0,"{""B"":3453.0186582938804,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.72991257786825,0.0,True
9,3983.078491640121,4000.0,16.921508359879226,0.0,"{""B"":3446.900646819271,""A"":536.1778448208497}","{""B"":3463.2612919110343,""A"":536.7387080889657}","{""B"":5,""A"":35}",99.57696229100301,0.0,True
