name,case,policy,seed,num_ssu,num_npu,U_percent,slo_1p5_percent,boundary_exempt_candidate_pass,capacity_only_candidate_pass,audit_output_path,full_current_peak,full_current_near_percent,full_continuing_peak,full_continuing_near_percent,full_total_prefetch_peak,full_total_prefetch_over_ms,full_no_boundary_total_peak,all_window_max_current_near_percent,all_window_max_continuing_near_percent,all_window_max_current_fleet_near_percent,all_window_max_continuing_fleet_near_percent,warm_internal_stall_card_ms,warm_l0_stall_card_ms,warm_boundary_stall_card_ms,warm_boundary_unavoidable_lower_bound_card_ms,warm_boundary_reference_union_ms,warm_boundary_io_and_reference_union_ms,warm_internal_stall_overlapping_boundary_io_card_ms
lower_agent_910074,/workspace/scratch/b8c9d6c799a1/ring_hash_baseline/source/results/lower_fifo_followup_20260914/native/lower_agent_910074_seed7_fifo,fifo,7,1,8,98.5599231734111,100.0,True,True,results/lower_fifo_followup_20260914/audit_report/audits/lower_agent_910074_seed7_fifo_1145d87b_audit.json,36.75989311239263,2.4475125424072406,36.75989311239263,2.1703980853246376,85.65468607543191,313.6154061287359,36.75989311239263,3.416622448741269,3.029782561903364,3.416622448741269,3.029782561903364,198.75785111727419,31.654441136950027,12.199865795633741,0.0,776.4815331796503,777.0298888720372,126.4454613163116
