request_id,npu_id,role,profile,C_ms,V_per_ssu_GiB,B_per_ssu_GiB_s,original_request_id,matches_raw_data,layer,compute_start_ms,compute_end_ms,io_start_time_ms,io_ready_time_ms,ssd_complete_time_ms,barrier_budget_end_ms,full_io_stall_ms,warm_io_stall_ms,warm_compute_ms,warm_queue_ms,kind
18000032,18,A,10.25:256,1.8959612617422492,"[0.004364013671875,0.00469970703125,0.004364013671875]","[2.30174200282172,2.4787990799618522,2.30174200282172]",100123849,False,7,2025.6854594570768,2027.5814207188191,2022.7573545628272,2025.6854594570768,,2024.6533158245695,1.0321436325073137,1.0321436325073137,1.8959612617422863,0.0,internal_L1_to_L7
22000032,22,A,10.25:256,1.8959612617422492,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.390270541391786,2.4787990799618522,2.2132134642516537]",100141412,False,7,2026.272922835983,2028.1688840977254,2023.2776792698585,2026.272922835983,,2025.1736405316008,1.0992823043823137,1.0992823043823137,1.8959612617422863,0.0,internal_L1_to_L7
23000032,23,A,10.25:256,1.8959612617422492,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.2132134642516537,2.4787990799618522,2.390270541391786]",100145825,False,7,2026.7764628750456,2028.6724241367879,2023.6377845578268,2026.7764628750456,,2025.533745819569,1.2427170554765326,1.2427170554765326,1.8959612617422863,0.0,internal_L1_to_L7
19000032,19,A,10.25:256,1.8959612617422492,"[0.004364013671875,0.00469970703125,0.004364013671875]","[2.30174200282172,2.4787990799618522,2.30174200282172]",100128308,False,6,2023.7594188076628,2025.655380069405,2021.8089619679595,2023.7594188076628,,2023.7049232297018,0.05449557796100635,0.05449557796100635,1.8959612617422863,0.0,internal_L1_to_L7
19000032,19,A,10.25:256,1.8959612617422492,"[0.004364013671875,0.00469970703125,0.004364013671875]","[2.30174200282172,2.4787990799618522,2.30174200282172]",100128308,False,7,2027.32196458403,2029.2179258457722,2023.7594188076628,2027.32196458403,,2025.655380069405,1.6665845146249012,1.6665845146249012,1.8959612617422863,0.0,internal_L1_to_L7
17000032,17,A,10.25:256,1.8959612617422492,"[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]",100118987,False,6,2024.3510783535612,2026.2470396153035,2022.190106945522,2024.3510783535612,,2024.0860682072644,0.26501014629684505,0.26501014629684505,1.8959612617422863,0.0,internal_L1_to_L7
17000032,17,A,10.25:256,1.8959612617422492,"[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]",100118987,False,7,2027.8213084561003,2029.7172697178426,2024.3510783535612,2027.8213084561003,,2026.2470396153035,1.5742688407967762,1.5742688407967762,1.8959612617422863,0.0,internal_L1_to_L7
21000032,21,A,10.25:256,1.8959612617422492,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.390270541391786,2.4787990799618522,2.2132134642516537]",100136706,False,6,2024.816852889694,2026.7128141514363,2022.4342497044288,2024.816852889694,,2024.330210966171,0.48664192352293867,0.48664192352293867,1.8959612617422863,0.0,internal_L1_to_L7
21000032,21,A,10.25:256,1.8959612617422492,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.390270541391786,2.4787990799618522,2.2132134642516537]",100136706,False,7,2028.0688823086393,2029.9648435703816,2024.816852889694,2028.0688823086393,,2026.7128141514363,1.3560681572030262,1.3560681572030262,1.8959612617422863,0.0,internal_L1_to_L7
16000032,16,A,10.25:256,1.8959612617422492,"[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]",100114859,False,6,2025.2322734219206,2027.1282346836629,2022.6978431515768,2025.2322734219206,,2024.593804413319,0.6384690086015326,0.6384690086015326,1.8959612617422863,0.0,internal_L1_to_L7
20000032,20,A,10.25:256,1.8959612617422492,"[0.00469970703125,0.00469970703125,0.0040283203125]","[2.4787990799618522,2.4787990799618522,2.1246849256815876]",100132436,False,6,2026.159626327194,2028.0555875889363,2023.218167858608,2026.159626327194,,2025.1141291203503,1.04549720684372,1.04549720684372,1.8959612617422863,0.0,internal_L1_to_L7
18000033,18,A,10.25:256,1.8959612617422492,"[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]",100123866,False,2,2031.7907824307097,2033.686743692452,2029.4773819805614,2031.7907824307097,,2031.3733432423037,0.4174391884059787,0.4174391884059787,1.8959612617422863,0.0,internal_L1_to_L7
18000033,18,A,10.25:256,1.8959612617422492,"[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]",100123866,False,4,2035.9449877529753,2037.8409490147176,2033.686743692452,2035.9449877529753,,2035.5827049541942,0.3622827987810524,0.3622827987810524,1.8959612617422863,0.0,internal_L1_to_L7
22000033,22,A,10.25:256,1.8959612617422492,"[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]",100141434,False,1,2030.2130236416472,2032.1089849033895,2028.1688840977254,2030.2130236416472,,2030.0648453594677,0.148178282179515,0.148178282179515,1.8959612617422863,0.0,internal_L1_to_L7
