npu_id,same_request,previous_request_id,previous_layer,previous_role,request_id,layer,role,profile,previous_profile,next_request_role,start_ms,end_ms,current_compute_C_ms,next_compute_C_ms,period_ms,current_V_per_ssu_GiB,next_V_per_ssu_GiB,current_B_per_ssu_GiB_s,prefetch_budget_demand_per_ssu_GiB_s,derived_complete_cycle_supply_per_ssu_GiB_s,supply_provenance,io_start_time_ms,io_ready_time_ms,ssd_complete_time_ms,ssd_complete_timestamp_available,budget_end_ms,io_elapsed_ms,full_io_stall_ms,warm_io_stall_ms,warm_queue_ms,cycle_compute_fraction_percent,fixed_CIR_read_time_reference_ms,fixed_CIR_reference_is_actual_measurement,prior_role,following_role
19,True,19000032,6,A,19000032,7,A,10.25:256,10.25:256,A,2023.7594188076628,2027.32196458403,1.8959612617422492,1.8959612617422492,3.5625457763671875,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.30174200282172,2.4787990799618522,2.30174200282172]","[2.30174200282172,2.4787990799618522,2.30174200282172]","[1.2249705535924618,1.3191990577149588,1.2249705535924618]","complete-cycle volume conservation, not independently logged SSD rates",2023.7594188076628,2027.32196458403,,False,2025.655380069405,3.5625457763671875,1.6665845146249012,1.6665845146249012,0.0,53.21928140038122,3.759765625,False,A,A
6,True,6000026,3,A,6000026,4,A,10.25:256,10.25:256,A,2658.88774184188,2662.3846283691537,1.8959612617422492,1.8959612617422492,3.4968865272735457,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[1.1999723066390633,1.3439689834357509,1.2959700911701884]","complete-cycle volume conservation, not independently logged SSD rates",2658.88774184188,2662.3846283691537,,False,2660.7837031036224,3.4968865272735457,1.6009252655312594,1.6009252655312594,0.0,54.21855261687583,3.759765625,False,A,A
17,True,17000032,6,A,17000032,7,A,10.25:256,10.25:256,A,2024.3510783535612,2027.8213084561003,1.8959612617422492,1.8959612617422492,3.4702301025390625,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]","[1.1608222490931077,1.3542926239419588,1.3542926239419588]","complete-cycle volume conservation, not independently logged SSD rates",2024.3510783535612,2027.8213084561003,,False,2026.2470396153035,3.4702301025390625,1.5742688407967762,1.5742688407967762,0.0,54.63503011961748,3.759765625,False,A,A
10,True,10000056,6,A,10000056,7,A,10.25:256,10.25:256,A,3874.344237417868,3877.769689106274,1.8959612617422492,1.8959612617422492,3.425451688406156,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]","[1.175996825800908,1.371996296767726,1.371996296767726]","complete-cycle volume conservation, not independently logged SSD rates",3874.344237417868,3877.769689106274,,False,3876.2401986796103,3.425451688406156,1.5294904266638696,1.5294904266638696,0.0,55.34923374220554,3.759765625,False,A,A
5,True,5000027,1,A,5000027,2,A,10.25:256,10.25:256,A,2674.683493823255,2678.086585253919,1.8959612617422492,1.8959612617422492,3.4030914306640625,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[1.2330456226880395,1.3810110974106042,1.3316892725030827]","complete-cycle volume conservation, not independently logged SSD rates",2674.683493823255,2678.086585253919,,False,2676.5794550849973,3.4030914306640625,1.5071301689217762,1.5071301689217762,0.0,55.712909875368254,3.759765625,False,A,A
9,True,9000057,0,A,9000057,1,A,10.25:256,10.25:256,A,3874.503691763571,3877.903966450024,1.8959612617422492,1.8959612617422492,3.400274686453031,"[0.0040283203125,0.00469970703125,0.00469970703125]","[0.0040283203125,0.00469970703125,0.00469970703125]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]","[2.1246849256815876,2.4787990799618522,2.4787990799618522]","[1.1847043794870908,1.3821551094016058,1.3821551094016058]","complete-cycle volume conservation, not independently logged SSD rates",3874.503691763571,3877.903966450024,,False,3876.3996530253135,3.400274686453031,1.5043134247107446,1.5043134247107446,0.0,55.75906173980332,3.759765625,False,A,A
21,True,21000032,6,A,21000032,7,A,10.25:256,10.25:256,A,2024.816852889694,2028.0688823086393,1.8959612617422492,1.8959612617422492,3.2520294189453125,"[0.0045318603515625,0.00469970703125,0.0041961669921875]","[0.0045318603515625,0.00469970703125,0.0041961669921875]","[2.390270541391786,2.4787990799618522,2.2132134642516537]","[2.390270541391786,2.4787990799618522,2.2132134642516537]","[1.3935483870967742,1.4451612903225806,1.2903225806451613]","complete-cycle volume conservation, not independently logged SSD rates",2024.816852889694,2028.0688823086393,,False,2026.7128141514363,3.2520294189453125,1.3560681572030262,1.3560681572030262,0.0,58.30086439861117,3.759765625,False,A,A
0,True,27,1,A,27,2,A,10.25:256,10.25:256,A,2674.4527046386847,2677.6711647216925,1.8959612617422492,1.8959612617422492,3.2184600830078125,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[1.303780964797914,1.4602346805736637,1.4080834419817472]","complete-cycle volume conservation, not independently logged SSD rates",2674.4527046386847,2677.6711647216925,,False,2676.348665900427,3.2184600830078125,1.3224988212655262,1.3224988212655262,0.0,58.90895685648456,3.759765625,False,A,A
5,True,5000020,0,A,5000020,1,A,10.25:256,10.25:256,A,2564.374247310042,2567.55494189012,1.8959612617422492,1.8959612617422492,3.180694580078125,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.30174200282172,2.4787990799618522,2.30174200282172]","[2.30174200282172,2.4787990799618522,2.30174200282172]","[1.3720316622691293,1.4775725593667546,1.3720316622691293]","complete-cycle volume conservation, not independently logged SSD rates",2564.374247310042,2567.55494189012,,False,2566.270208571784,3.180694580078125,1.2847333183358387,1.2847333183358387,0.0,59.60840357377791,3.759765625,False,A,A
4,True,4000020,0,A,4000020,1,A,10.25:256,10.25:256,A,2564.7938640092607,2567.9493815873857,1.8959612617422492,1.8959612617422492,3.155517578125,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[1.3297872340425532,1.4893617021276595,1.4361702127659575]","complete-cycle volume conservation, not independently logged SSD rates",2564.7938640092607,2567.9493815873857,,False,2566.689825271003,3.155517578125,1.2595563163827137,1.2595563163827137,0.0,60.08400253846231,3.759765625,False,A,A
23,True,23000032,6,A,23000032,7,A,10.25:256,10.25:256,A,2023.6377845578268,2026.7764628750456,1.8959612617422492,1.8959612617422492,3.138678317218819,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[1.3369216492073395,1.49735224711222,1.4438753811439264]","complete-cycle volume conservation, not independently logged SSD rates",2023.6377845578268,2026.7764628750456,,False,2025.533745819569,3.138678317218819,1.2427170554765326,1.2427170554765326,0.0,60.40635803105364,3.759765625,False,A,A
15,True,15000056,1,A,15000056,2,A,10.25:256,10.25:256,A,3874.0132818627453,3877.1486563914304,1.8959612617422492,1.8959612617422492,3.1353745286851336,"[0.0041961669921875,0.00469970703125,0.0045318603515625]","[0.0041961669921875,0.00469970703125,0.0045318603515625]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[2.2132134642516537,2.4787990799618522,2.390270541391786]","[1.3383303824781743,1.4989300283755551,1.445396813076428]","complete-cycle volume conservation, not independently logged SSD rates",3874.0132818627453,3877.1486563914304,,False,3875.9092431244876,3.1353745286851336,1.2394132669428473,1.2394132669428473,0.0,60.47000906578613,3.759765625,False,A,A
