label,candidate,candidate_assignment,reference,input_fingerprint,seq_len_k,nql,role,sim_category,request_count,cohort_id_sha256,delta_cohort_U_pp,delta_admission_SLO_pp,delta_mean_stall_ms
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,6.2187056814047015,6.696428571428569,-3.95906595584248
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-1.0272744302059822,-1.5625,2.971813208796478
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.6439726906092624,0.0,3.5881045811224324
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,30.50556693195222,39.73214285714286,-5.63213004947078
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,7.3231967711810615,6.361607142857151,-1.9083154893721714
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,-7.000460986483326,-8.03571428571429,3.9885325654610315
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-3.0447248605885657,-4.6875,8.777113586448392
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.4986123783486174,0.0,2.755152131557979
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,12.269879653300874,14.50892857142857,-1.7220643009864125
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,-0.25686124150136047,-0.44642857142856984,0.061565546785181
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,2.045805247294974,-2.1205357142857206,-1.283793942781264
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-2.6598880449683393,-4.6875,7.697712707935375
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.3430075611673855,0.0,1.8983043643729474
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,-4.137430940431564,-3.45982142857143,0.47762401624708517
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,-5.2396817052033695,-2.232142857142849,1.1929685061836397
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,4.732256122966172,1.7857142857142794,-3.0618065832752475
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-1.8540878407349526,-4.6875,5.410017262005901
raw_size_varied_rho097_seed7,strategy3_fixed,fixed,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.15922434149259201,0.0,0.8828271552109728
