label,candidate,candidate_assignment,reference,input_fingerprint,seq_len_k,nql,role,sim_category,request_count,cohort_id_sha256,delta_cohort_U_pp,delta_admission_SLO_pp,delta_mean_stall_ms
aligned_short072_seed7,strategy1_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,-0.04764890635222674,0.0,0.0034306082895817014
aligned_short072_seed7,strategy1_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,0.34464859828979844,3.819444444444442,-0.3529927729676068
aligned_short072_seed7,strategy2_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,29.873561051451027,29.870345744680847,-1.8085400547445363
aligned_short072_seed7,strategy2_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,21.872941446325346,16.688829787234038,-1.5663850785114621
aligned_short072_seed7,strategy2_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,15.107412699950595,6.914893617021278,-1.2836443410044007
aligned_short072_seed7,strategy2_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,-11.984113610496273,-6.7708333333333375,10.978337751723037
aligned_short072_seed7,strategy2_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,2.595955517780213,1.2632978723404298,-0.11304942781784977
aligned_short072_seed7,strategy2_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,1.2754447969019256,0.3158244680851019,-0.07225616610410526
aligned_short072_seed7,strategy2_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,0.8308811508975444,0.11635638297872175,-0.06042332789718001
aligned_short072_seed7,strategy2_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,0.20261417597915443,6.423611111111105,-0.21346052488088674
aligned_short072_seed7,strategy2_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,-0.20706179379624823,0.0,0.00876441261540387
aligned_short072_seed7,strategy2_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,-0.12409358382856617,0.0,0.00693171948606299
aligned_short072_seed7,strategy2_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,-0.10665446620069519,0.0,0.0076834047223787606
aligned_short072_seed7,strategy2_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,-0.88227531858035,3.645833333333326,0.9172527707037705
aligned_short072_seed7,strategy3_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,29.900365381140716,29.870345744680847,-1.8096766645948041
aligned_short072_seed7,strategy3_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,21.900938746169242,16.688829787234038,-1.567950478689934
aligned_short072_seed7,strategy3_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,15.140331997147072,6.914893617021278,-1.2860176024272634
aligned_short072_seed7,strategy3_pipeline,pipeline,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,-10.777896024323164,-6.944444444444442,9.729216706688893
aligned_short072_seed7,strategy3_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,2.622759847469902,1.2632978723404298,-0.11418603766811761
aligned_short072_seed7,strategy3_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,1.3034420967458216,0.3158244680851019,-0.07382156628257734
aligned_short072_seed7,strategy3_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,0.8638004480940209,0.11635638297872175,-0.06279658932004265
aligned_short072_seed7,strategy3_pipeline,pipeline,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,1.4088317621522628,6.25,-1.4625815699150309
aligned_short072_seed7,strategy3_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,-0.18025746410655907,0.0,0.007627802765136029
aligned_short072_seed7,strategy3_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,-0.09609628398467018,0.0,0.0053663193075909115
aligned_short072_seed7,strategy3_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,-0.07373516900421873,0.0,0.005310143299516133
aligned_short072_seed7,strategy3_pipeline,pipeline,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,0.32394226759275835,3.472222222222221,-0.3318682743303736
aligned_short072_seed7,strategy3_fixed,fixed,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,29.777116544638417,29.870345744680847,-1.8044453690856725
aligned_short072_seed7,strategy3_fixed,fixed,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,21.77519508251192,16.688829787234038,-1.5609129428356072
aligned_short072_seed7,strategy3_fixed,fixed,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,15.059687679990608,6.914893617021278,-1.2802009067570392
aligned_short072_seed7,strategy3_fixed,fixed,baseline,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,-12.347231903046985,-10.069444444444443,11.361652022607094
aligned_short072_seed7,strategy3_fixed,fixed,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,2.4995110109676033,1.2632978723404298,-0.10895474215898596
aligned_short072_seed7,strategy3_fixed,fixed,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,1.1776984330885032,0.3158244680851019,-0.06678403042825032
aligned_short072_seed7,strategy3_fixed,fixed,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,0.7831561309375568,0.11635638297872175,-0.05697989364981845
aligned_short072_seed7,strategy3_fixed,fixed,once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,-0.16050411657155816,3.125,0.16985374600317016
aligned_short072_seed7,strategy3_fixed,fixed,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,6016,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13,-0.30350630060885786,0.0,0.012859098274267679
aligned_short072_seed7,strategy3_fixed,fixed,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,6016,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e,-0.22183994764198856,0.0,0.012403855161917932
aligned_short072_seed7,strategy3_fixed,fixed,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,6016,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1,-0.15437948616068287,0.0,0.011126838969740318
aligned_short072_seed7,strategy3_fixed,fixed,new_once,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,576,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea,-1.2453936111310626,0.347222222222221,1.3005670415878274
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,29.727831054759037,39.50892857142857,-5.537306843247038
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,9.551774989465622,7.25446428571429,-2.431553554849642
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,-6.230611222919713,-3.0133928571428603,3.520212933997161
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-2.5426767902338,0.0,7.291621205153598
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-1.29269143699271,0.0,7.200695142046934
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,11.492143776107689,14.28571428571428,-1.6272410947626696
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,1.9717169767832,0.44642857142856984,-0.46167251869228954
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,2.8156550108585865,2.9017857142857095,-1.7521135742451346
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-2.1578399746135735,0.0,6.2122203266405815
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-1.1370866198114782,0.0,6.343847374861902
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,-4.915166817624749,-3.6830357142857206,0.572447222470828
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,-3.011103486918809,-1.3392857142857095,0.6697304407061693
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,5.502105886529785,6.80803571428571,-3.530126214739118
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-1.3520397703801867,0.0,3.9245248807111075
raw_size_varied_rho097_seed7,strategy1_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.9533034001366847,0.0,5.328370165699927
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,30.655629520695072,41.18303571428571,-5.650234100858353
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,9.259449605227099,7.366071428571431,-2.364301404519602
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,-6.045719613930645,-3.0133928571428603,3.40890305004716
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-2.2122365600618865,-3.125,6.322318969000603
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.9353917751712348,0.0,5.191538884072246
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,12.419942242043724,15.95982142857142,-1.7401683523739846
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,1.6793915925446767,0.5580357142857095,-0.3944203683622497
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,3.000546619847655,2.9017857142857095,-1.8634234581951352
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-1.82739974444166,-3.125,5.242918090487587
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.779786957990003,0.0,4.334691116887215
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,-3.9873683516887137,-2.008928571428581,0.4595199648595131
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,-3.3034288711573323,-1.2276785714285698,0.7369825910362091
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,5.6869974955188525,6.80803571428571,-3.6414360986891188
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-1.0215995402082734,-3.125,2.9552226445581127
raw_size_varied_rho097_seed7,strategy2_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.5960037383152095,0.0,3.3192139077252403
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,31.160835573481872,41.51785714285714,-5.710734914777227
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,8.419820761045372,7.366071428571431,-2.168843760163016
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,-5.514011428044796,-3.125,3.091273192893799
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-2.2179114500595953,-1.5625,6.338909533238969
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,baseline,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.9833607274652878,0.0,5.460429557469439
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,12.925148294830525,16.29464285714285,-1.8006691662928582
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,0.8397627483629488,0.5580357142857095,-0.19896272400566328
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,64,512,short,SL,896,13e0dcdb5fad19ea3abc675e88a752cd5a7b8af55ca568fdf28afb267f526b9e,3.5322548057335035,2.79017857142857,-2.1810533153484966
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,1024,long,LL,64,4bf37459198d9a24cc9ad469a5c586fd9af25e5a92d18c7095f9e03735a4b1fe,-1.833074634439369,-1.5625,5.259508654725952
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,192,2048,long,LL,192,faa95faebd2d721605131fac3a8c8c1d6f8c34d541f9ba8d8da05368be3be0d8,-0.8277559102840559,0.0,4.603581790284407
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,32,128,short,SS,896,e7e9f946fea8eec5043f7b863a4fc30794a44a4c1ea910edb9d1fccbe98391b6,-3.482162298901914,-1.6741071428571508,0.39901915094063944
raw_size_varied_rho097_seed7,strategy3_pipeline,pipeline,new_once,ec98892f9d175d8fc3094207ac31654820b58e23ec5c31aad29be549165bcd81,48,256,short,SS,896,676b29a224207b21df7b8da87d064c63c7a2f61da14db954401837683e468643,-4.14305771533906,-1.2276785714285698,0.9324402353927955
