label,family,mode,seed,request_count,first_card_done_ms,makespan_ms,U_2_4,mixed_cards_2_4,U_4_to_first_drain,active_tail_duration_ms,tail_mixed_cards,worst_later_full_active_2s_U,all_run_stall_after4_ms,direct_raw,full_run_capacity_pass,qualifying_8s_or_more_windows,path,sha256
raw_feasible_q2_seed19,raw_feasible_q2,random,19,1568,4956.002340543483,4960.366075747552,99.99901729667931,32,99.99629497645188,950,29,,1.126327158629465,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed19/baseline/raw_feasible_q2_seed19_cfe2f85ff261_baseline_104671470b.json.gz,2f5698de195d68780f13396b817b9288f7b3f982c29012f216a42e9bc743d637
raw_feasible_q2_seed19__exact_cohort4_p1,raw_feasible_q2,ordered,19,1568,4961.532121369496,4995.422665261981,99.82597415703509,32,99.74060423550188,950,32,,78.8563124074285,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed19__exact_cohort4_p1/baseline/raw_feasible_q2_seed19__exact_cohort4_p1_9ac5d0e18113_baseline_104671470b.json.gz,ac6c4a4421bb830befc3767f609b9627029bf9ba8e7677dae7cf00b76ee1047e
raw_feasible_q2_seed43,raw_feasible_q2,random,43,1568,4958.209345913561,4965.311635665874,99.99884136121524,32,100.0,950,28,,0.0,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed43/baseline/raw_feasible_q2_seed43_2b4444b16f96_baseline_104671470b.json.gz,9e9594e11fbb56ec0308ffc1528c83f5848cd6e631616f01b3f7573ca894cf4d
raw_feasible_q2_seed43__exact_cohort4_p1,raw_feasible_q2,ordered,43,1568,4960.681478034126,5000.9660977569,99.79690812385182,32,99.61456085002727,950,32,,117.17350159171065,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed43__exact_cohort4_p1/baseline/raw_feasible_q2_seed43__exact_cohort4_p1_9ac5d0e18113_baseline_104671470b.json.gz,e583b2cfe64de23c5d0fdab3788bb7347e67d9332205ee86e688d04166c55698
raw_feasible_q2_seed67,raw_feasible_q2,random,67,1568,4956.161694889213,4960.367114980949,99.99880405137054,32,99.99759531635992,950,25,,0.7310238265854423,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed67/baseline/raw_feasible_q2_seed67_254397c58237_baseline_104671470b.json.gz,0c68a1e31c79b7e4bea73429d3e792f7b932dc29ac76d8cd2e3772e29ca4eba3
raw_feasible_q2_seed67__exact_cohort4_p1,raw_feasible_q2,ordered,67,1568,4960.927039033616,4994.9999216311235,99.79047143734302,32,99.79173751704728,950,32,,63.311794817620466,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed67__exact_cohort4_p1/baseline/raw_feasible_q2_seed67__exact_cohort4_p1_9ac5d0e18113_baseline_104671470b.json.gz,8e80feb5630eafe57de6815f385c22e391cdc55281eeb073c5c52b531d9787e0
raw_feasible_q2_seed101,raw_feasible_q2,random,101,1568,4957.191455801261,4961.730929345426,100.0,32,99.99214772251906,950,31,,2.38709235420356,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed101/baseline/raw_feasible_q2_seed101_e659269d0708_baseline_104671470b.json.gz,ca2d859531e942a7a96591cdcc046962062ee52ac4c724a0209a904531e4f660
raw_feasible_q2_seed101__exact_cohort4_p1,raw_feasible_q2,ordered,101,1568,4960.92075261776,4994.275033624583,99.82931528497687,32,99.79240813658765,950,32,,63.10792647735434,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_feasible_q2_seed101__exact_cohort4_p1/baseline/raw_feasible_q2_seed101__exact_cohort4_p1_9ac5d0e18113_baseline_104671470b.json.gz,df8bd4021232f3aba4cabe9801bcf1580e351d5dd1db86b7062986519513762a
raw_nearest_q25_seed7__exact_cohort4_p1,raw_nearest_q25,ordered,7,7296,11035.72553074578,11070.872778615962,46.66444169142673,24,44.296683731825155,7000,32,43.828983978726306,125721.71434985433,True,False,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_quartet_replacement/runs/raw_nearest_q25_seed7__exact_cohort4_p1/baseline/raw_nearest_q25_seed7__exact_cohort4_p1_56782636ae93_baseline_104671470b.json.gz,caa2768ee613e9d1b56629c6547a09fb419b337236f067203f1a503c7b29bdee
raw176_fixed_repeat3_seed7,raw176_repeat3,fixed,7,3636,15856.591973358078,19504.969228377147,91.32329819150895,0,91.2143972956524,11850,0,90.99378023042304,33315.00545488612,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/window_sensitivity/repeated_queues/runs/raw176_fixed_repeat3_seed7/baseline/raw176_fixed_repeat3_seed7_5d5037398e93_baseline_c553a110d0.json.gz,2a1302351139d1c79cc36289c592f362e5df47ea05b691185e1d8df5a2bd634d
raw176_random_repeat3_seed7,raw176_repeat3,random,7,3636,13067.869258565204,20286.859580722114,99.98249996871098,32,99.944032585316,9050,32,99.87802927202996,162.081632924921,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/window_sensitivity/repeated_queues/runs/raw176_random_repeat3_seed7/baseline/raw176_random_repeat3_seed7_af08da1e54e1_baseline_c553a110d0.json.gz,66aa88b7604346825b1b1b30a7604c8f6caa97e91454e61a43c2a531ef6e80dc
raw176_ordered_repeat3_seed7,raw176_repeat3,ordered,7,3636,13114.063169900212,21261.0464168665,89.5726281606626,32,99.91318825812529,9100,32,99.75805249045125,252.79579233911227,True,True,0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/window_sensitivity/repeated_queues/runs/raw176_ordered_repeat3_seed7/baseline/raw176_ordered_repeat3_seed7_34d9bd19fab0_baseline_c553a110d0.json.gz,2f15145364ac273cd76462aa031245a83921afe5660f416c2815ad9ea0f96a65
