label,scope,order,strategy,seed,status,technical_passed,original_primary_conditions_passed,U_2_60_percent,U_4_60_percent,two_second_U_min_percent,two_second_U_max_percent,all_32_active,minimum_role_switches,min_fast_short_C_ms,min_fast_short_fraction,cards_fast_and_long_ge5percent,warm_admission_SLO_passed,warm_admission_SLO_count,warm_admission_SLO_percent,full_run_nominal_max_ssu_gib_s,full_run_nominal_over40_ms,prefetch_compute_only_max_ssu_gib_s,prefetch_compute_only_over40_ms,prefetch_through_wait_max_ssu_gib_s,prefetch_through_wait_over40_ms,long_group_noninitial_stall_ms,initial_phase_arc_ms,final_phase_arc_ms,maximum_phase_arc_ms,manifest_sha256,result_sha256,audit_path
sustained16_l176_6l_s64_bridge_48s1l_ordered_seed7,main,ordered,baseline,7,complete,True,True,89.96474717607559,89.9704748909192,89.60982070358693,90.89787931102933,True,29,3131.233308584993,0.05398678118249988,32,15738,15746,99.94919344595453,36.01118797826843,0.0,39.67609873426209,0.0,39.67609873426209,0.0,0.0,0.0173239013671882,0.01732390136749018,0.01732390136749018,4c6ea6796757b616c42fc387037a16bffdaa6c87769ec04172570001944b9b76,61153225bb7ee78ec21a5e82765c15176dc05aadae7f10ebf9c0759005894769,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/sustained_mixed_ge10k_20260911/audit_existing/long_main_ordered_baseline_validation.json
sustained16_l176_6l_s64_bridge_48s1l_ordered_seed7,main,ordered,once,7,complete,True,True,99.96111141509773,99.96107719874468,99.92019174479519,99.98801832932752,True,36,3131.233308584993,0.05398678118249988,32,18681,18681,100.0,36.021873262252804,0.0,40.167133507617194,6.938015257425377,40.167133507617194,7.257231579079871,0.0,0.7761908935546913,0.7761908935499378,0.7761908935553947,4c6ea6796757b616c42fc387037a16bffdaa6c87769ec04172570001944b9b76,0e222eadf8c948653549ab216d163d5de3b2e60e33445e57404f441d3fa5b917,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/sustained_mixed_ge10k_20260911/audit_existing/long_main_ordered_once_validation.json
sustained16_l176_6l_s64_bridge_48s1l_random_seed7,main,random,baseline,7,complete,True,True,99.99786728815651,99.99848824521268,99.98048049058279,100.0,True,32,2929.218256418215,0.05050376304169336,32,18691,18691,100.0,36.428823953128045,0.0,44.34486519213867,201.52312051816034,44.34486519213867,209.89035140571423,,,,,2c02085f4f78e7d782467507db568f3000dedd2268e3cf44e60e4898246419b4,7408ac020b73fd14be1e0747c30f78538733ae6fd2c490ce5df61c6071177904,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/sustained_mixed_ge10k_20260911/audit_existing/long_main_random_baseline_validation.json
sustained16_l176_6l_s64_bridge_48s1l_random_seed7,main,random,once,7,complete,True,True,99.98721109242685,99.98769902949363,99.91356585926346,100.0,True,32,2929.218256418215,0.05050376304169336,32,18689,18689,100.0,36.5865614598999,0.0,44.438098498233025,125.68841607007607,44.438098498233025,134.43521129619967,,,,,2c02085f4f78e7d782467507db568f3000dedd2268e3cf44e60e4898246419b4,b95a35d30f69fa4fa260adc43b9bbc5ee05a7298c60ee5e785efc4caa95baa67,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/sustained_mixed_ge10k_20260911/audit_existing/long_main_random_once_validation.json
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,backup,ordered,baseline,7,complete,True,True,89.85827433538978,89.83124609566381,88.51329737679258,90.92710561117626,True,35,1805.1753154411017,0.031123712335191407,16,14593,14708,99.21811259178678,36.694852345239255,0.0,40.627239336923225,8.465994142192358,40.627239336923225,46.41955547290536,0.0,0.013527734374999767,0.013527734372473788,0.013527734375202272,5a40e02e74cae8191ba625bb6f02edf5e22565ae8b7ea3b750fa80e575b1ab76,c2ccac39b9baa56d6b47bf02057feaf70569e1b68d089914375bbcc44962d1b0,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/sustained_mixed_ge10k_20260911/audit_existing/long_backup_ordered_baseline_validation.json
