label,order,npu,queue_requests,pure_C_ms,short_C_ms,long_C_ms,short_C_fraction,long_C_fraction,fast_short_nql1024_C_ms,fast_short_C_fraction,bridge_nql4096_C_ms,bridge_C_fraction,count_S32_nql1024,count_S48_nql1024,count_S64_nql1024,count_bridge32_nql4096,count_Long176_nql1024,cycle_repetitions,ordered_cycle_profile_indices,first24_actual_profiles,original_id_queue_sha256
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,10,266,63568.803335311655,6265.254978958373,57303.548356353276,0.09855864276554824,0.9014413572344516,1919.1429955844937,0.03019001294489422,4346.111983373879,0.06836862982065402,0,0,19,19,228,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3]","176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,64:1024,32:4096,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024",9eb62d243958ff3ce3689591bd1ecfec4412d645475f8416c3865c5ec01be0ee
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,11,266,63568.803335311655,6265.254978958373,57303.548356353276,0.09855864276554824,0.9014413572344516,1919.1429955844937,0.03019001294489422,4346.111983373879,0.06836862982065402,0,0,19,19,228,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3]","176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,64:1024,32:4096,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024",ba0e3c5886974ffe16889c05122d172ba1d269cb5059861c4fa098af9f7afa1a
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,12,266,63568.803335311655,6265.254978958373,57303.548356353276,0.09855864276554824,0.9014413572344516,1919.1429955844937,0.03019001294489422,4346.111983373879,0.06836862982065402,0,0,19,19,228,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3]","176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,64:1024,32:4096,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024",914dda0583f822e0ef8a98eabb356ebc037e99aa4bdb5541f49756b9a62f91e8
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,13,266,63568.803335311655,6265.254978958373,57303.548356353276,0.09855864276554824,0.9014413572344516,1919.1429955844937,0.03019001294489422,4346.111983373879,0.06836862982065402,0,0,19,19,228,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3]","176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,64:1024,32:4096,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024",e2e2ae2ef44f01a48ffcd4280ad7cb650b60ac65d4dc4e45cac89829e5dc2d6e
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,14,266,63568.803335311655,6265.254978958373,57303.548356353276,0.09855864276554824,0.9014413572344516,1919.1429955844937,0.03019001294489422,4346.111983373879,0.06836862982065402,0,0,19,19,228,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3]","176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,64:1024,32:4096,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024",3c551f2b9c04ddf89428b92172ec26a129214b1c6a4b13e9951a496e3b9d2905
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,15,266,63568.803335311655,6265.254978958373,57303.548356353276,0.09855864276554824,0.9014413572344516,1919.1429955844937,0.03019001294489422,4346.111983373879,0.06836862982065402,0,0,19,19,228,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3]","176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,64:1024,32:4096,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024,176:1024",1a13c4724a535294b0f63be4d4ed9b188d8c1506f2ac475877a70520f9507da2
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,16,925,63238.34014021441,53939.08009992901,9299.2600402854,0.8529490176423553,0.14705098235764466,53939.08009992901,0.8529490176423553,0.0,0.0,814,37,37,0,37,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4]","32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,48:1024,64:1024",8e5c3fb2bd61e42f7022467e2bec395243259a472c77ba24e505f7ab923782c4
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,17,925,63238.34014021441,53939.08009992901,9299.2600402854,0.8529490176423553,0.14705098235764466,53939.08009992901,0.8529490176423553,0.0,0.0,814,37,37,0,37,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 0]","32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,48:1024,64:1024,176:1024",26685e691f22c7a44e833f8a1285e355c1cf0a37a371c535247073360e8e00a4
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,18,925,63238.34014021441,53939.08009992901,9299.2600402854,0.8529490176423553,0.14705098235764466,53939.08009992901,0.8529490176423553,0.0,0.0,814,37,37,0,37,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 0, 0, 0]","32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,48:1024,64:1024,176:1024,32:1024,32:1024",6608e429bb2964feaba8e5733aaa5681e7e9ad5fbb92d764d35cfd7a437d52f2
sustained16_l176_12l_s64_bridge_24s1l_ordered_seed7,ordered,19,925,63238.34014021441,53939.08009992901,9299.2600402854,0.8529490176423553,0.14705098235764466,53939.08009992901,0.8529490176423553,0.0,0.0,814,37,37,0,37,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 0, 0, 0, 0]","32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,32:1024,48:1024,64:1024,176:1024,32:1024,32:1024,32:1024",aa79e846486f5d129afc5d22ac512dea92ea25fa259fc53d862a92cf48309e82
