label,family,seed,strategy,input_fingerprint,window_start_ms,window_end_ms,utilization,all_active,fully_active_npu_count,minimum_npu_utilization,maximum_npu_utilization,fleet_idle_ms
aligned_short080_ssu6_seed7,aligned,7,baseline,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,1000,2000,0.7453009021220692,True,32,0.6869894388642043,0.8164309954001886,0.0
aligned_short080_ssu6_seed7,aligned,7,baseline,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,2000,3000,0.8011230298243257,True,32,0.7664558144662041,0.8605423628263213,0.0
aligned_short080_ssu6_seed7,aligned,7,new_once,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,1000,2000,0.9188512291983655,True,32,0.8302484543954174,1.0,0.0
aligned_short080_ssu6_seed7,aligned,7,new_once,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,2000,3000,0.9760965269459392,True,32,0.9393346666842695,0.9955400348720554,0.0
raw_size_varied_ssu6_seed7,raw,7,baseline,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,1000,2000,0.9571714666484084,True,32,0.8909636495198476,1.0,0.0
raw_size_varied_ssu6_seed7,raw,7,baseline,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,2000,3000,0.9625339220924046,True,32,0.8953348347160436,1.0,0.0
raw_size_varied_ssu6_seed7,raw,7,new_once,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,1000,2000,0.9841292996881627,True,32,0.9478027094548013,1.0,0.0
raw_size_varied_ssu6_seed7,raw,7,new_once,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,2000,3000,0.966811377447774,True,32,0.9164285006613309,1.0,0.0
