label,family,seed,strategy,input_fingerprint,status,path,sha256,every_core_and_policy_hash_matches_current_frozen_source,stress_runner_sha256,submit_seed,makespan_ms,fleet_full_run_utilization
aligned_short080_ssu6_seed7,aligned,7,baseline,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_six_ssu/runs/aligned_short080_ssu6_seed7/baseline/aligned_short080_ssu6_seed7_4d2fc8f78a88_baseline_ffe76c7072.json.gz,1f3fe19cf4f28fafe1fc9b2b13260c0de9e7ec2f9381a11826a221190b67ffea,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,5391.765721583751,0.7697651595461121
aligned_short080_ssu6_seed7,aligned,7,new_once,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_six_ssu/runs/aligned_short080_ssu6_seed7/new_once/aligned_short080_ssu6_seed7_4d2fc8f78a88_new_once_d6233f2cac.json.gz,3cb8863aed7857bd468b133da9167add926ea600968f944b83dfd5bc82ec6137,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,4473.272456573303,0.9278203912688862
raw_size_varied_ssu6_seed7,raw,7,baseline,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_six_ssu/runs/raw_size_varied_ssu6_seed7/baseline/raw_size_varied_ssu6_seed7_d5653af784d5_baseline_ffe76c7072.json.gz,097386a5d3a062480059dc6b859ed88277a84bc8ed2e58e75a861c831978e172,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,7778.426333834625,0.9246122009265513
raw_size_varied_ssu6_seed7,raw,7,new_once,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_six_ssu/runs/raw_size_varied_ssu6_seed7/new_once/raw_size_varied_ssu6_seed7_d5653af784d5_new_once_d6233f2cac.json.gz,5b629c411671ceea40232d66529909c3ef642919836b4ba6c04b118775060972,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,7734.469366688964,0.9298670084914565
