label,input_fingerprint,strategy,seq_len_k,nql,role,request_count,delta_compute_fraction_pp,delta_admission_slo_pp,delta_mean_io_stall_ms
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,new_once,1,128,short,6240,33.655113434439855,36.33012820512821,-2.1427611320717155
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,new_once,1,256,short,6240,25.510630674620415,21.330128205128208,-1.910507647792408
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,new_once,1,384,short,6240,18.33365184097955,10.977564102564108,-1.615546671199281
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,new_once,192,256,long,384,-15.317072314736723,-22.65625,14.681805009708704
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,new_once,32,128,short,576,44.53385691090464,64.93055555555556,-10.816510235625957
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,new_once,48,256,short,576,24.25383628066117,23.611111111111104,-7.2022528404439035
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,new_once,64,512,short,576,-6.835794497097503,-6.7708333333333375,4.190234999504723
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,new_once,192,1024,long,96,-6.613799830680023,0.0,19.796849164247224
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,new_once,192,2048,long,288,-1.67897834749281,0.0,9.40417366405681
