label,input_fingerprint,seq_len_k,nql,role,sim_category,requests,request_share,compute_ms,compute_share,per_request_compute_ms,per_request_read_gib,construction
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,1,128,short,SS,6240,0.32663316582914576,26353.209530196145,0.1984240331622694,4.223270758044442,0.0093994140625,piecewise_linear_nql_then_linear_seq_extrapolation
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,1,256,short,SS,6240,0.32663316582914576,34806.49528113082,0.2620722597758691,5.577963987360272,0.008056640625,piecewise_linear_nql_then_linear_seq_extrapolation
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,1,384,short,SS,6240,0.32663316582914576,44900.78410204366,0.3380762659465523,7.195638477891693,0.0067138671875,piecewise_linear_nql_then_linear_seq_extrapolation
aligned_short080_ssu6_seed7,4d2fc8f78a881b92ecca84b6bf0764276f986c9bf1727a1309774176f9f5089a,192,256,long,LS,384,0.020100502512562814,26752.09991574931,0.20142744111530902,69.66692686393014,2.059814453125,direct_data_row
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,32,128,short,SS,576,0.2727272727272727,5428.343618680296,0.023586635177825267,9.424207671320028,0.3424072265625,direct_data_row
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,48,256,short,SS,576,0.2727272727272727,12296.762791214062,0.053430526547089685,21.348546512524205,0.512939453125,direct_data_row
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,64,512,short,SL,576,0.2727272727272727,29428.93293586097,0.12787132753390273,51.09189745809175,0.68212890625,direct_data_row
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,192,1024,long,LL,96,0.045454545454545456,26189.400310814995,0.11379527053731228,272.80625323765605,2.0517578125,direct_data_row
raw_size_varied_ssu6_seed7,d5653af784d581fb61c67501f5b105a93d790fb506a1fa88ecbc51aad1b84195,192,2048,long,LL,288,0.13636363636363635,156801.4528961282,0.68131624020387,544.44948922267,2.041015625,direct_data_row
