case,family,kind,num_ssu,pressure_ttl_ms,cir_write_threshold_gbps,min_interval_ms,family_anchor_case,mean_npu_utilization_pct,primary_slo_alpha,sensitivity_slo_alpha,equal_npu_slo_pct,request_weighted_slo_pct,alpha_1p5_equal_npu_slo_pct,alpha_1p5_request_weighted_slo_pct,alpha_1p5_equal_npu_change_vs_alpha_2_pp,alpha_1p5_request_weighted_change_vs_alpha_2_pp,slo_delta_vs_family_anchor_pp,alpha_1p5_equal_npu_delta_vs_family_anchor_pp,alpha_1p5_request_weighted_delta_vs_family_anchor_pp,util_delta_vs_family_anchor_pp,control_rate_reduction_vs_family_anchor_pct,static_baseline_equal_npu_slo_pct,static_baseline_alpha_1p5_equal_npu_slo_pct,static_baseline_alpha_1p5_request_weighted_slo_pct,static_baseline_mean_npu_utilization_pct,slo_delta_vs_static_baseline_pp,alpha_1p5_equal_npu_delta_vs_static_baseline_pp,alpha_1p5_request_weighted_delta_vs_static_baseline_pp,util_delta_vs_static_baseline_pp,measurement_request_count,measurement_requests_per_npu_min,measurement_requests_per_npu_median,measurement_requests_per_npu_max,single_outcome_weight_at_min_sample_pp,measurement_cohort_fingerprint,realized_cohort_fleet_raw_demand_gbps,realized_cohort_per_npu_demand_min_gbps,realized_cohort_per_npu_demand_max_gbps,realized_cohort_per_npu_demand_mean_gbps,realized_cohort_per_npu_demand_cv,realized_cohort_per_npu_ms_per_gb_min,realized_cohort_per_npu_ms_per_gb_max,common_with_anchor_request_count,common_with_anchor_npu_count,common_coverage_current_pct,common_coverage_anchor_pct,common_request_slo_pct,anchor_common_request_slo_pct,common_request_slo_delta_pp,common_equal_npu_slo_pct,anchor_common_equal_npu_slo_pct,common_equal_npu_slo_delta_pp,true_pressure_read_rate_hz_per_ssu,true_pressure_read_rate_hz_max_ssu,true_pressure_read_interval_ms_busiest_ssu,pressure_cache_hit_fraction_pct,cir_entry_write_rate_hz_per_ssu,cir_entry_write_rate_hz_max_ssu,cir_write_transaction_rate_hz_per_ssu,cir_write_transaction_rate_hz_max_ssu,cir_entries_per_transaction,control_evaluation_rate_hz,warmup_reached_ms,measurement_start_ms,tail_drain_ms,fleet_queue_start_blocks,fleet_queue_end_blocks,fleet_queue_drift_blocks,queue_start_by_ssu_json,queue_end_by_ssu_json,queue_drift_by_ssu_json,max_abs_queue_drift_blocks,block_utilization_range_pp,block_first_last_utilization_delta_pp,prefix_margin_at_fastest_npu,fleet_raw_demand_gbps,raw_capacity_knee_ssu,global_raw_load_fraction,max_ssu_raw_demand_gbps,ssu_over_40_count,max_actual_ssu_cir_gbps,backing_prefix_requests_per_npu,backing_fleet_raw_demand_gbps,backing_raw_capacity_knee_ssu,max_actual_npu_cir_gbps,all_invariants_passed,wall_time_s,category_SS_count,category_SS_passed,category_SS_slo_pct,category_SL_count,category_SL_passed,category_SL_slo_pct,category_LS_count,category_LS_passed,category_LS_slo_pct,category_LL_count,category_LL_passed,category_LL_slo_pct,raw_demand_bins_le_10_count,raw_demand_bins_le_10_passed,raw_demand_bins_le_10_slo_pct,raw_demand_bins_gt_10_le_20_count,raw_demand_bins_gt_10_le_20_passed,raw_demand_bins_gt_10_le_20_slo_pct,raw_demand_bins_gt_20_le_40_count,raw_demand_bins_gt_20_le_40_passed,raw_demand_bins_gt_20_le_40_slo_pct,raw_demand_bins_gt_40_le_50_count,raw_demand_bins_gt_40_le_50_passed,raw_demand_bins_gt_40_le_50_slo_pct,raw_demand_bins_gt_50_le_80_count,raw_demand_bins_gt_50_le_80_passed,raw_demand_bins_gt_50_le_80_slo_pct,raw_demand_bins_gt_80_count,raw_demand_bins_gt_80_passed,raw_demand_bins_gt_80_slo_pct
adaptive_t0p05_i25ms,threshold,adaptive,6,0.0,0.05,25.0,adaptive_t0_i25ms,97.09605597784883,2.0,1.5,95.92115428055347,95.54455445544554,88.13209050259167,86.79867986798679,-7.7890637779618,-8.745874587458744,0.9307483935483134,0.08323693581530733,-0.14346889234377613,-0.06209061293542106,31.028309741881777,87.73418504963905,83.42779702515725,81.98653198653199,97.11210077113167,8.186969230914414,4.704293477434419,4.8121478814548055,-0.016044793282830483,606,8,18.5,33,0.390625,9869f8d4b42d9f89fec49a7659661ec0953d3401a6296e99afc223b154a4a31e,199.38089435349843,2.9990899497087495,11.74941209605982,6.230652948546828,0.3202870663163033,85.11064143671932,333.43448071542934,605,32,99.83498349834983,100.0,95.53719008264463,94.7107438016529,0.8264462809917328,95.91201685365289,94.99040588700515,0.9216109666477346,0.0,0.0,,0.0,345.1458333333333,400.75,37.3125,37.375,9.250139586823003,39.25,9320.285365636253,9820.285365636253,1900.3141294468041,3067,0,-3067,"[697,454,499,429,579,409]","[0,0,0,0,0,0]","[-697,-454,-499,-429,-579,-409]",697,6.32581945054167,4.051695223420193,62,209.7682928244016,5.24420732061004,0.8740345534350067,38.33101506501016,0,40.00000000000002,128,199.55308290660187,4.988827072665047,50.000000000000014,True,477.49008694896474,84,82,97.61904761904762,107,107,100.0,173,148,85.54913294797689,242,242,100.0,268,268,100.0,81,81,100.0,110,110,100.0,12,12,100.0,74,72,97.2972972972973,61,36,59.01639344262295
adaptive_t0_i50ms,interval,adaptive,6,0.0,0.0,50.0,adaptive_t0_i25ms,96.70435167000265,2.0,1.5,93.63073710517841,93.47826086956522,86.10933695403314,85.11705685618729,-7.521400151145272,-8.361204013377929,-1.3596687818267412,-1.939516612743219,-1.825091904143278,-0.4537949207816041,34.159034138218146,87.73418504963905,83.42779702515725,81.98653198653199,97.11210077113167,5.89655205553936,2.6815399288758925,3.1305248696553036,-0.4077491011290135,598,9,17.0,31,0.3472222222222222,3acba4ea923e44d45a0c33d4120afb2eb49cfc7f23356db5f1fc5abc3c6c318e,202.52776341888833,3.227780142915435,12.136767651602621,6.328992606840263,0.33542266767314827,82.39426086961079,309.810444244436,587,32,98.16053511705685,97.02479338842976,93.69676320272572,94.54855195911414,-0.8517887563884163,94.04844023715584,94.84234379071013,-0.7939035535542982,0.0,0.0,,0.0,329.4791666666667,340.375,20.0,20.0,16.473958333333332,20.0,9089.285492716468,9589.285492716468,1751.1751981271882,333,92,-241,"[66,45,53,36,67,66]","[48,0,5,0,39,0]","[-18,-45,-48,-36,-28,-66]",66,10.000306483286447,-3.1234978802667346,63,209.7682928244016,5.24420732061004,0.8740345534350067,38.33101506501016,0,40.00000000000002,128,199.55308290660187,4.988827072665047,50.000000000000014,True,478.3729512258433,82,78,95.1219512195122,105,105,100.0,171,136,79.53216374269006,240,240,100.0,266,266,100.0,79,79,100.0,107,107,100.0,12,12,100.0,71,68,95.77464788732394,63,27,42.857142857142854
adaptive_t0_i100ms,interval,adaptive,6,0.0,0.0,100.0,adaptive_t0_i25ms,97.12659929792676,2.0,1.5,91.67756012841572,91.19601328903654,85.087155304799,84.0531561461794,-6.590404823616723,-7.142857142857139,-3.3128457585894324,-2.961698261977361,-2.8889926141511637,-0.031547292857496245,61.74854288093257,87.73418504963905,83.42779702515725,81.98653198653199,97.11210077113167,3.9433750787766684,1.6593582796417508,2.066624159647418,0.014498526795094335,602,9,17.0,30,0.3472222222222222,28a73c41fba5f5b82ecc54a6a458f79f3cf8fa18f8797b1ae0778e19874ab55e,203.10843238051677,3.227780142915435,11.912171215325603,6.347138511891151,0.3342350909341861,83.9477524226188,309.810444244436,588,32,97.67441860465117,97.1900826446281,91.49659863945578,94.5578231292517,-3.0612244897959218,92.12803973148884,94.87078656798568,-2.7427468364968344,0.0,0.0,,0.0,191.41666666666666,197.75,10.0,10.0,19.141666666666666,10.0,9058.780717310701,9558.780717310701,1746.794258240654,0,2813,2813,"[0,0,0,0,0,0]","[572,424,447,429,515,426]","[572,424,447,429,515,426]",572,6.149435565912387,-3.278537147362226,63,209.7682928244016,5.24420732061004,0.8740345534350067,38.33101506501016,0,40.00000000000003,128,199.55308290660187,4.988827072665047,50.000000000000014,True,471.99683422409,83,73,87.95180722891565,106,106,100.0,172,129,75.0,241,241,100.0,267,267,100.0,80,80,100.0,106,105,99.05660377358491,13,12,92.3076923076923,72,63,87.5,64,22,34.375
adaptive_t0_i200ms,interval,adaptive,6,0.0,0.0,200.0,adaptive_t0_i25ms,97.2345588515895,2.0,1.5,91.12945999323372,90.13377926421404,85.08933792743828,83.61204013377926,-6.040122065795444,-6.521739130434781,-3.8609458937714294,-2.959515639338079,-3.330108626551308,0.07641226080524177,77.53955037468776,87.73418504963905,83.42779702515725,81.98653198653199,97.11210077113167,3.3952749435946714,1.6615409022810326,1.6255081472472739,0.12245808045783235,598,9,18.0,31,0.3472222222222222,14fe4ea89287f0b91f16a47d5ab9988051a085fb8cafba63f0cd1288655940e2,201.1510960947665,2.739195467578436,12.136767651602623,6.285971752961453,0.33443615445290087,82.39426086961078,365.0706975227445,590,32,98.66220735785953,97.52066115702479,90.16949152542372,94.57627118644068,-4.406779661016946,91.17386140827932,94.88889026055865,-3.715028852279334,0.0,0.0,,0.0,112.39583333333333,114.25,5.0,5.0,22.479166666666668,5.0,9147.61278848901,9647.61278848901,1978.888657159121,3512,6602,3090,"[844,521,503,527,686,431]","[1488,687,889,835,2246,457]","[644,166,386,308,1560,26]",1560,5.388026056682849,-3.732974971742087,65,209.7682928244016,5.24420732061004,0.8740345534350067,38.33101506501016,0,40.000000000000014,128,199.55308290660196,4.988827072665049,50.00000000000001,True,791.9409553939477,82,74,90.2439024390244,106,106,100.0,169,118,69.8224852071006,241,241,100.0,266,266,100.0,81,81,100.0,106,106,100.0,12,11,91.66666666666666,72,58,80.55555555555556,61,17,27.86885245901639
baseline,baseline,baseline,10,0.0,0.0,0.0,baseline,98.86865465632174,2.0,1.5,95.52086225826145,95.03205128205127,89.22763569908375,88.14102564102564,-6.293226559177697,-6.891025641025635,0.0,0.0,0.0,0.0,0.0,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,0.0,0.0,0.0,0.0,624,8,19.0,33,0.390625,1008191b63c52fc62e3c7530e3ff591132f8fb1ba943826207e528ac0786a967,203.1279766422097,2.9990899497087495,12.252172387568116,6.347749270069053,0.3169573153018509,81.61817907611777,333.43448071542934,624,32,100.0,100.0,95.03205128205127,95.03205128205127,0.0,95.52086225826145,95.52086225826145,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8965.003882675088,9465.003882675088,1942.7850920719502,0,35,35,"[0,0,0,0,0,0,0,0,0,0]","[0,8,16,0,11,0,0,0,0,0]","[0,8,16,0,11,0,0,0,0,0]",16,1.3055709184580988,0.31115612272991644,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.0,128,199.55308290660196,4.988827072665049,,True,1012.2247532671317,85,85,100.0,109,109,100.0,183,152,83.06010928961749,247,247,100.0,272,272,100.0,84,84,100.0,113,113,100.0,12,12,100.0,78,78,100.0,65,34,52.307692307692314
layer_once_ttl_0ms,ttl,layer_once,10,0.0,0.0,0.0,layer_once_ttl_0ms,98.97279963755526,2.0,1.5,97.23437152638151,96.8,89.2156051571619,88.16000000000001,-8.018766369219605,-8.639999999999986,0.0,0.0,0.0,0.0,0.0,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7135092681200632,-0.012030541921845384,0.018974358974375605,0.10414498123351734,625,8,19.0,33,0.390625,1ff5e22dd11324312a897020da8e7005231c327e75f3bc44770156d8c24311ce,203.39993521016902,2.9990899497087495,12.252172387568116,6.356247975317782,0.3164996714978271,81.61817907611777,333.43448071542934,625,32,100.0,100.0,96.8,96.8,0.0,97.23437152638152,97.23437152638152,0.0,1243.5,1243.5,0.8041817450743868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970.718709516123,9470.718709516123,1899.7019264230112,0,1192,1192,"[0,0,0,0,0,0,0,0,0,0]","[103,109,122,74,143,113,118,138,151,121]","[103,109,122,74,143,113,118,138,151,121]",151,1.1430500976670643,0.06603098777637761,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.0,128,199.55308290660196,4.988827072665049,,True,2120.3592993610073,85,85,100.0,109,109,100.0,183,163,89.07103825136612,248,248,100.0,272,272,100.0,85,85,100.0,113,113,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
layer_once_ttl_0p25ms,ttl,layer_once,10,0.25,0.0,0.0,layer_once_ttl_0ms,98.97533219138272,2.0,1.5,97.09181141439205,96.63461538461539,89.3329470543951,88.30128205128204,-7.758864359996949,-8.333333333333343,-0.14256011198945373,0.11734189723320299,0.1412820512820332,0.0025325538274643122,23.130277442702052,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.5709491561306095,0.1053113553113576,0.1602564102564088,0.10667753506098165,624,8,19.0,33,0.390625,586e8421b9e8516ecfc7166ea3964cad212e0421814eedcccf275e0e62cf08a2,203.1617380512593,2.9990899497087495,12.252172387568116,6.348804314101853,0.3159640080121779,81.61817907611777,333.43448071542934,624,32,100.0,99.84,96.63461538461539,96.7948717948718,-0.1602564102564097,97.09181141439205,97.2220197477254,-0.13020833333333703,955.875,955.875,1.0461618935530272,23.083886541943272,0.0,0.0,0.0,0.0,0.0,0.0,8966.250723933412,9466.250723933412,1902.9182768689825,88,88,0,"[8,9,11,9,14,11,1,2,20,3]","[2,1,3,0,9,6,10,6,33,18]","[-6,-8,-8,-9,-5,-5,9,4,13,15]",15,1.1770386868473204,0.10875938401418983,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.0,128,199.55308290660196,4.988827072665049,,True,1942.2333077278454,85,85,100.0,109,109,100.0,182,161,88.46153846153845,248,248,100.0,272,272,100.0,85,85,100.0,113,113,100.0,12,12,100.0,77,77,100.0,65,44,67.6923076923077
layer_once_ttl_1ms,ttl,layer_once,10,1.0,0.0,0.0,layer_once_ttl_0ms,98.97754620618436,2.0,1.5,97.09181141439205,96.63461538461539,89.3329470543951,88.30128205128204,-7.758864359996949,-8.333333333333343,-0.14256011198945373,0.11734189723320299,0.1412820512820332,0.004746568629101944,54.252110977080825,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.5709491561306095,0.1053113553113576,0.1602564102564088,0.10889154986261929,624,8,19.0,33,0.390625,586e8421b9e8516ecfc7166ea3964cad212e0421814eedcccf275e0e62cf08a2,203.1617380512593,2.9990899497087495,12.252172387568116,6.348804314101853,0.3159640080121779,81.61817907611777,333.43448071542934,624,32,100.0,99.84,96.63461538461539,96.7948717948718,-0.1602564102564097,97.09181141439205,97.2220197477254,-0.13020833333333703,568.875,568.875,1.7578554163920017,54.21529175050301,0.0,0.0,0.0,0.0,0.0,0.0,8964.744837740267,9464.744837740267,1903.8993563196673,0,44,44,"[0,0,0,0,0,0,0,0,0,0]","[4,0,12,0,0,0,0,0,13,15]","[4,0,12,0,0,0,0,0,13,15]",15,1.1401473980304333,0.16036055988659648,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.0,128,199.55308290660196,4.988827072665049,,True,2060.941324881045,85,85,100.0,109,109,100.0,182,161,88.46153846153845,248,248,100.0,272,272,100.0,85,85,100.0,113,113,100.0,12,12,100.0,77,77,100.0,65,44,67.6923076923077
layer_once_ttl_2ms,ttl,layer_once,10,2.0,0.0,0.0,layer_once_ttl_0ms,98.98334000470686,2.0,1.5,97.22682744003308,96.7948717948718,89.34737013131819,88.30128205128204,-7.8794573087148905,-8.493589743589752,-0.007544086348431733,0.1317649741562832,0.1412820512820332,0.010540367151605778,70.6574185765983,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7059651817716315,0.1197344322344378,0.1602564102564088,0.11468534838512312,624,8,19.0,33,0.390625,72acc55d3cc5f72eb12cd49ff8ef81006cb4e82d63301bcf06c166bd6ba6f797,203.03899699398235,2.9990899497087495,12.252172387568116,6.3449686560619485,0.31787588074978795,81.61817907611777,333.43448071542934,623,32,99.83974358974359,99.68,96.78972712680579,96.78972712680579,0.0,97.2220197477254,97.2220197477254,0.0,364.875,364.875,2.7406646111682083,70.63084817386056,0.0,0.0,0.0,0.0,0.0,0.0,8964.586693167907,9464.586693167907,1909.8325089087593,415,242,-173,"[53,25,49,33,22,27,68,46,59,33]","[1,17,58,7,52,17,6,48,36,0]","[-52,-8,9,-26,30,-10,-62,2,-23,-33]",62,1.0259581151406016,0.16187818940177623,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.0,128,199.55308290660196,4.988827072665049,,True,2191.8340170308948,86,86,100.0,109,109,100.0,182,162,89.01098901098901,247,247,100.0,272,272,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,65,45,69.23076923076923
layer_once_ttl_5ms,ttl,layer_once,10,5.0,0.0,0.0,layer_once_ttl_0ms,98.97863728299626,2.0,1.5,97.2220197477254,96.78972712680579,89.3329470543951,88.28250401284109,-7.8890726933302915,-8.507223113964699,-0.012351778656110923,0.11734189723320299,0.12250401284107681,0.005837645441005179,85.69561720948936,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7011574894639523,0.1053113553113576,0.14147837181545242,0.10998262667452252,623,8,19.0,33,0.390625,43b51637d565f1e512e23982410886a3aae2b8b82a8f977558a84d027b65b8a6,202.8900187819186,2.9990899497087495,12.252172387568116,6.340313086934956,0.31770853595678156,81.61817907611777,333.43448071542934,623,32,100.0,99.68,96.78972712680579,96.78972712680579,0.0,97.2220197477254,97.2220197477254,0.0,177.875,177.875,5.621925509486999,85.69130216189039,0.0,0.0,0.0,0.0,0.0,0.0,8965.27481953156,9465.27481953156,1904.7873804441188,0,25,25,"[0,0,0,0,0,0,0,0,0,0]","[0,0,9,0,0,0,0,0,8,8]","[0,0,9,0,0,0,0,0,8,8]",9,1.1048899383409472,0.11126736063757914,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.0,128,199.55308290660196,4.988827072665049,,True,2026.929384579882,85,85,100.0,109,109,100.0,182,162,89.01098901098901,247,247,100.0,272,272,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,65,45,69.23076923076923
adaptive_t0_i25ms,threshold_interval,adaptive,10,0.0,0.0,25.0,adaptive_t0_i25ms,98.9854976102159,2.0,1.5,97.22415910808087,96.8,89.24259511981364,88.16000000000001,-7.981563988267226,-8.639999999999986,0.0,0.0,0.0,0.0,0.0,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7032968498194236,0.014959420729894646,0.018974358974375605,0.11684295389416377,625,8,19.0,33,0.390625,91bbf61f487e89bc658a7144b8c3637bd23b5aaeef97113c9a6e7aca0d71d475,202.99302978400192,2.9990899497087495,12.252172387568116,6.34353218075006,0.3188203706422021,81.61817907611777,333.43448071542934,625,32,100.0,100.0,96.8,96.8,0.0,97.22415910808087,97.22415910808087,0.0,0.0,0.0,,0.0,123.1,123.125,37.75,37.75,3.2609271523178807,39.5,8973.793965695919,9473.793965695919,1898.3330561825278,0,1072,1072,"[0,0,0,0,0,0,0,0,0,0]","[101,108,129,122,106,85,117,103,103,98]","[101,108,129,122,106,85,117,103,103,98]",129,0.9776103465190533,0.11044555239105858,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.000000000000014,128,199.55308290660196,4.988827072665049,50.000000000000014,True,830.0752847578842,85,85,100.0,110,110,100.0,183,163,89.07103825136612,247,247,100.0,273,273,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p005_i25ms,threshold,adaptive,10,0.0,0.005,25.0,adaptive_t0_i25ms,98.98514715895061,2.0,1.5,97.22415910808087,96.8,89.24259511981364,88.16000000000001,-7.981563988267226,-8.639999999999986,0.0,0.0,0.0,-0.00035045126529098525,2.0511779041429645,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7032968498194236,0.014959420729894646,0.018974358974375605,0.11649250262887278,625,8,19.0,33,0.390625,91bbf61f487e89bc658a7144b8c3637bd23b5aaeef97113c9a6e7aca0d71d475,202.99302978400192,2.9990899497087495,12.252172387568116,6.34353218075006,0.3188203706422021,81.61817907611777,333.43448071542934,625,32,100.0,100.0,96.8,96.8,0.0,97.22415910808087,97.22415910808087,0.0,0.0,0.0,,0.0,120.575,121.375,37.625,37.625,3.2046511627906975,39.375,8974.307370578535,9474.307370578535,1897.84681927961,155,182,27,"[26,0,3,0,0,21,34,13,33,25]","[21,15,44,35,11,13,17,10,7,9]","[-5,15,41,35,11,-8,-17,-3,-26,-16]",41,0.9838130204749995,0.10402657505300672,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.000000000000014,128,199.55308290660196,4.988827072665049,50.00000000000001,True,802.4333873591386,85,85,100.0,110,110,100.0,183,163,89.07103825136612,247,247,100.0,273,273,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p01_i25ms,threshold,adaptive,10,0.0,0.01,25.0,adaptive_t0_i25ms,98.98539670189341,2.0,1.5,97.22415910808087,96.8,89.24259511981364,88.16000000000001,-7.981563988267226,-8.639999999999986,0.0,0.0,0.0,-0.00010090832249431969,6.356620633631183,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7032968498194236,0.014959420729894646,0.018974358974375605,0.11674204557166945,625,8,19.0,33,0.390625,91bbf61f487e89bc658a7144b8c3637bd23b5aaeef97113c9a6e7aca0d71d475,202.99302978400192,2.9990899497087495,12.252172387568116,6.34353218075006,0.3188203706422021,81.61817907611777,333.43448071542934,625,32,100.0,100.0,96.8,96.8,0.0,97.22415910808087,97.22415910808087,0.0,0.0,0.0,,0.0,115.275,115.625,37.725,37.75,3.055666003976143,39.375,8974.257614249971,9474.257614249971,1897.8727917120486,316,1112,796,"[44,15,39,23,12,17,58,36,49,23]","[121,109,147,79,72,111,150,88,133,102]","[77,94,108,56,60,94,92,52,84,79]",108,0.9837058445581248,0.10851129304266793,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.00000000000001,128,199.55308290660196,4.988827072665049,50.00000000000001,True,901.2393752159551,85,85,100.0,110,110,100.0,183,163,89.07103825136612,247,247,100.0,273,273,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p02_i25ms,threshold,adaptive,10,0.0,0.02,25.0,adaptive_t0_i25ms,98.9847797638497,2.0,1.5,97.22415910808087,96.8,89.24259511981364,88.16000000000001,-7.981563988267226,-8.639999999999986,0.0,0.0,0.0,-0.0007178463662000922,6.7323314378553984,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7032968498194236,0.014959420729894646,0.018974358974375605,0.11612510752796368,625,8,19.0,33,0.390625,91bbf61f487e89bc658a7144b8c3637bd23b5aaeef97113c9a6e7aca0d71d475,202.99302978400192,2.9990899497087495,12.252172387568116,6.34353218075006,0.3188203706422021,81.61817907611777,333.43448071542934,625,32,100.0,100.0,96.8,96.8,0.0,97.22415910808087,97.22415910808087,0.0,0.0,0.0,,0.0,114.8125,115.125,37.475,37.5,3.063709139426284,39.375,8974.410148492,9474.410148492,1897.767428485542,42,161,119,"[7,0,2,0,0,0,21,0,12,0]","[22,10,38,29,14,17,16,4,8,3]","[15,10,36,29,14,17,-5,4,-4,3]",36,0.9804433025554893,0.09887736407223624,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.00000000000001,128,199.55308290660196,4.988827072665049,50.00000000000001,True,865.5550044190604,85,85,100.0,110,110,100.0,183,163,89.07103825136612,247,247,100.0,273,273,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p05_i25ms,threshold,adaptive,10,0.0,0.05,25.0,adaptive_t0_i25ms,98.98514637081145,2.0,1.5,97.22415910808087,96.8,89.24259511981364,88.16000000000001,-7.981563988267226,-8.639999999999986,0.0,0.0,0.0,-0.0003512394044520306,6.833874898456537,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7032968498194236,0.014959420729894646,0.018974358974375605,0.11649171448971174,625,8,19.0,33,0.390625,91bbf61f487e89bc658a7144b8c3637bd23b5aaeef97113c9a6e7aca0d71d475,202.99302978400192,2.9990899497087495,12.252172387568116,6.34353218075006,0.3188203706422021,81.61817907611777,333.43448071542934,625,32,100.0,100.0,96.8,96.8,0.0,97.22415910808087,97.22415910808087,0.0,0.0,0.0,,0.0,114.6875,117.875,37.4375,37.5,3.0634390651085144,39.5,8974.073193974269,9474.073193974269,1898.0733934747986,276,663,387,"[44,0,21,0,0,38,51,30,50,42]","[52,76,102,63,61,52,74,64,50,69]","[8,76,81,63,61,14,23,34,0,27]",81,0.979758732638436,0.10514081437267286,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.00000000000001,128,199.55308290660196,4.988827072665049,50.000000000000014,True,818.5105638469104,85,85,100.0,110,110,100.0,183,163,89.07103825136612,247,247,100.0,273,273,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0_i50ms,interval,adaptive,10,0.0,0.0,50.0,adaptive_t0_i25ms,98.98199418770147,2.0,1.5,97.22415910808087,96.80511182108627,89.07919642700318,88.01916932907349,-8.144962681077686,-8.78594249201278,0.0,-0.1633986928104605,-0.14083067092651902,-0.003503422514427257,14.612103980503655,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.7032968498194236,-0.14843927208056584,-0.12185631195214341,0.11333953137973651,626,8,19.0,33,0.390625,67ba1b287d411a7c4f7948e20331680334e763537800e0f21f2c0c9d5c92c265,203.40556565415565,2.9990899497087495,12.252172387568116,6.356423926692364,0.31853120887237957,81.61817907611777,333.43448071542934,625,32,99.84025559105432,100.0,96.8,96.8,0.0,97.22415910808087,97.22415910808087,0.0,0.0,0.0,,0.0,105.1125,105.25,19.875,19.875,5.288679245283019,20.0,8973.786129340904,9473.786129340904,1900.1133363024965,2486,1531,-955,"[257,227,241,213,238,254,267,252,294,243]","[131,151,156,164,156,136,139,157,156,185]","[-126,-76,-85,-49,-82,-118,-128,-95,-138,-58]",138,1.0189821462435966,0.05241549563200776,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.000000000000014,128,199.55308290660196,4.988827072665049,50.000000000000014,True,757.7075323830359,85,85,100.0,110,110,100.0,184,164,89.13043478260869,247,247,100.0,273,273,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,67,47,70.1492537313433
