npu_id,request_id,layer,io_release_time_ms,io_ready_time_ms,io_duration_ms,comparison_deadline_ms,read_exceeds_compute_window,overrun_ms,previous_compute_end_ms,compute_start_time_ms,compute_end_time_ms,compute_duration_ms,actual_io_barrier_wait_ms
26,26,0,0.0,4.766806469726562,4.766806469726562,5.044309980560046,False,0.0,0.0,4.766806469726562,9.811116450286608,5.044309980560046,4.766806469726562
26,26,1,4.766806469726562,6.756228857421875,1.9894223876953125,9.811116450286608,False,0.0,9.811116450286608,9.811116450286608,14.855426430846654,5.044309980560046,0.0
26,26,2,9.811116450286608,11.779018769622546,1.9679023193359377,14.855426430846654,False,0.0,14.855426430846654,14.855426430846654,19.8997364114067,5.044309980560046,0.0
27,27,0,0.0,4.778894970703125,4.778894970703125,5.044309980560046,False,0.0,0.0,4.778894970703125,9.823204951263172,5.044309980560046,4.778894970703125
27,27,1,4.778894970703125,6.901716235351563,2.1228212646484375,9.823204951263172,False,0.0,9.823204951263172,9.823204951263172,14.867514931823218,5.044309980560046,0.0
27,27,2,9.823204951263172,11.926623847747546,2.1034188964843743,14.867514931823218,False,0.0,14.867514931823218,14.867514931823218,19.911824912383263,5.044309980560046,0.0
28,28,0,0.0,4.7452256347656245,4.7452256347656245,5.044309980560046,False,0.0,0.0,4.7452256347656245,9.78953561532567,5.044309980560046,4.7452256347656245
28,28,1,4.7452256347656245,6.438459399414063,1.6932337646484381,9.78953561532567,False,0.0,9.78953561532567,9.78953561532567,14.833845595885716,5.044309980560046,0.0
28,28,2,9.78953561532567,11.467663178802233,1.6781275634765631,14.833845595885716,False,0.0,14.833845595885716,14.833845595885716,19.878155576445764,5.044309980560046,0.0
29,29,0,0.0,5.064734326171875,5.064734326171875,5.044309980560046,True,0.020424345611829153,0.0,5.064734326171875,10.10904430673192,5.044309980560046,5.064734326171875
29,29,1,5.064734326171875,9.785422192382812,4.7206878662109375,10.10904430673192,False,0.0,10.10904430673192,10.10904430673192,15.153354287291966,5.044309980560046,0.0
29,29,2,10.10904430673192,14.783057080078125,4.674012773346204,15.153354287291966,False,0.0,15.153354287291966,15.153354287291966,20.197664267852012,5.044309980560046,0.0
30,30,0,0.0,5.077322827148437,5.077322827148437,5.044309980560046,True,0.03301284658839165,0.0,5.077322827148437,10.121632807708483,5.044309980560046,5.077322827148437
30,30,1,5.077322827148437,10.083350048828125,5.0060272216796875,10.121632807708483,False,0.0,10.121632807708483,10.121632807708483,15.165942788268529,5.044309980560046,0.0
30,30,2,10.121632807708483,15.026434765625,4.904801957916517,15.165942788268529,False,0.0,15.165942788268529,15.165942788268529,20.210252768828575,5.044309980560046,0.0
31,31,0,0.0,4.880102978515625,4.880102978515625,5.044309980560046,False,0.0,0.0,4.880102978515625,9.92441295907567,5.044309980560046,4.880102978515625
31,31,1,4.880102978515625,8.115347729492187,3.2352447509765625,9.92441295907567,False,0.0,9.92441295907567,9.92441295907567,14.968722939635716,5.044309980560046,0.0
31,31,2,9.92441295907567,13.192709790039062,3.2682968309633917,14.968722939635716,False,0.0,14.968722939635716,14.968722939635716,20.013032920195762,5.044309980560046,0.0
