npu,request_id,next_request_id,role,compute_layer,read_layer,start_ms,end_ms,D_ms,C_ms,deadline_ms,clipped_start_ms,clipped_end_ms,window_ms,actual_window_compute_ms,group,same_request,complete_cycle,V_GiB,B_GiB_s,mean_b_GiB_s,r
0,7,7,B,2,3,1991.467213200428,2020.0600551963087,28.59284199588069,28.59284199588069,2020.0600551963087,2000.0,2020.0600551963087,20.060055196308667,20.060055196308667,gray,True,False,0.03759765625,1.3149324665039108,,
0,7,7,B,3,4,2020.0600551963087,2048.6528971921894,28.59284199588069,28.59284199588069,2048.6528971921894,2020.0600551963087,2048.6528971921894,28.59284199588069,28.59284199588069,B,True,True,0.03759765625,1.3149324665039108,1.3149324665039108,1.0
0,7,7,B,4,5,2048.6528971921894,2077.2457391880703,28.592841995880917,28.592841995880917,2077.2457391880703,2048.6528971921894,2077.2457391880703,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,7,7,B,5,6,2077.2457391880703,2105.838581183951,28.592841995880917,28.592841995880917,2105.838581183951,2077.2457391880703,2105.838581183951,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,7,7,B,6,7,2105.838581183951,2134.431423179832,28.592841995880917,28.592841995880917,2134.431423179832,2105.838581183951,2134.431423179832,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,7,7,B,7,8,2134.431423179832,2163.024265175713,28.592841995880917,28.592841995880917,2163.024265175713,2134.431423179832,2163.024265175713,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,7,8,B,8,1,2163.024265175713,2191.617107171594,28.592841995880917,28.592841995880917,2191.617107171594,2163.024265175713,2191.617107171594,28.592841995880917,28.592841995880917,gray,False,True,0.03759765625,1.3149324665039004,,
0,8,8,B,1,2,2191.617107171594,2220.209949167475,28.592841995880917,28.592841995880917,2220.209949167475,2191.617107171594,2220.209949167475,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,8,8,B,2,3,2220.209949167475,2248.802791163356,28.592841995880917,28.592841995880917,2248.802791163356,2220.209949167475,2248.802791163356,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,8,8,B,3,4,2248.802791163356,2277.3956331592367,28.592841995880917,28.592841995880917,2277.3956331592367,2248.802791163356,2277.3956331592367,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
