stage,label,num_ssu,seed,order,start_ms,end_ms,U_percent,A_U_percent,B_U_percent,A_stall_card_ms,B_L0_stall_card_ms,B_internal_stall_card_ms,all_active,mixed_cards,strict_underload,nominal_peak_per_disk_gib_s,any_disk_over_ms,K_A_mean,K_A_peak
screen,ssu3_ordered_k1_sync_seed7,3,7,ordered,0.0,9586.613071298358,63.29796276060435,15.007737345012647,95.8559768992628,104802.38785719084,7594.71535635739,0.0,False,32,False,303.7617851814514,4131.9570926928345,12.862535539650883,32
screen,ssu3_ordered_k1_sync_seed7,3,7,ordered,2000.0,4000.0,71.00894540379132,15.139286167590072,97.09863250819839,17288.489048847317,1265.7858927262423,0.0,True,32,False,303.7617851814514,683.7902565858849,10.18639148086244,32
screen,ssu3_ordered_k1_sync_seed7,3,7,ordered,2000.0,6000.0,63.76118175473939,15.139286167590678,95.89393395078568,43221.22262211801,3164.464731815562,0.0,True,32,False,303.7617851814514,1709.4756414647131,12.732989351078057,32
screen,ssu3_ordered_k1_sync_seed7,3,7,ordered,4000.0,6000.0,56.51341810568748,15.139286167591083,94.32227282837385,25932.733573270692,1898.6788390893198,0.0,True,32,False,303.7617851814514,1025.6853848788282,15.279587221293674,32
screen,ssu3_ordered_k1_sync_seed7,3,7,ordered,6000.0,8000.0,70.7299995304158,15.671793954315088,97.07581995924802,17467.014407807677,1265.7858927262132,0.0,True,32,False,303.7617851814514,698.6936005594362,10.35656705322588,32
screen,ssu3_ordered_k4_split_seed7,3,7,ordered,0.0,9437.957859533024,64.29495513952108,15.065695125866583,98.69713603958826,104328.02097582098,2051.6793014916707,267.33299573880686,False,32,False,303.7617851814514,4620.706733198767,13.014868924109058,32
screen,ssu3_ordered_k4_split_seed7,3,7,ordered,2000.0,4000.0,69.09696859867783,14.865241234685696,100.0,19777.94009684618,0.0,0.0,True,32,False,303.7617851814514,847.7896643876506,11.615666963576416,32
screen,ssu3_ordered_k4_split_seed7,3,7,ordered,2000.0,6000.0,72.2662907470679,15.051800388575913,99.21240796205302,34813.80409087655,631.0113850838097,54.33236779271829,True,32,False,303.7617851814514,1529.7172649614272,10.245597979157962,32
screen,ssu3_ordered_k4_split_seed7,3,7,ordered,4000.0,6000.0,75.43561289545798,15.295955863914877,98.518141771285,15035.863994030367,631.0113850838097,54.33236779271829,True,32,False,303.7617851814514,681.9276005737765,8.875528994739506,32
screen,ssu3_ordered_k4_split_seed7,3,7,ordered,6000.0,8000.0,45.67838849180741,15.386330848098511,96.47379198956992,33922.7626505532,630.068086743966,213.00062794608857,True,32,False,303.7617851814514,1545.317934716095,20.045675238154395,32
