label,family,seed,manifest,manifest_sha256,input_fingerprint,request_count,profile_count_per_npu,short_profile_count_per_npu,short_compute_share,short_request_share,hottest_ssu_rho,largest_link_rho,mean_capacity_feasible,minimum_ideal_compute_ms_per_npu,unique_full_lane_orders,required_short_category,independent_audit_passed
raw_strict_ss_rho095_seed7,raw,7,results/baseline_npu32_investigation/mixed_strict_ss/inputs/raw_strict_ss_rho095_seed7.json.gz,43997f7a8712812961d4635f9c453d84642c79d902408ded21b65f88e21d6b72,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2976,5,3,0.17704988205223507,0.8709677419354839,0.9518998471616961,0.1903799694323393,True,6948.737278241639,32,SS,True
raw_strict_ss_rho095_seed123,raw,123,results/baseline_npu32_investigation/mixed_strict_ss/inputs/raw_strict_ss_rho095_seed123.json.gz,6a7081b267e979de7150a4f3647be5a8a4d09663cd2c06ea7f97ee5be20fef99,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2976,5,3,0.17704988205223507,0.8709677419354839,0.9518998471616957,0.1903799694323393,True,6948.7372782416405,32,SS,True
