label,family,seed,strategy,policy_strategy,assignment,input_fingerprint,window_start_ms,window_end_ms,seq_len_k,nql,compute_ms,active_ms,fleet_time_compute_share,fleet_time_active_share,profile_active_compute_fraction,all_active
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,32,128,942.2476990854868,1231.4654174355187,0.029445240596421462,0.03848329429485996,0.7651434508389874,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,48,256,2215.282932789706,2367.1328939167015,0.06922759164967832,0.07397290293489692,0.935850681845014,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,64,128,1610.6061283131976,2105.213129153675,0.050331441509787425,0.06578791028605234,0.7650560914754906,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,192,1024,3261.0666198922117,3288.0322975813856,0.10190833187163162,0.1027510092994183,0.9917988403857805,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,192,2048,22853.3139032002,23008.15626191273,0.7141660594750062,0.7190048831847727,0.993270110088358,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,32,128,1096.9273509819648,1592.880184109767,0.0342789797181864,0.04977750575343022,0.6886439808371515,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,48,256,2491.923014102469,2757.2462793003833,0.07787259419070217,0.08616394622813697,0.9037723734764684,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,64,128,2042.8325635443068,2928.1905820269567,0.0638385176107596,0.0915059556883424,0.6976433078103181,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,192,1024,3198.906357183713,3253.4531194073056,0.09996582366199104,0.1016704099814783,0.9832341944937786,True
raw_strict_ss_rho095_seed7,raw,7,baseline,baseline,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,192,2048,21324.467213998614,21468.2298351556,0.6663896004374567,0.6708821823486124,0.9933034711170474,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,32,128,949.3026179154042,1153.1204231923114,0.02966570680985638,0.03603501322475973,0.8232467301960921,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,48,256,2213.8053353587143,2267.5646419960835,0.06918141672995982,0.07086139506237761,0.9762920511099317,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,64,128,1657.323957844696,1821.1788685401655,0.05179137368264675,0.05691183964188017,0.9100281067796413,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,192,1024,3302.685221293635,3364.2694886793624,0.1032089131654261,0.10513342152123008,0.9816946093073233,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,192,2048,23238.13427238937,23393.86657759207,0.7261916960121678,0.7310583305497522,0.9933430284093407,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,32,128,1145.9413008310069,1646.8669024582896,0.035810665650968965,0.05146459070182155,0.6958311561914642,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,48,256,2580.852960559971,2812.5479304970463,0.0806516550174991,0.0878921228280327,0.9176209701442745,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,64,128,2034.9019661220846,2528.6583222378317,0.06359068644131514,0.07902057256993224,0.8047358348996796,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,192,1024,3191.15207776127,3293.9770891616026,0.09972350243003969,0.10293678403630008,0.9687839324266508,True
raw_strict_ss_rho095_seed7,raw,7,once,once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,192,2048,21506.60109680478,21717.949755645226,0.6720812842751495,0.6786859298639133,0.9902684801641781,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,32,128,951.8449748033091,1067.539140849282,0.02974515546260341,0.033360598151540063,0.8916253637745477,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,48,256,2317.5309268792744,2327.1571853998767,0.07242284146497732,0.07272366204374614,0.9958635116781129,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,64,128,1639.9600429317572,1699.0589462646196,0.05124875134161742,0.05309559207076937,0.9652166845283436,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,192,1024,3271.8556929615693,3445.490576257013,0.10224549040504904,0.10767158050803165,0.9496051782895686,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,1000,2000,192,2048,23122.390449580023,23460.75415122922,0.7225747015493758,0.7331485672259132,0.9855774584453643,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,32,128,1088.7507086474134,1331.631274273424,0.034023459645231666,0.0416134773210445,0.8176067427084625,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,48,256,2470.2118009878714,2494.1159774322823,0.07719411878087098,0.07794112429475883,0.9904157718964535,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,64,128,2045.1130200813295,2256.701781088463,0.06390978187754155,0.07052193065901448,0.9062398218584827,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,192,1024,3217.217695640289,3731.30956877473,0.10053805298875904,0.11660342402421031,0.8622221330986333,True
raw_strict_ss_rho095_seed7,raw,7,new_once,new_once,fixed,a996716d5cabcf348b80efbd2187876e4c93c38ccff60c62949724cf6009f8f0,2000,3000,192,2048,21420.272810863637,22186.241398431102,0.6693835253394886,0.693320043700972,0.9654755136838261,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,32,128,1223.9689713126709,1640.063242969199,0.038249030353520966,0.05125197634278747,0.746293764316537,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,48,256,2181.7544040033254,2317.611069850388,0.06817982512510391,0.07242534593282463,0.9413807313856881,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,64,128,1592.9594807913609,2223.18231529842,0.04977998377473003,0.06947444735307562,0.7165221987552274,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,192,1024,3513.4823322913053,3550.7479438087867,0.10979632288410329,0.11096087324402458,0.989504855848059,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,192,2048,22136.105829914435,22268.395428073196,0.6917533071848261,0.6958873571272873,0.9940593116111102,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,32,128,848.1786904187904,1036.2316973093896,0.026505584075587202,0.03238224054091842,0.8185222403648864,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,48,256,2109.093390364923,2172.1076548877554,0.06590916844890383,0.06787836421524236,0.9709893455874364,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,64,128,1382.5500639103714,1686.034322934321,0.043204689497199106,0.05268857259169753,0.8200011382355639,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,192,1024,2696.07767428148,2734.637579172034,0.08425242732129626,0.08545742434912605,0.9858994459871978,True
raw_strict_ss_rho095_seed123,raw,123,baseline,baseline,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,192,2048,24239.303870353073,24370.988745696497,0.7574782459485335,0.7615933983030155,0.9945966543779773,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,32,128,1190.3031858732847,1526.3056194896953,0.037196974558540145,0.04769705060905298,0.7798590077072837,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,48,256,2188.1012844677603,2277.260524066156,0.0683781651396175,0.07116439137706737,0.9608480282970884,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,64,128,1611.2922470826811,1830.7578004906304,0.050352882721333786,0.0572111812653322,0.880123108939296,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,192,1024,3482.904519494029,3518.20235993793,0.10884076623418841,0.1099438237480603,0.9899670806756767,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,192,2048,22676.099510654905,22847.47369601558,0.7086281097079657,0.7139835530004869,0.992499206361246,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,32,128,867.02710576143,1031.1046048981723,0.027094597055044686,0.03222201890306788,0.84087211097952,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,48,256,2191.1051521314744,2284.833213313904,0.06847203600410857,0.07140103791605949,0.9589781605780813,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,64,128,1398.5121927965997,1562.608658508583,0.04370350602489374,0.04883152057839322,0.8949855647999522,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,192,1024,2922.5223344084143,2961.7672045094446,0.09132882295026294,0.09255522514092014,0.9867495088603595,True
raw_strict_ss_rho095_seed123,raw,123,once,once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,192,2048,24015.561655051806,24159.68631876989,0.7504863017203689,0.754990197461559,0.9940344977241649,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,32,128,1221.1124457693372,1438.234990529816,0.03815976393029179,0.04494484345405675,0.8490354175846498,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,48,256,2224.2513055692016,2239.2465791226346,0.06950785329903755,0.06997645559758232,0.9933034290670623,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,64,128,1592.5203080810227,1708.8565120610047,0.04976625962753196,0.053401766001906395,0.9319216077190284,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,192,1024,3522.2927252095974,3637.8452206798356,0.11007164766279992,0.11368266314624487,0.9682360055305915,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,1000,2000,192,2048,22391.73028044919,22975.816697606704,0.6997415712640371,0.7179942718002095,0.9745782086946072,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,32,128,858.7809240490253,891.8098169842062,0.02683690387653204,0.027869056780756445,0.9629641967310101,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,48,256,2218.5885141635204,2229.703727176418,0.06933089106761,0.06967824147426306,0.9950149372414723,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,64,128,1394.7036630747236,1446.9898277015873,0.04358448947108511,0.045218432115674605,0.9638655617158585,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,192,1024,2855.660725377937,2896.700548149106,0.08923939766806054,0.09052189212965957,0.9858322176942342,True
raw_strict_ss_rho095_seed123,raw,123,new_once,new_once,fixed,366bb03e8b6c4f34099e926377e68dee6d9bceedda1c218ba70722c59ef1a2c8,2000,3000,192,2048,24381.005353753964,24534.796079988686,0.7619064173048113,0.7667123774996465,0.9937317299995757,True
