order,strategy,start_ms,end_ms,npu,U_percent,compute_ms,active_ms,computed_roles
random,once,2000.0,4000.0,5,99.29328564867441,1985.8657129734884,2000.0,"A,B"
random,once,2000.0,4000.0,6,100.0,2000.0,2000.0,"A,B"
random,once,2000.0,4000.0,7,99.13421420857804,1982.684284171561,2000.0,"A,B"
random,once,2000.0,4000.0,8,99.80809812636839,1996.161962527368,2000.0,"A,B"
random,once,2000.0,4000.0,9,98.92583517333972,1978.5167034667943,2000.0,"A,B"
random,once,2000.0,4000.0,10,97.44502710012304,1948.900542002461,2000.0,"A,B"
random,once,2000.0,4000.0,11,99.42006094700676,1988.401218940135,2000.0,"A,B"
random,once,2000.0,4000.0,12,99.75929341800679,1995.1858683601358,2000.0,"A,B"
random,once,2000.0,4000.0,13,99.7605129317233,1995.2102586344658,2000.0,"A,B"
random,once,2000.0,4000.0,14,99.25839850618989,1985.1679701237977,2000.0,"A,B"
random,once,2000.0,4000.0,15,99.94431095751219,1998.886219150244,2000.0,"A,B"
random,once,2000.0,4000.0,16,99.15762518099372,1983.1525036198746,2000.0,"A,B"
random,once,2000.0,4000.0,17,99.16768291566595,1983.353658313319,2000.0,"A,B"
random,once,2000.0,4000.0,18,98.54920229795188,1970.9840459590378,2000.0,"A,B"
random,once,2000.0,4000.0,19,99.70012280465683,1994.0024560931365,2000.0,"A,B"
random,once,2000.0,4000.0,20,99.49499774025598,1989.8999548051197,2000.0,"A,B"
random,once,2000.0,4000.0,21,98.62921465742484,1972.5842931484967,2000.0,"A,B"
random,once,2000.0,4000.0,22,99.52513242864381,1990.5026485728763,2000.0,"A,B"
random,once,2000.0,4000.0,23,99.61746397028121,1992.3492794056242,2000.0,"A,B"
random,once,2000.0,4000.0,24,98.60713226503273,1972.1426453006547,2000.0,"A,B"
random,once,2000.0,4000.0,25,98.98469374267341,1979.693874853468,2000.0,"A,B"
random,once,2000.0,4000.0,26,98.56492085556246,1971.2984171112494,2000.0,"A,B"
random,once,2000.0,4000.0,27,99.77459600267832,1995.4919200535664,2000.0,"A,B"
random,once,2000.0,4000.0,28,100.0,2000.0,2000.0,"A,B"
random,once,2000.0,4000.0,29,99.31784369717793,1986.3568739435586,2000.0,"A,B"
random,once,2000.0,4000.0,30,100.0,2000.0,2000.0,"A,B"
random,once,2000.0,4000.0,31,98.72432678766394,1974.486535753279,2000.0,"A,B"
