label,mode,strategy,seed,start_ms,end_ms,width_ms,U_percent,stall_percent,idle_percent,processing_only_U_percent,compute_npu_ms,stall_npu_ms,idle_npu_ms,all_32_active,cards_with_exhaustion,warm_mixed_cards,mean_long_cards,mean_short_cards,min_card_role_compute_ms,first_card_done_ms,last_card_done_ms,admission_slo_count,admission_slo_passed
raw176_three_l20_fixed_seed101,fixed,baseline,101,2000,5000,3000,91.31845449770374,8.681545502296272,0.0,91.31845449770374,87665.71631779558,8334.283682204421,0.0,True,0,0,19.999999999999996,11.999999999999998,0.0,5300.856445286026,6546.351245707869,591,538
raw176_three_l20_fixed_seed101,fixed,baseline,101,2000,6000,4000,81.97628232733207,7.099898620988579,10.923819051679356,92.02940837224743,104929.64137898505,9087.87023486538,13982.488386149576,False,20,0,16.5043779034626,12.000000000000004,0.0,5300.856445286026,6546.351245707869,750,695
raw176_three_l20_fixed_seed101,fixed,baseline,101,2000,8000,6000,57.755394096719655,4.733265747325719,37.51134015595462,92.4254004500358,110890.35666570174,9087.87023486538,72021.77309943287,False,32,0,11.002918602308402,8.993452547786116,0.0,5300.856445286026,6546.351245707869,817,762
raw176_three_l20_fixed_seed101,fixed,baseline,101,2000,4350,2350,91.22746940303126,8.772530596968712,0.0,91.22746940303126,68603.05699107952,6596.943008920472,0.0,True,0,0,19.999999999999996,11.999999999999996,0.0,5300.856445286026,6546.351245707869,476,429
raw176_three_l20_fixed_seed101,fixed,once,101,0,4000,4000,99.41176059829904,0.5882394017009803,0.0,99.41176059829904,127247.05356582276,752.9464341772549,0.0,True,0,0,19.999999999999993,12.000000000000165,0.0,5255.37542879287,5310.331090354386,929,929
raw176_three_l20_fixed_seed101,fixed,once,101,1000,4000,3000,99.99907284578124,0.0009271542187481904,0.0,99.99907284578124,95999.10993194999,0.8900680499982627,0.0,True,0,0,19.99999999999999,12.000000000000036,0.0,5255.37542879287,5310.331090354386,695,695
raw176_three_l20_fixed_seed101,fixed,once,101,2000,4000,2000,99.99860926867187,0.0013907313281222855,0.0,99.99860926867187,63999.10993195,0.8900680499982627,0.0,True,0,0,19.999999999999986,11.999999999999996,0.0,5255.37542879287,5310.331090354386,462,462
raw176_three_l20_fixed_seed101,fixed,once,101,2000,4250,2250,99.998763794375,0.001236205624997587,0.0,99.998763794375,71999.10993194999,0.8900680499982627,0.0,True,0,0,19.999999999999986,11.999999999999998,0.0,5255.37542879287,5310.331090354386,521,521
raw176_three_l20_fixed_seed101,fixed,once,101,2000,4500,2500,99.99888741493749,0.0011125850624978284,0.0,99.99888741493749,79999.10993194999,0.8900680499982627,0.0,True,0,0,19.99999999999999,12.0,0.0,5255.37542879287,5310.331090354386,578,578
raw176_three_l20_fixed_seed101,fixed,once,101,2000,5000,3000,99.99857931917242,0.001420680827571156,0.0,99.99857931917242,95998.63614640552,1.36385359446831,0.0,True,0,0,19.99999999999999,11.999999999999995,0.0,5255.37542879287,5310.331090354386,693,693
