label,group,seed,strategy,start_ms,end_ms,device_U_percent,occupied_percent,tail_idle_percent,exposed_stall_percent,occupied_compute_fraction_percent,all_32_active,compute_ms,occupied_ms,tail_idle_ms,l0_stall_ms,l1_7_stall_ms
raw176_extendedhot_ordered_seed101,ordered,101,once,1000,4000,99.49024686481324,100.0,0.0,0.5097531351867552,99.49024686481324,True,95510.63699022072,96000.0,0.0,180.4829157240424,308.8800940552426
raw176_extendedhot_ordered_seed101,ordered,101,once,0,4000,98.99471897668123,100.0,0.0,1.005281023318775,98.99471897668123,True,126713.24029015197,128000.0,0.0,910.3300799086127,376.42962993941927
raw176_extendedhot_ordered_seed101,ordered,101,once,2000,4250,99.30859852332354,100.0,0.0,0.6914014766764638,99.30859852332354,True,71502.19093679295,72000.0,0.0,180.4829157240424,317.3261474830115
raw176_extendedhot_ordered_seed101,ordered,101,once,2000,5000,91.00307735380336,91.5310958809748,8.468904119025195,0.528018527171433,99.42312661933157,False,87362.95425965123,87869.85204573581,8130.147954264187,180.4829157240424,326.4148703605333
raw176_extendedhot_ordered_seed101,ordered,101,once,2000,6000,77.62730801535253,78.0233219107311,21.976678089268894,0.3960138953785748,99.4924416370894,False,99362.95425965123,99869.85204573581,28130.147954264186,180.4829157240424,326.4148703605333
raw176_extendedhot_ordered_seed101,ordered,101,once,2000,8000,54.86936751655093,55.13337678013665,44.86662321986335,0.2640092635857165,99.52114439745175,False,105349.1856317778,105856.08341786238,86143.91658213762,180.4829157240424,326.4148703605333
raw176_extendedhot_random_seed7,random,7,baseline,2000,4000,99.98249996871098,100.0,0.0,0.017500031289011276,99.98249996871098,True,63988.79997997503,64000.0,0.0,9.125598609725785,2.0744214152414315
raw176_extendedhot_random_seed7,random,7,baseline,1000,4000,99.96837140289354,100.0,0.0,0.031628597106453306,99.96837140289354,True,95969.63654677781,96000.0,0.0,18.462306859136106,11.90114636305907
raw176_extendedhot_random_seed7,random,7,baseline,0,4000,99.36749821951348,100.0,0.0,0.6325017804865118,99.36749821951348,True,127190.39772097726,128000.0,0.0,456.6357449088929,352.9665341138423
raw176_extendedhot_random_seed7,random,7,baseline,2000,4250,99.97321191556195,100.0,0.0,0.02678808443804744,99.97321191556195,True,71980.7125792046,72000.0,0.0,11.64176883838718,7.645651957006976
