label,spec_name,seed,mode,strategy,request_count,long_cards,short_cards,profile_keys,device_utilization_percent,warm_slo_percent,warm_admissions,warm_slo_passed,completion_after_window_count,all_npus_active,warm_mixed_card_count,fourth_request_by_1500,max_fourth_completion_ms,max_ssu_nominal_gib_s,any_ssu_over_capacity_ms,max_npu_nominal_gib_s,full_run_capacity_pass,static_max_ssu_gib_s,audit_pass,active_underload_valid,warmup_underload_valid,original_all_conditions_valid,full_run_U_percent,makespan_ms,l0_stall_ms,l1_7_stall_ms,result_path,result_sha256,input_sha256,short_pooled_U_percent,short_warm_slo_percent,short_warm_admissions,long_pooled_U_percent,long_warm_slo_percent,long_warm_admissions,mean_long_cards,mean_short_cards,min_long_cards,max_long_cards,fraction_long_18_to_22,fraction_long_16_to_24,min_card_short_active_ms,min_card_short_compute_ms,min_card_long_active_ms,min_card_long_compute_ms,per_npu_population_and_placement_preserved,strict_mixed_underload_valid,mean_role_count_near_20_12
raw176_three_l20_handoff176_11l_344_seed7,handoff176_11l_344,7,mixed_rotation,baseline,1212,20,12,"32:1024,48:1024,64:1024,176:1024",99.583680603755,100.0,379,379,32,True,32,True,827.3210224042475,39.93624889160156,0.0,7.4796987890625,True,40.00570323749999,True,True,True,True,94.11808634376516,5596.329341251825,62.381519535666484,204.06289406113683,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw176_three_l20_handoff176_11l_344_seed7/baseline/raw176_three_l20_handoff176_11l_344_seed7_f6acd39563cc_baseline_104671470b.json.gz,914c9ddc04ea750f2d948b2f18cb1ff95b33d9bde366606bffc7e2f8ff418999,0b42d4a3f37df968fc11b580886439c36c8c601d15e8c41ffc753d8b3a0f3f69,98.40138909803102,100.0,199,99.97327381415226,100.0,180,24.068767763404427,7.931232236595573,12,32,0.4025334977643956,0.40419797175817007,280.54082454698755,280.54082454698755,1102.9291830507136,1102.9291830507136,True,True,False
raw176_three_l20_handoff176_11l_434_seed7,handoff176_11l_434,7,mixed_rotation,baseline,1212,20,12,"32:1024,48:1024,64:1024,176:1024",99.91044855893497,100.0,391,391,32,True,32,True,827.3210224042475,39.93624889160156,0.0,7.4796987890625,True,40.00570323749999,True,True,True,True,94.66042232317568,5564.266408508621,34.97022497857688,22.34269730304186,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw176_three_l20_handoff176_11l_434_seed7/baseline/raw176_three_l20_handoff176_11l_434_seed7_7f4cf97e9a67_baseline_104671470b.json.gz,a8c0df37b4b01742d559765eedcfe41101025d6185d7d87bf95e434e6c467576,8f390f70a0e40f1ff33be7682893129afa2a78d2dd85d40e44ab086ae595175d,99.84992712564762,100.0,211,99.93031357104212,100.0,180,24.09219434558916,7.90780565441084,12,32,0.3880463767237236,0.390901835827912,302.3558230275021,302.3558230275021,1145.5243071490459,1138.4338119609101,True,True,False
raw176_three_l20_handoff176_11l_434_seed7,handoff176_11l_434,7,mixed_rotation,once,1212,20,12,"32:1024,48:1024,64:1024,176:1024",99.79220709272269,100.0,390,390,32,True,32,True,837.4807960871926,39.93090624960937,0.0,7.4796987890625,True,40.00570323749999,True,True,True,True,94.75107201444551,5558.942996104405,41.12043697776289,91.86702367970793,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw176_three_l20_handoff176_11l_434_seed7/once/raw176_three_l20_handoff176_11l_434_seed7_7f4cf97e9a67_once_dc98615fa8.json.gz,8da0eae4f1fb61002d4c1fe28e19f67b80b633597099284ed3cbe9bdb17e0a12,8f390f70a0e40f1ff33be7682893129afa2a78d2dd85d40e44ab086ae595175d,99.93905884368856,100.0,208,99.74361795188601,100.0,182,24.044384916413605,7.955615083586395,12,32,0.39614122305454363,0.4092501126774969,285.4057311618012,282.1414598628371,1155.3832884286044,1145.5484108267406,True,True,False
raw176_three_l20_handoff176_guard4_344_seed7,handoff176_guard4_344,7,mixed_rotation,baseline,1212,20,12,"32:1024,48:1024,64:1024,176:1024",99.45269397053825,100.0,386,386,32,True,32,True,827.3210224042475,39.93624889160156,0.0,7.4796987890625,True,40.00570323749999,True,True,True,True,94.11808634376517,5596.329341251825,75.7055330579933,274.5703257975201,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw176_three_l20_handoff176_guard4_344_seed7/baseline/raw176_three_l20_handoff176_guard4_344_seed7_e7e0ff0e9799_baseline_104671470b.json.gz,f3f4c37800b44e087e2c4adc06cd9c74466ead175a2d2c1e5085242c4740b58a,a3654b658ff7d862884e45402643551f8a7e905c6e4dd27a2f7f5690d6dc36bd,97.99967551179233,100.0,210,99.97270374723472,100.0,176,23.566105058524133,8.433894941475867,12,32,0.4025334977643956,0.4040921872903682,280.54082454698755,280.54082454698755,1102.9291830507136,1102.9291830507136,True,True,False
raw200_three_l20_handoff_guard4_434_seed7,handoff_guard4_434,7,mixed_rotation,once,1172,20,12,"32:1024,48:1024,64:1024,200:1024",99.676672155926,100.0,377,377,32,True,32,True,947.4048331936318,40.239122295913695,671.3932536504394,7.5392118035888664,False,40.31015758300781,True,False,False,False,95.48530217274163,5587.7860763534545,175.32845447463615,31.60136573272075,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw200_three_l20_handoff_guard4_434_seed7/once/raw200_three_l20_handoff_guard4_434_seed7_124fbbac7d6e_once_dc98615fa8.json.gz,1c2cc95e2f0758c58e2545cee8ba315d50d9ce798a5397391f1b6af0c4953064,d847dc22033b85b91b5e9e200999b5c31f65268fd08b7564805c9b5183df530d,100.0,100.0,213,99.55976037145115,100.0,164,23.50195288977609,8.498047110223911,12,32,0.44190489268828403,0.46188576139803034,215.4807687872426,215.4807687872426,1036.1869658957603,1028.2538726852545,True,False,False
raw200_three_l20_handoff_10l_344_seed7,handoff_10l_344,7,mixed_rotation,baseline,1172,20,12,"32:1024,48:1024,64:1024,200:1024",99.70083353843773,100.0,356,356,32,True,32,True,925.5565272093579,40.248593667526244,893.5838080113876,7.5392118035888664,False,40.31015758300781,True,False,False,False,93.8216499257792,5686.869101101204,73.44356339338765,118.0229720064608,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw200_three_l20_handoff_10l_344_seed7/baseline/raw200_three_l20_handoff_10l_344_seed7_9d0ec3624950_baseline_104671470b.json.gz,5db651bcbee02e7f785850e6373e0e99e9381f27a1e0afd15633473dcf3e52af,aa1b83e85b187e5b5f12dc11bb28cb15ac677f3a0796f4b782d4613a0f63d157,99.03276146217168,100.0,188,99.90748725686984,100.0,168,24.440009166404717,7.559990833595283,12,32,0.459417247399439,0.4622012941367207,172.65146816306924,172.65146816306924,988.5897136237218,978.740658254922,True,False,False
raw200_three_l20_handoff_guard4_344_seed7,handoff_guard4_344,7,mixed_rotation,baseline,1172,20,12,"32:1024,48:1024,64:1024,200:1024",99.52736590228021,100.0,364,364,32,True,32,True,925.5565272093579,40.239122295913695,624.8231090290933,7.5392118035888664,False,40.31015758300781,True,False,False,False,93.90349482169997,5681.912510182215,85.51763921555857,216.96818332510657,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw200_three_l20_handoff_guard4_344_seed7/baseline/raw200_three_l20_handoff_guard4_344_seed7_a081e81231f9_baseline_104671470b.json.gz,a3974fab0bc88cb0437fa36d9af20545190ab37461784c8f6ea764b3a6eed0ce,626f199f026f12659f154a41e018333b80e1763f24f90d9155c139deec6b1c1f,98.41723202853395,100.0,200,99.9052896710879,100.0,164,23.872921951403704,8.127078048596296,12,32,0.45869550667678277,0.46259195728369334,172.65146816306924,172.65146816306924,988.5897136237218,978.740658254922,True,False,False
raw200_three_l20_handoff_guard4_434_seed7,handoff_guard4_434,7,mixed_rotation,baseline,1172,20,12,"32:1024,48:1024,64:1024,200:1024",99.60550748021679,100.0,361,361,32,True,32,True,925.5565272093579,40.239122295913695,703.6327351892687,7.5392118035888664,False,40.31015758300781,True,False,False,False,93.59067169387215,5700.904078586523,72.99877015750735,179.47644250374242,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw200_three_l20_handoff_guard4_434_seed7/baseline/raw200_three_l20_handoff_guard4_434_seed7_124fbbac7d6e_baseline_104671470b.json.gz,fb8874a559698d80098275f3d1a72585a8606f1a4b82d66ef4ec1e820a0ca63d,d847dc22033b85b91b5e9e200999b5c31f65268fd08b7564805c9b5183df530d,98.74367630867084,100.0,197,99.9031698513284,100.0,164,23.78503758309901,8.214962416900988,12,32,0.4492736477474814,0.4605366833733406,190.8365515608857,190.8365515608857,1005.1656788439359,995.6640661020892,True,False,False
raw200_three_l20_5l8s422_seed7,5l8s422,7,mixed_rotation,baseline,1172,20,12,"32:1024,48:1024,64:1024,200:1024",99.05164196805745,100.0,415,415,32,True,32,True,1159.2667693819158,38.901829958743285,0.0,7.5392118035888664,True,40.31015758300781,True,True,True,True,92.8450965164136,5746.684122224211,162.03024091792395,444.91889952530073,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw200_three_l20_5l8s422_seed7/baseline/raw200_three_l20_5l8s422_seed7_2ef8dbed4e6b_baseline_104671470b.json.gz,4c3595920aef46884acbb1c36fcab47f440257aa689667421f19c0dd424609f1,53726f765c36293ec508543ba5877ef3934e1c7286e6135c65729def64256f67,97.31811851676112,100.0,255,99.80533804094259,100.0,160,22.303117960502043,9.696882039497957,20,24,0.4458770522182176,1.0,579.8393693187691,578.1807965371377,1358.683644523644,1354.3380155187178,True,True,False
raw200_three_l20_5l7s133_seed7,5l7s133,7,mixed_rotation,baseline,1172,20,12,"32:1024,48:1024,64:1024,200:1024",99.75184178384325,100.0,381,381,32,True,32,True,1159.6234435762517,39.051453491116334,0.0,7.5392118035888664,True,40.31015758300781,True,True,True,True,93.0859958824129,5731.812147675085,17.930844850257017,140.89041349006266,/home/chguo/work/last_code/qos_storage_sim/results/baseline_32npu6ssu_underload/raw_role_followup_20260909/mixed_rotation/runs/raw200_three_l20_5l7s133_seed7/baseline/raw200_three_l20_5l7s133_seed7_13489161b2b8_baseline_104671470b.json.gz,73d62876ecb943b2d6d2100eeae737adcc4914afa2a45d2ca19db1b7bb42cc1f,a4ba521c995b2df9a8aba1072b7d9f777447a9c6881fb9f8e46b4bed7c1be825,99.21880698641012,100.0,221,99.97889709402673,100.0,160,22.440909764429716,9.559090235570284,20,24,0.3977185019641481,1.0,582.2819624974545,570.1957357699664,1391.0066418306237,1391.0066418306237,True,True,False
