scenario,policy,latency_ratio,macro_cdf
semi,once,1.009944487310385,0.8529595607644388
semi,once,1.0104207717781535,0.854992081089642
semi,once,1.010816420836209,0.8571565832541442
semi,once,1.0119540683980919,0.8593210854186464
semi,once,1.012228061207081,0.8612258473234083
semi,once,1.0125097893376387,0.8632583676486115
semi,once,1.0125197341848948,0.8652908879738148
semi,once,1.0132560138829567,0.8673234082990181
semi,once,1.0145861310328448,0.86922817020378
semi,once,1.015085568090624,0.8712606905289833
semi,once,1.015634459134633,0.8732932108541864
semi,once,1.01716104797512,0.8753257311793897
semi,once,1.0172011012655764,0.8773582515045929
semi,once,1.017504516149678,0.8793907718297963
semi,once,1.0175969868316272,0.8812955337345582
semi,once,1.0185384862037337,0.88320029563932
semi,once,1.0186682315800337,0.8852328159645233
semi,once,1.019287268416466,0.8873973181290254
semi,once,1.0199757577976298,0.8894298384542286
semi,once,1.0204399934541675,0.8913346003589906
semi,once,1.02214975940902,0.8932393622637526
semi,once,1.022313862987662,0.8954038644282547
semi,once,1.0271589377741372,0.897436384753458
semi,once,1.029978086660629,0.8993411466582198
semi,once,1.0307781720051612,0.9012459085629817
semi,once,1.0313412491179355,0.9034104107274837
semi,once,1.0330527199871793,0.9053151726322458
semi,once,1.033662667602168,0.907347692957449
semi,once,1.034895371945943,0.9093802132826522
semi,once,1.0349460037041889,0.9115447154471544
semi,once,1.0351158408740064,0.9134494773519165
semi,once,1.0364436465574698,0.9153542392566782
semi,once,1.0377073943423518,0.9175187414211804
semi,once,1.038420902647872,0.9196832435856827
semi,once,1.0419429186829292,0.9215880054904445
semi,once,1.0423522713938753,0.9236205258156477
semi,once,1.043381553975831,0.9257850279801499
semi,once,1.0466720451186737,0.9278175483053532
semi,once,1.0482064806230218,0.929722310210115
semi,once,1.0484699322057474,0.931627072114877
semi,once,1.0494022898128201,0.9336595924400802
semi,once,1.0502958013468344,0.9358240946045825
semi,once,1.0511243036813942,0.9377288565093443
semi,once,1.052575125743513,0.9397613768345475
semi,once,1.052829914345532,0.9416661387393095
semi,once,1.053881338897335,0.9438306409038116
semi,once,1.05595753071297,0.9457354028085736
semi,once,1.0566666849828754,0.9477679231337768
semi,once,1.0618258502164628,0.9496726850385387
