npu_id,cycle_index,start_ms,end_ms,duration_ms,pure_compute_ms,U_percent,ends_before_first_npu_finishes
7,5,38327.364287378325,45384.71300167238,7057.348714294058,6145.877182505515,87.08478823014038,True
7,6,45384.71300167238,52333.31483843694,6948.601836764559,6145.877182505515,88.44768094191431,True
7,7,52333.31483843694,59186.98150820935,6853.666669772407,6145.877182505515,89.67283468295088,True
7,8,59186.98150820935,65894.85067158601,6707.869163376665,6145.877182505515,91.62190008207838,True
7,9,65894.85067158601,72547.49094306483,6652.640271478813,6145.877182505515,92.38252681201038,False
8,0,1537.4303641507518,9017.095697291848,7479.665333141096,6145.877182505515,82.16780977183835,True
8,1,9017.095697291848,16470.925130262047,7453.8294329701985,6145.877182505515,82.45261362328368,True
8,2,16470.925130262047,23873.677035630157,7402.75190536811,6145.877182505515,83.02152038958415,True
8,3,23873.677035630157,31115.852633176914,7242.175597546757,6145.877182505515,84.86230552856787,True
8,4,31115.852633176914,38228.18788051797,7112.33524734106,6145.877182505515,86.41152264023474,True
8,5,38228.18788051797,45217.35727352297,6989.169393004995,6145.877182505515,87.9343000136257,True
8,6,45217.35727352297,52048.1307411469,6830.773467623934,6145.877182505515,89.97337141445772,True
8,7,52048.1307411469,58603.22754092419,6555.09679977729,6145.877182505515,93.757229988035,True
8,8,58603.22754092419,64791.34245356241,6188.114912638215,6145.877182505515,99.3174378509611,True
8,9,64791.34245356241,70975.8422131711,6184.4997596086905,6145.877182505515,99.37549391859594,False
9,0,1534.7993674466502,9029.390466578958,7494.591099132307,6145.877182505515,82.00416942315985,True
9,1,9029.390466578958,16464.337148084313,7434.946681505355,6145.877182505515,82.66202093679519,True
9,2,16464.337148084313,23860.31224376004,7395.975095675727,6145.877182505515,83.09759163600864,True
9,3,23860.31224376004,31179.500094114414,7319.187850354374,6145.877182505515,83.96938715281026,True
9,4,31179.500094114414,38306.83244228555,7127.332348171138,6145.877182505515,86.22969832580542,True
9,5,38306.83244228555,45343.024082605,7036.191640319448,6145.877182505515,87.34664285275902,True
9,6,45343.024082605,52231.36056902776,6888.336486422762,6145.877182505515,89.22150064270713,True
9,7,52231.36056902776,59016.348573639036,6784.988004611274,6145.877182505515,90.58051655107715,True
9,8,59016.348573639036,65586.9837797884,6570.63520614936,6145.877182505515,93.53551048997028,True
9,9,65586.9837797884,71791.32067023768,6204.336890449282,6145.877182505515,99.05776057980093,False
10,0,1532.088743569697,8947.367990382669,7415.279246812972,6145.877182505515,82.88126418363764,True
10,1,8947.367990382669,16136.066808118492,7188.6988177358235,6145.877182505515,85.49359680144786,True
10,2,16136.066808118492,22313.395282090118,6177.3284739716255,6145.877182505515,99.49085933185144,True
10,3,22313.395282090118,28467.59459726032,6154.199315170201,6145.877182505515,99.86477310469662,True
10,4,28467.59459726032,34626.88306418516,6159.2884669248415,6145.877182505515,99.7822591929028,True
10,5,34626.88306418516,40775.3566121806,6148.47354799544,6145.877182505515,99.957772193868,True
10,6,40775.3566121806,46923.91511589852,6148.558503717919,6145.877182505515,99.95639105961531,True
10,7,46923.91511589852,53069.792298403845,6145.877182505326,6145.877182505515,100.00000000000307,True
10,8,53069.792298403845,59305.19834984709,6235.406051443242,6145.877182505515,98.56418542434771,True
10,9,59305.19834984709,65853.31449878254,6548.116148935449,6145.877182505515,93.85718033582334,True
11,0,1533.9181723782908,8989.547860988137,7455.629688609846,6145.877182505515,82.43270440181232,True
11,1,8989.547860988137,16406.404866590172,7416.857005602034,6145.877182505515,82.86363317862897,True
11,2,16406.404866590172,23722.68216258328,7316.27729599311,6145.877182505515,84.00279177323438,True
11,3,23722.68216258328,30872.07631176578,7149.394149182499,6145.877182505515,85.96360830390458,True
11,4,30872.07631176578,37357.17690944864,6485.1005976828565,6145.877182505515,94.76918807861597,True
11,5,37357.17690944864,43515.38477202904,6158.207862580406,6145.877182505515,99.79976836849212,True
11,6,43515.38477202904,49673.65636384071,6158.271591811666,6145.877182505515,99.79873558479247,True
11,7,49673.65636384071,55830.47293888197,6156.816575041259,6145.877182505515,99.82232063595835,True
11,8,55830.47293888197,61990.93968620164,6160.466747319668,6145.877182505515,99.7631743597918,True
11,9,61990.93968620164,68141.29264519644,6150.352958994808,6145.877182505515,99.92722732306366,False
12,0,1536.070806045283,8970.9840182147,7434.9132121694165,6145.877182505515,82.66239305182452,True
12,1,8970.9840182147,16374.085988416344,7403.101970201644,6145.877182505515,83.01759461430349,True
12,2,16374.085988416344,23651.041003525665,7276.955015109321,6145.877182505515,84.45671533965346,True
12,3,23651.041003525665,30527.050677000156,6876.009673474491,6145.877182505515,89.38145049758145,True
12,4,30527.050677000156,36693.50926948942,6166.4585924892635,6145.877182505515,99.66623614388952,True
12,5,36693.50926948942,42856.76110109912,6163.251831609698,6145.877182505515,99.71809282536415,True
12,6,42856.76110109912,49017.43424997013,6160.673148871014,6145.877182505515,99.75983198575938,True
12,7,49017.43424997013,55173.837927964756,6156.4036779946255,6145.877182505515,99.8290155090587,True
12,8,55173.837927964756,61327.00096502668,6153.163037061924,6145.877182505515,99.88159171937222,True
12,9,61327.00096502668,67484.74660312658,6157.745638099899,6145.877182505515,99.8072597295843,True
13,0,1538.0094351956736,9028.949869044778,7490.940433849104,6145.877182505515,82.04413366757412,True
13,1,9028.949869044778,16488.385381116535,7459.435512071757,6145.877182505515,82.39064702093765,True
13,2,16488.385381116535,23856.80424815457,7368.418867038035,6145.877182505515,83.408357931422,True
13,3,23856.80424815457,31133.296099363437,7276.491851208866,6145.877182505515,84.46209118593984,True
13,4,31133.296099363437,38274.56391811563,7141.267818752192,6145.877182505515,86.06142968573606,True
13,5,38274.56391811563,45332.848377648945,7058.284459533315,6145.877182505515,87.0732430485222,True
13,6,45332.848377648945,52289.31383135686,6956.465453707919,6145.877182505515,88.34769932235707,True
13,7,52289.31383135686,59138.692018463254,6849.378187106391,6145.877182505515,89.72897998353805,True
13,8,59138.692018463254,65837.09211719074,6698.400098727485,6145.877182505515,91.7514196214267,True
13,9,65837.09211719074,72377.36574470057,6540.273627509829,6145.877182505515,93.96972561904145,False
14,0,1532.936269302119,9030.754220851419,7497.817951549299,6145.877182505515,81.96887710824683,True
14,1,9030.754220851419,16467.010106458336,7436.255885606917,6145.877182505515,82.64746771827787,True
14,2,16467.010106458336,23874.822589219024,7407.812482760688,6145.877182505515,82.96480501913454,True
14,3,23874.822589219024,31162.82033032047,7287.997741101444,6145.877182505515,84.32874708296329,True
14,4,31162.82033032047,38318.984541894926,7156.164211574458,6145.877182505515,85.88228275372869,True
14,5,38318.984541894926,45365.43581051027,7046.451268615347,6145.877182505515,87.21946619966056,True
14,6,45365.43581051027,52316.88684466253,6951.451034152255,6145.877182505515,88.41142881264672,True
14,7,52316.88684466253,59148.21731753552,6831.330472872993,6145.877182505515,89.96603526810199,True
14,8,59148.21731753552,65832.87496936359,6684.657651828071,6145.877182505515,91.94004394263611,True
14,9,65832.87496936359,72367.50894843592,6534.633979072329,6145.877182505515,94.05082522124671,False
15,0,1533.385259170283,8988.360345729348,7454.975086559065,6145.877182505515,82.43994260404993,True
15,1,8988.360345729348,16397.11455286947,7408.75420714012,6145.877182505515,82.95425938928412,True
15,2,16397.11455286947,23635.964175522735,7238.849622653266,6145.877182505515,84.90129651640501,True
15,3,23635.964175522735,30301.28430431949,6665.320128796757,6145.877182505515,92.20678172610123,True
15,4,30301.28430431949,36459.71304764399,6158.428743324501,6145.877182505515,99.79618890885777,True
15,5,36459.71304764399,42612.40363577712,6152.690588133126,6145.877182505515,99.88926136411358,True
15,6,42612.40363577712,48760.88563022168,6148.481994444563,6145.877182505515,99.95763487733393,True
15,7,48760.88563022168,54915.94906625371,6155.0634360320255,6145.877182505515,99.85075290251707,True
15,8,54915.94906625371,61062.23901181875,6146.28994556504,6145.877182505515,99.99328435424978,True
15,9,61062.23901181875,67213.22096685131,6150.981955032563,6145.877182505515,99.91700881965893,True
16,0,1532.4747909329783,9022.861230739114,7490.386439806136,6145.877182505515,82.05020170714424,True
16,1,9022.861230739114,16464.635075940758,7441.773845201644,6145.877182505515,82.58618590604301,True
16,2,16464.635075940758,23848.676272690704,7384.041196749946,6145.877182505515,83.23189184278382,True
16,3,23848.676272690704,31132.679262815585,7284.002990124882,6145.877182505515,84.37499532657586,True
16,4,31132.679262815585,38242.677245142,7109.997982326411,6145.877182505515,86.43992864389769,True
16,5,38242.677245142,45232.61034053957,6989.933095397573,6145.877182505515,87.9246925346422,True
16,6,45232.61034053957,52117.6864052094,6885.076064669833,6145.877182505515,89.2637514063577,True
16,7,52117.6864052094,58844.73793215954,6727.051526950141,6145.877182505515,91.36063783492209,True
16,8,58844.73793215954,65038.251022220036,6193.513090060493,6145.877182505515,99.23087419268678,True
16,9,65038.251022220036,71196.07313450979,6157.822112289752,6145.877182505515,99.80602022003205,False
17,0,1533.9727225491893,9001.515329249856,7467.5426067006665,6145.877182505515,82.30120008944824,True
17,1,9001.515329249856,16438.660802259117,7437.145473009261,6145.877182505515,82.63758191647601,True
17,2,16438.660802259117,23841.198703110626,7402.537900851508,6145.877182505515,83.02392050972895,True
17,3,23841.198703110626,31138.15526074039,7296.956557629765,6145.877182505515,84.22521271665417,True
17,4,31138.15526074039,38309.61450100137,7171.4592402609815,6145.877182505515,85.69911612970216,True
17,5,38309.61450100137,45341.32043880617,7031.7059378048,6145.877182505515,87.40236347858671,True
17,6,45341.32043880617,52266.07126238714,6924.7508235809655,6145.877182505515,88.7523224890181,True
17,7,52266.07126238714,59074.21791262829,6808.146650241157,6145.877182505515,90.27239714772914,True
17,8,59074.21791262829,65740.87820422687,6666.660291598579,6145.877182505515,92.1882458935344,True
17,9,65740.87820422687,72189.88100348963,6449.002799262758,6145.877182505515,95.299651338469,False
18,0,1533.586675185908,9000.097024806497,7466.510349620588,6145.877182505515,82.3125783629004,True
18,1,9000.097024806497,16420.873250379234,7420.7762255727375,6145.877182505515,82.81986945417121,True
18,2,16420.873250379234,23778.759738266876,7357.886487887641,6145.877182505515,83.52775206063176,True
18,3,23778.759738266876,30954.6191126691,7175.8593744022255,6145.877182505515,85.64656665972483,True
18,4,30954.6191126691,37821.87303066446,6867.2539179953565,6145.877182505515,89.49541193460892,True
18,5,37821.87303066446,44020.2900888201,6198.417058155639,6145.877182505515,99.15236623871583,True
18,6,44020.2900888201,50203.087195690794,6182.7971068706975,6145.877182505515,99.40286048972632,True
18,7,50203.087195690794,56396.28696489795,6193.199769207153,6145.877182505515,99.23589439279954,True
18,8,56396.28696489795,62586.96972748501,6190.682762587065,6145.877182505515,99.27624170386619,True
18,9,62586.96972748501,68766.65622221665,6179.686494731643,6145.877182505515,99.452895996343,False
19,0,1533.230000991572,8989.55205715513,7456.322056163557,6145.877182505515,82.42504999398732,True
19,1,8989.55205715513,16400.752629651695,7411.200572496566,6145.877182505515,82.92687699363115,True
19,2,16400.752629651695,23748.53894358914,7347.786313937446,6145.877182505515,83.64256825008475,True
19,3,23748.53894358914,31016.181078611484,7267.642135022343,6145.877182505515,84.56493960935269,True
19,4,31016.181078611484,38097.84234523965,7081.661266628169,6145.877182505515,86.78581128226973,True
19,5,38097.84234523965,44520.36973995363,6422.527394713979,6145.877182505515,95.69250241834453,True
19,6,44520.36973995363,50672.40864043771,6152.038900484076,6145.877182505515,99.89984266877642,True
19,7,50672.40864043771,56824.00212096712,6151.593480529409,6145.877182505515,99.90707614145852,True
19,8,56824.00212096712,62971.17606238496,6147.173941417845,6145.877182505515,99.97890479552575,True
19,9,62971.17606238496,69128.3374978056,6157.161435420632,6145.877182505515,99.81672962397572,False
20,0,1533.3349051663768,8971.46238125181,7438.127476085432,6145.877182505515,82.62667186419333,True
20,1,8971.46238125181,16390.157307996422,7418.6949267446125,6145.877182505515,82.84310438955305,True
20,2,16390.157307996422,23735.694476426055,7345.537168429633,6145.877182505515,83.66817894435094,True
20,3,23735.694476426055,30948.987856565585,7213.29338013953,6145.877182505515,85.20209644358916,True
20,4,30948.987856565585,37795.06371975137,6846.075863185786,6145.877182505515,89.7722623197103,True
20,5,37795.06371975137,43977.348200074244,6182.284480322873,6145.877182505515,99.41110283855045,True
20,6,43977.348200074244,50161.374654021885,6184.026453947641,6145.877182505515,99.38309980194582,True
20,7,50161.374654021885,56341.009941018056,6179.63528699617,6145.877182505515,99.45372011578591,True
20,8,56341.009941018056,62525.359604030586,6184.34966301253,6145.877182505515,99.37790580087811,True
20,9,62525.359604030586,68714.28547516634,6188.925871135754,6145.877182505515,99.30442390930853,False
21,0,1536.1463370511424,8998.649347194192,7462.503010143049,6145.877182505515,82.35677994571026,True
21,1,8998.649347194192,16393.170155896813,7394.52080870262,6145.877182505515,83.11393451313877,True
21,2,16393.170155896813,23782.397815049102,7389.22765915229,6145.877182505515,83.17347178893911,True
21,3,23782.397815049102,31080.0887019025,7297.690886853397,6145.877182505515,84.21673756526403,True
21,4,31080.0887019025,38242.79893398477,7162.7102320822705,6145.877182505515,85.80379470019197,True
21,5,38242.79893398477,45262.63811153566,7019.8391775508935,6145.877182505515,87.55011371428185,True
21,6,45262.63811153566,52164.28903582464,6901.650924288973,6145.877182505515,89.04937745947619,True
21,7,52164.28903582464,58942.0848102113,6777.795774386665,6145.877182505515,90.67663569520383,True
21,8,58942.0848102113,65344.05088794269,6401.966077731391,6145.877182505515,95.9998398598728,True
21,9,65344.05088794269,71493.49077645206,6149.439888509369,6145.877182505515,99.94206454460168,False
22,0,1534.5392050931346,8971.810663112161,7437.271458019026,6145.877182505515,82.636182062158,True
22,1,8971.810663112161,16292.525090589195,7320.714427477034,6145.877182505515,83.95187714791918,True
22,2,16292.525090589195,23195.63939219754,6903.114301608344,6145.877182505515,89.03050006101736,True
22,3,23195.63939219754,29382.994119250114,6187.354727052574,6145.877182505515,99.32964010668873,True
22,4,29382.994119250114,35566.57429568485,6183.580176434734,6145.877182505515,99.3902724173788,True
22,5,35566.57429568485,41748.42933882761,6181.855043142765,6145.877182505515,99.41800866590752,True
22,6,41748.42933882761,47925.66735281972,6177.238013992108,6145.877182505515,99.4923162841458,True
22,7,47925.66735281972,54094.77659949232,6169.109246672597,6145.877182505515,99.62341298819416,True
22,8,54094.77659949232,60274.660271926565,6179.883672434247,6145.877182505515,99.44972281467982,True
22,9,60274.660271926565,66453.55071919535,6178.890447268786,6145.877182505515,99.46570885104681,True
23,0,1535.2819266507518,9044.458902247903,7509.176975597151,6145.877182505515,81.84488396635209,True
23,1,9044.458902247903,16478.82231654134,7434.363414293437,6145.877182505515,82.66850623268354,True
23,2,16478.82231654134,23866.803714096954,7387.9813975556135,6145.877182505515,83.1875021306759,True
23,3,23866.803714096954,31176.726427732578,7309.922713635624,6145.877182505515,84.07581616480367,True
23,4,31176.726427732578,38328.35877895547,7151.6323512228955,6145.877182505515,85.93670480634535,True
23,5,38328.35877895547,45389.57047879714,7061.211699841668,6145.877182505515,87.03714665067078,True
23,6,45389.57047879714,52329.40401080022,6939.833532003082,6145.877182505515,88.55943235761733,True
23,7,52329.40401080022,59196.221467926145,6866.817457125922,6145.877182505515,89.50110034056222,True
23,8,59196.221467926145,65899.61751728914,6703.396049362993,6145.877182505515,91.68303852626374,True
23,9,65899.61751728914,72567.37238227381,6667.754864984672,6145.877182505515,92.17311234371006,False
24,0,1533.8427413724314,8967.329156764505,7433.4864153920735,6145.877182505515,82.67825942050041,True
24,1,8967.329156764505,16282.86551417318,7315.536357408675,6145.877182505515,84.01129981783757,True
24,2,16282.86551417318,23192.70207530301,6909.836561129829,6145.877182505515,88.94388641662172,True
24,3,23192.70207530301,29380.43614163707,6187.734066334062,6145.877182505515,99.3235506991763,True
24,4,29380.43614163707,35563.71419404836,6183.278052411293,6145.877182505515,99.39512877168458,True
24,5,35563.71419404836,41730.12565840769,6166.4114643593275,6145.877182505515,99.66699786460089,True
24,6,41730.12565840769,47902.15457383729,6172.028915429597,6145.877182505515,99.5762862863668,True
24,7,47902.15457383729,54081.26160220007,6179.107028362785,6145.877182505515,99.46222252333968,True
24,8,54081.26160220007,60249.03008393828,6167.7684817382105,6145.877182505515,99.64506937480691,True
24,9,60249.03008393828,66426.80771929154,6177.777635353254,6145.877182505515,99.48362575135137,True
25,0,1540.321523208369,8975.402582057473,7435.081058849104,6145.877182505515,82.66052695136119,True
25,1,8975.402582057473,16310.828771009117,7335.426188951644,6145.877182505515,83.78350520058692,True
25,2,16310.828771009117,23334.08352977078,7023.254758761665,6145.877182505515,87.50753594461881,True
25,3,23334.08352977078,29512.04631340221,6177.9627836314285,6145.877182505515,99.48064431189316,True
25,4,29512.04631340221,35690.416652225606,6178.370338823395,6145.877182505515,99.47408208741226,True
25,5,35690.416652225606,41861.423725241475,6171.0070730158695,6145.877182505515,99.59277488725883,True
25,6,41861.423725241475,48031.74299909687,6170.319273855392,6145.877182505515,99.60387639172187,True
25,7,48031.74299909687,54205.127934874574,6173.384935777707,6145.877182505515,99.55441376880985,True
25,8,54205.127934874574,60372.55088065415,6167.422945779574,6145.877182505515,99.6506520881821,True
25,9,60372.55088065415,66547.41884460447,6174.867963950324,6145.877182505515,99.530503621874,True
26,0,1536.1757102200877,9026.998651393411,7490.822941173323,6145.877182505515,82.04542052014992,True
26,1,9026.998651393411,16482.989110364582,7455.990458971171,6145.877182505515,82.42871575983166,True
26,2,16482.989110364582,23850.879260361602,7367.89014999702,6145.877182505515,83.41434328398613,True
26,3,23850.879260361602,31115.781298338046,7264.902037976444,6145.877182505515,84.59683489713481,True
26,4,31115.781298338046,38265.51698208047,7149.735683742427,6145.877182505515,85.95950192229405,True
26,5,38265.51698208047,45286.065311853046,7020.548329772573,6145.877182505515,87.54127019455484,True
26,6,45286.065311853046,52106.566562680106,6820.501250827059,6145.877182505515,90.10887846051287,True
26,7,52106.566562680106,58686.26968569958,6579.703123019477,6145.877182505515,93.40660311866965,True
26,8,58686.26968569958,64891.640252193465,6205.3705664938825,6145.877182505515,99.04125977085714,True
26,9,64891.640252193465,71073.99381330915,6182.353561115684,6145.877182505515,99.40999203216734,False
27,0,1532.424336929072,9005.308664210794,7472.884327281721,6145.877182505515,82.24237005875203,True
27,1,9005.308664210794,16435.052098645836,7429.743434435042,6145.877182505515,82.7199113501131,True
27,2,16435.052098645836,23801.167270005157,7366.115171359321,6145.877182505515,83.4344432517388,True
27,3,23801.167270005157,31105.152407346835,7303.985137341679,6145.877182505515,84.14416331551213,True
27,4,31105.152407346835,38283.79128933145,7178.638881984614,6145.877182505515,85.6134050415755,True
27,5,38283.79128933145,45329.70964473879,7045.918355407339,6145.877182505515,87.22606298423692,True
27,6,45329.70964473879,52235.11194231878,6905.402297579989,6145.877182505515,89.00100121117272,True
27,7,52235.11194231878,59017.116472198606,6782.004529879829,6145.877182505515,90.62036386776661,True
27,8,59017.116472198606,65645.91894519367,6628.802472995063,6145.877182505515,92.71474308584503,True
27,9,65645.91894519367,71996.51743232264,6350.598487128969,6145.877182505515,96.77634627604986,False
28,0,1536.3267722318064,9047.035348781106,7510.708576549299,6145.877182505515,81.82819396953838,True
28,1,9047.035348781106,16505.46378077474,7458.428431993632,6145.877182505515,82.40177188189129,True
28,2,16505.46378077474,23875.300952256133,7369.837171481395,6145.877182505515,83.39230622744064,True
28,3,23875.300952256133,31137.681093870273,7262.38014161414,6145.877182505515,84.62621155410257,True
28,4,31137.681093870273,38263.431487085356,7125.750393215083,6145.877182505515,86.24884178313945,True
28,5,38263.431487085356,45243.478413049335,6980.046925963979,6145.877182505515,88.04922442060429,True
28,6,45243.478413049335,51994.86040118108,6751.381988131747,6145.877182505515,91.03139465829886,True
28,7,51994.86040118108,58255.36949343884,6260.509092257758,6145.877182505515,98.1689682410332,True
28,8,58255.36949343884,64413.17211639491,6157.802622956071,6145.877182505515,99.8063361042769,True
28,9,64413.17211639491,70565.99887513655,6152.826758741634,6145.877182505515,99.887050675915,False
29,0,1532.7390494534861,8984.982431300637,7452.243381847151,6145.877182505515,82.4701619042153,True
29,1,8984.982431300637,16392.448415174156,7407.465983873519,6145.877182505515,82.96868586214833,True
29,2,16392.448415174156,23721.28064280789,7328.832227633735,6145.877182505515,83.85888763195004,True
29,3,23721.28064280789,30855.509844480624,7134.229201672733,6145.877182505515,86.14633773000335,True
29,4,30855.509844480624,37263.946471216215,6408.436626735591,6145.877182505515,95.90290956245562,True
29,5,37263.946471216215,43418.077430513375,6154.130959297159,6145.877182505515,99.86588233422015,True
29,6,43418.077430513375,49577.54623261878,6159.468802105403,6145.877182505515,99.77933779621966,True
29,7,49577.54623261878,55731.922671025306,6154.376438406529,6145.877182505515,99.86189899194378,True
29,8,55731.922671025306,61885.63377726263,6153.711106237322,6145.877182505515,99.87269594564056,True
29,9,61885.63377726263,68046.4931028692,6160.859325606565,6145.877182505515,99.75681731542255,False
30,0,1533.070646645869,9007.60396755552,7474.533320909652,6145.877182505515,82.22422616423043,True
