condition,policy,seed,request_id,admission_ms,completion_ms,own_compute_ms,admission_latency_ms,raw_ratio,plotted_ratio,slo_1p5_pass
full,asu_baseline,7,29000007,2981.4876880151855,3217.590841414724,15.979837567787547,236.10315339953831,14.775065916532183,14.775065916532183,False
full,asu_baseline,7,29000008,3217.590841414724,3498.4337174226503,58.92951067026337,280.8428760079264,4.76574254246512,4.76574254246512,False
full,asu_baseline,7,29000009,3498.4337174226503,3721.852025087064,26.717256165257165,223.41830766441353,8.3623223239123,8.3623223239123,False
full,asu_baseline,7,29000010,3721.852025087064,4054.2779743107913,229.85653940820262,332.42594922372746,1.4462322894080104,1.4462322894080104,True
full,asu_baseline,7,30000006,2125.251677693052,2334.9365734014677,72.35128428205302,209.68489570841575,2.8981502925502154,2.8981502925502154,False
full,asu_baseline,7,30000007,2334.9365734014677,2563.5422547496823,101.00752608339441,228.6056813482146,2.263253939706155,2.263253939706155,False
full,asu_baseline,7,30000008,2563.5422547496823,2822.7544629267363,58.057852632638046,259.212208177054,4.464722624469479,4.464722624469479,False
full,asu_baseline,7,30000009,2822.7544629267363,3118.1962897742014,228.74273596704626,295.4418268474651,1.29158998469804,1.29158998469804,True
full,asu_baseline,7,30000010,3118.1962897742014,3358.353074722455,58.92951067026337,240.15678494825352,4.075322910655695,4.075322910655695,False
full,asu_baseline,7,30000011,3358.353074722455,3607.7495541178496,32.085964974046185,249.39647939539464,7.772759198519583,7.772759198519583,False
full,asu_baseline,7,30000012,3607.7495541178496,3892.9689227971194,229.85653940820262,285.2193686792698,1.2408581866480999,1.2408581866480999,True
full,asu_baseline,7,30000013,3892.9689227971194,4163.404639928689,58.057852632638046,270.4357171315696,4.658038574777399,4.658038574777399,False
full,asu_baseline,7,31000005,2167.9050189863747,3298.591325221908,1130.6863062355314,1130.6863062355333,1.0000000000000016,1.0,True
full,asu_baseline,7,31000006,3298.591325221908,3545.528062771045,122.48236916054397,246.93673754913698,2.0161002701169526,2.0161002701169526,False
full,asu_baseline,7,31000007,3545.528062771045,3763.343426188162,32.085964974046185,217.81536341711717,6.788493461028972,6.788493461028972,False
full,asu_baseline,7,31000008,3763.343426188162,4073.1735729131865,72.35128428205302,309.8301467250244,4.282303345400033,4.282303345400033,False
full,asu_baseline,19,8,2078.9633357917533,2311.396076575296,72.35128428205302,232.4327407835426,3.2125586033473956,3.2125586033473956,False
full,asu_baseline,19,9,2311.396076575296,2570.187624732183,48.19209238871334,258.7915481568871,5.3700002496155665,5.3700002496155665,False
full,asu_baseline,19,10,2570.187624732183,2837.3551694176535,15.979837567787547,267.1675446854706,16.71904007485232,16.71904007485232,False
full,asu_baseline,19,11,2837.3551694176535,3150.4475434459714,101.00752608339441,313.09237402831786,3.0996935195682425,3.0996935195682425,False
full,asu_baseline,19,12,3150.4475434459714,3416.9836522968753,229.85653940820262,266.53610885090393,1.159575923039379,1.159575923039379,True
full,asu_baseline,19,13,3416.9836522968753,3726.8396879004545,283.5436075005082,309.85603560357913,1.0927985234265025,1.0927985234265025,True
full,asu_baseline,19,14,3726.8396879004545,4105.27494713573,372.6508694745985,378.4352592352757,1.0155222763033738,1.0155222763033738,True
