start_s,end_s,supply_GiB_s
2.0,2.01,40.0
2.01,2.02,40.0
2.02,2.03,25.891548146800233
2.03,2.04,27.830603423863067
2.04,2.05,22.170922455043183
2.05,2.06,36.67447163016186
2.06,2.07,30.184467147299074
2.07,2.08,18.423959171757815
2.08,2.09,15.9454345703125
2.09,2.1,29.67315397632592
2.1,2.11,21.48651399242408
2.11,2.12,26.5869140625
2.12,2.13,30.650884954307912
2.13,2.14,39.91185918631709
2.14,2.15,24.29948950474136
2.15,2.16,36.944461024211705
2.16,2.17,40.0
2.17,2.18,40.0
2.18,2.19,40.0
2.19,2.2,40.0
2.2,2.21,40.0
2.21,2.22,40.0
2.22,2.23,40.0
2.23,2.24,40.0
2.24,2.25,40.0
2.25,2.26,31.740668611671936
2.26,2.27,29.881827680012066
2.27,2.2800000000000002,11.039192827800434
2.2800000000000002,2.29,25.06467100543705
2.29,2.3,23.008869045823303
2.3,2.31,40.0
2.31,2.32,40.0
2.32,2.33,40.0
2.33,2.34,30.29131533933105
2.34,2.35,38.34939517556268
2.35,2.36,34.9273364637811
2.36,2.37,25.36311267709607
2.37,2.38,14.091494737023822
2.38,2.39,25.35305368477384
2.39,2.4,27.442727707157246
2.4,2.41,40.0
2.41,2.42,40.0
2.42,2.43,38.81829027729509
2.43,2.44,26.68315981446176
2.44,2.45,30.11280397480914
2.45,2.46,35.28801115370334
2.46,2.47,30.43565573611886
2.47,2.48,38.92508975632154
2.48,2.49,38.19536668428191
2.49,2.5,30.8476732886611
2.5,2.51,37.53925910684302
2.51,2.52,32.09834148803566
2.52,2.5300000000000002,30.779604664949147
2.5300000000000002,2.54,34.69472191563182
2.54,2.55,40.0
2.55,2.56,38.287641517745215
2.56,2.5700000000000003,33.70361328125
2.5700000000000003,2.58,24.731594167289586
2.58,2.59,34.90098786746603
2.59,2.6,34.49763134760906
2.6,2.61,40.0
2.61,2.62,40.0
2.62,2.63,40.0
2.63,2.64,40.0
2.64,2.65,38.976505474092846
2.65,2.66,26.628920537265003
2.66,2.67,18.35163889643991
2.67,2.68,39.59937830110175
2.68,2.69,40.0
2.69,2.7,29.815609492239673
2.7,2.71,21.00201768653278
2.71,2.7199999999999998,21.5191730068982
