start_ms,end_ms,SSU0_GiB_s,SSU1_GiB_s,SSU2_GiB_s
2000.0,2002.1129331252187,45.340650941610654,45.33210868727412,45.34138335751642
2002.1129331252187,2034.658968276015,43.44710287781975,43.43856062348322,43.45138340572808
2034.658968276015,2042.9982747016325,43.44710287781975,43.43856062348322,43.45138340572808
2042.9982747016325,2054.3242465523203,42.11475257666008,42.11339450651544,42.12571848723442
2054.3242465523203,2061.9573507666955,32.944259475219695,32.942901405075055,32.95522538579404
2061.9573507666955,2067.077885912768,41.511035795040875,41.509677724896235,41.494138764395124
2067.077885912768,2069.911399297847,42.0593468653198,42.05798879517516,42.044254301522805
2069.911399297847,2082.5050169631586,40.26038648450315,40.26489864858398,40.25116415493162
2082.5050169631586,2090.213419048051,40.42898798816526,40.4401855349121,40.41976565859373
2090.213419048051,2108.6457221408923,39.35957448134763,39.36273733647765,39.339389158108496
2108.6457221408923,2110.1494431554074,40.032027535290496,40.037950794900496,40.014770514102146
2110.1494431554074,2126.4450577598927,32.45040490795894,32.45632816756894,32.437882631259114
2126.4450577598927,2153.1623139251515,39.7415866303161,39.7475098899261,39.72906435361627
2153.1623139251515,2161.3858487159023,31.73399822226559,31.73992148187559,31.721475945565764
2161.3858487159023,2163.8114418118694,31.859968165136685,31.86964850536192,31.851202969052093
2163.8114418118694,2168.2072957880464,30.453142827703815,30.46477286478879,30.439641945812948
2168.2072957880464,2181.3136399258165,29.76924596441341,29.77794769944761,29.77594497720333
2181.3136399258165,2184.557423808238,29.49302329615169,29.501725031185888,29.49972230894161
2184.557423808238,2196.3622702006214,28.83991569661556,28.85137783612974,28.84937511388546
2196.3622702006214,2212.3278737107016,28.96001023914181,28.974582208401472,28.96946965641171
2212.3278737107016,2243.8504180390405,28.91792942385861,28.932501393118272,28.92738884112851
2243.8504180390405,2246.3950596452974,28.96043088118283,28.975002850442493,28.963204915786715
2246.3950596452974,2272.542041653255,28.98253674006955,28.99710870932921,28.988239076724216
2272.542041653255,2278.460828626832,28.98253674006955,28.99710870932921,28.988239076724216
2278.460828626832,2283.3571603005666,28.373330576934784,28.387902546194447,28.37903291358945
2283.3571603005666,2296.266460902816,28.480951741534394,28.488838328128043,28.486654078189062
2296.266460902816,2296.612118181304,28.480951741534394,28.488838328128043,28.486654078189062
2296.612118181304,2298.654135264894,35.77213346389155,35.7800200504852,35.77783580054622
2298.654135264894,2310.8797462635853,36.4408242710998,36.449526006134,36.44065637352901
