start_s,end_s,supply_GiB_s
3.8200000000000003,3.83,40.0
3.83,3.84,40.0
3.84,3.85,40.0
3.85,3.8600000000000003,40.0
3.8600000000000003,3.87,30.673958530373056
3.87,3.88,5.42144775390625
3.88,3.89,37.64755740039982
3.89,3.9000000000000004,40.0
3.9000000000000004,3.91,40.0
3.91,3.92,40.0
3.92,3.9299999999999997,40.0
3.9299999999999997,3.94,40.0
3.94,3.95,40.0
3.95,3.96,40.0
3.96,3.9699999999999998,40.0
3.9699999999999998,3.98,33.58772330145621
3.98,3.99,16.8758608366752
3.99,4.0,40.0
