start_ms,end_ms,SSU0_GiB_s,SSU1_GiB_s,SSU2_GiB_s
2000.0,2008.4807995032954,44.7990148759368,44.770438978820714,44.77271490315847
2008.4807995032954,2015.514000953893,35.71205186595148,35.684663542639115,35.68693946697687
2015.514000953893,2054.367091330514,26.929834537353514,26.895760831375135,26.916595837985223
2054.367091330514,2066.6170578115716,25.546577642715455,25.535632133468646,25.533338943347164
2066.6170578115716,2104.3283868582703,24.84125561240845,24.824439868936174,24.82801691304016
2104.3283868582703,2116.651856995165,25.47413220664673,25.456128889370742,25.459705933474726
2116.651856995165,2124.5354064699995,25.63520893405152,25.613139849398824,25.616716893502808
2124.5354064699995,2128.608518510695,35.08693221829829,35.05217428559872,35.06844017774958
2128.608518510695,2131.597008704811,35.066957261901806,35.03512763125302,35.0484652213531
2131.597008704811,2136.9270602760016,34.76862873475337,34.7338708020538,34.75013669420466
2136.9270602760016,2151.7739647135645,34.09430286434321,34.05954493164364,34.075810823794505
2151.7739647135645,2151.924622384359,42.69140587730704,42.66333332727349,42.67959921942435
2151.924622384359,2153.164099017946,43.01603231392813,42.98795976389458,43.004225656045435
2153.164099017946,2166.6625902812398,51.57731925223375,51.54924670220021,51.56551259435106
2166.6625902812398,2210.303867824893,51.57731925223375,51.54924670220021,51.56551259435106
2210.303867824893,2213.7628763929793,43.918686114578165,43.90917264681696,43.90687945669548
2213.7628763929793,2214.3088602267467,43.3094799514434,43.2999664836822,43.29767329356071
2214.3088602267467,2216.366144291301,43.49031348387443,43.48548267653498,43.478506825991744
2216.366144291301,2241.7751261283024,43.31502659754631,43.31688117287287,43.309905322329634
2241.7751261283024,2246.5498296818105,34.542636698254356,34.54449127358092,34.53751542303768
2246.5498296818105,2250.356287627326,34.203624122113006,34.20728316428832,34.200307313745085
2250.356287627326,2262.529443079997,25.03313102067262,25.036790062847935,25.0298142123047
2262.529443079997,2266.8774433613585,25.04318434660035,25.048030962579375,25.04105511203614
2266.8774433613585,2277.3864687790865,25.04318434660035,25.048030962579375,25.04105511203614
2277.3864687790865,2295.359793778619,25.417308873394777,25.422155489373804,25.41794004331055
2295.359793778619,2298.223335817609,26.122630903701783,26.133347753906275,26.123262073617557
2298.223335817609,2300.580138141051,35.01403366014405,34.99688756912845,35.01466483005983
2300.580138141051,2314.632009032211,35.09875132540284,35.08041766058352,35.099382495318615
2314.632009032211,2323.511085655522,34.07610291639405,34.05776925157473,34.07673408630983
2323.511085655522,2331.318965268301,34.05212424104004,34.033790576220724,34.055515815435804
2331.318965268301,2349.6575036053437,33.55790517171936,33.539571506900046,33.555426511889664
2349.6575036053437,2356.727947105302,33.49278546444397,33.47445179962465,33.49030680461427
2356.727947105302,2356.851627754652,33.7038884254303,33.685554760610984,33.7014097656006
2356.851627754652,2370.170441915156,24.799903996316523,24.807628805868546,24.797425336486825
2370.170441915156,2381.830264338358,25.450251191372672,25.457976000924695,25.450532936022956
2381.830264338358,2392.339289756086,25.661354152359,25.669078961911023,25.661635897009283
2392.339289756086,2398.43240998656,34.228130472180176,34.2358552817322,34.20054927561037
2398.43240998656,2399.5931435978396,34.21554879950867,34.22146914221194,34.18796760293886
2399.5931435978396,2399.700156975153,34.907976809848016,34.913897152551286,34.88315601775819
2399.700156975153,2410.464450632057,34.820751243685905,34.826671586389175,34.7930021495453
2410.464450632057,2445.9117306037624,34.27244017340698,34.27836051611025,34.24288661241762
2445.9117306037624,2449.740575800729,25.880950739913924,25.880185699951177,25.872574737478644
2449.740575800729,2454.9084510160246,35.13446898326104,35.151075451766914,35.14346448929439
2454.9084510160246,2482.877729721814,35.808794853671195,35.82540132217707,35.817790359704546
2482.877729721814,2505.4144237394685,35.74970422766411,35.764506229321235,35.75689526684871
2505.4144237394685,2522.0918600827817,37.07206602944633,37.08686803110346,37.057933338748114
2522.0918600827817,2537.468419961512,28.4514243803375,28.447667299722283,28.41873260736694
2537.468419961512,2539.161654129436,29.060630543472264,29.056873462857048,29.027938770501706
2539.161654129436,2547.378801253027,29.167831066030853,29.164073985415637,29.135139293060295
2547.378801253027,2560.061701235348,29.060630543472264,29.056873462857048,29.027938770501706
2560.061701235348,2563.4722763721074,31.097281575292953,31.093524494677737,31.070460036547857
2563.4722763721074,2587.15870022496,29.78750144618224,29.783744365567024,29.783808104168713
2587.15870022496,2593.459363956161,38.028086297634886,38.049263856188986,38.05225589684145
2593.459363956161,2600.529807456119,37.49235690002747,37.51353445858157,37.51652649923403
2600.529807456119,2614.30423607849,37.59955742258605,37.62073498114015,37.62372702179262
2614.30423607849,2625.6321246891753,38.27388329299621,38.29506085155031,38.298052892202776
2625.6321246891753,2643.50201732597,38.3390030002716,38.360180558825704,38.36317259947817
2643.50201732597,2646.7638739411705,37.633680969964594,37.64898829429323,37.65785056917116
2646.7638739411705,2648.6137126470944,37.77669756718139,37.79869027417604,37.807552549053966
2648.6137126470944,2650.8976473128364,29.44888714956663,29.44301691534119,29.451879190219117
2650.8976473128364,2670.2526895875353,29.522363915093976,29.516493680868535,29.525355955746463
2670.2526895875353,2687.282878506808,28.865047855407706,28.86098208803102,28.869844362908946
2687.282878506808,2724.0524453410326,28.865047855407706,28.86098208803102,28.869844362908946
2724.0524453410326,2742.821311389753,29.26315105755614,29.259085290179453,29.26794756505738
2742.821311389753,2781.2702803123293,28.66230195267333,28.658236185296644,28.66709846017457
2781.2702803123293,2789.9182406435516,28.074314060412593,28.073008697515885,28.081870972393812
2789.9182406435516,2791.1806616038443,26.742985058898913,26.741679696002205,26.750541970880132
2791.1806616038443,2827.5593204906218,26.154997166638175,26.156452208221445,26.165314483099372
2827.5593204906218,2839.005266318032,27.421206460876466,27.422661502459736,27.431523777337663
2839.005266318032,2860.7904586139985,27.107820923986814,27.109275965570085,27.1169506666443
2860.7904586139985,2872.2447532930173,27.765136983673084,27.7647875584076,27.772462259481816
2872.2447532930173,2883.4190894073245,28.259356052993763,28.264876861953745,28.266681328802495
2883.4190894073245,2884.476680296584,28.33283281852111,28.33835362748109,28.34015809432984
2884.476680296584,2892.4155729979116,28.16324018582152,28.16289076055604,28.17056546163025
2892.4155729979116,2906.8879726166106,27.95213722483519,27.95178779956971,27.959462500643923
2906.8879726166106,2965.5174463271046,28.47662572271117,28.47627629744569,28.485138572323613
2965.5174463271046,2986.955105553087,28.45957906836547,28.45630134104921,28.465163615927132
2986.955105553087,2987.197574270017,28.48168492725219,28.48133550198671,28.48726947481385
2987.197574270017,2990.688431300644,28.48168492725219,28.48133550198671,28.48726947481385
2990.688431300644,2998.2829941637724,28.50612439270018,28.505158074389655,28.511092047216795
2998.2829941637724,3007.368393974911,28.405188610766583,28.397536909790045,28.403470882617185
3007.368393974911,3033.7201009943687,28.70351713791502,28.698793738989263,28.701799409765623
3033.7201009943687,3057.415859898825,28.793671006127912,28.78601930515137,28.78902497592773
