start_s,end_s,supply_GiB_s
2.0,2.01,36.146240234375
2.01,2.02,40.0
2.02,2.03,40.0
2.03,2.04,40.0
2.04,2.05,35.85582919255921
2.05,2.06,40.0
2.06,2.07,40.0
2.07,2.08,26.42590512852803
2.08,2.09,40.0
2.09,2.1,40.0
2.1,2.11,35.879253167369825
2.11,2.12,32.77159396175011
2.12,2.13,38.82905233557176
2.13,2.14,31.589152681150154
2.14,2.15,8.700434697522724
2.15,2.16,35.44098421356466
2.16,2.17,35.619323276412615
2.17,2.18,17.120563382710316
2.18,2.19,31.650209426348738
2.19,2.2,39.422607421875
2.2,2.21,40.0
2.21,2.22,32.0162755307847
2.22,2.23,36.78127788060738
2.23,2.24,40.0
2.24,2.25,34.0985107421875
2.25,2.26,34.604458532056015
2.26,2.27,39.56671720061786
2.27,2.2800000000000002,37.85183999974106
2.2800000000000002,2.29,26.7398690284208
2.29,2.3,25.9455842055595
2.3,2.31,28.80855189615795
2.31,2.32,39.97284407378538
2.32,2.33,34.8233286388695
2.33,2.34,29.967278569296468
2.34,2.35,39.236507945934136
2.35,2.36,34.84010752811082
2.36,2.37,40.0
2.37,2.38,39.499259354799506
2.38,2.39,25.39226119500745
2.39,2.4,30.838808265187254
2.4,2.41,31.74452306103194
2.41,2.42,30.62549832446166
2.42,2.43,40.0
2.43,2.44,28.400322386292828
2.44,2.45,34.5002174725505
2.45,2.46,10.146999324324497
2.46,2.47,33.94576995990974
2.47,2.48,34.19668789041498
2.48,2.49,40.0
2.49,2.5,40.0
2.5,2.51,34.52508365358153
2.51,2.52,26.077369260143314
2.52,2.5300000000000002,38.305381114529155
2.5300000000000002,2.54,37.630673747426044
2.54,2.55,40.0
2.55,2.56,28.115970409151487
2.56,2.5700000000000003,31.187757990159298
2.5700000000000003,2.58,40.0
2.58,2.59,40.0
2.59,2.6,34.693733150275875
2.6,2.61,40.0
2.61,2.62,27.166299386908577
2.62,2.63,36.911713928333484
2.63,2.64,40.0
2.64,2.65,40.0
2.65,2.66,40.0
2.66,2.67,34.785978942760266
2.67,2.68,38.64132751641591
2.68,2.69,40.0
2.69,2.7,33.53736019724602
2.7,2.71,20.10128054805682
2.71,2.7199999999999998,36.86628401147027
2.7199999999999998,2.73,34.66997087134223
2.73,2.74,39.93604256632534
2.74,2.75,40.0
2.75,2.76,37.13701651570591
2.76,2.77,22.51126513082636
2.77,2.7800000000000002,38.16530957620489
2.7800000000000002,2.79,27.94120935234605
2.79,2.8,40.0
2.8,2.81,9.854375939445163
2.81,2.8200000000000003,40.0
2.8200000000000003,2.83,40.0
2.83,2.84,40.0
2.84,2.85,40.0
2.85,2.86,40.0
2.86,2.87,40.0
2.87,2.88,40.0
2.88,2.89,40.0
2.89,2.9,39.95635986328125
2.9,2.91,34.486388316418015
2.91,2.92,40.0
2.92,2.93,40.0
2.93,2.94,39.50733048028087
2.94,2.95,25.740945760164323
2.95,2.96,39.247502178033756
2.96,2.9699999999999998,37.94458366706567
2.9699999999999998,2.98,40.0
2.98,2.99,13.951065185152402
2.99,3.0,17.933588197680365
3.0,3.01,39.844983954280906
3.01,3.02,24.626375321378873
3.02,3.0300000000000002,37.27696279101656
3.0300000000000002,3.04,23.782456966102473
3.04,3.05,39.28613836503973
3.05,3.06,37.6434326171875
3.06,3.0700000000000003,30.620771259969843
3.0700000000000003,3.08,21.44253972167644
3.08,3.09,39.03261896972981
3.09,3.1,39.10237798710659
3.1,3.1100000000000003,24.566882268765767
3.1100000000000003,3.12,40.0
3.12,3.13,25.11949706834639
3.13,3.14,14.759171164047075
3.14,3.1500000000000004,38.00147032896166
3.1500000000000004,3.16,35.79443615235505
3.16,3.17,27.955426899932718
3.17,3.1799999999999997,34.80589168697588
3.1799999999999997,3.19,26.953562263821368
3.19,3.2,25.629687634820584
3.2,3.21,38.137059777556715
3.21,3.2199999999999998,37.72986973393199
3.2199999999999998,3.23,40.0
3.23,3.24,29.222361568674387
3.24,3.25,40.0
3.25,3.26,40.0
3.26,3.27,40.0
3.27,3.2800000000000002,37.141517180351
3.2800000000000002,3.29,33.06733456762777
3.29,3.3,29.453526758632506
3.3,3.31,29.112098240599153
3.31,3.3200000000000003,33.04746362154765
3.3200000000000003,3.33,31.545689802976995
3.33,3.34,23.52911398074866
3.34,3.35,40.0
3.35,3.3600000000000003,32.12577410195627
3.3600000000000003,3.37,35.60121543292007
3.37,3.38,14.861923965181632
3.38,3.39,40.0
3.39,3.4000000000000004,38.667988770444936
