policy,seed,request_id,npu,total_K,miss,category,admission_ms,completion_ms,TTFT_ms,SLO_base_ms,SLO_multiple
流量分配 Random,19,2000008,2,160,2048,LL,2246.3950596452974,2704.9452413595623,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,2000009,2,64,4096,SL,2704.9452413595623,3105.486601045073,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,2000010,2,160,2048,LL,3105.486601045073,3564.0367827593377,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,2000011,2,64,4096,SL,3564.0367827593377,3964.5781424448483,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,2000012,2,64,2048,SL,3964.5781424448483,4165.430285782258,200.85214333740942,200.85214333740902,1.0
流量分配 Random,19,3000009,3,200,2048,LL,2386.6903197099473,2952.6146224392123,565.924302729265,565.9243027292647,1.0
流量分配 Random,19,3000010,3,32,4096,SL,2952.6146224392123,3181.3573584062597,228.74273596704734,228.74273596704626,1.0
流量分配 Random,19,3000011,3,64,256,SS,3181.3573584062597,3208.0746145715184,26.717256165258732,26.717256165257165,1.0
流量分配 Random,19,3000012,3,128,4096,LL,3208.0746145715184,3952.2539451486496,744.1793305771312,744.1386016188327,1.0000547330271672
流量分配 Random,19,3000013,3,160,2048,LL,3952.2539451486496,4421.516341530076,469.26239638142624,458.55018171426593,1.0233610520600238
流量分配 Random,19,4000007,4,32,4096,SL,2069.911399297847,2298.654135264894,228.74273596704734,228.74273596704626,1.0
流量分配 Random,19,4000008,4,64,2048,SL,2298.654135264894,2499.5062786023022,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,4000009,4,160,4096,LL,2499.5062786023022,3415.4436530330113,915.937374430709,915.9373744307104,1.0
流量分配 Random,19,4000010,4,32,2048,SL,3415.4436530330113,3530.396474010011,114.95282097699965,114.952820977,1.0
流量分配 Random,19,4000011,4,80,1024,SL,3530.396474010011,3652.878843170556,122.4823691605452,122.48236916054397,1.0
流量分配 Random,19,4000012,4,160,2048,LL,3652.878843170556,4111.429024884821,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,5000008,5,32,2048,SL,2756.4239725896687,2871.3767935666683,114.95282097699965,114.952820977,1.0
流量分配 Random,19,5000009,5,64,2048,SL,2871.3767935666683,3072.2289369040764,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,5000010,5,128,1024,LL,3072.2289369040764,3268.3622130513636,196.13327614728723,186.90687789087698,1.049363610159905
流量分配 Random,19,5000011,5,160,2048,LL,3268.3622130513636,3726.9123947656285,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,5000012,5,200,2048,LL,3726.9123947656285,4295.755152732538,568.8427579669092,565.9243027292647,1.0051569710358255
流量分配 Random,19,6000008,6,64,4096,SL,2054.3242465523203,2454.865606237831,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,6000009,6,200,2048,LL,2454.865606237831,3020.789908967096,565.924302729265,565.9243027292647,1.0
流量分配 Random,19,6000010,6,160,1024,LL,3020.789908967096,3251.90836632132,231.11845735422412,229.85653940820262,1.005490024122309
流量分配 Random,19,6000011,6,80,4096,SL,3251.90836632132,3738.3491931053354,486.44082678401537,486.44082678401566,1.0
流量分配 Random,19,6000012,6,32,2048,SL,3738.3491931053354,3853.302014082335,114.95282097699965,114.952820977,1.0
流量分配 Random,19,6000013,6,200,1024,LL,3853.302014082335,4250.657751950043,397.3557378677083,283.5436075005082,1.401391981185808
流量分配 Random,19,7000005,7,80,2048,SL,2034.658968276015,2278.460828626832,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,7000006,7,64,4096,SL,2278.460828626832,2679.0021883123427,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,7000007,7,64,2048,SL,2679.0021883123427,2879.8543316497507,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,7000008,7,160,4096,LL,2879.8543316497507,3795.7917060804593,915.9373744307086,915.9373744307104,1.0
流量分配 Random,19,7000009,7,128,256,LS,3795.7917060804593,3843.9837984691712,48.1920923887119,48.19209238871334,1.0
流量分配 Random,19,7000010,7,160,256,LS,3843.9837984691712,3909.0934875656094,65.10968909643816,58.92951067026337,1.1048740835598587
流量分配 Random,19,7000011,7,64,4096,SL,3909.0934875656094,4309.634847251118,400.5413596855087,400.5413596855101,1.0
流量分配 Random,19,8000005,8,160,2048,LL,2108.6457221408923,2567.195903855157,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,8000006,8,128,2048,LL,2567.195903855157,2939.8467733297543,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,8000007,8,80,2048,SL,2939.8467733297543,3183.6486336805715,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,8000008,8,80,2048,SL,3183.6486336805715,3427.4504940313886,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,8000009,8,64,2048,SL,3427.4504940313886,3628.3026373687967,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,8000010,8,160,1024,LL,3628.3026373687967,3858.159176777,229.8565394082034,229.85653940820262,1.0
流量分配 Random,19,8000011,8,32,256,SS,3858.159176777,3874.1390143447893,15.979837567789218,15.979837567787547,1.0
流量分配 Random,19,8000012,8,128,256,LS,3874.1390143447893,3933.3481000057827,59.20908566099342,48.19209238871334,1.2286058298406706
流量分配 Random,19,8000013,8,32,4096,SL,3933.3481000057827,4162.09083597283,228.74273596704734,228.74273596704626,1.0
流量分配 Random,19,9000006,9,32,2048,SL,2181.3136399258165,2296.266460902816,114.95282097699965,114.952820977,1.0
流量分配 Random,19,9000007,9,32,2048,SL,2296.266460902816,2411.2192818798158,114.95282097699965,114.952820977,1.0
流量分配 Random,19,9000008,9,80,2048,SL,2411.2192818798158,2655.021142230633,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,9000009,9,128,2048,LL,2655.021142230633,3027.67201170523,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,9000010,9,128,2048,LL,3027.67201170523,3400.322881179827,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,9000011,9,128,4096,LL,3400.322881179827,4144.461482798661,744.1386016188335,744.1386016188327,1.0
流量分配 Random,19,10000003,10,64,256,SS,2296.612118181304,2323.329374346563,26.717256165258732,26.717256165257165,1.0
流量分配 Random,19,10000004,10,160,256,LS,2323.329374346563,2383.2158190571417,59.88644471057887,58.92951067026337,1.016238621862482
流量分配 Random,19,10000005,10,64,2048,SL,2383.2158190571417,2584.06796239455,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,10000006,10,160,1024,LL,2584.06796239455,2813.924501802753,229.8565394082034,229.85653940820262,1.0
流量分配 Random,19,10000007,10,80,256,SS,2813.924501802753,2846.0104667767982,32.085964974045055,32.085964974046185,1.0
流量分配 Random,19,10000008,10,200,1024,LL,2846.0104667767982,3139.1756851877853,293.1652184109871,283.5436075005082,1.0339334432375158
流量分配 Random,19,10000009,10,64,2048,SL,3139.1756851877853,3340.0278285251934,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,10000010,10,32,2048,SL,3340.0278285251934,3454.980649502193,114.95282097699965,114.952820977,1.0
流量分配 Random,19,10000011,10,128,2048,LL,3454.980649502193,3827.63151897679,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,10000012,10,80,2048,SL,3827.63151897679,4071.4333793276073,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,11000007,11,64,2048,SL,2042.9982747016325,2243.8504180390405,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,11000008,11,80,2048,SL,2243.8504180390405,2487.6522783898577,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,11000009,11,32,256,SS,2487.6522783898577,2503.632115957647,15.979837567789218,15.979837567787547,1.0
流量分配 Random,19,11000010,11,200,2048,LL,2503.632115957647,3073.6408016684813,570.0086857108345,565.9243027292647,1.0072171895814903
流量分配 Random,19,11000011,11,200,2048,LL,3073.6408016684813,3639.5651043977464,565.924302729265,565.9243027292647,1.0
流量分配 Random,19,11000012,11,200,256,LS,3639.5651043977464,3711.916388679799,72.3512842820528,72.35128428205302,1.0
流量分配 Random,19,11000013,11,160,2048,LL,3711.916388679799,4170.466570394065,458.55018171426536,458.55018171426593,1.0
流量分配 Random,19,12000005,12,64,256,SS,2126.4450577598927,2153.1623139251515,26.717256165258732,26.717256165257165,1.0
流量分配 Random,19,12000006,12,64,4096,SL,2153.1623139251515,2553.703673610662,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,12000007,12,200,1024,LL,2553.703673610662,2837.247281111171,283.5436075005091,283.5436075005082,1.0
流量分配 Random,19,12000008,12,128,2048,LL,2837.247281111171,3209.8981505857682,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,12000009,12,160,2048,LL,3209.8981505857682,3668.448332300033,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,12000010,12,160,4096,LL,3668.448332300033,4584.385706730742,915.9373744307086,915.9373744307104,1.0
流量分配 Random,19,13000006,13,64,2048,SL,2163.8114418118694,2364.6635851492774,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,13000007,13,64,2048,SL,2364.6635851492774,2565.5157284866855,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,13000008,13,80,4096,SL,2565.5157284866855,3051.956555270701,486.44082678401537,486.44082678401566,1.0
流量分配 Random,19,13000009,13,160,2048,LL,3051.956555270701,3510.5067369849658,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,13000010,13,160,2048,LL,3510.5067369849658,3969.0569186992307,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,13000011,13,32,2048,SL,3969.0569186992307,4084.0097396762303,114.95282097699965,114.952820977,1.0
流量分配 Random,19,14000007,14,64,4096,SL,2369.110835920589,2769.6521956060997,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,14000008,14,160,2048,LL,2769.6521956060997,3228.2023773203646,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,14000009,14,80,2048,SL,3228.2023773203646,3472.0042376711817,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,14000010,14,200,1024,LL,3472.0042376711817,3755.547845171691,283.5436075005091,283.5436075005082,1.0
流量分配 Random,19,14000011,14,128,2048,LL,3755.547845171691,4128.198714646288,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,15000005,15,32,2048,SL,2460.2535159716326,2575.2063369486323,114.95282097699965,114.952820977,1.0
流量分配 Random,19,15000006,15,80,1024,SL,2575.2063369486323,2697.6887061091775,122.4823691605452,122.48236916054397,1.0
流量分配 Random,19,15000007,15,128,2048,LL,2697.6887061091775,3070.3395755837746,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,15000008,15,64,1024,SL,3070.3395755837746,3171.347101667169,101.00752608339462,101.00752608339441,1.0
流量分配 Random,19,15000009,15,64,4096,SL,3171.347101667169,3571.8884613526798,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,15000010,15,32,256,SS,3571.8884613526798,3587.868298920469,15.979837567789218,15.979837567787547,1.0
流量分配 Random,19,15000011,15,80,2048,SL,3587.868298920469,3831.8119059698547,243.94360704938572,243.80186035081854,1.000581401218035
流量分配 Random,19,15000012,15,200,2048,LL,3831.8119059698547,4397.736208699118,565.9243027292632,565.9243027292647,1.0
流量分配 Random,19,16000007,16,64,4096,SL,2895.6467297575145,3296.188089443025,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,16000008,16,80,2048,SL,3296.188089443025,3539.9899497938422,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,16000009,16,200,4096,LL,3539.9899497938422,4670.6762560293755,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,19,17000007,17,32,4096,SL,2825.784351103597,3054.5270870706445,228.74273596704734,228.74273596704626,1.0
流量分配 Random,19,17000008,17,160,4096,LL,3054.5270870706445,3970.464461501353,915.9373744307086,915.9373744307104,1.0
流量分配 Random,19,17000009,17,200,2048,LL,3970.464461501353,4536.388764230615,565.9243027292623,565.9243027292647,1.0
流量分配 Random,19,18000005,18,80,2048,SL,2067.077885912768,2310.8797462635853,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,18000006,18,64,4096,SL,2310.8797462635853,2711.421105949096,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,18000007,18,160,2048,LL,2711.421105949096,3169.9712876633607,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,18000008,18,200,4096,LL,3169.9712876633607,4300.6575938988935,1130.6863062355328,1130.6863062355314,1.0
流量分配 Random,19,19000008,19,64,2048,SL,2082.5050169631586,2283.3571603005666,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,19000009,19,128,2048,LL,2283.3571603005666,2656.008029775164,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,19000010,19,160,2048,LL,2656.008029775164,3114.5582114894287,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,19000011,19,80,4096,SL,3114.5582114894287,3600.999038273444,486.44082678401537,486.44082678401566,1.0
流量分配 Random,19,19000012,19,160,1024,LL,3600.999038273444,3830.8555776816474,229.8565394082034,229.85653940820262,1.0
流量分配 Random,19,19000013,19,200,256,LS,3830.8555776816474,3903.2068619637002,72.3512842820528,72.35128428205302,1.0
流量分配 Random,19,19000014,19,80,2048,SL,3903.2068619637002,4147.008722314517,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,20000007,20,80,256,SS,2432.8379667011777,2464.923931675223,32.085964974045055,32.085964974046185,1.0
流量分配 Random,19,20000008,20,64,2048,SL,2464.923931675223,2665.776075012631,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,20000009,20,128,2048,LL,2665.776075012631,3038.426944487228,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,20000010,20,64,4096,SL,3038.426944487228,3438.9683041727385,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,20000011,20,80,4096,SL,3438.9683041727385,3925.409130956754,486.44082678401537,486.44082678401566,1.0
流量分配 Random,19,20000012,20,64,4096,SL,3925.409130956754,4325.950490642263,400.5413596855087,400.5413596855101,1.0
流量分配 Random,19,21000005,21,160,2048,LL,2480.461006205983,2939.0111879202477,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,21000006,21,160,256,LS,2939.0111879202477,2997.9406985905107,58.92951067026297,58.92951067026337,1.0
流量分配 Random,19,21000007,21,80,1024,SL,2997.9406985905107,3120.423067751056,122.4823691605452,122.48236916054397,1.0
流量分配 Random,19,21000008,21,64,2048,SL,3120.423067751056,3321.275211088464,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,21000009,21,64,4096,SL,3321.275211088464,3721.8165707739745,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,21000010,21,160,1024,LL,3721.8165707739745,3985.8287016502836,264.01213087630913,229.85653940820262,1.1485952566589785
流量分配 Random,19,21000011,21,80,4096,SL,3985.8287016502836,4472.269528434302,486.4408267840181,486.44082678401566,1.0
流量分配 Random,19,22000009,22,128,2048,LL,2212.3278737107016,2584.9787431852988,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,22000010,22,64,2048,SL,2584.9787431852988,2785.830886522707,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,22000011,22,200,4096,LL,2785.830886522707,3916.5171927582396,1130.6863062355328,1130.6863062355314,1.0
流量分配 Random,19,22000012,22,32,2048,SL,3916.5171927582396,4031.4700137352393,114.95282097699965,114.952820977,1.0
流量分配 Random,19,23000005,23,128,256,LS,2391.2742099979246,2439.4663023866365,48.1920923887119,48.19209238871334,1.0
流量分配 Random,19,23000006,23,32,2048,SL,2439.4663023866365,2556.361564920152,116.8952625335155,114.952820977,1.0168977284768344
流量分配 Random,19,23000007,23,128,2048,LL,2556.361564920152,2929.012434394749,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,23000008,23,200,2048,LL,2929.012434394749,3494.936737124014,565.924302729265,565.9243027292647,1.0
流量分配 Random,19,23000009,23,200,256,LS,3494.936737124014,3567.288021406067,72.3512842820528,72.35128428205302,1.0
流量分配 Random,19,23000010,23,200,4096,LL,3567.288021406067,4705.51629133211,1138.2282699260431,1130.6863062355314,1.0066702529684133
流量分配 Random,19,24000005,24,128,256,LS,2061.9573507666955,2110.1494431554074,48.1920923887119,48.19209238871334,1.0
流量分配 Random,19,24000006,24,32,1024,SL,2110.1494431554074,2168.2072957880464,58.05785263263897,58.057852632638046,1.0
流量分配 Random,19,24000007,24,160,2048,LL,2168.2072957880464,2627.7624127341414,459.55511694609504,458.55018171426593,1.0021915490864537
流量分配 Random,19,24000008,24,160,2048,LL,2627.7624127341414,3086.3125944484063,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,24000009,24,80,256,SS,3086.3125944484063,3118.3985594224514,32.085964974045055,32.085964974046185,1.0
流量分配 Random,19,24000010,24,160,2048,LL,3118.3985594224514,3588.512654247987,470.11409482553563,458.55018171426593,1.0252184244438387
流量分配 Random,19,24000011,24,32,2048,SL,3588.512654247987,3703.4654752249867,114.95282097699965,114.952820977,1.0
流量分配 Random,19,24000012,24,32,2048,SL,3703.4654752249867,3818.4182962019863,114.95282097699965,114.952820977,1.0
流量分配 Random,19,24000013,24,200,2048,LL,3818.4182962019863,4389.389090889801,570.9707946878148,565.9243027292647,1.0089172561316284
流量分配 Random,19,25000006,25,160,2048,LL,2706.296261662211,3164.8464433764757,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,25000007,25,32,4096,SL,3164.8464433764757,3393.589179343523,228.74273596704734,228.74273596704626,1.0
流量分配 Random,19,25000008,25,64,2048,SL,3393.589179343523,3594.441322680931,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,25000009,25,64,256,SS,3594.441322680931,3621.15857884619,26.717256165258732,26.717256165257165,1.0
流量分配 Random,19,25000010,25,128,2048,LL,3621.15857884619,4000.9253281570273,379.76674931083744,372.6508694745985,1.019095299163723
流量分配 Random,19,26000005,26,80,4096,SL,2196.3622702006214,2682.803096984637,486.44082678401537,486.44082678401566,1.0
流量分配 Random,19,26000006,26,160,4096,LL,2682.803096984637,3598.7404714153454,915.9373744307086,915.9373744307104,1.0
流量分配 Random,19,26000007,26,64,2048,SL,3598.7404714153454,3799.5926147527534,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,26000008,26,64,2048,SL,3799.5926147527534,4000.4447580901615,200.85214333740805,200.85214333740902,1.0
流量分配 Random,19,27000008,27,200,4096,LL,2002.1129331252187,3132.799239360752,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,19,27000009,27,32,256,SS,3132.799239360752,3148.779076928541,15.979837567789218,15.979837567787547,1.0
流量分配 Random,19,27000010,27,80,256,SS,3148.779076928541,3181.029379280228,32.25030235168697,32.085964974046185,1.0051217838632471
流量分配 Random,19,27000011,27,32,4096,SL,3181.029379280228,3409.969041410926,228.9396621306978,228.74273596704626,1.0008609067423235
流量分配 Random,19,27000012,27,160,2048,LL,3409.969041410926,3868.519223125191,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,27000013,27,128,2048,LL,3868.519223125191,4272.5363419928035,404.0171188676127,372.6508694745985,1.0841706056857925
流量分配 Random,19,28000007,28,80,4096,SL,2184.557423808238,2670.9982505922535,486.44082678401537,486.44082678401566,1.0
流量分配 Random,19,28000008,28,80,1024,SL,2670.9982505922535,2793.4806197527987,122.4823691605452,122.48236916054397,1.0
流量分配 Random,19,28000009,28,80,2048,SL,2793.4806197527987,3037.282480103616,243.80186035081715,243.80186035081854,1.0
流量分配 Random,19,28000010,28,200,1024,LL,3037.282480103616,3320.826087604125,283.5436075005091,283.5436075005082,1.0
流量分配 Random,19,28000011,28,160,4096,LL,3320.826087604125,4236.7634620348335,915.9373744307086,915.9373744307104,1.0
流量分配 Random,19,29000007,29,128,2048,LL,2888.894460496892,3261.545329971489,372.65086947459713,372.6508694745985,1.0
流量分配 Random,19,29000008,29,160,4096,LL,3261.545329971489,4177.482704402198,915.9373744307086,915.9373744307104,1.0
流量分配 Random,19,30000006,30,32,4096,SL,2699.2902843383163,2928.0330203053636,228.74273596704734,228.74273596704626,1.0
流量分配 Random,19,30000007,30,80,4096,SL,2928.0330203053636,3414.473847089379,486.44082678401537,486.44082678401566,1.0
流量分配 Random,19,30000008,30,200,2048,LL,3414.473847089379,3980.398149818644,565.924302729265,565.9243027292647,1.0
流量分配 Random,19,30000009,30,160,2048,LL,3980.398149818644,4442.891716188279,462.4935663696351,458.55018171426593,1.0085996796263978
流量分配 Random,19,31000008,31,160,2048,LL,2090.213419048051,2562.7153285015293,472.5019094534782,458.55018171426593,1.030425738110177
流量分配 Random,19,31000009,31,128,4096,LL,2562.7153285015293,3306.8539301203627,744.1386016188335,744.1386016188327,1.0
流量分配 Random,19,31000010,31,160,1024,LL,3306.8539301203627,3536.710469528566,229.8565394082034,229.85653940820262,1.0
流量分配 Random,19,31000011,31,128,4096,LL,3536.710469528566,4280.8490711474,744.1386016188335,744.1386016188327,1.0
流量分配 Random,43,8,0,80,256,SS,2005.4862245440372,2037.572189518084,32.085964974046874,32.085964974046185,1.0
流量分配 Random,43,9,0,200,2048,LL,2037.572189518084,2634.861205941159,597.2890164230748,565.9243027292647,1.0554221006988895
流量分配 Random,43,10,0,200,1024,LL,2634.861205941159,2918.404813441668,283.5436075005091,283.5436075005082,1.0
流量分配 Random,43,11,0,200,4096,LL,2918.404813441668,4049.0911196772013,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,43,1000005,1,32,4096,SL,2316.0095653031935,2544.752301270241,228.74273596704734,228.74273596704626,1.0
流量分配 Random,43,1000006,1,80,4096,SL,2544.752301270241,3031.1931280542562,486.44082678401537,486.44082678401566,1.0
流量分配 Random,43,1000007,1,160,1024,LL,3031.1931280542562,3261.0496674624596,229.8565394082034,229.85653940820262,1.0
流量分配 Random,43,1000008,1,160,2048,LL,3261.0496674624596,3719.5998491767245,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,1000009,1,128,4096,LL,3719.5998491767245,4463.738450795558,744.138601618833,744.1386016188327,1.0
流量分配 Random,43,2000008,2,64,256,SS,2800.7547623594,2828.6715760390775,27.91681367967749,26.717256165257165,1.044898230080236
流量分配 Random,43,2000009,2,200,2048,LL,2828.6715760390775,3426.525397222145,597.8538211830673,565.9243027292647,1.0564201224436152
流量分配 Random,43,2000010,2,200,256,LS,3426.525397222145,3498.8766815041977,72.3512842820528,72.35128428205302,1.0
流量分配 Random,43,2000011,2,200,2048,LL,3498.8766815041977,4064.8009842334627,565.924302729265,565.9243027292647,1.0
流量分配 Random,43,3000004,3,200,256,LS,2248.6614761745327,2321.0127604565855,72.3512842820528,72.35128428205302,1.0
流量分配 Random,43,3000005,3,128,4096,LL,2321.0127604565855,3075.7682470426416,754.7554865860561,744.1386016188327,1.014267348776326
流量分配 Random,43,3000006,3,160,4096,LL,3075.7682470426416,3991.70562147335,915.9373744307086,915.9373744307104,1.0
流量分配 Random,43,3000007,3,200,2048,LL,3991.70562147335,4557.6299242026125,565.9243027292623,565.9243027292647,1.0
流量分配 Random,43,4000003,4,32,2048,SL,2292.634771381347,2407.5875923583467,114.95282097699965,114.952820977,1.0
流量分配 Random,43,4000004,4,200,2048,LL,2407.5875923583467,2988.572806380612,580.9852140222652,565.9243027292647,1.0266129431451638
流量分配 Random,43,4000005,4,32,256,SS,2988.572806380612,3004.552643948401,15.979837567789218,15.979837567787547,1.0
流量分配 Random,43,4000006,4,160,4096,LL,3004.552643948401,3924.0670604750458,919.5144165266447,915.9373744307104,1.0039053347923024
流量分配 Random,43,4000007,4,80,256,SS,3924.0670604750458,3956.153025449091,32.085964974045055,32.085964974046185,1.0
流量分配 Random,43,4000008,4,160,2048,LL,3956.153025449091,4429.852471983816,473.6994465347252,458.55018171426593,1.033037310690456
流量分配 Random,43,5000009,5,80,4096,SL,2259.6995547061606,2746.140381490176,486.44082678401537,486.44082678401566,1.0
流量分配 Random,43,5000010,5,64,2048,SL,2746.140381490176,2946.992524827584,200.85214333740805,200.85214333740902,1.0
流量分配 Random,43,5000011,5,128,4096,LL,2946.992524827584,3691.1311264464175,744.1386016188335,744.1386016188327,1.0
流量分配 Random,43,5000012,5,160,256,LS,3691.1311264464175,3750.0606371166805,58.92951067026297,58.92951067026337,1.0
流量分配 Random,43,5000013,5,160,2048,LL,3750.0606371166805,4211.683232403847,461.6225952871664,458.55018171426593,1.0067002777349567
流量分配 Random,43,6000004,6,160,4096,LL,2551.9980416595713,3467.9354160902803,915.937374430709,915.9373744307104,1.0
流量分配 Random,43,6000005,6,200,256,LS,3467.9354160902803,3540.286700372333,72.3512842820528,72.35128428205302,1.0
流量分配 Random,43,6000006,6,80,2048,SL,3540.286700372333,3784.0885607231503,243.80186035081715,243.80186035081854,1.0
流量分配 Random,43,6000007,6,32,2048,SL,3784.0885607231503,3899.04138170015,114.95282097699965,114.952820977,1.0
流量分配 Random,43,6000008,6,80,256,SS,3899.04138170015,3931.127346674195,32.085964974045055,32.085964974046185,1.0
流量分配 Random,43,6000009,6,80,4096,SL,3931.127346674195,4418.450109338725,487.3227626645303,486.44082678401566,1.001813038363464
流量分配 Random,43,7000005,7,160,1024,LL,2056.6241076543997,2353.264434390605,296.6403267362052,229.85653940820262,1.2905455180868322
流量分配 Random,43,7000006,7,160,2048,LL,2353.264434390605,2817.4044585833853,464.1400241927804,458.55018171426593,1.0121902524552866
流量分配 Random,43,7000007,7,64,256,SS,2817.4044585833853,2844.121714748644,26.717256165258732,26.717256165257165,1.0
流量分配 Random,43,7000008,7,128,2048,LL,2844.121714748644,3242.04303381611,397.9213190674659,372.6508694745985,1.067812667735074
流量分配 Random,43,7000009,7,64,4096,SL,3242.04303381611,3642.5843935016205,400.54135968551054,400.5413596855101,1.0
流量分配 Random,43,7000010,7,80,4096,SL,3642.5843935016205,4129.025220285636,486.4408267840158,486.44082678401566,1.0
流量分配 Random,43,8000002,8,160,4096,LL,2129.2287848410465,3045.1661592717555,915.937374430709,915.9373744307104,1.0
流量分配 Random,43,8000003,8,160,2048,LL,3045.1661592717555,3503.7163409860204,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,8000004,8,160,1024,LL,3503.7163409860204,3733.572880394224,229.8565394082034,229.85653940820262,1.0
流量分配 Random,43,8000005,8,200,2048,LL,3733.572880394224,4299.497183123488,565.9243027292641,565.9243027292647,1.0
流量分配 Random,43,9000009,9,128,4096,LL,2355.9617017739906,3100.100303392824,744.1386016188335,744.1386016188327,1.0
流量分配 Random,43,9000010,9,160,2048,LL,3100.100303392824,3558.650485107089,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,9000011,9,200,2048,LL,3558.650485107089,4124.574787836354,565.9243027292646,565.9243027292647,1.0
流量分配 Random,43,10000005,10,32,2048,SL,2442.8141217740867,2557.7669427510864,114.95282097699965,114.952820977,1.0
流量分配 Random,43,10000006,10,200,256,LS,2557.7669427510864,2630.118227033139,72.3512842820528,72.35128428205302,1.0
流量分配 Random,43,10000007,10,160,256,LS,2630.118227033139,2689.047737703402,58.92951067026297,58.92951067026337,1.0
流量分配 Random,43,10000008,10,80,4096,SL,2689.047737703402,3175.4885644874175,486.44082678401537,486.44082678401566,1.0
流量分配 Random,43,10000009,10,160,1024,LL,3175.4885644874175,3405.345103895621,229.8565394082034,229.85653940820262,1.0
流量分配 Random,43,10000010,10,80,2048,SL,3405.345103895621,3649.146964246438,243.80186035081715,243.80186035081854,1.0
流量分配 Random,43,10000011,10,160,2048,LL,3649.146964246438,4107.697145960703,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,11000005,11,160,2048,LL,2219.8759654966616,2678.4261472109265,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,11000006,11,32,2048,SL,2678.4261472109265,2793.378968187926,114.95282097699965,114.952820977,1.0
