start_s,end_s,supply_GiB_s
2.0,2.01,40.0
2.01,2.02,25.230311973037715
2.02,2.03,35.024961120649095
2.03,2.04,32.94362585332601
2.04,2.05,40.0
2.05,2.06,36.137797683883036
2.06,2.07,35.91484334503366
2.07,2.08,28.73576865409086
2.08,2.09,27.564612727368512
2.09,2.1,36.31147323351615
2.1,2.11,40.0
2.11,2.12,36.77335048760142
2.12,2.13,25.75221865286585
2.13,2.14,24.0143218744779
2.14,2.15,28.40065414959463
2.15,2.16,40.0
2.16,2.17,36.363449277649124
2.17,2.18,28.609281085991825
2.18,2.19,28.91902556209243
2.19,2.2,16.512456428035875
2.2,2.21,34.35737664475346
2.21,2.22,22.809942231300738
2.22,2.23,29.582686902791465
2.23,2.24,30.392393342790456
2.24,2.25,19.641882709038327
2.25,2.26,32.765940435099765
2.26,2.27,30.367454375962552
2.27,2.2800000000000002,40.0
2.2800000000000002,2.29,40.0
2.29,2.3,40.0
2.3,2.31,39.142141913493106
2.31,2.32,16.23538909429044
2.32,2.33,22.868924640679325
2.33,2.34,24.97665886935647
2.34,2.35,32.296590872236266
2.35,2.36,24.92523193359375
2.36,2.37,23.704300079454697
2.37,2.38,40.0
2.38,2.39,35.31315234438625
2.39,2.4,32.83704956211295
2.4,2.41,38.765191121472526
2.41,2.42,28.843736840728525
2.42,2.43,27.861699552175196
2.43,2.44,35.25421620279485
2.44,2.45,12.123776764132344
2.45,2.46,30.169979798563872
2.46,2.47,24.62495433145341
2.47,2.48,31.67222411763032
2.48,2.49,25.233921595237916
2.49,2.5,40.0
2.5,2.51,40.0
2.51,2.52,40.0
2.52,2.5300000000000002,25.921542318763386
2.5300000000000002,2.54,30.218456985181547
2.54,2.55,38.11735936878358
2.55,2.56,40.0
2.56,2.5700000000000003,40.0
2.5700000000000003,2.58,40.0
2.58,2.59,40.0
2.59,2.6,27.34503081400362
2.6,2.61,37.70701185354301
2.61,2.62,40.0
2.62,2.63,38.03114370948242
2.63,2.64,40.0
2.64,2.65,40.0
2.65,2.66,14.90942744478707
2.66,2.67,33.90515150272586
2.67,2.68,35.60015855586789
2.68,2.69,31.100558467596784
2.69,2.7,40.0
2.7,2.71,40.0
2.71,2.7199999999999998,40.0
2.7199999999999998,2.73,40.0
2.73,2.74,25.858059696465716
2.74,2.75,26.86369532187382
2.75,2.76,37.03203067509821
2.76,2.77,14.203334061621717
2.77,2.7800000000000002,32.85778931069035
2.7800000000000002,2.79,40.0
2.79,2.8,40.0
2.8,2.81,25.34716674399715
2.81,2.8200000000000003,22.47467041015625
2.8200000000000003,2.83,12.5213623046875
2.83,2.84,33.600384565208515
2.84,2.85,40.0
2.85,2.86,38.437274126197735
2.86,2.87,13.943519999003911
2.87,2.88,21.87719036901035
2.88,2.89,31.066776190480596
2.89,2.9,28.20881650931733
2.9,2.91,28.927869157283567
2.91,2.92,38.79798623132956
2.92,2.93,24.525595201634133
2.93,2.94,20.328943119284304
2.94,2.95,26.18408203125
2.95,2.96,30.09490966796875
2.96,2.9699999999999998,18.24493408203125
2.9699999999999998,2.98,36.37367753102444
2.98,2.99,40.0
2.99,3.0,40.0
3.0,3.01,40.0
3.01,3.02,36.35559686437409
3.02,3.0300000000000002,27.180794952615543
3.0300000000000002,3.04,31.412539578432188
3.04,3.05,33.281675234949944
3.05,3.06,40.0
3.06,3.0700000000000003,40.0
3.0700000000000003,3.08,40.0
3.08,3.09,40.0
3.09,3.1,35.568747129076655
3.1,3.1100000000000003,16.166385213433387
3.1100000000000003,3.12,23.622256437820397
3.12,3.13,40.0
3.13,3.14,38.25937583165978
3.14,3.1500000000000004,40.0
3.1500000000000004,3.16,40.0
3.16,3.17,40.0
3.17,3.1799999999999997,40.0
3.1799999999999997,3.19,40.0
3.19,3.2,40.0
3.2,3.21,40.0
3.21,3.2199999999999998,40.0
3.2199999999999998,3.23,38.58615158388784
3.23,3.24,38.46776492279241
3.24,3.25,26.506410408645024
3.25,3.26,40.0
